,Approaches_from__200_yards_Rgh_RANK THIS WEEK,Approaches_from__200_yards_Rgh_RANK LAST WEEK,Approaches_from__200_yards_Rgh_PLAYER NAME,Approaches_from__200_yards_Rgh_ROUNDS,Approaches_from__200_yards_Rgh_AVG,Approaches_from__200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__200_yards_Rgh_# OF ATTEMPTS,Approaches_from__200_yards_Rgh_RELATIVE TO PAR
0,1,1,Craig Perks,67,"57' 7""",1670.9170000000001,29,+1
1,2,2,Jeff Brehaut,71,"59' 0""",943.5830000000001,16,-1
2,3,3,Charles Howell III,95,"61' 8""",2528.667,41,-12
3,4,4,Joey Snyder III,102,"61' 9""",2284.0,37,-10
4,5,5,Tim Clark,92,"62' 1""",2110.917,34,+3
5,6,6,Michael Allen,90,"62' 2""",1989.5,32,-3
6,T7,T7,Glen Day,80,"62' 9""",1505.5,24,-2
7,T7,T7,David Toms,87,"62' 9""",1881.75,30,-6
8,9,9,Ted Purdy,122,"63' 2""",2716.0,43,-11
9,10,10,Tom Lehman,69,"63' 6""",1586.8329999999999,25,+7
10,11,11,Bo Van Pelt,112,"63' 8""",2673.75,42,-4
11,12,12,Bradley Hughes,52,"63' 11""",1469.6670000000001,23,+1
12,13,13,Billy Mayfair,114,"64' 1""",3334.25,52,-4
13,T14,T14,Briny Baird,98,"64' 5""",1482.0829999999999,23,-6
14,T14,T14,Shigeki Maruyama,99,"64' 5""",3219.417,50,+1
15,T16,T16,Kevin Na,88,"64' 6""",2904.167,45,-7
16,T16,T16,Kevin Stadler,96,"64' 6""",3416.917,53,-4
17,18,18,John Elliott,58,"64' 9""",1489.5829999999999,23,-1
18,19,19,Harrison Frazar,105,"64' 10""",2333.417,36,-14
19,20,20,Brent Geiberger,61,"65' 0""",1365.4170000000001,21,-2
20,21,21,Mike Weir,71,"65' 1""",1105.833,17,-1
21,22,22,John Senden,101,"65' 4""",2352.75,36,-10
22,23,23,Jason Bohn,91,"65' 5""",2550.583,39,-9
23,T24,T24,Scott Hend,75,"65' 6""",3537.333,54,-10
24,T24,T24,Thomas Levet,54,"65' 6""",1768.25,27,+1
25,26,26,Cameron Beckman,96,"65' 8""",2232.167,34,-7
26,27,27,Rob Rashell,65,"65' 10""",2633.75,40,+7
27,28,28,Nick Watney,91,"66' 0""",3037.417,46,-6
28,29,29,Roland Thatcher,75,"66' 2""",1852.0,28,+3
29,30,30,Matt Gogel,78,"66' 3""",1854.3329999999999,28,-1
30,T31,T31,Olin Browne,99,"66' 5""",2457.75,37,E
31,T31,T31,Joe Durant,81,"66' 5""",1925.1670000000001,29,-10
32,T33,T33,Ian Poulter,62,"66' 8""",1533.5,23,+1
33,T33,T33,Darron Stiles,78,"66' 8""",1533.5,23,-5
34,T35,T35,Scott Gutschewski,86,"67' 1""",2884.917,43,-23
35,T35,T35,Mark O'Meara,66,"67' 1""",1812.1670000000001,27,+5
36,37,37,Fred Funk,102,"67' 2""",1679.75,25,+2
37,T38,T38,Scott McCarron,78,"67' 3""",2153.25,32,-9
38,T38,T38,Kirk Triplett,55,"67' 3""",1613.0829999999999,24,+1
39,40,40,Jonathan Byrd,103,"67' 5""",3169.5,47,-8
40,41,41,Ryuji Imada,78,"67' 8""",2840.833,42,-3
41,42,42,Rocco Mediate,73,"67' 10""",1899.4170000000001,28,+1
42,T43,T43,Justin Bolli,65,"68' 0""",1496.0,22,-4
43,T43,T43,Davis Love III,80,"68' 0""",2176.083,32,-7
44,45,45,Aaron Baddeley,84,"68' 1""",4150.667,61,-10
45,46,46,Jim Furyk,94,"68' 2""",2249.583,33,+5
46,47,47,Brian Gay,101,"68' 3""",2526.667,37,-3
47,48,48,Carlos Franco,78,"68' 4""",2802.25,41,-1
48,49,49,Brad Faxon,75,"68' 9""",2473.75,36,-1
49,50,50,Jeff Hart,63,"68' 10""",550.4169999999999,8,+3
50,51,51,Paul Claxton,79,"68' 11""",1653.5,24,-2
51,T52,T52,Jason Allred,75,"69' 3""",3254.667,47,-10
52,T52,T52,Paul Azinger,66,"69' 3""",1938.5,28,+2
53,T54,T54,Glen Hnatiuk,59,"69' 6""",2016.5829999999999,29,-3
54,T54,T54,Charlie Wi,67,"69' 6""",2155.417,31,E
55,T56,T56,Luke Donald,67,"69' 7""",1252.917,18,+1
56,T56,T56,Kent Jones,99,"69' 7""",2504.5,36,+2
57,58,58,Woody Austin,100,"69' 8""",2718.417,39,-14
58,59,59,Arron Oberholser,65,"69' 9""",1674.3329999999999,24,-6
59,60,60,Hideto Tanihara,50,"69' 10""",1466.0829999999999,21,+5
60,61,61,Tom Pernice Jr.,111,"70' 0""",3290.083,47,-8
61,T62,T62,Mario Tiziani,67,"70' 2""",1403.3329999999999,20,-5
62,T62,T62,Tjaart van der Walt,56,"70' 2""",1333.4170000000001,19,-2
63,64,64,Billy Andrade,83,"70' 4""",2884.583,41,-2
64,T65,T65,Bart Bryant,91,"70' 5""",1689.5829999999999,24,+2
65,T65,T65,Larry Mize,54,"70' 5""",1549.0,22,+3
66,T65,T65,Scott Verplank,87,"70' 5""",1690.3329999999999,24,-4
67,T68,T68,Doug Barron,70,"70' 8""",1695.75,24,E
68,T68,T68,J.J. Henry,102,"70' 8""",2826.417,40,-10
69,T68,T68,Neal Lancaster,95,"70' 8""",2685.083,38,E
70,71,71,Loren Roberts,54,"70' 9""",1414.9170000000001,20,+7
71,72,72,Tom Gillis,77,"70' 11""",1984.75,28,+1
72,73,73,Arjun Atwal,65,"71' 0""",2058.583,29,-8
73,74,74,Charles Warren,89,"71' 1""",1990.0,28,-9
74,75,75,Mark Hensby,70,"71' 2""",1352.9170000000001,19,-4
75,T76,T76,Tom Byrum,83,"71' 6""",2358.667,33,+10
76,T76,T76,Bob Tway,87,"71' 6""",2215.833,31,-5
77,T78,T78,Stephen Leaney,89,"71' 7""",2576.417,36,+10
78,T78,T78,Justin Rose,99,"71' 7""",3437.833,48,-10
79,T78,T78,Mark Wilson,74,"71' 7""",1359.4170000000001,19,+3
80,81,81,Brenden Pappas,51,"71' 9""",1578.75,22,-10
81,82,82,Brian Bateman,98,"71' 10""",2154.583,30,-2
82,T83,T83,Lucas Glover,88,"72' 1""",4183.0,58,-6
83,T83,T83,Padraig Harrington,50,"72' 1""",1585.0,22,-4
84,85,85,Phillip Price,77,"72' 2""",2093.917,29,-3
85,86,86,Carl Pettersson,109,"72' 3""",3034.25,42,-4
86,T87,T87,Steve Flesch,90,"72' 6""",2319.75,32,-1
87,T87,T87,J.P. Hayes,63,"72' 6""",1523.0829999999999,21,-1
88,T87,T87,Tim Petrovic,97,"72' 6""",3264.0,45,+1
89,90,90,Stephen Ames,82,"72' 7""",2323.083,32,E
90,T91,T91,Robert Damron,89,"72' 8""",2252.333,31,+7
91,T91,T91,Hidemichi Tanaka,106,"72' 8""",1961.0,27,-4
92,93,93,Richard Johnson,50,"72' 9""",1382.5,19,-1
93,T94,T94,Matt Kuchar,60,"72' 10""",1238.167,17,E
94,T94,T94,Greg Owen,84,"72' 10""",2623.25,36,-10
95,96,96,Dean Wilson,86,"73' 0""",2627.917,36,-4
96,97,97,Sergio Garcia,73,"73' 1""",1972.5829999999999,27,-4
97,T98,T98,Freddie Jacobson,72,"73' 2""",2341.25,32,E
98,T98,T98,José María Olazábal,55,"73' 2""",2414.333,33,-4
99,100,100,Daniel Chopra,108,"73' 4""",4327.75,59,-25
100,101,101,Justin Leonard,78,"73' 7""",2134.75,29,-3
101,T102,T102,Retief Goosen,71,"73' 8""",1547.75,21,-6
102,T102,T102,Phil Mickelson,81,"73' 8""",3611.083,49,-10
103,104,104,Shaun Micheel,81,"73' 9""",1990.5829999999999,27,-3
104,105,105,Fred Couples,72,"73' 10""",1697.5829999999999,23,-3
105,106,106,Frank Lickliter II,100,"73' 11""",2216.417,30,+5
106,107,107,Chris DiMarco,83,"74' 0""",2885.667,39,+4
107,108,108,J.L. Lewis,98,"74' 1""",2371.083,32,+9
108,T109,T109,Mark Brooks,72,"74' 2""",1631.1670000000001,22,+2
109,T109,T109,Gavin Coles,70,"74' 2""",2075.75,28,E
110,T109,T109,Bob Heintz,67,"74' 2""",1706.6670000000001,23,-4
111,T109,T109,John Huston,90,"74' 2""",2669.083,36,-7
112,T113,T113,D.J. Brigman,76,"74' 3""",2523.25,34,-5
113,T113,T113,Jay Haas,54,"74' 3""",1632.75,22,+5
114,115,115,Brendan Jones,81,"74' 5""",2158.917,29,-7
115,T116,T116,Stewart Cink,98,"74' 6""",2010.6670000000001,27,E
116,T116,T116,John Rollins,97,"74' 6""",2756.5,37,-13
117,118,118,Mathias Grönberg,60,"74' 9""",2540.167,34,-14
118,T119,T119,Robert Allenby,95,"74' 10""",3218.083,43,-7
119,T119,T119,John Daly,78,"74' 10""",1720.75,23,E
120,T119,T119,Will MacKenzie,75,"74' 10""",2094.833,28,+8
121,T122,T122,Brandt Jobe,96,"74' 11""",3821.833,51,-7
122,T122,T122,Bernhard Langer,67,"74' 11""",1947.9170000000001,26,E
123,124,124,Lee Westwood,50,"75' 0""",975.3330000000001,13,+4
124,T125,T125,Dudley Hart,84,"75' 2""",2105.25,28,-5
125,T125,T125,David Hearn,68,"75' 2""",1127.083,15,-3
126,T125,T125,Tim Herron,100,"75' 2""",1878.3329999999999,25,-4
127,T128,T128,Hank Kuehne,84,"75' 3""",3988.0,53,-14
128,T128,T128,Rory Sabbatini,81,"75' 3""",2256.25,30,+1
129,T130,T130,Paul Gow,78,"75' 4""",2562.167,34,+11
130,T130,T130,Jay Williamson,53,"75' 4""",828.9169999999999,11,-1
131,T132,T132,Ben Crane,78,"75' 5""",2940.167,39,-6
132,T132,T132,Brian Davis,75,"75' 5""",1659.5,22,+1
133,134,134,Bob Estes,92,"75' 8""",3933.833,52,+2
