,Approach_75-100_yards_RTP_Score_RANK THIS WEEK,Approach_75-100_yards_RTP_Score_RANK LAST WEEK,Approach_75-100_yards_RTP_Score_PLAYER NAME,Approach_75-100_yards_RTP_Score_ROUNDS,Approach_75-100_yards_RTP_Score_AVG RTP
0,1,1,Richard Johnson,50,-.350
1,2,2,Will MacKenzie,75,-.325
2,3,3,Jeff Brehaut,71,-.317
3,4,4,Scott Verplank,87,-.315
4,T5,T5,Doug Barron,70,-.311
5,T5,T5,Adam Scott,72,-.311
6,7,7,Steve Stricker,62,-.298
7,8,8,Neal Lancaster,95,-.276
8,9,9,John Rollins,97,-.275
9,10,10,John Daly,78,-.267
10,11,11,Bart Bryant,91,-.263
11,12,12,Arjun Atwal,65,-.259
12,13,13,Ryuji Imada,78,-.254
13,14,14,Joe Ogilvie,103,-.252
14,15,15,Arron Oberholser,65,-.250
15,16,16,J.P. Hayes,63,-.238
16,17,17,Stephen Leaney,89,-.237
17,18,18,Omar Uresti,84,-.231
18,19,19,Corey Pavin,77,-.228
19,T20,T20,Luke Donald,67,-.225
20,T20,T20,Padraig Harrington,50,-.225
21,T20,T20,Hunter Mahan,103,-.225
22,23,23,Phil Mickelson,81,-.217
23,24,24,Vaughn Taylor,99,-.215
24,25,25,Chris DiMarco,83,-.213
25,26,26,Brian Davis,75,-.211
26,27,27,Mark Brooks,72,-.205
27,28,28,Sergio Garcia,73,-.204
28,T29,T29,Dan Forsman,52,-.203
29,T29,T29,Kenny Perry,82,-.203
30,31,31,Olin Browne,99,-.202
31,T32,T32,Rich Beem,66,-.200
32,T32,T32,Phillip Price,77,-.200
33,T32,T32,Joey Sindelar,104,-.200
34,35,35,Jim Furyk,94,-.197
35,36,36,Tiger Woods,76,-.196
36,37,37,Jeff Maggert,79,-.191
37,38,38,Tjaart van der Walt,56,-.189
38,T39,T39,Geoff Ogilvy,97,-.187
39,T39,T39,Mark Wilson,74,-.187
40,T41,T41,Jonathan Kaye,77,-.186
41,T41,T41,Scott McCarron,78,-.186
42,43,43,John Senden,101,-.184
43,44,44,Robert Allenby,95,-.183
44,45,45,Mark Calcavecchia,92,-.181
45,46,46,Stuart Appleby,84,-.179
46,T47,T47,John Cook,72,-.177
47,T47,T47,Tim Petrovic,97,-.177
48,49,49,Peter Lonard,85,-.172
49,50,50,Mark O'Meara,66,-.171
50,T51,T51,Charles Howell III,95,-.169
51,T51,T51,John Huston,90,-.169
52,T51,T51,Vijay Singh,111,-.169
53,54,54,Robert Gamez,91,-.168
54,55,55,José María Olazábal,55,-.167
55,56,56,Paul Azinger,66,-.164
56,57,57,Tom Lehman,69,-.163
57,58,58,Matt Gogel,78,-.160
58,59,59,Hank Kuehne,84,-.159
59,T60,T60,Stewart Cink,98,-.157
60,T60,T60,Skip Kendall,80,-.157
61,62,62,Zach Johnson,96,-.155
62,T63,T63,Paul Claxton,79,-.154
63,T63,T63,Charles Warren,89,-.154
64,65,65,Charlie Wi,67,-.153
65,T66,T66,Steve Elkington,67,-.151
66,T66,T66,Brett Quigley,96,-.151
67,68,68,Justin Bolli,65,-.150
68,69,69,Kirk Triplett,55,-.148
69,70,70,Rob Rashell,65,-.145
70,71,71,Harrison Frazar,105,-.144
71,72,72,Justin Leonard,78,-.143
72,73,73,Heath Slocum,103,-.140
73,74,74,J.J. Henry,102,-.139
74,75,75,Shaun Micheel,81,-.137
75,T76,T76,Chris Anderson,66,-.134
76,T76,T76,Bo Van Pelt,112,-.134
77,T78,T78,Alex Cejka,84,-.133
78,T78,T78,Mark Hensby,70,-.133
79,T80,T80,Tag Ridings,93,-.130
80,T80,T80,Brett Wetterich,76,-.130
81,T82,T82,Jonathan Byrd,103,-.129
82,T82,T82,Bob Tway,87,-.129
83,84,84,Bernhard Langer,67,-.128
84,85,85,Tim Herron,100,-.127
85,T86,T86,Retief Goosen,71,-.125
86,T86,T86,Dudley Hart,84,-.125
87,T86,T86,Rod Pampling,89,-.125
88,89,89,Jeff Sluman,94,-.124
89,T90,T90,Danny Briggs,70,-.123
90,T90,T90,Shigeki Maruyama,99,-.123
91,92,92,Tom Byrum,83,-.122
92,T93,T93,Briny Baird,98,-.118
93,T93,T93,Kent Jones,99,-.118
94,95,95,Darron Stiles,78,-.117
95,T96,T96,Chad Campbell,95,-.115
96,T96,T96,Rocco Mediate,73,-.115
97,T98,T98,Paul Gow,78,-.113
98,T98,T98,Steve Lowery,100,-.113
99,100,100,Brent Geiberger,61,-.111
100,101,101,Kevin Stadler,96,-.110
101,T102,T102,Lucas Glover,88,-.103
102,T102,T102,Jay Haas,54,-.103
103,T102,T102,Bob Heintz,67,-.103
104,T102,T102,Andrew Magee,82,-.103
105,T106,T106,Freddie Jacobson,72,-.102
106,T106,T106,Lee Janzen,75,-.102
107,T106,T106,Chris Smith,93,-.102
108,T109,T109,Brenden Pappas,51,-.100
109,T109,T109,David Toms,87,-.100
110,111,111,Bob Estes,92,-.099
111,112,112,Steve Jones,56,-.098
112,113,113,Carlos Franco,78,-.096
113,114,114,Glen Day,80,-.094
114,115,115,Jerry Kelly,101,-.093
115,T116,T116,Tim Clark,92,-.091
116,T116,T116,Joey Snyder III,102,-.091
117,118,118,Todd Fischer,99,-.089
118,119,119,Marco Dawson,82,-.088
119,120,120,Hunter Haas,83,-.087
120,121,121,Ryan Palmer,101,-.086
121,122,122,Robert Damron,89,-.083
122,T123,T123,James Driscoll,73,-.082
123,T123,T123,Tom Gillis,77,-.082
124,T123,T123,Dean Wilson,86,-.082
125,126,126,Ian Poulter,62,-.080
126,127,127,Len Mattiace,86,-.078
127,128,128,David Hearn,68,-.077
128,129,129,Billy Andrade,83,-.074
129,T130,T130,José Coceres,56,-.073
130,T130,T130,Mike Weir,71,-.073
131,132,132,Tom Pernice Jr.,111,-.072
132,133,133,Jeff Hart,63,-.071
133,134,134,K.J. Choi,78,-.069
134,T135,T135,Matt Davidson,53,-.067
135,T135,T135,Carl Pettersson,109,-.067
136,137,137,Gavin Coles,70,-.066
137,138,138,Brian Gay,101,-.065
138,T139,T139,D.A. Points,94,-.064
139,T139,T139,Justin Rose,99,-.064
140,T141,T141,Woody Austin,100,-.063
141,T141,T141,Mathias Grönberg,60,-.063
142,T141,T141,Roland Thatcher,75,-.063
143,144,144,Craig Perks,67,-.059
144,145,145,Craig Barlow,81,-.058
145,T146,T146,Jason Bohn,91,-.057
146,T146,T146,Billy Mayfair,114,-.057
147,T148,T148,Michael Allen,90,-.055
148,T148,T148,Jesper Parnevik,84,-.055
149,T150,T150,Scott Hend,75,-.054
150,T150,T150,Loren Roberts,54,-.054
151,T152,T152,Stephen Ames,82,-.048
152,T152,T152,Tommy Armour III,103,-.048
153,T152,T152,Brandt Jobe,96,-.048
154,T152,T152,Mario Tiziani,67,-.048
155,156,156,Fred Funk,102,-.045
156,T157,T157,Larry Mize,54,-.043
157,T157,T157,Dennis Paulson,63,-.043
158,159,159,D.J. Brigman,76,-.042
159,160,160,Jim Carter,62,-.041
160,161,161,Todd Hamilton,94,-.038
161,162,162,Scott Gutschewski,86,-.034
162,T163,T163,Frank Lickliter II,100,-.032
163,T163,T163,Nick Watney,91,-.032
164,165,165,Greg Owen,84,-.029
165,166,166,Matt Kuchar,60,-.027
166,167,167,Franklin Langham,91,-.026
167,168,168,Bradley Hughes,52,-.023
168,169,169,Glen Hnatiuk,59,-.019
169,170,170,Ben Crane,78,-.018
170,171,171,D.J. Trahan,81,-.016
171,172,172,Steve Flesch,90,-.015
172,T173,T173,Brian Bateman,98,-.014
173,T173,T173,Brendan Jones,81,-.014
174,175,175,Patrick Sheehan,114,-.012
175,T176,T176,Fred Couples,72,E
176,T176,T176,Ben Curtis,65,E
177,T176,T176,John Elliott,58,E
178,T176,T176,Davis Love III,80,E
179,T176,T176,Pat Perez,89,E
180,T176,T176,Duffy Waldorf,86,E
181,T182,T182,Cameron Beckman,96,+.014
182,T182,T182,Joe Durant,81,+.014
183,184,184,Michael Long,72,+.019
184,185,185,J.L. Lewis,98,+.021
185,186,186,Ted Purdy,122,+.022
186,187,187,Sean O'Hair,103,+.031
187,T188,T188,Daniel Chopra,108,+.038
188,T188,T188,Brad Faxon,75,+.038
189,T190,T190,Kevin Sutherland,89,+.054
190,T190,T190,Jay Williamson,53,+.054
191,T192,T192,Aaron Baddeley,84,+.069
192,T192,T192,Bill Glasson,54,+.069
193,194,194,Hidemichi Tanaka,106,+.092
194,195,195,Steve Allan,102,+.094
195,196,196,Lee Westwood,50,+.100
196,197,197,Rory Sabbatini,81,+.129
197,198,198,Kevin Na,88,+.133
198,199,199,Hideto Tanihara,50,+.159
199,200,200,Thomas Levet,54,+.214
200,201,201,Chris Riley,67,+.225
201,202,202,Jason Allred,75,+.227
