,Approaches_50-125_yards-Rgh_RTP_RANK THIS WEEK,Approaches_50-125_yards-Rgh_RTP_RANK LAST WEEK,Approaches_50-125_yards-Rgh_RTP_PLAYER NAME,Approaches_50-125_yards-Rgh_RTP_ROUNDS,Approaches_50-125_yards-Rgh_RTP_AVG RTP
0,1,1,Kenny Perry,82,-.132
1,2,2,Steve Stricker,62,-.113
2,3,3,Tim Clark,92,-.106
3,4,4,Phil Mickelson,81,-.103
4,5,5,Fred Couples,72,-.093
5,6,6,Heath Slocum,103,-.088
6,7,7,Bernhard Langer,67,-.081
7,8,8,Will MacKenzie,75,-.078
8,9,9,Tiger Woods,76,-.077
9,10,10,Joey Snyder III,102,-.072
10,11,11,Luke Donald,67,-.067
11,12,12,Vijay Singh,111,-.063
12,13,13,Glen Hnatiuk,59,-.060
13,14,14,Bob Estes,92,-.058
14,15,15,Stuart Appleby,84,-.055
15,16,16,Justin Rose,99,-.054
16,17,17,Tim Herron,100,-.053
17,18,18,Phillip Price,77,-.052
18,T19,T19,Joe Durant,81,-.048
19,T19,T19,Dan Forsman,52,-.048
20,21,21,Freddie Jacobson,72,-.045
21,22,22,Kevin Na,88,-.042
22,23,23,Jeff Hart,63,-.040
23,T24,T24,Charles Howell III,95,-.036
24,T24,T24,Stephen Leaney,89,-.036
25,26,26,Geoff Ogilvy,97,-.035
26,27,27,Mario Tiziani,67,-.033
27,28,28,Sergio Garcia,73,-.027
28,29,29,José Coceres,56,-.023
29,T30,T30,Robert Damron,89,-.016
30,T30,T30,Carlos Franco,78,-.016
31,32,32,Brett Wetterich,76,-.010
32,T33,T33,Chris Anderson,66,E
33,T33,T33,Tommy Armour III,103,E
34,T33,T33,Jeff Brehaut,71,E
35,T33,T33,Brian Davis,75,E
36,T33,T33,Skip Kendall,80,E
37,T33,T33,Davis Love III,80,E
38,T33,T33,Jeff Sluman,94,E
39,40,40,Jason Allred,75,+.010
40,41,41,Chris Smith,93,+.011
41,42,42,Shigeki Maruyama,99,+.012
42,T43,T43,Kent Jones,99,+.013
43,T43,T43,Carl Pettersson,109,+.013
44,45,45,Fred Funk,102,+.015
45,T46,T46,Retief Goosen,71,+.020
46,T46,T46,Ted Purdy,122,+.020
47,T48,T48,Len Mattiace,86,+.024
48,T48,T48,Hidemichi Tanaka,106,+.024
49,T50,T50,Jason Bohn,91,+.025
50,T50,T50,Ben Crane,78,+.025
51,T50,T50,Ryan Palmer,101,+.025
52,53,53,Brian Gay,101,+.028
53,T54,T54,Daniel Chopra,108,+.029
54,T54,T54,Billy Mayfair,114,+.029
55,T56,T56,Briny Baird,98,+.030
56,T56,T56,Justin Leonard,78,+.030
57,58,58,Ryuji Imada,78,+.031
58,T59,T59,Hunter Haas,83,+.037
59,T59,T59,Roland Thatcher,75,+.037
60,61,61,Jay Haas,54,+.040
61,62,62,Darron Stiles,78,+.041
62,63,63,Arjun Atwal,65,+.042
63,64,64,Tom Byrum,83,+.043
64,T65,T65,Michael Allen,90,+.044
65,T65,T65,Scott Verplank,87,+.044
66,67,67,Gavin Coles,70,+.045
67,68,68,Craig Barlow,81,+.046
68,T69,T69,Todd Fischer,99,+.048
69,T69,T69,Peter Lonard,85,+.048
70,T69,T69,Steve Lowery,100,+.048
71,72,72,Chad Campbell,95,+.053
72,T73,T73,Mark Calcavecchia,92,+.056
73,T73,T73,Pat Perez,89,+.056
74,T73,T73,Loren Roberts,54,+.056
75,76,76,David Toms,87,+.058
76,77,77,Kevin Sutherland,89,+.059
77,78,78,Lucas Glover,88,+.060
78,T79,T79,Stewart Cink,98,+.061
79,T79,T79,Tjaart van der Walt,56,+.061
80,T81,T81,Brad Faxon,75,+.063
81,T81,T81,Brendan Jones,81,+.063
82,83,83,Steve Elkington,67,+.064
83,84,84,Scott McCarron,78,+.065
84,85,85,Olin Browne,99,+.067
85,86,86,Richard Johnson,50,+.071
86,T87,T87,Cameron Beckman,96,+.074
87,T87,T87,Adam Scott,72,+.074
88,T87,T87,Bob Tway,87,+.074
89,90,90,Billy Andrade,83,+.077
90,91,91,Jonathan Byrd,103,+.079
91,T92,T92,Rich Beem,66,+.080
92,T92,T92,Frank Lickliter II,100,+.080
93,94,94,Scott Gutschewski,86,+.085
94,T95,T95,Mathias Grönberg,60,+.086
95,T95,T95,Tom Lehman,69,+.086
96,T95,T95,Bo Van Pelt,112,+.086
97,98,98,Duffy Waldorf,86,+.087
98,T99,T99,Arron Oberholser,65,+.089
99,T99,T99,Dean Wilson,86,+.089
100,101,101,Zach Johnson,96,+.092
101,T102,T102,Brenden Pappas,51,+.094
102,T102,T102,Brett Quigley,96,+.094
103,T102,T102,Rory Sabbatini,81,+.094
104,T105,T105,John Daly,78,+.096
105,T105,T105,Mark Wilson,74,+.096
106,107,107,Dennis Paulson,63,+.097
107,T108,T108,Bill Glasson,54,+.100
108,T108,T108,Jesper Parnevik,84,+.100
109,110,110,Joe Ogilvie,103,+.101
110,T111,T111,Glen Day,80,+.104
111,T111,T111,Paul Gow,78,+.104
112,T111,T111,Rocco Mediate,73,+.104
113,T111,T111,Charlie Wi,67,+.104
114,115,115,Marco Dawson,82,+.107
115,T116,T116,J.P. Hayes,63,+.109
116,T116,T116,D.J. Trahan,81,+.109
117,118,118,J.J. Henry,102,+.110
118,119,119,Lee Janzen,75,+.113
119,120,120,Scott Hend,75,+.114
120,T121,T121,Chris DiMarco,83,+.119
121,T121,T121,Matt Gogel,78,+.119
122,T121,T121,John Senden,101,+.119
123,124,124,Corey Pavin,77,+.120
124,125,125,Doug Barron,70,+.121
125,T126,T126,Harrison Frazar,105,+.125
126,T126,T126,Omar Uresti,84,+.125
127,T128,T128,Tom Gillis,77,+.128
128,T128,T128,Mark O'Meara,66,+.128
129,130,130,Hank Kuehne,84,+.134
130,T131,T131,Todd Hamilton,94,+.135
131,T131,T131,Jay Williamson,53,+.135
