,Approaches_Left_Rough_RTP_Score_RANK THIS WEEK,Approaches_Left_Rough_RTP_Score_RANK LAST WEEK,Approaches_Left_Rough_RTP_Score_PLAYER NAME,Approaches_Left_Rough_RTP_Score_ROUNDS,Approaches_Left_Rough_RTP_Score_AVG RTP
0,1,1,Bernhard Langer,67,-0.064
1,2,2,Scott Gutschewski,86,-0.062
2,3,3,Vijay Singh,111,-0.054000000000000006
3,4,4,Kevin Na,88,-0.036000000000000004
4,5,5,Phil Mickelson,81,-0.035
5,6,6,Retief Goosen,71,-0.023
6,7,7,Glen Hnatiuk,59,-0.013000000000000001
7,8,8,Daniel Chopra,108,-0.011000000000000001
8,9,9,Tiger Woods,76,-0.01
9,10,10,Heath Slocum,103,-0.008
10,11,11,Charles Howell III,95,0.008
11,12,12,Charles Warren,89,0.009000000000000001
12,13,13,Omar Uresti,84,0.012
13,14,14,Jeff Hart,63,0.02
14,15,15,David Toms,87,0.022000000000000002
15,16,16,Stuart Appleby,84,0.027000000000000003
16,17,17,Dan Forsman,52,0.031
17,18,18,Steve Stricker,62,0.035
18,T19,T19,Tom Pernice Jr.,111,0.036000000000000004
19,T19,T19,Kenny Perry,82,0.036000000000000004
20,T19,T19,Darron Stiles,78,0.036000000000000004
21,T19,T19,Tjaart van der Walt,56,0.036000000000000004
22,T23,T23,Matt Davidson,53,0.037000000000000005
23,T23,T23,Arron Oberholser,65,0.037000000000000005
24,T23,T23,Greg Owen,84,0.037000000000000005
25,26,26,James Driscoll,73,0.04
26,27,27,Justin Leonard,78,0.044000000000000004
27,28,28,Bob Tway,87,0.046
28,T29,T29,Arjun Atwal,65,0.049
29,T29,T29,J.J. Henry,102,0.049
30,T29,T29,Geoff Ogilvy,97,0.049
31,T32,T32,Sergio Garcia,73,0.05
32,T32,T32,Hunter Haas,83,0.05
33,T32,T32,John Senden,101,0.05
34,35,35,Briny Baird,98,0.051
35,T36,T36,Jim Furyk,94,0.053
36,T36,T36,Brett Quigley,96,0.053
37,T38,T38,Jason Bohn,91,0.057999999999999996
38,T38,T38,Scott McCarron,78,0.057999999999999996
39,T40,T40,Jonathan Byrd,103,0.063
40,T40,T40,Phillip Price,77,0.063
41,T42,T42,Tim Herron,100,0.064
42,T42,T42,Brandt Jobe,96,0.064
43,T42,T42,Nick Watney,91,0.064
44,T45,T45,Woody Austin,100,0.068
45,T45,T45,Mark Calcavecchia,92,0.068
46,T45,T45,Luke Donald,67,0.068
47,48,48,J.P. Hayes,63,0.07
48,49,49,Robert Allenby,95,0.071
49,50,50,Joe Durant,81,0.076
50,51,51,Lee Janzen,75,0.077
51,52,52,Ryuji Imada,78,0.078
52,T53,T53,Stewart Cink,98,0.079
53,T53,T53,Lucas Glover,88,0.079
54,T55,T55,Brad Faxon,75,0.08
55,T55,T55,Ted Purdy,122,0.08
56,57,57,Kevin Sutherland,89,0.081
57,T58,T58,Carl Pettersson,109,0.083
58,T58,T58,Brett Wetterich,76,0.083
59,T60,T60,Aaron Baddeley,84,0.086
60,T60,T60,Brendan Jones,81,0.086
61,62,62,Bo Van Pelt,112,0.08900000000000001
62,63,63,John Huston,90,0.092
63,T64,T64,Justin Bolli,65,0.09300000000000001
64,T64,T64,Harrison Frazar,105,0.09300000000000001
65,66,66,Rocco Mediate,73,0.094
66,T67,T67,Marco Dawson,82,0.096
67,T67,T67,John Rollins,97,0.096
68,69,69,Jason Allred,75,0.098
69,T70,T70,Olin Browne,99,0.099
70,T70,T70,Glen Day,80,0.099
71,T70,T70,Brent Geiberger,61,0.099
72,73,73,Justin Rose,99,0.1
73,74,74,Bob Estes,92,0.10099999999999999
74,75,75,Carlos Franco,78,0.102
75,76,76,Matt Gogel,78,0.10400000000000001
76,77,77,Billy Mayfair,114,0.107
77,78,78,Rod Pampling,89,0.109
78,79,79,Gavin Coles,70,0.111
79,T80,T80,Craig Barlow,81,0.11199999999999999
80,T80,T80,Len Mattiace,86,0.11199999999999999
81,82,82,Hunter Mahan,103,0.114
82,83,83,Steve Elkington,67,0.115
83,84,84,Duffy Waldorf,86,0.11699999999999999
84,85,85,Ryan Palmer,101,0.11800000000000001
85,86,86,Cameron Beckman,96,0.11900000000000001
86,87,87,Skip Kendall,80,0.12
87,T88,T88,Billy Andrade,83,0.124
88,T88,T88,Davis Love III,80,0.124
89,90,90,D.J. Brigman,76,0.126
90,91,91,Roland Thatcher,75,0.127
91,92,92,Steve Lowery,100,0.129
92,T93,T93,Richard Johnson,50,0.13
93,T93,T93,José María Olazábal,55,0.13
94,T95,T95,Michael Allen,90,0.132
95,T95,T95,Loren Roberts,54,0.132
96,97,97,Brian Bateman,98,0.133
97,98,98,Todd Fischer,99,0.134
98,99,99,Jerry Kelly,101,0.135
99,100,100,John Daly,78,0.13699999999999998
100,T101,T101,Freddie Jacobson,72,0.138
101,T101,T101,Mario Tiziani,67,0.138
102,103,103,Brenden Pappas,51,0.142
103,104,104,Fred Couples,72,0.14300000000000002
104,T105,T105,Brian Gay,101,0.145
105,T105,T105,Ian Poulter,62,0.145
106,T107,T107,John Cook,72,0.146
107,T107,T107,Jeff Sluman,94,0.146
108,109,109,Adam Scott,72,0.147
109,110,110,Hidemichi Tanaka,106,0.14800000000000002
110,T111,T111,Neal Lancaster,95,0.15
111,T111,T111,Stephen Leaney,89,0.15
112,T111,T111,Kevin Stadler,96,0.15
113,T114,T114,José Coceres,56,0.151
114,T114,T114,Dean Wilson,86,0.151
115,116,116,Hank Kuehne,84,0.153
116,117,117,Fred Funk,102,0.156
117,T118,T118,Kent Jones,99,0.157
118,T118,T118,Shaun Micheel,81,0.157
119,T118,T118,D.J. Trahan,81,0.157
120,121,121,Tim Clark,92,0.159
121,T122,T122,Scott Hend,75,0.16
122,T122,T122,Shigeki Maruyama,99,0.16
123,T124,T124,Jesper Parnevik,84,0.162
124,T124,T124,Mike Weir,71,0.162
125,T126,T126,Steve Flesch,90,0.163
126,T126,T126,Bill Glasson,54,0.163
127,128,128,Joey Snyder III,102,0.16399999999999998
128,129,129,Jonathan Kaye,77,0.16699999999999998
129,130,130,Chris Anderson,66,0.168
130,131,131,Charlie Wi,67,0.171
131,132,132,Stephen Ames,82,0.172
132,133,133,Rory Sabbatini,81,0.17300000000000001
133,T134,T134,Doug Barron,70,0.17600000000000002
134,T134,T134,Tom Byrum,83,0.17600000000000002
135,T134,T134,Dudley Hart,84,0.17600000000000002
136,137,137,Ben Crane,78,0.18
137,T138,T138,Mathias Grönberg,60,0.18100000000000002
138,T138,T138,J.L. Lewis,98,0.18100000000000002
139,140,140,Tommy Armour III,103,0.184
140,141,141,Larry Mize,54,0.18600000000000003
141,T142,T142,Bob Heintz,67,0.188
142,T142,T142,Jay Williamson,53,0.188
143,144,144,Andrew Magee,82,0.191
144,145,145,Joe Ogilvie,103,0.192
145,146,146,Matt Kuchar,60,0.19399999999999998
146,147,147,Bart Bryant,91,0.195
147,148,148,Joey Sindelar,104,0.19699999999999998
148,T149,T149,Rich Beem,66,0.2
149,T149,T149,Chad Campbell,95,0.2
150,T149,T149,Robert Damron,89,0.2
151,T149,T149,Chris DiMarco,83,0.2
152,153,153,Steve Allan,102,0.201
153,154,154,Dennis Paulson,63,0.20199999999999999
154,155,155,Jim Carter,62,0.204
155,156,156,Tag Ridings,93,0.205
156,157,157,Alex Cejka,84,0.207
157,T158,T158,Todd Hamilton,94,0.209
158,T158,T158,Padraig Harrington,50,0.209
159,T158,T158,Bradley Hughes,52,0.209
160,161,161,Tom Gillis,77,0.21
161,T162,T162,Brian Davis,75,0.21100000000000002
162,T162,T162,Frank Lickliter II,100,0.21100000000000002
163,164,164,Danny Briggs,70,0.213
164,165,165,Chris Smith,93,0.214
165,166,166,Zach Johnson,96,0.21600000000000003
166,T167,T167,Jeff Maggert,79,0.218
167,T167,T167,Vaughn Taylor,99,0.218
168,T169,T169,Corey Pavin,77,0.221
169,T169,T169,Pat Perez,89,0.221
170,171,171,Jay Haas,54,0.22399999999999998
171,172,172,Peter Lonard,85,0.226
172,173,173,Kirk Triplett,55,0.228
173,T174,T174,Jeff Brehaut,71,0.22899999999999998
174,T174,T174,Franklin Langham,91,0.22899999999999998
175,176,176,David Hearn,68,0.231
176,T177,T177,John Elliott,58,0.235
177,T177,T177,Paul Gow,78,0.235
178,T177,T177,Sean O'Hair,103,0.235
179,T177,T177,Patrick Sheehan,114,0.235
180,T177,T177,Scott Verplank,87,0.235
181,182,182,K.J. Choi,78,0.23600000000000002
182,T183,T183,Robert Gamez,91,0.24
183,T183,T183,Michael Long,72,0.24
