,GIR_Percentage_-_100_yards_RANK THIS WEEK,GIR_Percentage_-_100_yards_RANK LAST WEEK,GIR_Percentage_-_100_yards_PLAYER NAME,GIR_Percentage_-_100_yards_ROUNDS,GIR_Percentage_-_100_yards_%,GIR_Percentage_-_100_yards_GREENS HIT,GIR_Percentage_-_100_yards_TOTAL HOLES,GIR_Percentage_-_100_yards_RELATIVE TO PAR
0,1,1,Kenny Perry,82,68.53,577,842,-0.19
1,2,2,Jim Furyk,94,67.23,720,1071,-0.23
2,3,3,Luke Donald,67,67.22,408,607,-0.19
3,4,4,Jeff Brehaut,71,67.11,602,897,-0.17
4,5,5,Sergio Garcia,73,66.72,459,688,-0.15
5,6,6,J.J. Henry,102,66.67,824,1236,-0.16
6,7,7,Robert Allenby,95,66.01,674,1021,-0.17
7,8,8,Bo Van Pelt,112,65.88,861,1307,-0.16
8,9,9,Bart Bryant,91,65.61,725,1105,-0.2
9,10,10,David Hearn,68,65.47,563,860,-0.17
10,11,11,Olin Browne,99,65.43,810,1238,-0.21
11,12,12,Chad Campbell,95,65.4,722,1104,-0.17
12,13,13,Fred Couples,72,65.33,392,600,-0.16
13,14,14,Billy Mayfair,114,65.27,949,1454,-0.14
14,15,15,Briny Baird,98,65.22,855,1311,-0.16
15,16,16,Joey Sindelar,104,65.03,887,1364,-0.16
16,17,17,Roland Thatcher,75,64.98,590,908,-0.14
17,18,18,Joe Durant,81,64.97,638,982,-0.13
18,19,19,Chris Smith,93,64.85,762,1175,-0.14
19,20,20,Adam Scott,72,64.65,481,744,-0.16
20,21,21,Joey Snyder III,102,64.51,869,1347,-0.17
21,22,22,Tiger Woods,76,64.41,456,708,-0.23
22,23,23,Richard Johnson,50,64.14,431,672,-0.22
23,24,24,Tommy Armour III,103,64.04,853,1332,-0.16
24,25,25,Retief Goosen,71,63.99,382,597,-0.17
25,T26,T26,Carlos Franco,78,63.8,594,931,-0.14
26,T26,T26,Arron Oberholser,65,63.8,467,732,-0.18
27,28,28,Dan Forsman,52,63.71,416,653,-0.16
28,29,29,Glen Hnatiuk,59,63.69,470,738,-0.14
29,T30,T30,Heath Slocum,103,63.62,808,1270,-0.18
30,T30,T30,Charles Warren,89,63.62,703,1105,-0.15
31,32,32,John Senden,101,63.61,811,1275,-0.16
32,33,33,Jeff Sluman,94,63.49,779,1227,-0.15
33,34,34,Justin Rose,99,63.45,783,1234,-0.16
34,35,35,Lucas Glover,88,63.41,674,1063,-0.17
35,36,36,D.J. Trahan,81,63.31,616,973,-0.14
36,37,37,Kevin Sutherland,89,63.24,676,1069,-0.14
37,38,38,Brendan Jones,81,63.16,612,969,-0.13
38,39,39,Jason Bohn,91,63.15,742,1175,-0.17
39,40,40,Steve Elkington,67,63.14,502,795,-0.14
40,41,41,Vijay Singh,111,63.06,705,1118,-0.2
41,42,42,Zach Johnson,96,63.01,729,1157,-0.2
42,43,43,Jeff Maggert,79,62.99,543,862,-0.19
43,44,44,David Toms,87,62.98,570,905,-0.22
44,45,45,Bob Tway,87,62.82,615,979,-0.23
45,46,46,Marco Dawson,82,62.72,683,1089,-0.18
46,47,47,Craig Barlow,81,62.71,550,877,-0.17
47,48,48,Bradley Hughes,52,62.7,442,705,-0.14
48,49,49,Doug Barron,70,62.68,566,903,-0.18
49,50,50,Omar Uresti,84,62.66,656,1047,-0.15
50,51,51,Charles Howell III,95,62.65,644,1028,-0.16
51,52,52,Stewart Cink,98,62.63,652,1041,-0.24
52,53,53,Jonathan Kaye,77,62.58,557,890,-0.21
53,54,54,Davis Love III,80,62.56,503,804,-0.18
54,55,55,Fred Funk,102,62.54,758,1212,-0.15
55,56,56,Shigeki Maruyama,99,62.39,768,1231,-0.2
56,57,57,Sean O'Hair,103,62.27,756,1214,-0.17
57,58,58,Stephen Leaney,89,62.26,688,1105,-0.15
58,T59,T59,Jerry Kelly,101,62.21,680,1093,-0.19
59,T59,T59,Mario Tiziani,67,62.21,540,868,-0.17
60,61,61,Brett Wetterich,76,62.08,542,873,-0.17
61,T62,T62,Dudley Hart,84,62.06,664,1070,-0.19
62,T62,T62,Darron Stiles,78,62.06,597,962,-0.18
63,64,64,Hidemichi Tanaka,106,62.03,851,1372,-0.17
64,65,65,Shaun Micheel,81,62.02,578,932,-0.17
65,66,66,Rocco Mediate,73,61.94,576,930,-0.15
66,T67,T67,Scott Gutschewski,86,61.9,593,958,-0.18
67,T67,T67,J.L. Lewis,98,61.9,710,1147,-0.18
68,69,69,Harrison Frazar,105,61.89,781,1262,-0.19
69,70,70,Loren Roberts,54,61.86,459,742,-0.18
70,T71,T71,Frank Lickliter II,100,61.83,724,1171,-0.17
71,T71,T71,Dean Wilson,86,61.83,729,1179,-0.19
72,73,73,Rod Pampling,89,61.76,596,965,-0.16
73,74,74,K.J. Choi,78,61.73,500,810,-0.19
74,75,75,Tom Lehman,69,61.64,450,730,-0.17
75,76,76,Mathias Grönberg,60,61.59,465,755,-0.12
76,77,77,Brandt Jobe,96,61.57,721,1171,-0.17
77,T78,T78,Bob Estes,92,61.53,734,1193,-0.2
78,T78,T78,Justin Leonard,78,61.53,507,824,-0.19
79,80,80,Hunter Mahan,103,61.48,787,1280,-0.18
80,81,81,Carl Pettersson,109,61.41,821,1337,-0.19
81,82,82,Scott Verplank,87,61.36,594,968,-0.21
82,83,83,Tjaart van der Walt,56,61.29,464,757,-0.14
83,84,84,Bernhard Langer,67,61.27,405,661,-0.16
84,85,85,Steve Allan,102,61.24,760,1241,-0.15
85,86,86,Kirk Triplett,55,61.22,401,655,-0.18
86,87,87,Brenden Pappas,51,61.09,405,663,-0.21
87,T88,T88,Kent Jones,99,61.06,787,1289,-0.19
88,T88,T88,Geoff Ogilvy,97,61.06,643,1053,-0.2
89,90,90,Greg Owen,84,61.03,595,975,-0.14
90,91,91,Phil Mickelson,81,60.98,397,651,-0.19
91,92,92,Peter Lonard,85,60.91,592,972,-0.17
92,93,93,Nick Watney,91,60.89,668,1097,-0.15
93,94,94,Mark Wilson,74,60.81,571,939,-0.19
94,T95,T95,Arjun Atwal,65,60.78,527,867,-0.24
95,T95,T95,Bill Glasson,54,60.78,389,640,-0.17
96,97,97,Stuart Appleby,84,60.77,539,887,-0.17
97,98,98,Will MacKenzie,75,60.65,561,925,-0.13
98,99,99,Tom Byrum,83,60.62,705,1163,-0.17
99,100,100,D.J. Brigman,76,60.56,545,900,-0.11
