,GIR_Percentage_-_100_yards_RANK THIS WEEK,GIR_Percentage_-_100_yards_RANK LAST WEEK,GIR_Percentage_-_100_yards_PLAYER NAME,GIR_Percentage_-_100_yards_ROUNDS,GIR_Percentage_-_100_yards_%,GIR_Percentage_-_100_yards_GREENS HIT,GIR_Percentage_-_100_yards_TOTAL HOLES,GIR_Percentage_-_100_yards_RELATIVE TO PAR
100,101,101,D.A. Points,94,60.52,705,1165,-0.16
101,102,102,Neal Lancaster,95,60.49,715,1182,-0.18
102,103,103,Mark Calcavecchia,92,60.48,649,1073,-0.17
103,104,104,Alex Cejka,84,60.47,595,984,-0.13
104,105,105,Tim Herron,100,60.34,680,1127,-0.23
105,106,106,Duffy Waldorf,86,60.29,621,1030,-0.18
106,107,107,Robert Gamez,91,60.27,713,1183,-0.21
107,108,108,Phillip Price,77,60.22,539,895,-0.18
108,T109,T109,Ted Purdy,122,60.21,849,1410,-0.15
109,T109,T109,Vaughn Taylor,99,60.21,743,1234,-0.18
110,111,111,Lee Janzen,75,60.12,514,855,-0.17
111,112,112,Michael Allen,90,60.02,665,1108,-0.18
112,113,113,Brian Bateman,98,60.0,741,1235,-0.17
113,114,114,Brent Geiberger,61,59.95,443,739,-0.17
114,115,115,Tim Petrovic,97,59.93,676,1128,-0.16
115,116,116,Todd Hamilton,94,59.83,633,1058,-0.19
116,117,117,Rich Beem,66,59.74,417,698,-0.16
117,118,118,John Rollins,97,59.69,662,1109,-0.15
118,119,119,Brett Quigley,96,59.68,715,1198,-0.18
119,120,120,Matt Kuchar,60,59.65,479,803,-0.18
120,121,121,Ryan Palmer,101,59.64,665,1115,-0.21
121,122,122,Paul Claxton,79,59.62,564,946,-0.16
122,123,123,Steve Lowery,100,59.6,717,1203,-0.2
123,124,124,Woody Austin,100,59.48,756,1271,-0.17
124,125,125,José María Olazábal,55,59.46,355,597,-0.19
125,126,126,Patrick Sheehan,114,59.41,830,1397,-0.21
126,127,127,Padraig Harrington,50,59.34,340,573,-0.17
127,128,128,Cameron Beckman,96,59.25,730,1232,-0.19
128,T129,T129,Brian Davis,75,59.23,526,888,-0.13
129,T129,T129,Lee Westwood,50,59.23,276,466,-0.16
130,131,131,Tag Ridings,93,59.22,668,1128,-0.21
131,132,132,Michael Long,72,59.15,530,896,-0.15
132,133,133,Corey Pavin,77,59.12,551,932,-0.22
133,134,134,Danny Briggs,70,59.09,530,897,-0.15
134,135,135,John Huston,90,59.07,658,1114,-0.2
135,136,136,Jonathan Byrd,103,59.05,757,1282,-0.15
136,137,137,Chris DiMarco,83,59.01,501,849,-0.22
137,138,138,Hunter Haas,83,59.0,600,1017,-0.2
138,139,139,Rory Sabbatini,81,58.98,496,841,-0.19
139,140,140,Craig Perks,67,58.84,486,826,-0.13
140,141,141,Kevin Stadler,96,58.59,641,1094,-0.17
141,142,142,Billy Andrade,83,58.5,623,1065,-0.2
142,143,143,John Cook,72,58.47,504,862,-0.2
143,T144,T144,Tom Gillis,77,58.44,568,972,-0.17
144,T144,T144,J.P. Hayes,63,58.44,443,758,-0.2
145,146,146,Scott McCarron,78,58.39,501,858,-0.18
146,147,147,Jay Williamson,53,58.38,390,668,-0.19
147,148,148,Gavin Coles,70,58.32,540,926,-0.19
148,149,149,Jeff Hart,63,58.19,494,849,-0.12
149,150,150,Steve Flesch,90,58.15,521,896,-0.14
150,151,151,Ian Poulter,62,58.14,318,547,-0.17
151,152,152,Ryuji Imada,78,58.13,547,941,-0.16
152,153,153,Larry Mize,54,58.05,386,665,-0.17
153,154,154,Tim Clark,92,57.82,521,901,-0.21
154,155,155,Steve Jones,56,57.73,392,679,-0.13
155,156,156,Ben Crane,78,57.66,553,959,-0.24
156,157,157,Steve Stricker,62,57.63,487,845,-0.22
157,158,158,Franklin Langham,91,57.59,649,1127,-0.16
158,159,159,Jay Haas,54,57.47,331,576,-0.18
159,160,160,Brian Gay,101,57.44,795,1384,-0.19
160,161,161,Robert Damron,89,57.37,673,1173,-0.16
161,162,162,Stephen Ames,82,57.36,522,910,-0.19
162,163,163,Daniel Chopra,108,57.34,742,1294,-0.19
163,164,164,Jim Carter,62,57.21,476,832,-0.14
164,165,165,James Driscoll,73,57.14,492,861,-0.13
165,166,166,Brad Faxon,75,57.11,486,851,-0.26
166,T167,T167,Ben Curtis,65,57.02,410,719,-0.17
167,T167,T167,Skip Kendall,80,57.02,581,1019,-0.15
168,T169,T169,Pat Perez,89,56.95,586,1029,-0.18
169,T169,T169,Tom Pernice Jr.,111,56.95,717,1259,-0.18
170,171,171,José Coceres,56,56.92,436,766,-0.16
171,172,172,Hideto Tanihara,50,56.79,364,641,-0.15
172,173,173,Hank Kuehne,84,56.78,557,981,-0.15
173,174,174,Chris Anderson,66,56.67,484,854,-0.18
174,175,175,Justin Bolli,65,56.65,477,842,-0.18
175,176,176,John Daly,78,56.61,394,696,-0.16
176,177,177,Matt Gogel,78,56.59,558,986,-0.19
177,178,178,Paul Gow,78,56.56,539,953,-0.16
178,179,179,Mike Weir,71,56.55,384,679,-0.18
179,180,180,Freddie Jacobson,72,56.46,450,797,-0.22
180,181,181,Mark Hensby,70,56.35,386,685,-0.18
181,182,182,Bob Heintz,67,56.33,498,884,-0.25
182,183,183,Matt Davidson,53,56.22,402,715,-0.11
183,184,184,Kevin Na,88,55.99,654,1168,-0.19
184,185,185,Glen Day,80,55.87,571,1022,-0.2
185,186,186,Aaron Baddeley,84,55.56,600,1080,-0.21
186,187,187,Charlie Wi,67,55.45,483,871,-0.21
187,188,188,Scott Hend,75,55.43,444,801,-0.08
188,189,189,Paul Azinger,66,55.41,456,823,-0.21
189,190,190,Jesper Parnevik,84,55.25,521,943,-0.2
190,191,191,Joe Ogilvie,103,55.13,596,1081,-0.2
191,192,192,Dennis Paulson,63,55.1,432,784,-0.11
192,193,193,Thomas Levet,54,55.09,303,550,-0.13
193,194,194,Rob Rashell,65,54.95,433,788,-0.15
194,195,195,Todd Fischer,99,54.87,687,1252,-0.2
195,196,196,Andrew Magee,82,54.03,536,992,-0.15
196,197,197,Mark Brooks,72,53.94,500,927,-0.15
197,198,198,Mark O'Meara,66,53.41,407,762,-0.18
198,199,199,John Elliott,58,52.72,378,717,-0.18
199,200,200,Jason Allred,75,52.28,459,878,-0.15
200,201,201,Chris Riley,67,51.72,330,638,-0.13
201,202,202,Len Mattiace,86,51.34,574,1118,-0.18
