,Total_1_Putts_-_5-10_RANK THIS WEEK,Total_1_Putts_-_5-10_RANK LAST WEEK,Total_1_Putts_-_5-10_PLAYER NAME,Total_1_Putts_-_5-10_ROUNDS,Total_1_Putts_-_5-10_TOTAL,Total_1_Putts_-_5-10_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_5-10_PCT OF ALL 1-PUTTS
0,1,,Charley Hoffman,112,191,626,30.5
1,2,,Patrick Reed,107,186,620,30.0
2,3,,Tony Finau,106,183,627,29.2
3,4,,Mackenzie Hughes,106,182,680,26.8
4,5,,Kyle Stanley,104,175,636,27.5
5,6,,Kevin Tway,96,173,545,31.7
6,T7,,Ricky Barnes,100,168,563,29.8
7,T7,,Scott Brown,95,168,567,29.6
8,9,,Michael Kim,94,167,610,27.4
9,10,,Ollie Schniederjans,92,165,560,29.5
10,T11,,Russell Henley,99,164,574,28.6
11,T11,,Webb Simpson,102,164,588,27.9
12,T11,,Robert Streb,98,164,600,27.3
13,T14,,Ryan Blaum,100,163,597,27.3
14,T14,,Bud Cauley,92,163,538,30.3
15,T14,,Brian Harman,104,163,632,25.8
16,T14,,Morgan Hoffmann,92,163,606,26.9
17,18,,Grayson Murray,94,162,617,26.3
18,T19,,Keegan Bradley,104,160,601,26.6
19,T19,,Luke List,102,160,566,28.3
20,21,,Wesley Bryan,95,159,588,27.0
21,22,,Sung Kang,104,157,581,27.0
22,23,,Matt Kuchar,95,156,531,29.4
23,T24,,Zac Blair,105,155,583,26.6
24,T24,,Daniel Summerhays,100,155,550,28.2
25,T24,,Vaughn Taylor,90,155,547,28.3
26,T24,,Tyrone Van Aswegen,105,155,540,28.7
27,28,,Peter Malnati,91,154,559,27.5
28,29,,Kevin Kisner,105,152,535,28.4
29,T30,,James Hahn,96,151,554,27.3
30,T30,,Danny Lee,93,151,561,26.9
31,T32,,Greg Chalmers,75,150,518,29.0
32,T32,,Chez Reavie,98,150,566,26.5
33,34,,Cameron Smith,86,149,544,27.4
34,T35,,Lucas Glover,93,148,561,26.4
35,T35,,John Huh,92,148,539,27.5
36,T35,,David Lingmerth,79,148,508,29.1
37,38,,Patton Kizzire,84,147,512,28.7
38,39,,Harold Varner III,101,146,569,25.7
39,T40,,Jamie Lovemark,98,145,558,26.0
40,T40,,Camilo Villegas,76,145,484,30.0
41,42,,Seung-Yul Noh,91,144,560,25.7
42,43,,Billy Horschel,88,142,483,29.4
43,44,,Harris English,84,141,480,29.4
44,T45,,Jonas Blixt,74,140,462,30.3
45,T45,,David Hearn,93,140,503,27.8
46,T45,,Kyle Reifers,96,140,472,29.7
47,T45,,Hudson Swafford,94,140,492,28.5
48,T45,,Nick Taylor,97,140,562,24.9
49,50,,Kevin Streelman,90,139,529,26.3
50,T51,,Billy Hurley III,80,137,500,27.4
51,T51,,Ben Martin,86,137,473,29.0
52,53,,Brooks Koepka,88,136,500,27.2
53,T54,,Blayne Barber,77,135,482,28.0
54,T54,,Chad Campbell,97,135,545,24.8
55,T54,,Jason Dufner,89,135,510,26.5
56,T54,,Jason Kokrak,95,135,511,26.4
57,T58,,Stewart Cink,93,134,555,24.1
58,T58,,Adam Hadwin,98,134,587,22.8
59,T58,,Chris Kirk,89,134,479,28.0
60,T58,,Martin Laird,83,134,486,27.6
61,T58,,Sam Saunders,76,134,464,28.9
62,T63,,Bryson DeChambeau,91,133,495,26.9
63,T63,,Seamus Power,86,133,512,26.0
64,T63,,Jhonattan Vegas,95,133,456,29.2
65,T66,,Brian Gay,82,132,527,25.0
66,T66,,Troy Merritt,82,132,487,27.1
67,T66,,Bryce Molder,74,132,469,28.1
68,T66,,Trey Mullinax,88,132,456,28.9
69,T70,,William McGirt,89,131,450,29.1
70,T70,,Brendan Steele,89,131,460,28.5
71,72,,Charles Howell III,86,129,469,27.5
72,T73,,Kevin Chappell,95,128,486,26.3
73,T73,,Rickie Fowler,78,128,467,27.4
74,T73,,Marc Leishman,94,128,491,26.1
75,T73,,Phil Mickelson,85,128,516,24.8
76,T73,,Pat Perez,93,128,521,24.6
77,T73,,J.T. Poston,95,128,516,24.8
78,T79,,Daniel Berger,91,127,487,26.1
79,T79,,Derek Fathauer,81,127,451,28.2
80,T79,,Zach Johnson,81,127,487,26.1
81,T79,,Kelly Kraft,75,127,448,28.3
82,T79,,Spencer Levin,89,127,471,27.0
83,T84,,Brandon Hagy,85,126,494,25.5
84,T84,,Kevin Na,86,126,456,27.6
85,T84,,Sean O'Hair,84,126,480,26.3
86,T84,,C.T. Pan,88,126,503,25.0
87,88,,Jon Rahm,90,125,466,26.8
88,89,,Xander Schauffele,96,124,510,24.3
89,T90,,Jason Day,71,123,419,29.4
90,T90,,Bill Haas,92,123,461,26.7
91,T90,,Smylie Kaufman,76,123,449,27.4
