,Putting_from_-__20_RANK THIS WEEK,Putting_from_-__20_RANK LAST WEEK,Putting_from_-__20_PLAYER NAME,Putting_from_-__20_ROUNDS,Putting_from_-__20_% MADE,Putting_from_-__20_ATTEMPTS,Putting_from_-__20_PUTTS MADE
0,1,,Jordan Spieth,85,11.3,354,40
1,2,,Zac Blair,105,11.21,473,53
2,3,,Peter Malnati,91,10.73,410,44
3,4,,Brooks Koepka,88,10.64,329,35
4,5,,Kevin Na,86,10.63,348,37
5,6,,Brandt Snedeker,53,10.5,200,21
6,7,,Rickie Fowler,78,10.12,346,35
7,8,,Sebastián Muñoz,51,10.0,240,24
8,9,,Graeme McDowell,56,9.93,282,28
9,10,,Cody Gribble,79,9.79,419,41
10,11,,Michael Thompson,60,9.72,288,28
11,T12,,Patrick Cantlay,52,9.57,282,27
12,T12,,Jason Day,71,9.57,282,27
13,14,,Justin Rose,66,9.51,305,29
14,15,,Blayne Barber,77,9.41,393,37
15,16,,Sam Saunders,76,9.39,330,31
16,17,,D.A. Points,68,9.31,333,31
17,18,,Steve Wheatcroft,51,9.21,228,21
18,19,,Xander Schauffele,96,9.07,441,40
19,T20,,Stewart Cink,93,9.03,476,43
20,T20,,Vaughn Taylor,90,9.03,421,38
21,22,,Steven Bowditch,59,9.02,255,23
22,23,,Camilo Villegas,76,9.01,344,31
23,24,,Jonas Blixt,74,8.98,323,29
24,25,,Bryce Molder,74,8.92,381,34
25,26,,Wesley Bryan,95,8.91,393,35
26,27,,Adam Scott,58,8.81,227,20
27,28,,Rory Sabbatini,71,8.71,287,25
28,29,,Brian Stuard,93,8.65,370,32
29,30,,David Lingmerth,79,8.59,361,31
30,31,,Zach Johnson,81,8.52,364,31
31,32,,Russell Henley,99,8.49,518,44
32,33,,Morgan Hoffmann,92,8.38,489,41
33,34,,Kevin Tway,96,8.29,422,35
34,35,,Matt Every,76,8.28,314,26
35,36,,Kevin Kisner,105,8.27,423,35
36,37,,Ricky Barnes,100,8.25,424,35
37,38,,Phil Mickelson,85,8.24,364,30
38,39,,Dustin Johnson,77,8.23,316,26
39,40,,Tony Finau,106,8.21,536,44
40,41,,Brian Gay,82,8.18,379,31
41,42,,Louis Oosthuizen,69,8.17,306,25
42,43,,Daniel Berger,91,8.14,381,31
43,44,,J.B. Holmes,83,8.12,271,22
44,45,,Patrick Rodgers,76,8.11,444,36
45,T46,,Billy Hurley III,80,8.1,395,32
46,T46,,Kyle Reifers,96,8.1,457,37
47,48,,Jon Rahm,90,8.09,383,31
48,49,,Nick Watney,75,8.08,396,32
49,50,,Mackenzie Hughes,106,8.05,596,48
50,51,,Justin Thomas,86,8.03,299,24
51,52,,Patton Kizzire,84,7.89,431,34
52,53,,Jim Furyk,54,7.88,241,19
53,54,,Billy Horschel,88,7.87,559,44
54,55,,Jimmy Walker,68,7.84,268,21
55,T56,,Tom Hoge,54,7.83,217,17
56,T56,,John Huh,92,7.83,447,35
57,58,,Chad Campbell,97,7.81,538,42
58,59,,Whee Kim,74,7.76,335,26
59,T60,,Rick Lamb,54,7.73,207,16
60,T60,,Seamus Power,86,7.73,375,29
61,62,,Johnson Wagner,71,7.71,363,28
62,63,,Ryan Brehm,83,7.67,365,28
63,T64,,Chez Reavie,98,7.66,457,35
64,T64,,Tim Wilkinson,64,7.66,261,20
65,66,,Martin Laird,83,7.65,405,31
66,67,,Ryan Armour,63,7.64,301,23
67,68,,Gonzalo Fernandez-Castaño,63,7.59,237,18
68,69,,Boo Weekley,75,7.57,370,28
69,70,,Pat Perez,93,7.5,440,33
70,T71,,Jason Dufner,89,7.49,374,28
71,T71,,Sung Kang,104,7.49,494,37
72,73,,Emiliano Grillo,90,7.44,363,27
73,T74,,Anirban Lahiri,72,7.43,296,22
74,T74,,Marc Leishman,94,7.43,417,31
75,76,,Seung-Yul Noh,91,7.42,418,31
76,77,,Fabián Gómez,61,7.41,297,22
77,78,,Nicholas Lindheim,58,7.36,258,19
78,T79,,Adam Hadwin,98,7.33,409,30
79,T79,,Sean O'Hair,84,7.33,423,31
80,81,,Hideki Matsuyama,83,7.32,314,23
81,82,,Spencer Levin,89,7.29,398,29
82,83,,Andres Gonzales,73,7.26,358,26
83,84,,Jason Bohn,75,7.24,373,27
84,85,,Rory McIlroy,51,7.22,194,14
85,86,,Patrick Reed,107,7.21,430,31
86,T87,,Danny Lee,93,7.19,417,30
87,T87,,Grayson Murray,94,7.19,445,32
88,89,,Shane Lowry,52,7.18,209,15
