,SG_Putting_RANK THIS WEEK,SG_Putting_RANK LAST WEEK,SG_Putting_PLAYER NAME,SG_Putting_ROUNDS,SG_Putting_AVERAGE,SG_Putting_TOTAL SG:PUTTING,SG_Putting_MEASURED ROUNDS
54,55,,Seung-Yul Noh,91,0.244,18.292,75
55,56,,Martin Flores,88,0.242,16.203,67
56,57,,Michael Kim,94,0.22899999999999998,19.248,84
57,58,,Martin Laird,83,0.221,15.029000000000002,68
58,59,,Charl Schwartzel,63,0.22,10.118,46
59,60,,Tag Ridings,67,0.203,10.128,50
60,61,,Daniel Berger,91,0.20199999999999999,13.526,67
61,62,,Daniel Summerhays,100,0.195,15.222999999999999,78
62,63,,K.J. Choi,72,0.17600000000000002,9.494,54
63,64,,Seamus Power,86,0.174,11.845,68
64,T65,,Charles Howell III,86,0.172,11.728,68
65,T65,,Carl Pettersson,63,0.172,8.957,52
66,67,,Matt Jones,64,0.17,8.67,51
67,68,,Billy Horschel,88,0.165,12.895999999999999,78
68,69,,Patrick Cantlay,52,0.159,7.3,46
69,70,,Jimmy Walker,68,0.157,7.553999999999999,48
70,71,,Sung Kang,104,0.154,12.609000000000002,82
71,72,,Sean O'Hair,84,0.151,10.300999999999998,68
72,73,,Vaughn Taylor,90,0.139,10.552999999999999,76
73,T74,,Paul Casey,94,0.138,9.248,67
74,T74,,Sam Saunders,76,0.138,8.434,61
75,76,,Cameron Tringale,89,0.125,8.101,65
76,77,,John Huh,92,0.124,9.452,76
77,T78,,Kevin Na,86,0.12,7.416,62
78,T78,,Johnson Wagner,71,0.12,6.821000000000001,57
79,80,,Brandon Hagy,85,0.109,7.504,69
80,81,,Dustin Johnson,77,0.1,5.69,57
81,82,,Derek Fathauer,81,0.094,5.99,64
82,83,,Jim Furyk,54,0.087,3.495,40
83,84,,Cameron Smith,86,0.084,5.978,71
84,85,,Chad Collins,66,0.079,4.292,54
85,T86,,Julián Etulain,68,0.078,3.9939999999999998,51
86,T86,,Morgan Hoffmann,92,0.078,6.4270000000000005,82
87,88,,Webb Simpson,102,0.07,5.58,80
88,89,,Adam Scott,58,0.055999999999999994,2.249,40
89,90,,Jason Dufner,89,0.053,3.698,70
90,91,,Aaron Baddeley,61,0.044000000000000004,2.004,46
91,92,,Geoff Ogilvy,80,0.043,2.889,67
92,93,,James Hahn,96,0.036000000000000004,2.947,81
93,94,,Zac Blair,105,0.035,2.795,81
94,95,,Spencer Levin,89,0.03,1.98,67
95,96,,Ian Poulter,72,0.025,1.358,55
96,97,,Andres Gonzales,73,0.023,1.324,57
97,98,,Tom Hoge,54,0.019,0.7340000000000001,39
98,99,,Tim Wilkinson,64,0.009000000000000001,0.41600000000000004,46
99,100,,Bill Haas,92,0.005,0.31,68
100,101,,Robert Streb,98,0.003,0.222,84
101,102,,Richy Werenski,81,0.0,0.022000000000000002,61
102,103,,Hudson Swafford,94,-0.005,-0.35100000000000003,76
103,104,,Fabián Gómez,61,-0.006,-0.281,51
104,105,,Mark Anderson,54,-0.016,-0.665,42
105,T106,,Francesco Molinari,75,-0.017,-0.993,57
106,T106,,Ryan Moore,82,-0.017,-1.135,65
107,108,,William McGirt,89,-0.018000000000000002,-1.2329999999999999,68
108,109,,Ollie Schniederjans,92,-0.019,-1.526,81
109,110,,C.T. Pan,88,-0.023,-1.68,74
110,111,,J.J. Spaun,92,-0.027000000000000003,-1.963,72
111,112,,Troy Merritt,82,-0.027999999999999997,-1.8719999999999999,68
112,113,,Ryan Armour,63,-0.028999999999999998,-1.42,49
113,114,,Dominic Bozzelli,69,-0.033,-1.8030000000000002,55
114,115,,Jamie Lovemark,98,-0.037000000000000005,-2.785,76
115,116,,Ben Martin,86,-0.044000000000000004,-3.114,70
116,117,,Trey Mullinax,88,-0.046,-3.0639999999999996,66
117,118,,Brian Stuard,93,-0.047,-3.1310000000000002,67
118,119,,Lucas Glover,93,-0.048,-4.004,84
119,120,,David Hearn,93,-0.052000000000000005,-3.7039999999999997,71
120,121,,Shawn Stefani,72,-0.057,-3.427,60
121,122,,Charley Hoffman,112,-0.059000000000000004,-5.27,89
122,123,,Justin Rose,66,-0.062,-3.185,51
123,124,,Patrick Rodgers,76,-0.066,-4.378,66
124,125,,Chris Kirk,89,-0.07400000000000001,-5.152,70
125,126,,Grayson Murray,94,-0.08199999999999999,-6.93,85
126,127,,J.T. Poston,95,-0.099,-7.017,71
127,128,,Patton Kizzire,84,-0.10300000000000001,-7.426,72
128,129,,Nick Watney,75,-0.113,-7.247999999999999,64
129,130,,J.B. Holmes,83,-0.11599999999999999,-6.629,57
130,131,,Brendan Steele,89,-0.11900000000000001,-8.0,67
131,132,,Jonathan Randolph,68,-0.12,-5.622000000000001,47
132,133,,Chris Stroud,67,-0.126,-6.046,48
133,134,,Jim Herman,77,-0.127,-8.381,66
134,135,,Ryan Brehm,83,-0.128,-7.835,61
135,T136,,Jason Bohn,75,-0.133,-8.252,62
136,T136,,Tony Finau,106,-0.133,-12.113,91
137,138,,Smylie Kaufman,76,-0.13699999999999998,-8.611,63
138,139,,Emiliano Grillo,90,-0.146,-9.328,64
139,140,,Steven Bowditch,59,-0.15,-6.745,45
140,141,,Rory McIlroy,51,-0.151,-5.138,34
141,142,,Ben Crane,86,-0.155,-10.665,69
142,143,,Kelly Kraft,75,-0.157,-10.2,65
143,144,,Keegan Bradley,104,-0.163,-14.147,87
144,145,,Bubba Watson,71,-0.171,-8.729,51
145,146,,Bryson DeChambeau,91,-0.18,-12.794,71
146,147,,Nick Taylor,97,-0.191,-15.842,83
147,148,,Mark Hubbard,81,-0.2,-12.184000000000001,61
148,149,,Ryo Ishikawa,56,-0.204,-8.769,43
149,150,,Cameron Percy,71,-0.205,-11.28,55
150,151,,Branden Grace,70,-0.21,-9.046,43
151,152,,Andrew Loupe,55,-0.242,-11.367,47
152,153,,Rick Lamb,54,-0.254,-9.64,38
153,154,,Matt Every,76,-0.272,-16.609,61
154,155,,Bud Cauley,92,-0.27399999999999997,-21.956,80
155,156,,Kyle Reifers,96,-0.276,-20.397000000000002,74
156,157,,Kevin Streelman,90,-0.281,-21.945,78
157,158,,Chad Campbell,97,-0.28600000000000003,-24.296999999999997,85
158,T159,,Steven Alker,69,-0.309,-15.755999999999998,51
159,T159,,Kyle Stanley,104,-0.309,-28.999000000000002,94
160,T161,,Miguel Angel Carballo,63,-0.32,-13.749,43
161,T161,,Scott Stallings,81,-0.32,-21.749000000000002,68
162,T161,,Tyrone Van Aswegen,105,-0.32,-25.570999999999998,80
163,164,,Anirban Lahiri,72,-0.336,-19.797,59
164,165,,Russell Knox,75,-0.35200000000000004,-18.322,52
165,166,,Rory Sabbatini,71,-0.35700000000000004,-18.910999999999998,53
166,T167,,Alex Cejka,85,-0.359,-22.281,62
167,T167,,Gary Woodland,94,-0.359,-23.002,64
168,169,,Kevin Chappell,95,-0.361,-24.541,68
169,170,,Jhonattan Vegas,95,-0.381,-26.288,69
170,171,,Sergio Garcia,65,-0.39,-16.396,42
171,172,,Byeong Hun An,77,-0.392,-21.541,55
172,173,,Harold Varner III,101,-0.402,-34.559,86
173,174,,Hideki Matsuyama,83,-0.41,-22.572,55
174,175,,Retief Goosen,52,-0.425,-17.412,41
175,176,,Luke List,102,-0.426,-36.663000000000004,86
176,177,,J.J. Henry,92,-0.43,-32.264,75
177,178,,Roberto Castro,70,-0.441,-22.944000000000003,52
178,179,,Si Woo Kim,80,-0.442,-24.746,56
179,180,,Ken Duke,77,-0.452,-27.136,60
180,181,,Robert Garrigus,78,-0.456,-27.37,60
181,182,,Brett Drewitt,57,-0.457,-19.66,43
182,183,,D.A. Points,68,-0.478,-27.7,58
183,184,,Scott Piercy,70,-0.48100000000000004,-22.627,47
184,185,,Jason Kokrak,95,-0.491,-38.828,79
185,186,,Brett Stegmaier,78,-0.514,-29.838,58
186,187,,Rod Pampling,71,-0.518,-34.213,66
187,188,,Brad Fritsch,56,-0.596,-25.049,42
188,189,,Boo Weekley,75,-0.9540000000000001,-58.165,61
189,190,,Ryan Palmer,61,-1.112,-52.255,47
