,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
0,1,,Brian Gay,45.83,198,432
1,2,,Gonzalo Fernandez-Castaño,45.56,164,360
2,3,,Zach Johnson,44.44,176,396
3,4,,Matt Every,44.02,206,468
4,5,,Cody Gribble,43.83,213,486
5,6,,Jonas Blixt,43.75,189,432
6,7,,Peter Malnati,43.62,212,486
7,8,,Derek Fathauer,43.52,188,432
8,9,,Wesley Bryan,43.42,211,486
9,10,,Mark Anderson,43.27,148,342
10,11,,Camilo Villegas,43.24,179,414
11,12,,Miguel Angel Carballo,43.06,155,360
12,13,,Adam Hadwin,42.86,216,504
13,14,,Jason Day,42.59,138,324
14,15,,Anirban Lahiri,42.42,168,396
15,16,,Webb Simpson,42.39,206,486
16,17,,Carl Pettersson,42.36,183,432
17,18,,Ben Crane,42.27,175,414
18,T19,,Blayne Barber,42.03,174,414
19,T19,,Justin Thomas,42.03,174,414
20,21,,Ernie Els,41.98,136,324
21,22,,Luke Donald,41.83,128,306
22,T23,,Grayson Murray,41.67,210,504
23,T23,,Louis Oosthuizen,41.67,120,288
24,T25,,Fabián Gómez,41.52,142,342
25,T25,,Tim Wilkinson,41.52,142,342
26,27,,Ryan Blaum,41.47,209,504
27,28,,Brett Drewitt,41.36,134,324
28,T29,,Brad Fritsch,41.18,126,306
29,T29,,Charl Schwartzel,41.18,126,306
30,31,,Jon Rahm,41.16,163,396
31,32,,Michael Kim,41.15,200,486
32,33,,Jonathan Randolph,41.11,148,360
33,34,,Seung-Yul Noh,41.07,207,504
34,35,,Greg Chalmers,41.03,192,468
35,36,,Sebastián Muñoz,40.97,118,288
36,37,,Patrick Reed,40.95,199,486
37,38,,Graeme McDowell,40.85,125,306
38,39,,Steven Alker,40.83,147,360
39,40,,Brian Harman,40.8,213,522
40,T41,,Tom Hoge,40.74,110,270
41,T41,,Martin Laird,40.74,176,432
42,T41,,Rick Lamb,40.74,132,324
43,44,,Cameron Smith,40.67,183,450
44,45,,Ian Poulter,40.64,139,342
45,46,,Steve Wheatcroft,40.63,117,288
46,47,,Ricky Barnes,40.61,212,522
47,48,,Hideki Matsuyama,40.56,146,360
48,T49,,Morgan Hoffmann,40.48,204,504
