,Putts_per_Round_-_Round_4_RANK THIS WEEK,Putts_per_Round_-_Round_4_RANK LAST WEEK,Putts_per_Round_-_Round_4_PLAYER NAME,Putts_per_Round_-_Round_4_AVG,Putts_per_Round_-_Round_4_TOTAL PUTTS,Putts_per_Round_-_Round_4_TOTAL ROUNDS
0,1,,Camilo Villegas,27.0,324,12
1,2,,Søren Kjeldsen,27.11,244,9
2,3,,Michael Thompson,27.25,218,8
3,4,,Whee Kim,27.33,246,9
4,5,,Justin Thomas,27.4,411,15
5,6,,Sam Saunders,27.42,329,12
6,7,,Seung-Yul Noh,27.43,384,14
7,8,,Greg Chalmers,27.44,247,9
8,9,,Danny Lee,27.5,440,16
9,10,,Brooks Koepka,27.53,468,17
10,T11,,Cody Gribble,27.64,304,11
11,T11,,Smylie Kaufman,27.64,304,11
12,13,,Jason Day,27.67,415,15
13,14,,Phil Mickelson,27.79,528,19
14,15,,Matt Jones,27.8,278,10
15,16,,Gonzalo Fernandez-Castaño,27.83,167,6
16,T17,,K.J. Choi,27.89,251,9
17,T17,,Kevin Tway,27.89,502,18
18,19,,Rory McIlroy,27.91,307,11
19,20,,Rickie Fowler,27.94,475,17
20,T21,,Steven Bowditch,28.0,56,2
21,T21,,Ben Martin,28.0,392,14
22,T21,,Brandt Snedeker,28.0,280,10
23,24,,Zach Johnson,28.07,421,15
24,T25,,Harris English,28.08,337,12
25,T25,,Brian Stuard,28.08,337,12
26,27,,Bryce Molder,28.09,309,11
27,28,,Kevin Na,28.13,450,16
28,29,,Brian Harman,28.15,563,20
29,30,,Jimmy Walker,28.18,310,11
30,31,,Dominic Bozzelli,28.22,254,9
31,T32,,Brett Drewitt,28.25,226,8
32,T32,,Grayson Murray,28.25,452,16
33,T34,,Rafa Cabrera Bello,28.27,311,11
34,T34,,Ian Poulter,28.27,424,15
35,T36,,Brandon Hagy,28.29,396,14
36,T36,,Anirban Lahiri,28.29,396,14
37,T36,,Ryan Palmer,28.29,198,7
38,T36,,Xander Schauffele,28.29,481,17
39,T36,,Webb Simpson,28.29,594,21
40,T36,,Steve Wheatcroft,28.29,198,7
41,42,,J.B. Holmes,28.31,453,16
42,T43,,Wesley Bryan,28.33,510,18
43,T43,,Andres Gonzales,28.33,340,12
44,T45,,Billy Hurley III,28.36,397,14
45,T45,,Si Woo Kim,28.36,312,11
46,47,,Ricky Barnes,28.38,454,16
