,Putting_from_5-15_RANK THIS WEEK,Putting_from_5-15_RANK LAST WEEK,Putting_from_5-15_PLAYER NAME,Putting_from_5-15_ROUNDS,Putting_from_5-15_% MADE,Putting_from_5-15_ATTEMPTS,Putting_from_5-15_PUTTS MADE
92,T93,,Sam Saunders,76,46.22,437,202
93,T93,,Cameron Smith,86,46.22,489,226
94,T95,,Smylie Kaufman,76,46.19,446,206
95,T95,,Francesco Molinari,75,46.19,394,182
96,T97,,Ryo Ishikawa,56,46.18,314,145
97,T97,,Matt Jones,64,46.18,353,163
98,99,,Kelly Kraft,75,46.15,494,228
99,100,,Chad Collins,66,46.09,384,177
100,101,,Ryan Moore,82,46.0,450,207
101,102,,Ryan Armour,63,45.92,355,163
102,103,,Chris Stroud,67,45.88,340,156
103,104,,Seamus Power,86,45.75,459,210
104,105,,Daniel Berger,91,45.74,481,220
105,106,,Jason Bohn,75,45.73,433,198
106,107,,Jimmy Walker,68,45.68,324,148
107,108,,C.T. Pan,88,45.66,484,221
108,109,,Daniel Summerhays,100,45.64,528,241
109,110,,David Hearn,93,45.6,500,228
110,T111,,Ryan Brehm,83,45.52,413,188
111,T111,,Jason Dufner,89,45.52,525,239
112,113,,Jamie Lovemark,98,45.51,523,238
113,114,,Cameron Percy,71,45.48,398,181
114,115,,Aaron Baddeley,61,45.43,317,144
115,116,,Robert Streb,98,45.39,575,261
116,T117,,Ben Martin,86,45.38,520,236
117,T117,,Grayson Murray,94,45.38,595,270
118,119,,Steven Bowditch,59,45.35,333,151
119,120,,Ben Crane,86,45.31,448,203
120,121,,Nick Watney,75,45.15,454,205
121,122,,Brett Drewitt,57,45.12,297,134
122,T123,,Billy Hurley III,80,45.09,468,211
123,T123,,Trey Mullinax,88,45.09,479,216
124,125,,Paul Casey,94,45.08,457,206
125,126,,J.T. Poston,95,45.07,477,215
126,127,,Johnson Wagner,71,45.01,391,176
127,128,,Dominic Bozzelli,69,44.97,398,179
128,129,,Luke List,102,44.87,575,258
129,T130,,Ricky Barnes,100,44.86,555,249
130,T130,,Bryson DeChambeau,91,44.86,506,227
131,T132,,Patrick Rodgers,76,44.85,437,196
132,T132,,Hudson Swafford,94,44.85,524,235
133,134,,Rick Lamb,54,44.77,277,124
134,135,,Dustin Johnson,77,44.75,400,179
135,136,,Spencer Levin,89,44.69,452,202
136,137,,Jason Kokrak,95,44.68,526,235
137,138,,Nick Taylor,97,44.54,559,249
138,139,,Jim Herman,77,44.47,434,193
139,140,,Kevin Streelman,90,44.46,542,241
140,T141,,Andres Gonzales,73,44.44,369,164
141,T141,,Jordan Spieth,85,44.44,432,192
142,T143,,Brandt Snedeker,53,44.4,268,119
143,T143,,Kyle Stanley,104,44.4,678,301
144,T143,,Jhonattan Vegas,95,44.4,500,222
145,146,,Kevin Na,86,44.37,453,201
146,147,,James Hahn,96,44.36,559,248
147,148,,Anirban Lahiri,72,44.34,415,184
148,149,,Tony Finau,106,44.31,650,288
149,150,,Russell Knox,75,44.3,386,171
150,151,,Keegan Bradley,104,44.28,621,275
151,152,,Scott Stallings,81,44.24,486,215
152,153,,Sergio Garcia,65,44.08,304,134
153,154,,Lucas Glover,93,44.03,595,262
154,155,,Byeong Hun An,77,44.02,393,173
155,156,,Hideki Matsuyama,83,43.88,376,165
156,157,,J.J. Spaun,92,43.84,479,210
157,158,,Matt Every,76,43.76,425,186
158,159,,Kyle Reifers,96,43.71,501,219
159,160,,Bud Cauley,92,43.67,616,269
160,161,,Tim Wilkinson,64,43.65,307,134
161,T162,,Bill Haas,92,43.6,445,194
162,T162,,Si Woo Kim,80,43.6,422,184
163,T164,,Steven Alker,69,43.35,346,150
164,T164,,Patrick Cantlay,52,43.35,316,137
165,166,,Gary Woodland,94,43.01,472,203
166,167,,Brett Stegmaier,78,42.96,412,177
167,168,,Harold Varner III,101,42.93,601,258
168,169,,Emiliano Grillo,90,42.44,483,205
169,170,,Scott Piercy,70,42.41,349,148
170,171,,Justin Rose,66,42.36,347,147
171,172,,Mark Hubbard,81,42.26,381,161
172,173,,Kevin Chappell,95,42.15,503,212
173,174,,J.B. Holmes,83,42.09,411,173
174,175,,Rory McIlroy,51,42.08,240,101
175,176,,Ken Duke,77,41.85,454,190
176,177,,J.J. Henry,92,41.84,478,200
177,178,,Roberto Castro,70,41.76,364,152
178,179,,Retief Goosen,52,41.74,321,134
179,180,,Brian Stuard,93,41.58,457,190
180,181,,Chad Campbell,97,41.56,551,229
181,182,,Brad Fritsch,56,41.46,316,131
182,183,,Robert Garrigus,78,41.4,442,183
183,184,,Alex Cejka,85,41.26,429,177
184,185,,Rod Pampling,71,40.38,478,193
185,186,,Boo Weekley,75,40.18,443,178
186,187,,Bubba Watson,71,40.0,360,144
187,188,,D.A. Points,68,39.45,398,157
188,189,,Rory Sabbatini,71,37.2,379,141
189,190,,Ryan Palmer,61,36.84,323,119
