,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
0,1,,Chad Collins,50.69,73,144
1,2,,Ryo Ishikawa,47.92,69,144
2,3,,Dustin Johnson,46.53,134,288
3,4,,Jonas Blixt,46.3,100,216
4,5,,Cameron Smith,45.75,140,306
5,6,,Graeme McDowell,45.45,90,198
6,T7,,Luke Donald,45.24,57,126
7,T7,,Adam Hadwin,45.24,171,378
8,9,,Steve Wheatcroft,45.14,65,144
9,10,,Camilo Villegas,44.87,105,234
10,T11,,Wesley Bryan,44.44,152,342
11,T11,,Seamus Power,44.44,144,324
12,13,,Scott Brown,44.14,143,324
13,14,,David Lingmerth,44.1,127,288
14,15,,Cody Gribble,43.98,95,216
15,16,,Michael Thompson,43.89,79,180
16,17,,Ryan Moore,43.79,134,306
17,18,,Tom Hoge,43.75,63,144
18,19,,Whee Kim,43.52,94,216
19,20,,Peter Malnati,43.46,133,306
20,21,,Nicholas Lindheim,43.33,78,180
21,22,,Sean O'Hair,43.21,140,324
22,23,,Kelly Kraft,43.06,93,216
23,24,,Sebastián Muñoz,42.78,77,180
24,T25,,Russell Knox,42.31,99,234
25,T25,,Adam Scott,42.31,99,234
26,27,,J.T. Poston,42.28,137,324
27,28,,Chris Stroud,42.22,76,180
28,29,,Morgan Hoffmann,42.16,129,306
29,T30,,Carl Pettersson,42.06,53,126
30,T30,,Sam Saunders,42.06,106,252
31,32,,Patrick Reed,42.03,174,414
32,33,,Brian Gay,42.01,121,288
33,34,,Sung Kang,41.92,166,396
34,35,,Troy Merritt,41.88,98,234
35,36,,Ian Poulter,41.85,113,270
36,37,,Cameron Tringale,41.83,128,306
37,T38,,Brian Campbell,41.67,60,144
38,T38,,Billy Hurley III,41.67,120,288
39,T38,,Matt Kuchar,41.67,165,396
40,T38,,Jordan Spieth,41.67,135,324
41,T42,,Blayne Barber,41.45,97,234
42,T42,,Andres Gonzales,41.45,97,234
43,44,,C.T. Pan,41.32,119,288
44,45,,Vaughn Taylor,41.23,141,342
45,46,,J.B. Holmes,41.18,126,306
46,47,,Justin Rose,41.11,111,270
47,T48,,Tag Ridings,41.03,96,234
48,T48,,Charl Schwartzel,41.03,96,234
49,50,,Brian Harman,41.01,155,378
50,T51,,Bud Cauley,40.85,125,306
51,T51,,Justin Thomas,40.85,125,306
52,53,,Kevin Tway,40.83,147,360
53,T54,,Ricky Barnes,40.74,132,324
54,T54,,Rickie Fowler,40.74,132,324
55,T54,,Hunter Mahan,40.74,88,216
56,57,,Ryan Blaum,40.66,161,396
57,58,,Dominic Bozzelli,40.56,73,180
58,59,,Zach Johnson,40.52,124,306
59,T60,,Pat Perez,40.48,153,378
60,T60,,Scott Stallings,40.48,102,252
61,T62,,Grayson Murray,40.43,131,324
62,T62,,Jhonattan Vegas,40.43,131,324
63,64,,Gary Woodland,40.21,152,378
64,65,,Julián Etulain,40.17,94,234
65,66,,Brooks Koepka,40.12,130,324
66,T67,,Kevin Chappell,40.0,144,360
67,T67,,Jason Day,40.0,108,270
68,T67,,Tim Wilkinson,40.0,72,180
69,T70,,David Hearn,39.93,115,288
70,T70,,Ben Martin,39.93,115,288
71,72,,K.J. Choi,39.9,79,198
72,73,,Daniel Berger,39.77,136,342
73,74,,Zac Blair,39.72,143,360
74,75,,Richy Werenski,39.68,100,252
75,T76,,Byeong Hun An,39.58,114,288
76,T76,,Danny Lee,39.58,114,288
77,78,,Brian Stuard,39.54,121,306
78,T79,,Brett Drewitt,39.51,64,162
79,T79,,Ollie Schniederjans,39.51,128,324
80,T81,,Lucas Glover,39.44,142,360
81,T81,,Matt Jones,39.44,71,180
82,T81,,Jon Rahm,39.44,142,360
83,T81,,Tyrone Van Aswegen,39.44,142,360
84,T85,,Tony Finau,39.35,170,432
85,T85,,Bryce Molder,39.35,85,216
86,87,,Trey Mullinax,39.26,106,270
87,88,,Hideki Matsuyama,39.2,127,324
88,89,,Robert Streb,39.18,134,342
89,90,,Emiliano Grillo,39.17,141,360
90,T91,,Aaron Baddeley,38.89,70,180
91,T91,,Greg Chalmers,38.89,70,180
92,T91,,Brad Fritsch,38.89,70,180
93,T91,,Retief Goosen,38.89,42,108
94,T91,,Mackenzie Hughes,38.89,154,396
95,T91,,Michael Kim,38.89,126,324
96,T91,,Chris Kirk,38.89,112,288
97,T91,,Luke List,38.89,133,342
98,T91,,Patrick Rodgers,38.89,77,198
99,100,,Phil Mickelson,38.6,132,342
100,101,,Seung-Yul Noh,38.54,111,288
101,102,,Anirban Lahiri,38.49,97,252
102,T103,,Patton Kizzire,38.43,83,216
103,T103,,Bubba Watson,38.43,83,216
104,105,,Martin Laird,38.27,124,324
105,106,,Francesco Molinari,38.19,110,288
106,107,,Chez Reavie,38.1,144,378
107,108,,Geoff Ogilvy,38.03,89,234
108,109,,Jason Dufner,38.01,130,342
109,110,,Rory Sabbatini,37.96,82,216
110,111,,Bryson DeChambeau,37.85,109,288
111,T112,,Ryan Palmer,37.78,68,180
112,T112,,Kevin Streelman,37.78,136,360
113,114,,Nick Watney,37.7,95,252
114,115,,Jamie Lovemark,37.68,156,414
115,116,,John Huh,37.65,122,324
116,117,,Smylie Kaufman,37.5,81,216
117,T118,,Stewart Cink,37.3,141,378
118,T118,,Marc Leishman,37.3,141,378
119,120,,Ben Crane,37.25,114,306
120,121,,Chad Campbell,37.22,134,360
121,122,,Derek Fathauer,36.9,93,252
122,T123,,Jason Bohn,36.87,73,198
123,T123,,Rory McIlroy,36.87,73,198
124,T123,,Brandt Snedeker,36.87,73,198
125,126,,Kevin Kisner,36.71,152,414
126,T127,,Gonzalo Fernandez-Castaño,36.67,66,180
127,T127,,Brandon Hagy,36.67,99,270
128,T127,,Shawn Stefani,36.67,66,180
129,130,,Patrick Cantlay,36.57,79,216
130,131,,Matt Every,36.42,59,162
131,132,,Mark Hubbard,36.32,85,234
132,133,,Martin Flores,36.27,111,306
133,134,,Bill Haas,36.26,124,342
134,T135,,Ken Duke,36.11,78,216
135,T135,,Kyle Stanley,36.11,143,396
136,T135,,Hudson Swafford,36.11,117,324
137,138,,Charley Hoffman,36.0,162,450
138,139,,Daniel Summerhays,35.98,136,378
139,140,,Charles Howell III,35.96,123,342
140,141,,Spencer Levin,35.93,97,270
141,142,,Si Woo Kim,35.9,84,234
142,143,,Webb Simpson,35.75,148,414
143,144,,D.A. Points,35.65,77,216
144,T145,,Sergio Garcia,35.56,96,270
145,T145,,Jason Kokrak,35.56,128,360
