,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
146,T145,,Kyle Reifers,35.56,96,270
147,148,,J.J. Spaun,35.49,115,324
148,149,,Andrew Loupe,35.42,51,144
149,150,,J.J. Henry,35.29,108,306
150,151,,Nick Taylor,35.28,127,360
151,152,,Keegan Bradley,35.27,146,414
152,153,,Steven Alker,35.19,76,216
153,154,,Brendan Steele,35.09,120,342
154,T155,,Harris English,35.04,82,234
155,T155,,Jimmy Walker,35.04,82,234
156,157,,Xander Schauffele,35.0,126,360
157,158,,Cameron Percy,34.92,88,252
158,159,,Paul Casey,34.85,138,396
159,T160,,James Hahn,34.72,125,360
160,T160,,Johnson Wagner,34.72,50,144
161,162,,Miguel Angel Carballo,34.57,56,162
162,T163,,Søren Kjeldsen,34.44,62,180
163,T163,,Louis Oosthuizen,34.44,93,270
164,165,,Jim Herman,34.13,86,252
165,166,,Russell Henley,34.06,141,414
166,T167,,Graham DeLaet,34.03,98,288
167,T167,,Rick Lamb,34.03,49,144
168,169,,William McGirt,33.99,104,306
169,170,,Boo Weekley,33.8,73,216
170,171,,Brett Stegmaier,33.73,85,252
171,T172,,Mark Anderson,33.33,48,144
172,T172,,Rafa Cabrera Bello,33.33,72,216
173,T172,,Ernie Els,33.33,42,126
174,T172,,Robert Garrigus,33.33,72,216
175,T172,,Branden Grace,33.33,84,252
176,T172,,Shane Lowry,33.33,60,180
177,178,,Harold Varner III,33.06,119,360
178,179,,Roberto Castro,32.83,65,198
179,180,,Kevin Na,32.68,100,306
180,T181,,Ryan Brehm,32.64,94,288
181,T181,,Billy Horschel,32.64,94,288
182,183,,Rod Pampling,32.54,82,252
183,184,,Fabián Gómez,31.82,63,198
184,185,,Ryan Armour,31.31,62,198
185,186,,Scott Piercy,31.2,73,234
186,187,,Steven Bowditch,29.63,16,54
187,188,,Jonathan Randolph,29.37,74,252
188,189,,Alex Cejka,28.15,76,270
189,190,,Jim Furyk,27.16,44,162
