,Approach_Putt_Performance_RANK THIS WEEK,Approach_Putt_Performance_RANK LAST WEEK,Approach_Putt_Performance_PLAYER NAME,Approach_Putt_Performance_ROUNDS,Approach_Putt_Performance_VALUE,Approach_Putt_Performance_ATTEMPTS,Approach_Putt_Performance_TOTAL DISTANCE (FEET)
0,T1,,Stewart Cink,93,"2' 0""",816,1650.9170000000001
1,T1,,Tag Ridings,67,"2' 0""",533,1050.583
2,T1,,Brian Stuard,93,"2' 0""",716,1437.0829999999999
3,T1,,Daniel Summerhays,100,"2' 0""",835,1667.6670000000001
4,T1,,Bubba Watson,71,"2' 0""",556,1126.167
5,T6,,Ricky Barnes,100,"2' 1""",811,1656.0
6,T6,,Jason Bohn,75,"2' 1""",692,1449.5
7,T6,,Luke Donald,50,"2' 1""",446,935.1669999999999
8,T6,,Tony Finau,106,"2' 1""",996,2103.833
9,T6,,Bill Haas,92,"2' 1""",742,1569.1670000000001
10,T6,,Charles Howell III,86,"2' 1""",743,1547.25
11,T6,,Matt Jones,64,"2' 1""",529,1102.333
12,T6,,Smylie Kaufman,76,"2' 1""",677,1429.9170000000001
13,T6,,Robert Streb,98,"2' 1""",900,1888.0829999999999
14,T6,,Kevin Tway,96,"2' 1""",774,1605.0829999999999
15,T16,,Steven Alker,69,"2' 2""",548,1167.75
16,T16,,Ryan Armour,63,"2' 2""",560,1195.667
17,T16,,Keegan Bradley,104,"2' 2""",949,2090.75
18,T16,,Paul Casey,94,"2' 2""",714,1564.5829999999999
19,T16,,K.J. Choi,72,"2' 2""",573,1253.25
20,T16,,Chad Collins,66,"2' 2""",547,1169.0
21,T16,,Jason Day,71,"2' 2""",520,1143.083
22,T16,,Ken Duke,77,"2' 2""",658,1442.5829999999999
23,T16,,Ernie Els,52,"2' 2""",326,698.0830000000001
24,T16,,Matt Every,76,"2' 2""",637,1370.0829999999999
25,T16,,Martin Flores,88,"2' 2""",773,1676.0
26,T16,,Rickie Fowler,78,"2' 2""",586,1283.333
27,T16,,Sergio Garcia,65,"2' 2""",446,978.4169999999999
28,T16,,Brian Gay,82,"2' 2""",702,1548.0829999999999
29,T16,,Lucas Glover,93,"2' 2""",941,2057.583
30,T16,,Branden Grace,70,"2' 2""",466,1009.25
31,T16,,J.J. Henry,92,"2' 2""",902,1957.3329999999999
32,T16,,Mark Hubbard,81,"2' 2""",683,1460.1670000000001
33,T16,,Zach Johnson,81,"2' 2""",654,1410.1670000000001
34,T16,,Dustin Johnson,77,"2' 2""",612,1305.0
35,T16,,Matt Kuchar,95,"2' 2""",766,1661.3329999999999
36,T16,,Anirban Lahiri,72,"2' 2""",609,1337.25
37,T16,,Jamie Lovemark,98,"2' 2""",788,1715.4170000000001
38,T16,,Francesco Molinari,75,"2' 2""",604,1301.833
39,T16,,Seung-Yul Noh,91,"2' 2""",771,1688.4170000000001
40,T16,,Rod Pampling,71,"2' 2""",750,1655.1670000000001
41,T16,,Ian Poulter,72,"2' 2""",563,1236.167
42,T16,,Kyle Reifers,96,"2' 2""",845,1843.4170000000001
43,T16,,Justin Rose,66,"2' 2""",556,1209.417
44,T16,,Ollie Schniederjans,92,"2' 2""",878,1886.0829999999999
45,T16,,Cameron Smith,86,"2' 2""",717,1558.1670000000001
46,T16,,J.J. Spaun,92,"2' 2""",801,1745.0
47,T16,,Jordan Spieth,85,"2' 2""",653,1433.0829999999999
48,T16,,Brendan Steele,89,"2' 2""",732,1595.5
49,T16,,Brett Stegmaier,78,"2' 2""",669,1471.5
50,T16,,Chris Stroud,67,"2' 2""",508,1117.167
51,T16,,Vaughn Taylor,90,"2' 2""",811,1777.3329999999999
52,T16,,Jhonattan Vegas,95,"2' 2""",772,1699.1670000000001
53,T16,,Camilo Villegas,76,"2' 2""",615,1316.8329999999999
54,T55,,Mark Anderson,54,"2' 3""",442,999.0830000000001
55,T55,,Aaron Baddeley,61,"2' 3""",485,1072.833
56,T55,,Dominic Bozzelli,69,"2' 3""",561,1280.0
57,T55,,Chad Campbell,97,"2' 3""",966,2146.167
58,T55,,Brian Campbell,55,"2' 3""",424,957.5
