,Approach_Putt_Performance_RANK THIS WEEK,Approach_Putt_Performance_RANK LAST WEEK,Approach_Putt_Performance_PLAYER NAME,Approach_Putt_Performance_ROUNDS,Approach_Putt_Performance_VALUE,Approach_Putt_Performance_ATTEMPTS,Approach_Putt_Performance_TOTAL DISTANCE (FEET)
59,T55,,Patrick Cantlay,52,"2' 3""",503,1123.333
60,T55,,Bud Cauley,92,"2' 3""",886,2020.5
61,T55,,Ben Crane,86,"2' 3""",762,1697.0
62,T55,,Robert Garrigus,78,"2' 3""",662,1511.1670000000001
63,T55,,Retief Goosen,52,"2' 3""",445,1014.8330000000001
64,T55,,Cody Gribble,79,"2' 3""",737,1680.25
65,T55,,James Hahn,96,"2' 3""",888,1961.4170000000001
66,T55,,Brian Harman,104,"2' 3""",827,1867.6670000000001
67,T55,,Russell Henley,99,"2' 3""",880,2000.75
68,T55,,J.B. Holmes,83,"2' 3""",586,1302.083
69,T55,,Billy Horschel,88,"2' 3""",902,2042.25
70,T55,,Mackenzie Hughes,106,"2' 3""",1025,2323.167
71,T55,,Billy Hurley III,80,"2' 3""",725,1635.0
72,T55,,Whee Kim,74,"2' 3""",590,1333.3329999999999
73,T55,,Chris Kirk,89,"2' 3""",770,1762.6670000000001
74,T55,,Ben Martin,86,"2' 3""",769,1739.8329999999999
75,T55,,Bryce Molder,74,"2' 3""",666,1510.1670000000001
76,T55,,Kevin Na,86,"2' 3""",642,1458.8329999999999
77,T55,,Carl Pettersson,63,"2' 3""",543,1243.833
78,T55,,Scott Piercy,70,"2' 3""",518,1167.917
79,T55,,J.T. Poston,95,"2' 3""",746,1667.9170000000001
80,T55,,Seamus Power,86,"2' 3""",692,1548.8329999999999
81,T55,,Patrick Reed,107,"2' 3""",802,1787.1670000000001
82,T55,,Charl Schwartzel,63,"2' 3""",462,1052.417
83,T55,,Adam Scott,58,"2' 3""",430,963.0830000000001
84,T55,,Kyle Stanley,104,"2' 3""",1038,2293.333
85,T55,,Hudson Swafford,94,"2' 3""",866,1967.4170000000001
86,T55,,Justin Thomas,86,"2' 3""",601,1373.0829999999999
87,T55,,Michael Thompson,60,"2' 3""",459,1048.333
88,T55,,Harold Varner III,101,"2' 3""",957,2188.083
89,T55,,Johnson Wagner,71,"2' 3""",636,1438.9170000000001
90,T55,,Jimmy Walker,68,"2' 3""",504,1114.083
91,T55,,Richy Werenski,81,"2' 3""",665,1502.3329999999999
92,T93,,Byeong Hun An,77,"2' 4""",581,1342.25
93,T93,,Daniel Berger,91,"2' 4""",702,1610.3329999999999
94,T93,,Ryan Brehm,83,"2' 4""",675,1571.0
95,T93,,Scott Brown,95,"2' 4""",821,1923.4170000000001
96,T93,,Alex Cejka,85,"2' 4""",683,1567.1670000000001
97,T93,,Brett Drewitt,57,"2' 4""",456,1075.25
98,T93,,Derek Fathauer,81,"2' 4""",680,1563.5829999999999
99,T93,,Fabián Gómez,61,"2' 4""",544,1270.25
100,T93,,Emiliano Grillo,90,"2' 4""",704,1671.0
101,T93,,Adam Hadwin,98,"2' 4""",753,1757.5829999999999
102,T93,,David Hearn,93,"2' 4""",762,1769.75
103,T93,,Charley Hoffman,112,"2' 4""",950,2252.417
104,T93,,Ryo Ishikawa,56,"2' 4""",447,1036.75
105,T93,,Russell Knox,75,"2' 4""",572,1343.25
106,T93,,Kelly Kraft,75,"2' 4""",710,1671.75
107,T93,,Rick Lamb,54,"2' 4""",416,972.4169999999999
108,T93,,Marc Leishman,94,"2' 4""",729,1679.5829999999999
109,T93,,Luke List,102,"2' 4""",959,2215.917
110,T93,,Shane Lowry,52,"2' 4""",369,870.75
111,T93,,Hideki Matsuyama,83,"2' 4""",592,1400.0
112,T93,,William McGirt,89,"2' 4""",767,1799.5
113,T93,,Ryan Moore,82,"2' 4""",700,1653.8329999999999
114,T93,,Grayson Murray,94,"2' 4""",884,2079.75
115,T93,,Geoff Ogilvy,80,"2' 4""",739,1743.0
116,T93,,Ryan Palmer,61,"2' 4""",539,1243.0
117,T93,,Cameron Percy,71,"2' 4""",624,1444.5
118,T93,,Pat Perez,93,"2' 4""",741,1731.75
119,T93,,Chez Reavie,98,"2' 4""",834,1941.3329999999999
120,T93,,Rory Sabbatini,71,"2' 4""",577,1329.4170000000001
121,T93,,Sam Saunders,76,"2' 4""",620,1466.0829999999999
122,T93,,Webb Simpson,102,"2' 4""",825,1913.25
123,T93,,Brandt Snedeker,53,"2' 4""",389,911.0830000000001
124,T93,,Kevin Streelman,90,"2' 4""",863,1998.4170000000001
125,T93,,Nick Watney,75,"2' 4""",720,1662.0829999999999
126,T93,,Boo Weekley,75,"2' 4""",711,1646.0829999999999
127,T128,,Ryan Blaum,100,"2' 5""",865,2095.917
128,T128,,Wesley Bryan,95,"2' 5""",739,1807.8329999999999
129,T128,,Roberto Castro,70,"2' 5""",556,1336.6670000000001
130,T128,,Greg Chalmers,75,"2' 5""",683,1645.3329999999999
131,T128,,Bryson DeChambeau,91,"2' 5""",763,1823.75
132,T128,,Graham DeLaet,82,"2' 5""",802,1908.6670000000001
133,T128,,Jason Dufner,89,"2' 5""",740,1802.75
134,T128,,Harris English,84,"2' 5""",719,1737.6670000000001
135,T128,,Brad Fritsch,56,"2' 5""",465,1126.0
136,T128,,Jim Furyk,54,"2' 5""",440,1054.5
137,T128,,Tom Hoge,54,"2' 5""",407,979.0830000000001
138,T128,,Kevin Kisner,105,"2' 5""",753,1825.1670000000001
139,T128,,Patton Kizzire,84,"2' 5""",769,1833.5
140,T128,,Søren Kjeldsen,58,"2' 5""",350,833.8330000000001
141,T128,,Jason Kokrak,95,"2' 5""",898,2151.833
142,T128,,Martin Laird,83,"2' 5""",721,1750.1670000000001
143,T128,,Danny Lee,93,"2' 5""",792,1923.6670000000001
144,T128,,Spencer Levin,89,"2' 5""",728,1752.0829999999999
145,T128,,Nicholas Lindheim,58,"2' 5""",466,1133.167
146,T128,,Peter Malnati,91,"2' 5""",734,1766.0829999999999
147,T128,,Trey Mullinax,88,"2' 5""",718,1724.0
148,T128,,C.T. Pan,88,"2' 5""",823,1967.25
149,T128,,D.A. Points,68,"2' 5""",654,1564.6670000000001
150,T128,,Jon Rahm,90,"2' 5""",667,1588.6670000000001
151,T128,,Patrick Rodgers,76,"2' 5""",735,1758.5
152,T128,,Xander Schauffele,96,"2' 5""",742,1782.25
153,T128,,Scott Stallings,81,"2' 5""",760,1851.75
154,T128,,Shawn Stefani,72,"2' 5""",658,1603.75
155,T128,,Cameron Tringale,89,"2' 5""",676,1613.3329999999999
156,T128,,Tyrone Van Aswegen,105,"2' 5""",884,2117.333
157,T128,,Tim Wilkinson,64,"2' 5""",481,1163.25
158,T128,,Gary Woodland,94,"2' 5""",707,1694.5
159,T160,,Blayne Barber,77,"2' 6""",711,1783.0
160,T160,,Zac Blair,105,"2' 6""",856,2162.0
161,T160,,Jonas Blixt,74,"2' 6""",586,1479.1670000000001
162,T160,,Miguel Angel Carballo,63,"2' 6""",481,1205.667
163,T160,,Kevin Chappell,95,"2' 6""",722,1789.75
164,T160,,Julián Etulain,68,"2' 6""",542,1345.8329999999999
165,T160,,Brandon Hagy,85,"2' 6""",731,1807.5
166,T160,,Jim Herman,77,"2' 6""",747,1840.6670000000001
167,T160,,Morgan Hoffmann,92,"2' 6""",848,2093.75
168,T160,,John Huh,92,"2' 6""",813,2008.0829999999999
169,T160,,Michael Kim,94,"2' 6""",891,2238.667
170,T160,,Brooks Koepka,88,"2' 6""",619,1563.5
171,T160,,David Lingmerth,79,"2' 6""",645,1631.4170000000001
172,T160,,Hunter Mahan,73,"2' 6""",637,1566.5
173,T160,,Graeme McDowell,56,"2' 6""",477,1192.25
174,T160,,Rory McIlroy,51,"2' 6""",354,874.1669999999999
175,T160,,Troy Merritt,82,"2' 6""",720,1783.8329999999999
176,T160,,Louis Oosthuizen,69,"2' 6""",501,1270.5
177,T160,,Nick Taylor,97,"2' 6""",916,2315.667
178,T160,,Steve Wheatcroft,51,"2' 6""",399,1002.6669999999999
179,T180,,Rafa Cabrera Bello,63,"2' 7""",425,1082.333
180,T180,,Gonzalo Fernandez-Castaño,63,"2' 7""",434,1103.917
181,T180,,Sung Kang,104,"2' 7""",879,2255.0
182,T180,,Si Woo Kim,80,"2' 7""",592,1532.5829999999999
183,T180,,Phil Mickelson,85,"2' 7""",706,1799.75
184,T180,,Sebastián Muñoz,51,"2' 7""",410,1075.25
185,T180,,Sean O'Hair,84,"2' 7""",727,1868.8329999999999
186,T180,,Jonathan Randolph,68,"2' 7""",496,1280.75
187,T188,,Steven Bowditch,59,"2' 8""",475,1257.083
188,T188,,Andres Gonzales,73,"2' 8""",608,1619.1670000000001
189,T188,,Andrew Loupe,55,"2' 8""",516,1354.75
