,Total_3_Putts_-_10-15_RANK THIS WEEK,Total_3_Putts_-_10-15_RANK LAST WEEK,Total_3_Putts_-_10-15_PLAYER NAME,Total_3_Putts_-_10-15_ROUNDS,Total_3_Putts_-_10-15_TOTAL 3 PUTTS 10'-15',Total_3_Putts_-_10-15_TOTAL 3 PUTTS
0,1,,Webb Simpson,102,6,45
1,T2,,Wesley Bryan,95,5,31
2,T2,,Chad Campbell,97,5,44
3,T2,,Brett Drewitt,57,5,34
4,T2,,Mackenzie Hughes,106,5,54
5,T2,,Jason Kokrak,95,5,67
6,T2,,Kyle Stanley,104,5,65
7,T2,,Justin Thomas,86,5,30
8,T2,,Richy Werenski,81,5,33
9,T10,,Ken Duke,77,4,29
10,T10,,Si Woo Kim,80,4,38
11,T10,,Rory McIlroy,51,4,22
12,T10,,Ryan Palmer,61,4,32
13,T10,,Nick Taylor,97,4,59
14,T15,,Ryan Blaum,100,3,39
15,T15,,Keegan Bradley,104,3,50
16,T15,,Scott Brown,95,3,35
17,T15,,Stewart Cink,93,3,37
18,T15,,Jason Dufner,89,3,49
19,T15,,Brad Fritsch,56,3,32
20,T15,,Jim Furyk,54,3,18
21,T15,,Lucas Glover,93,3,40
22,T15,,David Hearn,93,3,36
23,T15,,Smylie Kaufman,76,3,31
24,T15,,Russell Knox,75,3,37
25,T15,,Matt Kuchar,95,3,38
26,T15,,Luke List,102,3,59
27,T15,,Shane Lowry,52,3,16
28,T15,,Peter Malnati,91,3,34
29,T15,,Hideki Matsuyama,83,3,36
30,T15,,D.A. Points,68,3,33
31,T15,,Rory Sabbatini,71,3,31
32,T15,,Scott Stallings,81,3,42
33,T15,,Harold Varner III,101,3,67
34,T15,,Camilo Villegas,76,3,34
35,T15,,Johnson Wagner,71,3,33
36,T15,,Gary Woodland,94,3,43
37,T38,,Steven Alker,69,2,26
38,T38,,Byeong Hun An,77,2,32
39,T38,,Zac Blair,105,2,45
40,T38,,Jonas Blixt,74,2,28
41,T38,,Ryan Brehm,83,2,40
42,T38,,Roberto Castro,70,2,40
43,T38,,K.J. Choi,72,2,17
44,T38,,Matt Every,76,2,38
45,T38,,Derek Fathauer,81,2,30
46,T38,,Rickie Fowler,78,2,29
47,T38,,Robert Garrigus,78,2,40
48,T38,,Fabián Gómez,61,2,25
49,T38,,Emiliano Grillo,90,2,41
50,T38,,Adam Hadwin,98,2,35
51,T38,,Russell Henley,99,2,36
52,T38,,Morgan Hoffmann,92,2,48
53,T38,,Whee Kim,74,2,26
54,T38,,Kevin Kisner,105,2,32
55,T38,,Patton Kizzire,84,2,45
56,T38,,Søren Kjeldsen,58,2,13
57,T38,,Kelly Kraft,75,2,35
58,T38,,Rick Lamb,54,2,22
59,T38,,David Lingmerth,79,2,30
60,T38,,Ben Martin,86,2,39
61,T38,,William McGirt,89,2,39
62,T38,,Kevin Na,86,2,38
63,T38,,Seung-Yul Noh,91,2,39
64,T38,,Sean O'Hair,84,2,38
65,T38,,Louis Oosthuizen,69,2,23
66,T38,,C.T. Pan,88,2,43
67,T38,,Pat Perez,93,2,36
68,T38,,Scott Piercy,70,2,30
69,T38,,J.T. Poston,95,2,31
70,T38,,Seamus Power,86,2,37
71,T38,,Justin Rose,66,2,24
72,T38,,Sam Saunders,76,2,38
73,T38,,Cameron Smith,86,2,34
74,T38,,Shawn Stefani,72,2,33
75,T38,,Kevin Streelman,90,2,50
76,T38,,Chris Stroud,67,2,29
77,T38,,Daniel Summerhays,100,2,30
78,T38,,Hudson Swafford,94,2,35
79,T38,,Tyrone Van Aswegen,105,2,46
80,T38,,Nick Watney,75,2,33
81,T38,,Boo Weekley,75,2,59
82,T83,,Mark Anderson,54,1,23
83,T83,,Ryan Armour,63,1,22
84,T83,,Aaron Baddeley,61,1,18
85,T83,,Blayne Barber,77,1,42
86,T83,,Jason Bohn,75,1,26
87,T83,,Steven Bowditch,59,1,24
88,T83,,Dominic Bozzelli,69,1,32
89,T83,,Rafa Cabrera Bello,63,1,24
90,T83,,Brian Campbell,55,1,18
91,T83,,Miguel Angel Carballo,63,1,29
92,T83,,Bud Cauley,92,1,39
93,T83,,Alex Cejka,85,1,36
94,T83,,Greg Chalmers,75,1,28
95,T83,,Kevin Chappell,95,1,48
96,T83,,Chad Collins,66,1,27
97,T83,,Jason Day,71,1,30
98,T83,,Bryson DeChambeau,91,1,46
99,T83,,Harris English,84,1,32
100,T83,,Gonzalo Fernandez-Castaño,63,1,20
101,T83,,Tony Finau,106,1,47
102,T83,,Brian Gay,82,1,17
103,T83,,Cody Gribble,79,1,30
104,T83,,Bill Haas,92,1,36
105,T83,,Brandon Hagy,85,1,44
106,T83,,Brian Harman,104,1,28
107,T83,,Jim Herman,77,1,34
108,T83,,Charley Hoffman,112,1,50
109,T83,,J.B. Holmes,83,1,32
110,T83,,Billy Horschel,88,1,46
111,T83,,John Huh,92,1,36
112,T83,,Ryo Ishikawa,56,1,19
113,T83,,Sung Kang,104,1,47
114,T83,,Chris Kirk,89,1,23
115,T83,,Brooks Koepka,88,1,33
116,T83,,Anirban Lahiri,72,1,33
117,T83,,Danny Lee,93,1,31
118,T83,,Graeme McDowell,56,1,30
119,T83,,Troy Merritt,82,1,32
120,T83,,Phil Mickelson,85,1,22
121,T83,,Bryce Molder,74,1,27
122,T83,,Ryan Moore,82,1,33
123,T83,,Sebastián Muñoz,51,1,25
124,T83,,Trey Mullinax,88,1,31
125,T83,,Rod Pampling,71,1,48
126,T83,,Carl Pettersson,63,1,22
127,T83,,Jonathan Randolph,68,1,25
128,T83,,Chez Reavie,98,1,29
129,T83,,Xander Schauffele,96,1,39
130,T83,,Ollie Schniederjans,92,1,41
131,T83,,Charl Schwartzel,63,1,16
132,T83,,Brandt Snedeker,53,1,20
133,T83,,Brett Stegmaier,78,1,35
134,T83,,Robert Streb,98,1,46
135,T83,,Vaughn Taylor,90,1,38
136,T83,,Cameron Tringale,89,1,33
137,T83,,Jhonattan Vegas,95,1,45
138,T83,,Jimmy Walker,68,1,28
139,T83,,Bubba Watson,71,1,31
140,T83,,Tim Wilkinson,64,1,20
