,Average_Putting_Distance_-_All_2_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_2_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_2_putts_PLAYER NAME,Average_Putting_Distance_-_All_2_putts_ROUNDS,Average_Putting_Distance_-_All_2_putts_AVG,Average_Putting_Distance_-_All_2_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_2_putts_TOTAL PUTTS
0,1,,Hunter Mahan,73,"25' 9""",15354.083,596
1,2,,Michael Thompson,60,"25' 2""",11085.0,441
2,3,,Graham DeLaet,82,"24' 10""",19127.917,769
3,T4,,Rafa Cabrera Bello,63,"24' 8""",9901.417,401
4,T4,,Louis Oosthuizen,69,"24' 8""",11778.667,478
5,T6,,Harris English,84,"24' 6""",16820.5,687
6,T6,,Martin Flores,88,"24' 6""",18172.0,741
7,T8,,Luke Donald,50,"24' 5""",10588.167,433
8,T8,,Billy Horschel,88,"24' 5""",20921.5,856
9,T8,,Mackenzie Hughes,106,"24' 5""",23690.833,971
10,T11,,J.J. Henry,92,"24' 3""",20805.917,857
11,T11,,Charles Howell III,86,"24' 3""",17314.167,715
12,T13,,Pat Perez,93,"24' 2""",17036.417,705
13,T13,,Nick Taylor,97,"24' 2""",20718.167,857
14,T13,,Cameron Tringale,89,"24' 2""",15520.75,643
15,16,,Jim Herman,77,"24' 1""",17161.0,713
16,17,,Sebastián Muñoz,51,"24' 0""",9225.75,385
17,T18,,Rickie Fowler,78,"23' 11""",13320.25,557
18,T18,,Geoff Ogilvy,80,"23' 11""",16955.417,709
19,T18,,C.T. Pan,88,"23' 11""",18632.833,780
20,T21,,Stewart Cink,93,"23' 10""",18590.333,779
21,T21,,William McGirt,89,"23' 10""",17328.75,728
22,T21,,Xander Schauffele,96,"23' 10""",16746.583,703
23,T24,,Cody Gribble,79,"23' 9""",16814.583,707
24,T24,,Bill Haas,92,"23' 9""",16784.0,706
25,T24,,Patrick Rodgers,76,"23' 9""",16311.667,687
26,T27,,Ryan Brehm,83,"23' 8""",15016.333,635
27,T27,,Scott Brown,95,"23' 8""",18599.667,786
28,T27,,Andrew Loupe,55,"23' 8""",11523.917,487
29,T27,,Shane Lowry,52,"23' 8""",8355.5,353
30,T27,,Sean O'Hair,84,"23' 8""",16318.333,689
31,T27,,Shawn Stefani,72,"23' 8""",14767.5,625
32,T27,,Hudson Swafford,94,"23' 8""",19638.583,831
33,T27,,Steve Wheatcroft,51,"23' 8""",8959.417,378
34,T35,,Ryan Blaum,100,"23' 7""",19511.167,826
35,T35,,Andres Gonzales,73,"23' 7""",13396.833,568
36,T35,,Brandon Hagy,85,"23' 7""",16218.25,687
37,T35,,Russell Henley,99,"23' 7""",19930.167,844
38,T35,,Morgan Hoffmann,92,"23' 7""",18889.25,800
39,T35,,Billy Hurley III,80,"23' 7""",16226.333,689
40,T35,,Peter Malnati,91,"23' 7""",16494.5,700
41,T35,,Graeme McDowell,56,"23' 7""",10545.333,447
42,T43,,Sung Kang,104,"23' 6""",19517.583,832
43,T43,,Michael Kim,94,"23' 6""",20027.0,851
44,T43,,Marc Leishman,94,"23' 6""",16566.0,705
45,T43,,Spencer Levin,89,"23' 6""",16307.25,695
46,T43,,J.J. Spaun,92,"23' 6""",17912.333,761
47,T48,,Greg Chalmers,75,"23' 5""",15348.333,655
48,T48,,James Hahn,96,"23' 5""",19835.167,848
49,T48,,Jamie Lovemark,98,"23' 5""",17605.667,751
50,T51,,Kevin Kisner,105,"23' 4""",16830.083,721
51,T51,,Jason Kokrak,95,"23' 4""",19422.917,831
52,T51,,Phil Mickelson,85,"23' 4""",15941.083,684
53,T51,,Robert Streb,98,"23' 4""",19913.25,854
54,T55,,Lucas Glover,93,"23' 3""",20982.167,901
55,T55,,Brian Harman,104,"23' 3""",18546.083,799
56,T55,,Matt Jones,64,"23' 3""",11732.333,505
57,T55,,Bryce Molder,74,"23' 3""",14832.917,639
58,T55,,Seamus Power,86,"23' 3""",15239.167,655
59,T55,,Daniel Summerhays,100,"23' 3""",18725.667,805
60,T61,,Chad Campbell,97,"23' 2""",21374.083,922
61,T61,,Ben Crane,86,"23' 2""",16931.333,730
62,T61,,Camilo Villegas,76,"23' 2""",13456.083,581
63,T61,,Richy Werenski,81,"23' 2""",14641.0,632
64,T65,,Ryan Armour,63,"23' 1""",12434.583,538
65,T65,,Adam Hadwin,98,"23' 1""",16562.167,718
66,T65,,Matt Kuchar,95,"23' 1""",16808.417,728
67,T65,,Martin Laird,83,"23' 1""",15875.417,687
68,T65,,Luke List,102,"23' 1""",20745.0,900
69,T65,,Seung-Yul Noh,91,"23' 1""",16914.083,732
70,T65,,Cameron Percy,71,"23' 1""",13534.333,587
71,T65,,Jonathan Randolph,68,"23' 1""",10856.667,471
72,T73,,Mark Hubbard,81,"23' 0""",15048.583,654
73,T73,,Patton Kizzire,84,"23' 0""",16672.167,724
74,T73,,Jon Rahm,90,"23' 0""",14310.25,622
75,T73,,Jhonattan Vegas,95,"23' 0""",16708.583,727
76,T73,,Johnson Wagner,71,"23' 0""",13861.083,603
77,T73,,Tim Wilkinson,64,"23' 0""",10621.083,461
78,T79,,Daniel Berger,91,"22' 11""",15410.167,672
79,T79,,Jonas Blixt,74,"22' 11""",12801.083,558
80,T79,,Brian Campbell,55,"22' 11""",9300.667,406
81,T79,,Patrick Cantlay,52,"22' 11""",11153.667,486
82,T79,,Gonzalo Fernandez-Castaño,63,"22' 11""",9479.833,414
83,T79,,Brian Gay,82,"22' 11""",15695.667,685
84,T79,,Zach Johnson,81,"22' 11""",14337.167,626
85,T79,,Carl Pettersson,63,"22' 11""",11948.917,521
86,T79,,Kyle Reifers,96,"22' 11""",18448.833,805
87,T79,,Nick Watney,75,"22' 11""",15742.5,687
88,T89,,Blayne Barber,77,"22' 10""",15273.833,669
89,T89,,Paul Casey,94,"22' 10""",15696.667,688
90,T89,,Tony Finau,106,"22' 10""",21632.167,949
91,T89,,Jim Furyk,54,"22' 10""",9628.833,422
92,T89,,David Hearn,93,"22' 10""",16547.0,726
93,T89,,John Huh,92,"22' 10""",17732.75,777
94,T89,,Brooks Koepka,88,"22' 10""",13373.0,586
95,T89,,Trey Mullinax,88,"22' 10""",15688.75,687
96,T89,,J.T. Poston,95,"22' 10""",16350.167,715
97,T89,,Ian Poulter,72,"22' 10""",12268.75,537
98,T89,,Chez Reavie,98,"22' 10""",18352.833,805
99,T89,,Kevin Tway,96,"22' 10""",16960.5,743
100,T89,,Gary Woodland,94,"22' 10""",15187.333,664
101,T102,,K.J. Choi,72,"22' 9""",12659.0,556
102,T102,,Ernie Els,52,"22' 9""",7240.5830000000005,318
103,T102,,Patrick Reed,107,"22' 9""",17730.25,778
104,T102,,Ollie Schniederjans,92,"22' 9""",19017.417,837
105,T102,,Adam Scott,58,"22' 9""",9334.917,410
106,T102,,Webb Simpson,102,"22' 9""",17747.5,780
107,T102,,Brendan Steele,89,"22' 9""",15748.667,692
108,T109,,Jason Bohn,75,"22' 8""",15090.25,666
109,T109,,Derek Fathauer,81,"22' 8""",14721.417,650
110,T109,,Fabián Gómez,61,"22' 8""",11782.167,519
111,T109,,Tom Hoge,54,"22' 8""",8672.25,383
112,T109,,Rory McIlroy,51,"22' 8""",7524.9169999999995,332
113,T109,,Ryan Moore,82,"22' 8""",15146.0,667
114,T115,,Miguel Angel Carballo,63,"22' 7""",10219.417,452
115,T115,,Nicholas Lindheim,58,"22' 7""",9815.667,435
116,T115,,Tag Ridings,67,"22' 7""",11486.417,508
117,T115,,Justin Rose,66,"22' 7""",12003.917,532
118,T115,,Kevin Streelman,90,"22' 7""",18373.75,813
119,T120,,Zac Blair,105,"22' 6""",18267.083,811
120,T120,,Roberto Castro,70,"22' 6""",11590.25,516
121,T120,,Alex Cejka,85,"22' 6""",14566.333,647
122,T120,,Kevin Chappell,95,"22' 6""",15147.5,674
123,T120,,Whee Kim,74,"22' 6""",12677.833,564
124,T120,,Kelly Kraft,75,"22' 6""",15215.083,675
125,T120,,Danny Lee,93,"22' 6""",17114.583,761
126,T120,,David Lingmerth,79,"22' 6""",13816.0,615
127,T120,,Brett Stegmaier,78,"22' 6""",14285.167,634
128,T129,,Mark Anderson,54,"22' 5""",9382.5,419
129,T129,,Bud Cauley,92,"22' 5""",19010.5,847
130,T129,,Chad Collins,66,"22' 5""",11674.917,520
131,T129,,Bryson DeChambeau,91,"22' 5""",16076.0,717
132,T129,,Charley Hoffman,112,"22' 5""",20177.667,900
133,T129,,Si Woo Kim,80,"22' 5""",12418.333,554
134,T129,,Ben Martin,86,"22' 5""",16393.583,730
135,T129,,Francesco Molinari,75,"22' 5""",12761.333,570
136,T129,,Cameron Smith,86,"22' 5""",15299.167,683
137,T129,,Jordan Spieth,85,"22' 5""",14243.167,636
138,T129,,Chris Stroud,67,"22' 5""",10721.583,479
139,T129,,Harold Varner III,101,"22' 5""",19980.083,890
140,T141,,Steven Bowditch,59,"22' 4""",10072.75,451
141,T141,,Wesley Bryan,95,"22' 4""",15798.833,708
142,T141,,Charl Schwartzel,63,"22' 4""",9960.667,446
143,T141,,Scott Stallings,81,"22' 4""",16032.833,718
144,T141,,Tyrone Van Aswegen,105,"22' 4""",18720.833,838
145,T146,,Ricky Barnes,100,"22' 3""",17587.083,789
146,T146,,Keegan Bradley,104,"22' 3""",19976.083,899
147,T146,,Branden Grace,70,"22' 3""",9840.833,442
148,T146,,Chris Kirk,89,"22' 3""",16650.5,747
149,T146,,Troy Merritt,82,"22' 3""",15313.083,688
150,T151,,Steven Alker,69,"22' 2""",11572.417,522
151,T151,,Hideki Matsuyama,83,"22' 2""",12335.917,556
152,T151,,Jimmy Walker,68,"22' 2""",10537.667,476
153,T154,,Aaron Baddeley,61,"22' 1""",10298.417,467
154,T154,,Jason Day,71,"22' 1""",10816.833,490
155,T154,,Vaughn Taylor,90,"22' 1""",17066.417,773
156,T157,,Dustin Johnson,77,"22' 0""",12946.75,588
157,T157,,Smylie Kaufman,76,"22' 0""",14234.917,646
158,159,,Retief Goosen,52,"21' 11""",9189.5,420
159,T160,,Sergio Garcia,65,"21' 10""",9023.417,414
160,T160,,Grayson Murray,94,"21' 10""",18391.667,842
161,T160,,Sam Saunders,76,"21' 10""",12723.583,582
162,T163,,Julián Etulain,68,"21' 9""",11198.417,514
163,T163,,Robert Garrigus,78,"21' 9""",13502.75,622
164,T163,,D.A. Points,68,"21' 9""",13519.25,621
165,T163,,Bubba Watson,71,"21' 9""",11439.833,525
166,T167,,Brett Drewitt,57,"21' 8""",9130.75,422
167,T167,,Jason Dufner,89,"21' 8""",14975.0,691
168,T167,,Matt Every,76,"21' 8""",12961.167,599
169,T167,,Brandt Snedeker,53,"21' 8""",7999.5,369
170,T167,,Boo Weekley,75,"21' 8""",14107.5,652
171,T172,,Byeong Hun An,77,"21' 7""",11859.583,549
172,T172,,Ken Duke,77,"21' 7""",13584.333,629
173,T172,,Emiliano Grillo,90,"21' 7""",14323.833,663
174,T172,,Søren Kjeldsen,58,"21' 7""",7271.25,337
175,T172,,Russell Knox,75,"21' 7""",11534.083,535
176,T172,,Rod Pampling,71,"21' 7""",15176.333,702
177,T172,,Justin Thomas,86,"21' 7""",12314.417,571
178,T179,,Dominic Bozzelli,69,"21' 6""",11394.083,529
179,T179,,Ryan Palmer,61,"21' 6""",10882.417,507
180,T179,,Scott Piercy,70,"21' 6""",10508.917,488
181,T179,,Kyle Stanley,104,"21' 6""",20928.083,973
182,T179,,Brian Stuard,93,"21' 6""",14918.0,694
183,T184,,Ryo Ishikawa,56,"21' 4""",9123.417,428
184,T184,,Kevin Na,86,"21' 4""",12888.083,604
185,186,,Anirban Lahiri,72,"21' 3""",12216.167,576
186,T187,,Rick Lamb,54,"21' 2""",8333.833,394
187,T187,,Rory Sabbatini,71,"21' 2""",11549.083,546
188,189,,Brad Fritsch,56,"21' 1""",9137.667,433
189,190,,J.B. Holmes,83,"20' 10""",11540.25,554
