,Putts_Made_Per_Event_Over_20_RANK THIS WEEK,Putts_Made_Per_Event_Over_20_RANK LAST WEEK,Putts_Made_Per_Event_Over_20_PLAYER NAME,Putts_Made_Per_Event_Over_20_ROUNDS,Putts_Made_Per_Event_Over_20_PUTTS MADE
0,1,,Patrick Cantlay,52,2.3
1,T2,,Rickie Fowler,78,2.2
2,T2,,Jordan Spieth,85,2.2
3,T4,,Louis Oosthuizen,69,2.1
4,T4,,Justin Rose,66,2.1
5,T6,,Zac Blair,105,2.0
6,T6,,Graeme McDowell,56,2.0
7,T8,,Stewart Cink,93,1.9
8,T8,,Russell Henley,99,1.9
9,T8,,Brooks Koepka,88,1.9
10,T8,,Kevin Na,86,1.9
11,T12,,Jason Day,71,1.8
12,T12,,Tony Finau,106,1.8
13,T12,,Billy Horschel,88,1.8
14,T12,,Peter Malnati,91,1.8
15,T12,,Adam Scott,58,1.8
16,T12,,Brandt Snedeker,53,1.8
17,T18,,Mackenzie Hughes,106,1.7
18,T18,,Kevin Kisner,105,1.7
19,T18,,Sebastián Muñoz,51,1.7
20,T18,,Pat Perez,93,1.7
21,T18,,Jon Rahm,90,1.7
22,T18,,Xander Schauffele,96,1.7
23,T18,,Vaughn Taylor,90,1.7
24,T25,,Blayne Barber,77,1.6
25,T25,,Daniel Berger,91,1.6
26,T25,,Chad Campbell,97,1.6
27,T25,,Cody Gribble,79,1.6
28,T25,,Zach Johnson,81,1.6
29,T25,,Dustin Johnson,77,1.6
30,T25,,Marc Leishman,94,1.6
31,T25,,David Lingmerth,79,1.6
32,T25,,Rory McIlroy,51,1.6
33,T25,,Phil Mickelson,85,1.6
34,T25,,Michael Thompson,60,1.6
35,T36,,Wesley Bryan,95,1.5
36,T36,,Paul Casey,94,1.5
37,T36,,Graham DeLaet,82,1.5
38,T36,,Jason Dufner,89,1.5
39,T36,,Emiliano Grillo,90,1.5
40,T36,,Morgan Hoffmann,92,1.5
41,T36,,Billy Hurley III,80,1.5
42,T36,,Hideki Matsuyama,83,1.5
43,T36,,Sean O'Hair,84,1.5
44,T36,,D.A. Points,68,1.5
45,T36,,Chez Reavie,98,1.5
46,T36,,Patrick Rodgers,76,1.5
47,T36,,Sam Saunders,76,1.5
48,T36,,Brendan Steele,89,1.5
49,T36,,Kevin Tway,96,1.5
50,T36,,Nick Watney,75,1.5
51,T52,,Ryan Brehm,83,1.4
52,T52,,Jim Furyk,54,1.4
53,T52,,Lucas Glover,93,1.4
54,T52,,Charles Howell III,86,1.4
55,T52,,John Huh,92,1.4
56,T52,,Sung Kang,104,1.4
57,T52,,Matt Kuchar,95,1.4
58,T52,,Martin Laird,83,1.4
59,T52,,Shane Lowry,52,1.4
60,T52,,Bryce Molder,74,1.4
61,T52,,Seamus Power,86,1.4
62,T52,,Patrick Reed,107,1.4
63,T52,,Kyle Reifers,96,1.4
64,T52,,Camilo Villegas,76,1.4
65,T52,,Steve Wheatcroft,51,1.4
66,T67,,Ryan Armour,63,1.3
67,T67,,Ricky Barnes,100,1.3
68,T67,,Jonas Blixt,74,1.3
69,T67,,Keegan Bradley,104,1.3
70,T67,,Sergio Garcia,65,1.3
71,T67,,Brian Gay,82,1.3
72,T67,,Andres Gonzales,73,1.3
73,T67,,Adam Hadwin,98,1.3
74,T67,,Brian Harman,104,1.3
75,T67,,J.B. Holmes,83,1.3
76,T67,,Patton Kizzire,84,1.3
77,T67,,Luke List,102,1.3
78,T67,,Francesco Molinari,75,1.3
79,T67,,Rory Sabbatini,71,1.3
80,T67,,Webb Simpson,102,1.3
81,T67,,Kevin Streelman,90,1.3
82,T67,,Brian Stuard,93,1.3
83,T67,,Justin Thomas,86,1.3
84,T67,,Jimmy Walker,68,1.3
85,T67,,Bubba Watson,71,1.3
86,T87,,Byeong Hun An,77,1.2
87,T87,,Ryan Blaum,100,1.2
88,T87,,Scott Brown,95,1.2
89,T87,,Harris English,84,1.2
90,T87,,Martin Flores,88,1.2
91,T87,,Fabián Gómez,61,1.2
92,T87,,Bill Haas,92,1.2
93,T87,,James Hahn,96,1.2
94,T87,,David Hearn,93,1.2
95,T87,,Tom Hoge,54,1.2
96,T87,,Mark Hubbard,81,1.2
97,T87,,Jason Kokrak,95,1.2
98,T87,,Anirban Lahiri,72,1.2
99,T87,,Danny Lee,93,1.2
100,T87,,Geoff Ogilvy,80,1.2
101,T87,,Tag Ridings,67,1.2
102,T87,,J.J. Spaun,92,1.2
103,T87,,Kyle Stanley,104,1.2
104,T87,,Daniel Summerhays,100,1.2
105,T87,,Johnson Wagner,71,1.2
106,T87,,Boo Weekley,75,1.2
107,T87,,Tim Wilkinson,64,1.2
108,T109,,Jason Bohn,75,1.1
109,T109,,Kevin Chappell,95,1.1
110,T109,,Ben Crane,86,1.1
111,T109,,Luke Donald,50,1.1
112,T109,,Matt Jones,64,1.1
113,T109,,Whee Kim,74,1.1
114,T109,,Russell Knox,75,1.1
115,T109,,Spencer Levin,89,1.1
116,T109,,Nicholas Lindheim,58,1.1
117,T109,,Ben Martin,86,1.1
118,T109,,Grayson Murray,94,1.1
119,T109,,Seung-Yul Noh,91,1.1
120,T109,,Ian Poulter,72,1.1
121,T109,,Shawn Stefani,72,1.1
122,T109,,Robert Streb,98,1.1
123,T109,,Nick Taylor,97,1.1
124,T109,,Tyrone Van Aswegen,105,1.1
125,T109,,Harold Varner III,101,1.1
126,T109,,Gary Woodland,94,1.1
127,T128,,Steven Bowditch,59,1.0
128,T128,,Miguel Angel Carballo,63,1.0
129,T128,,Alex Cejka,85,1.0
130,T128,,K.J. Choi,72,1.0
131,T128,,Matt Every,76,1.0
132,T128,,Gonzalo Fernandez-Castaño,63,1.0
133,T128,,Robert Garrigus,78,1.0
134,T128,,Branden Grace,70,1.0
135,T128,,Brandon Hagy,85,1.0
136,T128,,Jim Herman,77,1.0
137,T128,,Charley Hoffman,112,1.0
138,T128,,Smylie Kaufman,76,1.0
139,T128,,Michael Kim,94,1.0
140,T128,,Chris Kirk,89,1.0
141,T128,,Rick Lamb,54,1.0
142,T128,,Jamie Lovemark,98,1.0
143,T128,,Troy Merritt,82,1.0
144,T128,,Ryan Moore,82,1.0
145,T128,,Trey Mullinax,88,1.0
146,T128,,Rod Pampling,71,1.0
147,T128,,C.T. Pan,88,1.0
148,T128,,J.T. Poston,95,1.0
149,T128,,Cameron Smith,86,1.0
150,T128,,Scott Stallings,81,1.0
151,T128,,Jhonattan Vegas,95,1.0
152,T128,,Richy Werenski,81,1.0
153,T154,,Aaron Baddeley,61,0.9
154,T154,,Roberto Castro,70,0.9
155,T154,,Greg Chalmers,75,0.9
156,T154,,Bryson DeChambeau,91,0.9
157,T154,,Brett Drewitt,57,0.9
158,T154,,Julián Etulain,68,0.9
159,T154,,Derek Fathauer,81,0.9
160,T154,,J.J. Henry,92,0.9
161,T154,,Si Woo Kim,80,0.9
162,T154,,Kelly Kraft,75,0.9
