,One-Putt_Percentage_-_Round_4_RANK THIS WEEK,One-Putt_Percentage_-_Round_4_RANK LAST WEEK,One-Putt_Percentage_-_Round_4_PLAYER NAME,One-Putt_Percentage_-_Round_4_%,One-Putt_Percentage_-_Round_4_# OF 1 PUTTS,One-Putt_Percentage_-_Round_4_# OF HOLES
0,1,,Michael Thompson,50.0,72,144
1,2,,Greg Chalmers,48.77,79,162
2,3,,Søren Kjeldsen,48.15,78,162
3,4,,Smylie Kaufman,47.47,94,198
4,T5,,Sam Saunders,46.76,101,216
5,T5,,Camilo Villegas,46.76,101,216
6,7,,Brett Drewitt,46.53,67,144
7,8,,Rory McIlroy,46.46,92,198
8,9,,K.J. Choi,46.3,75,162
9,10,,Danny Lee,45.49,131,288
10,11,,Brooks Koepka,45.06,146,324
11,12,,Matt Jones,45.0,81,180
12,13,,Brian Stuard,44.91,97,216
13,T14,,Steven Bowditch,44.44,16,36
14,T14,,Anirban Lahiri,44.44,112,252
15,16,,Kevin Tway,44.14,143,324
16,17,,Bryce Molder,43.94,87,198
17,18,,Whee Kim,43.89,79,180
18,T19,,Brandon Hagy,43.65,110,252
19,T19,,Seung-Yul Noh,43.65,110,252
20,21,,Phil Mickelson,43.57,149,342
21,T22,,Wesley Bryan,43.52,141,324
22,T22,,Gonzalo Fernandez-Castaño,43.52,47,108
23,24,,Jason Day,43.33,117,270
24,25,,Ben Martin,43.25,109,252
25,26,,Dominic Bozzelli,43.21,70,162
26,T27,,Tom Hoge,43.06,62,144
27,T27,,Justin Thomas,43.06,124,288
28,29,,Steve Wheatcroft,42.86,54,126
29,30,,Rickie Fowler,42.59,138,324
30,31,,Robert Streb,42.48,130,306
31,32,,Billy Hurley III,42.46,107,252
32,33,,Jonas Blixt,42.22,76,180
33,34,,Andres Gonzales,42.13,91,216
34,35,,Jason Dufner,42.11,144,342
35,36,,Brian Harman,42.06,159,378
36,37,,Ricky Barnes,42.01,121,288
37,38,,Zac Blair,41.81,143,342
38,T39,,Andrew Loupe,41.67,30,72
39,T39,,Grayson Murray,41.67,120,288
40,41,,Adam Hadwin,41.53,157,378
41,42,,Ian Poulter,41.48,112,270
42,43,,Cody Gribble,41.41,82,198
43,44,,Scott Brown,41.18,126,306
44,45,,Kevin Na,40.85,125,306
45,T46,,Alex Cejka,40.74,88,216
46,T46,,Spencer Levin,40.74,88,216
47,T46,,Nicholas Lindheim,40.74,66,162
48,T46,,Bubba Watson,40.74,88,216
49,50,,Nick Taylor,40.64,139,342
50,T51,,Rod Pampling,40.6,95,234
51,T51,,Charl Schwartzel,40.6,95,234
52,53,,Patrick Reed,40.58,168,414
53,54,,James Hahn,40.56,146,360
54,55,,Pat Perez,40.48,153,378
55,56,,Kevin Kisner,40.34,167,414
56,57,,Jimmy Walker,40.28,87,216
57,58,,Aaron Baddeley,40.12,65,162
58,T59,,Brian Gay,40.08,101,252
59,T59,,Peter Malnati,40.08,101,252
60,T61,,Zach Johnson,39.93,115,288
61,T61,,Francesco Molinari,39.93,115,288
62,T63,,Chad Collins,39.81,43,108
63,T63,,Tony Finau,39.81,172,432
64,T63,,Ollie Schniederjans,39.81,129,324
65,T66,,Harris English,39.74,93,234
66,T66,,Adam Scott,39.74,93,234
67,68,,Stewart Cink,39.72,143,360
68,69,,Bryson DeChambeau,39.68,100,252
69,70,,Cameron Smith,39.63,107,270
70,71,,Byeong Hun An,39.58,114,288
71,72,,Ryan Moore,39.54,121,306
72,T73,,Fabián Gómez,39.51,64,162
73,T73,,Jordan Spieth,39.51,128,324
74,75,,Kelly Kraft,39.39,78,198
75,76,,Robert Garrigus,39.35,85,216
76,77,,Seamus Power,39.24,113,288
77,78,,J.T. Poston,39.22,120,306
78,79,,Xander Schauffele,39.2,127,324
79,80,,Emiliano Grillo,39.18,134,342
80,81,,Matt Kuchar,39.17,141,360
81,T82,,Brian Campbell,38.89,49,126
82,T82,,Dustin Johnson,38.89,112,288
83,T82,,Si Woo Kim,38.89,84,216
84,T82,,Graeme McDowell,38.89,77,198
85,T82,,Cameron Percy,38.89,77,198
86,T82,,Chris Stroud,38.89,63,162
87,T82,,Jhonattan Vegas,38.89,126,324
88,89,,Mackenzie Hughes,38.64,153,396
89,90,,J.J. Spaun,38.56,118,306
90,91,,Chris Kirk,38.52,104,270
91,T92,,Jim Herman,38.46,90,234
92,T92,,Geoff Ogilvy,38.46,90,234
93,94,,Keegan Bradley,38.41,159,414
94,95,,Brett Stegmaier,38.33,69,180
95,96,,Roberto Castro,38.27,62,162
96,97,,Sean O'Hair,38.19,110,288
97,98,,Graham DeLaet,38.15,103,270
98,99,,Matt Every,38.1,48,126
99,T100,,Rafa Cabrera Bello,37.96,82,216
100,T100,,Patrick Cantlay,37.96,82,216
101,T100,,Derek Fathauer,37.96,82,216
102,T100,,Sung Kang,37.96,123,324
103,T100,,Michael Kim,37.96,123,324
104,T100,,Rick Lamb,37.96,41,108
105,T100,,Richy Werenski,37.96,82,216
106,107,,J.B. Holmes,37.91,116,306
107,108,,Jon Rahm,37.72,129,342
108,109,,Ryan Blaum,37.65,122,324
109,110,,Webb Simpson,37.63,149,396
110,111,,Bud Cauley,37.58,115,306
111,112,,D.A. Points,37.5,81,216
112,T113,,Daniel Berger,37.43,128,342
113,T113,,Brendan Steele,37.43,128,342
114,T113,,Harold Varner III,37.43,128,342
115,116,,David Lingmerth,37.41,101,270
116,T117,,David Hearn,37.04,100,270
117,T117,,Patton Kizzire,37.04,80,216
118,T117,,Kevin Streelman,37.04,120,324
119,120,,Lucas Glover,36.94,133,360
120,T121,,Troy Merritt,36.87,73,198
121,T121,,Brandt Snedeker,36.87,73,198
122,123,,John Huh,36.81,106,288
123,T124,,Ryan Armour,36.67,66,180
124,T124,,Kevin Chappell,36.67,132,360
125,T124,,Julián Etulain,36.67,66,180
126,127,,Kyle Stanley,36.62,145,396
127,128,,Tyrone Van Aswegen,36.6,112,306
128,129,,Blayne Barber,36.57,79,216
129,130,,Jamie Lovemark,36.55,125,342
130,131,,Charley Hoffman,36.47,151,414
131,132,,Vaughn Taylor,36.42,118,324
132,T133,,Mark Anderson,36.11,39,108
133,T133,,Retief Goosen,36.11,39,108
134,T133,,Bill Haas,36.11,117,324
135,T133,,Ryo Ishikawa,36.11,52,144
136,T133,,Carl Pettersson,36.11,26,72
137,T133,,Tag Ridings,36.11,65,180
138,T133,,Rory Sabbatini,36.11,78,216
139,T133,,Hudson Swafford,36.11,117,324
140,T133,,Tim Wilkinson,36.11,65,180
141,142,,Daniel Summerhays,35.96,123,342
142,T143,,Sergio Garcia,35.93,97,270
143,T143,,Morgan Hoffmann,35.93,97,270
144,145,,Hideki Matsuyama,35.8,116,324
145,T146,,Billy Horschel,35.76,103,288
146,T146,,Martin Laird,35.76,103,288
147,T148,,Luke Donald,35.71,45,126
148,T148,,Branden Grace,35.71,90,252
149,T148,,Sebastián Muñoz,35.71,45,126
150,T148,,Ryan Palmer,35.71,45,126
151,T152,,Steven Alker,35.56,64,180
152,T152,,Ryan Brehm,35.56,96,270
153,154,,Marc Leishman,35.45,134,378
154,155,,Brad Fritsch,35.42,51,144
155,156,,Paul Casey,35.35,140,396
156,T157,,Hunter Mahan,35.19,57,162
157,T157,,Trey Mullinax,35.19,95,270
158,159,,Russell Henley,35.1,139,396
159,160,,Luke List,35.09,120,342
160,161,,Nick Watney,35.04,82,234
161,162,,Chez Reavie,35.0,126,360
162,163,,Ernie Els,34.92,44,126
163,164,,Jason Bohn,34.72,50,144
164,165,,Kyle Reifers,34.62,81,234
165,166,,Charles Howell III,34.5,118,342
166,167,,Justin Rose,34.44,93,270
167,168,,Scott Piercy,34.26,74,216
168,169,,C.T. Pan,34.13,86,252
169,170,,Jim Furyk,34.03,49,144
170,171,,Shawn Stefani,33.89,61,180
171,172,,Ken Duke,33.84,67,198
172,173,,Martin Flores,33.73,85,252
173,T174,,Miguel Angel Carballo,33.33,48,144
174,T174,,Shane Lowry,33.33,60,180
175,T174,,Patrick Rodgers,33.33,66,198
176,T174,,Boo Weekley,33.33,66,198
177,T174,,Gary Woodland,33.33,120,360
178,179,,Louis Oosthuizen,32.96,89,270
179,180,,J.J. Henry,32.64,94,288
180,181,,William McGirt,32.59,88,270
181,182,,Cameron Tringale,32.54,82,252
182,183,,Mark Hubbard,32.32,64,198
183,184,,Jason Kokrak,32.16,110,342
184,185,,Jonathan Randolph,32.1,52,162
185,186,,Chad Campbell,31.87,109,342
186,187,,Ben Crane,31.11,84,270
187,188,,Scott Stallings,30.56,77,252
188,189,,Johnson Wagner,30.16,38,126
189,190,,Russell Knox,29.91,70,234
