,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
94,T79,,Matt Kuchar,26,49
95,T79,,Rick Lamb,19,49
96,T79,,Luke List,31,49
97,T79,,Ben Martin,27,49
98,T79,,Rory McIlroy,14,49
99,T79,,Trey Mullinax,28,49
100,T79,,Grayson Murray,30,49
101,T79,,Carl Pettersson,27,49
102,T79,,D.A. Points,22,49
103,T79,,Seamus Power,25,49
104,T79,,Jonathan Randolph,22,49
105,T79,,Patrick Rodgers,27,49
106,T79,,Webb Simpson,28,49
107,T79,,Scott Stallings,27,49
108,T79,,Shawn Stefani,26,49
109,T79,,Cameron Tringale,28,49
110,T79,,Kevin Tway,27,49
111,T112,,Mark Anderson,20,48
112,T112,,Keegan Bradley,29,48
113,T112,,Miguel Angel Carballo,22,48
114,T112,,Brett Drewitt,19,48
115,T112,,Matt Every,30,48
116,T112,,Tony Finau,29,48
117,T112,,Robert Garrigus,26,48
118,T112,,David Hearn,29,48
119,T112,,Jim Herman,25,48
120,T112,,J.B. Holmes,23,48
121,T112,,Dustin Johnson,20,48
122,T112,,Smylie Kaufman,26,48
123,T112,,Russell Knox,24,48
124,T112,,Kelly Kraft,27,48
125,T112,,Spencer Levin,31,48
126,T112,,Andrew Loupe,21,48
127,T112,,Geoff Ogilvy,25,48
128,T112,,C.T. Pan,29,48
129,T112,,Kyle Reifers,32,48
130,T112,,J.J. Spaun,29,48
131,T112,,Kyle Stanley,29,48
132,T112,,Brendan Steele,25,48
133,T112,,Robert Streb,30,48
134,T112,,Kevin Streelman,26,48
135,T112,,Chris Stroud,22,48
136,T112,,Tyrone Van Aswegen,32,48
137,T112,,Jimmy Walker,21,48
138,T112,,Tim Wilkinson,22,48
139,T112,,Gary Woodland,26,48
140,T141,,Chad Campbell,29,47
141,T141,,Alex Cejka,28,47
142,T141,,Kevin Chappell,27,47
143,T141,,Derek Fathauer,27,47
144,T141,,James Hahn,28,47
145,T141,,Charley Hoffman,31,47
146,T141,,Charles Howell III,23,47
147,T141,,Mark Hubbard,27,47
148,T141,,Ryo Ishikawa,20,47
149,T141,,Si Woo Kim,30,47
150,T141,,Jason Kokrak,28,47
151,T141,,Jamie Lovemark,28,47
152,T141,,Hunter Mahan,26,47
153,T141,,Hideki Matsuyama,22,47
154,T141,,William McGirt,28,47
155,T141,,Francesco Molinari,21,47
156,T141,,Ryan Moore,24,47
157,T141,,Cameron Percy,23,47
158,T141,,Scott Piercy,22,47
159,T141,,Charl Schwartzel,18,47
160,T141,,Cameron Smith,26,47
161,T141,,Brett Stegmaier,27,47
162,T141,,Brian Stuard,31,47
163,T141,,Daniel Summerhays,29,47
164,T141,,Hudson Swafford,28,47
165,T141,,Nick Taylor,29,47
166,T141,,Harold Varner III,31,47
167,T141,,Bubba Watson,22,47
168,T141,,Boo Weekley,27,47
169,T141,,Richy Werenski,26,47
170,T171,,Byeong Hun An,22,46
171,T171,,Jason Bohn,28,46
172,T171,,Bud Cauley,28,46
173,T171,,Chad Collins,26,46
174,T171,,Ken Duke,26,46
175,T171,,Brad Fritsch,18,46
176,T171,,Sergio Garcia,17,46
177,T171,,Bill Haas,25,46
178,T171,,Anirban Lahiri,22,46
179,T171,,Ian Poulter,20,46
180,T171,,Ollie Schniederjans,28,46
181,T182,,Roberto Castro,25,45
182,T182,,Rod Pampling,22,45
183,T182,,J.T. Poston,28,45
184,T182,,Jhonattan Vegas,29,45
185,T186,,Steven Alker,23,44
186,T186,,Retief Goosen,19,44
187,T186,,Branden Grace,20,44
188,189,,J.J. Henry,29,43
189,190,,Ryan Palmer,20,42
