,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
0,1,,Brooks Koepka,24,57
1,T2,,Blayne Barber,25,56
2,T2,,Zac Blair,32,56
3,T2,,Nicholas Lindheim,21,56
4,T5,,Cody Gribble,28,55
5,T5,,Graeme McDowell,17,55
6,T5,,Steve Wheatcroft,17,55
7,T8,,Jonas Blixt,25,54
8,T8,,Rickie Fowler,21,54
9,T8,,Russell Henley,27,54
10,T8,,Peter Malnati,29,54
11,T8,,Sebastián Muñoz,17,54
12,T8,,Sean O'Hair,25,54
13,T8,,Michael Thompson,21,54
14,T15,,Wesley Bryan,28,53
15,T15,,David Lingmerth,23,53
16,T15,,Shane Lowry,16,53
17,T15,,Kevin Na,26,53
18,T15,,Louis Oosthuizen,18,53
19,T15,,Xander Schauffele,28,53
20,T21,,Steven Bowditch,27,52
21,T21,,Jason Day,20,52
22,T21,,Jason Dufner,24,52
23,T21,,Harris English,27,52
24,T21,,Gonzalo Fernandez-Castaño,22,52
25,T21,,Adam Hadwin,28,52
26,T21,,Morgan Hoffmann,29,52
27,T21,,Billy Horschel,28,52
28,T21,,Mackenzie Hughes,31,52
29,T21,,John Huh,28,52
30,T21,,Billy Hurley III,25,52
31,T21,,Sung Kang,32,52
32,T21,,Whee Kim,27,52
33,T21,,Søren Kjeldsen,17,52
34,T21,,Danny Lee,32,52
35,T21,,Pat Perez,26,52
36,T21,,Jon Rahm,23,52
37,T21,,Chez Reavie,28,52
38,T21,,Brandt Snedeker,15,52
39,T21,,Jordan Spieth,23,52
40,T21,,Justin Thomas,25,52
41,T21,,Camilo Villegas,25,52
42,T43,,Daniel Berger,26,51
43,T43,,Brian Campbell,20,51
44,T43,,Patrick Cantlay,13,51
45,T43,,Stewart Cink,26,51
46,T43,,Graham DeLaet,25,51
47,T43,,Emiliano Grillo,25,51
48,T43,,Brian Harman,30,51
49,T43,,Kevin Kisner,28,51
50,T43,,Martin Laird,25,51
51,T43,,Marc Leishman,25,51
52,T43,,Phil Mickelson,22,51
53,T43,,Sam Saunders,24,51
54,T43,,Vaughn Taylor,26,51
55,T56,,Ryan Blaum,29,50
56,T56,,Scott Brown,29,50
57,T56,,Rafa Cabrera Bello,19,50
58,T56,,Greg Chalmers,28,50
59,T56,,Luke Donald,18,50
60,T56,,Martin Flores,27,50
61,T56,,Brian Gay,25,50
62,T56,,Fabián Gómez,21,50
63,T56,,Andres Gonzales,24,50
64,T56,,Tom Hoge,17,50
65,T56,,Zach Johnson,23,50
66,T56,,Michael Kim,28,50
67,T56,,Patton Kizzire,28,50
68,T56,,Troy Merritt,28,50
69,T56,,Bryce Molder,26,50
70,T56,,Seung-Yul Noh,31,50
71,T56,,Patrick Reed,29,50
72,T56,,Tag Ridings,20,50
73,T56,,Justin Rose,18,50
74,T56,,Rory Sabbatini,23,50
75,T56,,Adam Scott,16,50
76,T56,,Johnson Wagner,26,50
77,T56,,Nick Watney,23,50
78,T79,,Ryan Armour,20,49
79,T79,,Aaron Baddeley,20,49
80,T79,,Ricky Barnes,31,49
81,T79,,Dominic Bozzelli,24,49
82,T79,,Ryan Brehm,25,49
83,T79,,Paul Casey,24,49
84,T79,,K.J. Choi,25,49
85,T79,,Ben Crane,26,49
86,T79,,Bryson DeChambeau,31,49
87,T79,,Ernie Els,20,49
88,T79,,Julián Etulain,22,49
89,T79,,Jim Furyk,18,49
90,T79,,Lucas Glover,26,49
91,T79,,Brandon Hagy,26,49
92,T79,,Matt Jones,20,49
93,T79,,Chris Kirk,28,49
