,Putting_from_9_RANK THIS WEEK,Putting_from_9_RANK LAST WEEK,Putting_from_9_PLAYER NAME,Putting_from_9_ROUNDS,Putting_from_9_% MADE,Putting_from_9_ATTEMPTS,Putting_from_9_PUTTS MADE
0,1,,Mark Anderson,54,67.57,37,25
1,2,,Brian Campbell,55,65.52,29,19
2,3,,Patrick Reed,107,65.0,60,39
3,T4,,Ryan Blaum,100,62.5,56,35
4,T4,,Camilo Villegas,76,62.5,40,25
5,6,,Miguel Angel Carballo,63,61.54,26,16
6,7,,Billy Hurley III,80,61.4,57,35
7,8,,Robert Streb,98,61.22,49,30
8,9,,Sean O'Hair,84,60.0,50,30
9,10,,Andres Gonzales,73,58.82,34,20
10,11,,Rick Lamb,54,58.62,29,17
11,12,,K.J. Choi,72,58.0,50,29
12,13,,Shane Lowry,52,57.89,19,11
13,T14,,Rickie Fowler,78,57.14,28,16
14,T14,,Russell Henley,99,57.14,63,36
15,T14,,Ryo Ishikawa,56,57.14,35,20
16,17,,David Lingmerth,79,56.86,51,29
17,T18,,Wesley Bryan,95,56.52,46,26
18,T18,,Sam Saunders,76,56.52,46,26
19,20,,Ryan Armour,63,56.1,41,23
20,21,,Billy Horschel,88,55.93,59,33
21,22,,Chad Collins,66,55.88,34,19
22,23,,Byeong Hun An,77,55.77,52,29
23,T24,,Kevin Chappell,95,55.32,47,26
24,T24,,Phil Mickelson,85,55.32,47,26
25,26,,Fabián Gómez,61,55.0,40,22
26,27,,Mackenzie Hughes,106,54.84,62,34
27,28,,Ian Poulter,72,54.76,42,23
28,29,,Tyrone Van Aswegen,105,54.24,59,32
29,30,,J.T. Poston,95,54.0,50,27
30,31,,Chris Stroud,67,53.57,28,15
31,32,,Kevin Kisner,105,53.49,43,23
32,T33,,Keegan Bradley,104,53.33,60,32
33,T33,,Jim Furyk,54,53.33,30,16
34,T33,,Hideki Matsuyama,83,53.33,45,24
35,T33,,Jhonattan Vegas,95,53.33,45,24
36,37,,Peter Malnati,91,53.23,62,33
37,38,,Kevin Tway,96,53.13,64,34
38,39,,Scott Stallings,81,53.06,49,26
