,Putting_from_-__10_RANK THIS WEEK,Putting_from_-__10_RANK LAST WEEK,Putting_from_-__10_PLAYER NAME,Putting_from_-__10_ROUNDS,Putting_from_-__10_% MADE,Putting_from_-__10_ATTEMPTS,Putting_from_-__10_PUTTS MADE
0,1,,Rickie Fowler,78,19.97,611,122
1,2,,Graeme McDowell,56,19.56,496,97
2,3,,Justin Thomas,86,19.54,609,119
3,4,,Nicholas Lindheim,58,19.38,480,93
4,5,,Whee Kim,74,19.31,611,118
5,6,,Brooks Koepka,88,19.3,632,122
6,7,,Kevin Na,86,19.05,630,120
7,8,,Steve Wheatcroft,51,18.81,420,79
8,9,,Michael Thompson,60,18.78,490,92
9,10,,Camilo Villegas,76,18.73,614,115
10,T11,,Cody Gribble,79,18.72,748,140
11,T11,,Sebastián Muñoz,51,18.72,422,79
12,13,,Zac Blair,105,18.52,837,155
13,14,,Wesley Bryan,95,18.29,738,135
14,15,,Luke Donald,50,18.26,460,84
15,16,,Adam Hadwin,98,18.21,769,140
16,17,,Stewart Cink,93,17.92,837,150
17,18,,Jason Dufner,89,17.71,751,133
18,19,,Blayne Barber,77,17.69,746,132
19,20,,Jordan Spieth,85,17.64,635,112
20,21,,Brian Harman,104,17.56,860,151
21,T22,,Jonas Blixt,74,17.53,582,102
22,T22,,Søren Kjeldsen,58,17.53,348,61
23,T24,,Ernie Els,52,17.5,320,56
24,T24,,Gonzalo Fernandez-Castaño,63,17.5,440,77
25,26,,Russell Henley,99,17.43,901,157
26,27,,Tag Ridings,67,17.36,530,92
27,T28,,Jason Day,71,17.32,508,88
28,T28,,Brian Gay,82,17.32,710,123
29,30,,Danny Lee,93,17.25,794,137
30,31,,Zach Johnson,81,17.19,663,114
31,32,,Seung-Yul Noh,91,17.14,782,134
32,33,,Brian Stuard,93,17.13,683,117
33,34,,Adam Scott,58,17.11,415,71
34,35,,David Lingmerth,79,17.07,662,113
35,36,,Mackenzie Hughes,106,16.98,1060,180
36,T37,,Matt Every,76,16.97,607,103
37,T37,,Carl Pettersson,63,16.97,542,92
38,39,,Peter Malnati,91,16.94,738,125
39,40,,Xander Schauffele,96,16.86,771,130
40,41,,Morgan Hoffmann,92,16.81,827,139
41,42,,Jon Rahm,90,16.74,675,113
42,43,,Vaughn Taylor,90,16.71,802,134
43,T44,,Daniel Berger,91,16.67,696,116
44,T44,,Brian Campbell,55,16.67,426,71
45,T44,,Tom Hoge,54,16.67,408,68
46,47,,Emiliano Grillo,90,16.6,699,116
47,T48,,Dominic Bozzelli,69,16.58,549,91
48,T48,,J.B. Holmes,83,16.58,567,94
49,T50,,Pat Perez,93,16.57,718,119
50,T50,,Justin Rose,66,16.57,531,88
51,52,,Shane Lowry,52,16.54,393,65
52,53,,Chez Reavie,98,16.37,843,138
53,54,,Chris Kirk,89,16.35,740,121
54,55,,Sean O'Hair,84,16.3,736,120
55,56,,Billy Hurley III,80,16.28,731,119
56,57,,Sam Saunders,76,16.26,615,100
57,58,,Ryan Blaum,100,16.22,888,144
58,59,,Jimmy Walker,68,16.19,494,80
59,60,,Phil Mickelson,85,16.16,693,112
60,61,,Charl Schwartzel,63,16.14,446,72
61,62,,Sung Kang,104,16.12,881,142
62,63,,Rory Sabbatini,71,16.09,553,89
63,64,,Marc Leishman,94,16.07,728,117
64,T65,,Patrick Cantlay,52,16.06,498,80
65,T65,,Sergio Garcia,65,16.06,436,70
66,T65,,Kevin Kisner,105,16.06,766,123
67,68,,Aaron Baddeley,61,16.04,455,73
68,69,,Paul Casey,94,16.02,693,111
69,70,,Steven Bowditch,59,15.99,444,71
70,71,,Grayson Murray,94,15.96,852,136
71,72,,Brandt Snedeker,53,15.95,395,63
72,73,,Patrick Reed,107,15.91,798,127
73,74,,Martin Flores,88,15.9,780,124
74,75,,Bryson DeChambeau,91,15.89,730,116
