,GIR_Putting_Avg_-_25-30_RANK THIS WEEK,GIR_Putting_Avg_-_25-30_RANK LAST WEEK,GIR_Putting_Avg_-_25-30_PLAYER NAME,GIR_Putting_Avg_-_25-30_ROUNDS,GIR_Putting_Avg_-_25-30_% MADE,GIR_Putting_Avg_-_25-30_ATTEMPTS,GIR_Putting_Avg_-_25-30_PUTTS MADE
0,1,,Rory McIlroy,51,2.14,28,6.0
1,2,,Sebastián Muñoz,51,2.0,35,7.0
2,3,,Francesco Molinari,75,1.76,51,9.0
3,4,,Justin Rose,66,1.72,58,10.0
4,5,,Jonas Blixt,74,1.6,50,8.0
5,6,,Adam Scott,58,1.56,45,7.0
6,7,,Brian Stuard,93,1.54,78,12.0
7,8,,Xander Schauffele,96,1.53,85,13.0
8,9,,Ricky Barnes,100,1.49,74,11.0
9,10,,Jordan Spieth,85,1.41,64,9.0
10,11,,Patrick Rodgers,76,1.39,72,10.0
11,12,,Zach Johnson,81,1.36,59,8.0
12,13,,David Hearn,93,1.34,67,9.0
13,14,,Matt Every,76,1.33,45,6.0
14,15,,Martin Flores,88,1.32,68,9.0
15,T16,,Tony Finau,106,1.3,92,12.0
16,T16,,Cody Gribble,79,1.3,77,10.0
17,18,,Sung Kang,104,1.27,79,10.0
18,T19,,Russell Knox,75,1.25,56,7.0
19,T19,,Danny Lee,93,1.25,72,9.0
20,T21,,Julián Etulain,68,1.22,41,5.0
21,T21,,Graeme McDowell,56,1.22,49,6.0
22,T23,,Andres Gonzales,73,1.18,68,8.0
23,T23,,Shane Lowry,52,1.18,34,4.0
24,T23,,Jon Rahm,90,1.18,68,8.0
25,T23,,Brandt Snedeker,53,1.18,34,4.0
26,27,,Marc Leishman,94,1.17,77,9.0
27,28,,Kevin Tway,96,1.15,87,10.0
28,29,,Morgan Hoffmann,92,1.14,70,8.0
29,30,,Brian Harman,104,1.13,80,9.0
30,T31,,Wesley Bryan,95,1.1,73,8.0
31,T31,,Brian Gay,82,1.1,73,8.0
32,33,,Miguel Angel Carballo,63,1.09,46,5.0
33,T34,,Adam Hadwin,98,1.08,65,7.0
34,T34,,Mackenzie Hughes,106,1.08,111,12.0
35,T34,,Spencer Levin,89,1.08,74,8.0
36,T34,,Vaughn Taylor,90,1.08,74,8.0
37,38,,Peter Malnati,91,1.07,56,6.0
38,T39,,Luke Donald,50,1.06,47,5.0
39,T39,,Seamus Power,86,1.06,66,7.0
40,T41,,Derek Fathauer,81,1.05,57,6.0
41,T41,,Rory Sabbatini,71,1.05,57,6.0
42,T43,,Luke List,102,1.03,107,11.0
43,T43,,D.A. Points,68,1.03,68,7.0
44,45,,Hunter Mahan,73,1.02,59,6.0
45,T46,,Scott Brown,95,1.01,79,8.0
46,T46,,John Huh,92,1.01,79,8.0
47,T48,,Ian Poulter,72,1.0,50,5.0
48,T48,,Camilo Villegas,76,1.0,60,6.0
49,T48,,Johnson Wagner,71,1.0,70,7.0
50,51,,Kevin Kisner,105,0.99,71,7.0
51,52,,Brad Fritsch,56,0.98,51,5.0
52,T53,,Tom Hoge,54,0.97,31,3.0
53,T53,,David Lingmerth,79,0.97,93,9.0
54,55,,Justin Thomas,86,0.96,52,5.0
55,T56,,Mark Hubbard,81,0.93,54,5.0
56,T56,,Geoff Ogilvy,80,0.93,75,7.0
57,58,,Robert Garrigus,78,0.92,65,6.0
58,T59,,Dominic Bozzelli,69,0.91,55,5.0
59,T59,,Roberto Castro,70,0.91,55,5.0
60,T59,,Kevin Chappell,95,0.91,66,6.0
61,T59,,Richy Werenski,81,0.91,66,6.0
62,63,,Kevin Streelman,90,0.9,78,7.0
63,64,,Tim Wilkinson,64,0.89,45,4.0
64,T65,,Chad Campbell,97,0.88,91,8.0
65,T65,,Charles Howell III,86,0.88,68,6.0
66,T65,,Dustin Johnson,77,0.88,68,6.0
67,T65,,Smylie Kaufman,76,0.88,57,5.0
68,T65,,Chris Kirk,89,0.88,80,7.0
69,T65,,Søren Kjeldsen,58,0.88,34,3.0
70,T65,,Bryce Molder,74,0.88,68,6.0
71,T65,,Sean O'Hair,84,0.88,68,6.0
72,T65,,Steve Wheatcroft,51,0.88,34,3.0
73,T74,,Brandon Hagy,85,0.87,69,6.0
74,T74,,Nick Watney,75,0.87,69,6.0
75,T76,,Ryan Moore,82,0.86,58,5.0
76,T76,,Jhonattan Vegas,95,0.86,70,6.0
77,T78,,Ryan Armour,63,0.85,47,4.0
78,T78,,Jason Day,71,0.85,59,5.0
79,T78,,Retief Goosen,52,0.85,47,4.0
80,T78,,Trey Mullinax,88,0.85,71,6.0
