,GIR_Putting_Avg_-_25-30_RANK THIS WEEK,GIR_Putting_Avg_-_25-30_RANK LAST WEEK,GIR_Putting_Avg_-_25-30_PLAYER NAME,GIR_Putting_Avg_-_25-30_ROUNDS,GIR_Putting_Avg_-_25-30_% MADE,GIR_Putting_Avg_-_25-30_ATTEMPTS,GIR_Putting_Avg_-_25-30_PUTTS MADE
81,T78,,Jimmy Walker,68,0.85,47,4.0
82,T83,,Ernie Els,52,0.83,36,3.0
83,T83,,Scott Piercy,70,0.83,36,3.0
84,T85,,Ryan Brehm,83,0.82,49,4.0
85,T85,,Gonzalo Fernandez-Castaño,63,0.82,49,4.0
86,T85,,Tag Ridings,67,0.82,49,4.0
87,T85,,Nick Taylor,97,0.82,85,7.0
88,T89,,Rafa Cabrera Bello,63,0.81,37,3.0
89,T89,,Russell Henley,99,0.81,99,8.0
90,T91,,K.J. Choi,72,0.8,50,4.0
91,T91,,J.B. Holmes,83,0.8,50,4.0
92,93,,Bud Cauley,92,0.78,90,7.0
93,T94,,Zac Blair,105,0.76,79,6.0
94,T94,,Whee Kim,74,0.76,66,5.0
95,T96,,Paul Casey,94,0.75,67,5.0
96,T96,,Rick Lamb,54,0.75,40,3.0
97,T96,,Nicholas Lindheim,58,0.75,40,3.0
98,99,,Stewart Cink,93,0.74,81,6.0
99,T100,,Michael Kim,94,0.73,82,6.0
100,T100,,Carl Pettersson,63,0.73,55,4.0
101,T102,,Jason Bohn,75,0.72,69,5.0
102,T102,,Seung-Yul Noh,91,0.72,69,5.0
103,T104,,Brett Drewitt,57,0.71,42,3.0
104,T104,,Ken Duke,77,0.71,56,4.0
105,T104,,Branden Grace,70,0.71,56,4.0
106,T104,,Anirban Lahiri,72,0.71,56,4.0
107,T104,,Patrick Reed,107,0.71,70,5.0
108,T104,,Sam Saunders,76,0.71,70,5.0
109,T110,,Rickie Fowler,78,0.7,57,4.0
110,T110,,Phil Mickelson,85,0.7,71,5.0
111,T112,,Brooks Koepka,88,0.69,72,5.0
112,T112,,Jason Kokrak,95,0.69,101,7.0
113,T112,,Ollie Schniederjans,92,0.69,101,7.0
114,T115,,Kevin Na,86,0.68,59,4.0
115,T115,,Webb Simpson,102,0.68,73,5.0
116,T117,,Ben Crane,86,0.67,75,5.0
117,T117,,Fabián Gómez,61,0.67,60,4.0
118,T117,,Bubba Watson,71,0.67,45,3.0
119,T120,,Keegan Bradley,104,0.66,91,6.0
120,T120,,Billy Hurley III,80,0.66,61,4.0
121,T120,,Martin Laird,83,0.66,76,5.0
122,T120,,Harold Varner III,101,0.66,76,5.0
123,T124,,Jason Dufner,89,0.65,77,5.0
124,T124,,Billy Horschel,88,0.65,77,5.0
125,T124,,Si Woo Kim,80,0.65,46,3.0
126,T124,,Andrew Loupe,55,0.65,46,3.0
127,T128,,Grayson Murray,94,0.64,78,5.0
128,T128,,Louis Oosthuizen,69,0.64,47,3.0
129,T130,,Bryson DeChambeau,91,0.63,80,5.0
130,T130,,Charl Schwartzel,63,0.63,48,3.0
131,T130,,Cameron Tringale,89,0.63,63,4.0
132,T130,,Tyrone Van Aswegen,105,0.63,96,6.0
133,T130,,Boo Weekley,75,0.63,64,4.0
134,135,,Jamie Lovemark,98,0.62,81,5.0
135,T136,,Blayne Barber,77,0.61,66,4.0
136,T136,,Brian Campbell,55,0.61,33,2.0
137,T136,,Chris Stroud,67,0.61,49,3.0
138,T139,,Harris English,84,0.6,67,4.0
139,T139,,Hideki Matsuyama,83,0.6,50,3.0
140,T139,,Michael Thompson,60,0.6,50,3.0
141,T142,,Kyle Reifers,96,0.59,85,5.0
142,T142,,Robert Streb,98,0.59,85,5.0
143,144,,Shawn Stefani,72,0.58,69,4.0
144,T145,,Bill Haas,92,0.57,70,4.0
145,T145,,Charley Hoffman,112,0.57,87,5.0
146,T147,,Alex Cejka,85,0.56,71,4.0
147,T147,,Ben Martin,86,0.56,71,4.0
148,T149,,Jim Furyk,54,0.55,55,3.0
149,T149,,Daniel Summerhays,100,0.55,73,4.0
150,T149,,Gary Woodland,94,0.55,73,4.0
151,152,,Sergio Garcia,65,0.54,37,2.0
152,153,,Greg Chalmers,75,0.53,75,4.0
153,T154,,Patton Kizzire,84,0.51,78,4.0
154,T154,,Brendan Steele,89,0.51,79,4.0
155,T156,,Steven Bowditch,59,0.5,40,2.0
156,T156,,Graham DeLaet,82,0.5,80,4.0
157,T156,,Rod Pampling,71,0.5,60,3.0
158,159,,Kyle Stanley,104,0.49,123,6.0
159,T160,,Patrick Cantlay,52,0.48,42,2.0
160,T160,,Lucas Glover,93,0.48,84,4.0
161,T160,,Cameron Smith,86,0.48,83,4.0
162,T160,,Hudson Swafford,94,0.48,83,4.0
163,164,,Aaron Baddeley,61,0.47,43,2.0
164,165,,Ryan Blaum,100,0.44,90,4.0
165,T166,,Mark Anderson,54,0.42,48,2.0
166,T166,,Pat Perez,93,0.42,72,3.0
167,168,,Scott Stallings,81,0.4,75,3.0
168,169,,Daniel Berger,91,0.38,80,3.0
169,170,,Chez Reavie,98,0.37,82,3.0
170,171,,J.T. Poston,95,0.36,56,2.0
171,172,,Jim Herman,77,0.35,85,3.0
172,173,,Byeong Hun An,77,0.34,59,2.0
173,174,,Brett Stegmaier,78,0.33,60,2.0
174,175,,Emiliano Grillo,90,0.32,62,2.0
175,T176,,Cameron Percy,71,0.29,70,2.0
176,T176,,Jonathan Randolph,68,0.29,34,1.0
177,178,,Matt Jones,64,0.24,42,1.0
178,T179,,Ryo Ishikawa,56,0.23,43,1.0
179,T179,,Matt Kuchar,95,0.23,86,2.0
180,181,,Steven Alker,69,0.2,49,1.0
181,182,,Chad Collins,66,0.18,57,1.0
182,183,,J.J. Spaun,92,0.17,60,1.0
183,T184,,Kelly Kraft,75,0.16,63,1.0
184,T184,,Troy Merritt,82,0.16,63,1.0
185,186,,William McGirt,89,0.12,85,1.0
186,T187,,James Hahn,96,0.11,88,1.0
187,T187,,J.J. Henry,92,0.11,88,1.0
188,T189,,Ryan Palmer,61,0.0,49,
189,T189,,C.T. Pan,88,0.0,81,
