,GIR_Putting_-_10-15_RANK THIS WEEK,GIR_Putting_-_10-15_RANK LAST WEEK,GIR_Putting_-_10-15_PLAYER NAME,GIR_Putting_-_10-15_ROUNDS,GIR_Putting_-_10-15_%,GIR_Putting_-_10-15_ATTEMPTS,GIR_Putting_-_10-15_PUTTS MADE
0,1,,Rickie Fowler,78,40.95,105,43
1,2,,Ernie Els,52,39.29,56,22
2,3,,Whee Kim,74,38.18,110,42
3,4,,Søren Kjeldsen,58,37.93,58,22
4,5,,Ben Crane,86,37.82,119,45
5,6,,Luke Donald,50,37.5,80,30
6,7,,Ollie Schniederjans,92,37.35,166,62
7,8,,Chris Kirk,89,37.31,134,50
8,9,,Brett Stegmaier,78,37.29,118,44
9,10,,Stewart Cink,93,37.23,137,51
10,11,,Tom Hoge,54,37.21,86,32
11,12,,Michael Kim,94,37.18,156,58
12,T13,,Francesco Molinari,75,37.17,113,42
13,T13,,Camilo Villegas,76,37.17,113,42
14,15,,Matt Kuchar,95,36.5,137,50
15,16,,Brian Harman,104,36.26,171,62
16,17,,Jimmy Walker,68,36.17,94,34
17,18,,Michael Thompson,60,36.11,72,26
18,19,,Jason Day,71,35.71,84,30
19,20,,Brandon Hagy,85,35.51,138,49
20,21,,Bryson DeChambeau,91,35.25,122,43
21,22,,Adam Scott,58,35.0,80,28
22,23,,Nicholas Lindheim,58,34.78,92,32
23,24,,Patrick Reed,107,34.76,164,57
24,25,,Marc Leishman,94,34.62,130,45
25,26,,Kevin Kisner,105,34.53,139,48
26,27,,Russell Henley,99,34.39,157,54
27,28,,Jon Rahm,90,34.35,131,45
28,29,,Ryan Blaum,100,34.27,178,61
29,30,,Jason Dufner,89,34.12,170,58
30,31,,Sebastián Muñoz,51,33.85,65,22
31,32,,Charley Hoffman,112,33.74,163,55
32,T33,,Andres Gonzales,73,33.63,113,38
33,T33,,Cameron Tringale,89,33.63,113,38
34,35,,Greg Chalmers,75,33.61,122,41
35,36,,Sean O'Hair,84,33.58,134,45
36,T37,,Chad Collins,66,33.33,120,40
37,T37,,Matt Every,76,33.33,108,36
38,T37,,Martin Flores,88,33.33,135,45
39,T37,,Adam Hadwin,98,33.33,150,50
40,T37,,Luke List,102,33.33,150,50
41,42,,John Huh,92,33.13,160,53
42,43,,Brendan Steele,89,33.06,124,41
43,T44,,Pat Perez,93,33.04,115,38
44,T44,,Justin Rose,66,33.04,112,37
45,46,,Steve Wheatcroft,51,32.89,76,25
46,47,,Rafa Cabrera Bello,63,32.88,73,24
47,48,,Ken Duke,77,32.74,113,37
48,49,,Bryce Molder,74,32.71,107,35
49,50,,Hunter Mahan,73,32.67,101,33
50,51,,Carl Pettersson,63,32.65,98,32
51,52,,Mackenzie Hughes,106,32.64,193,63
52,53,,Graham DeLaet,82,32.61,138,45
53,T54,,Derek Fathauer,81,32.58,132,43
54,T54,,Justin Thomas,86,32.58,132,43
55,56,,Aaron Baddeley,61,32.35,68,22
56,57,,Wesley Bryan,95,32.19,146,47
57,58,,Brian Stuard,93,32.0,125,40
58,59,,Johnson Wagner,71,31.93,119,38
59,60,,Nick Watney,75,31.88,138,44
60,61,,Graeme McDowell,56,31.82,88,28
61,T62,,Gonzalo Fernandez-Castaño,63,31.58,76,24
62,T62,,Cody Gribble,79,31.58,114,36
63,T64,,Morgan Hoffmann,92,31.51,146,46
64,T64,,Xander Schauffele,96,31.51,146,46
65,66,,Seung-Yul Noh,91,31.41,156,49
66,67,,Sung Kang,104,31.37,153,48
67,68,,Dominic Bozzelli,69,31.31,99,31
68,69,,Shawn Stefani,72,31.25,112,35
69,70,,Brooks Koepka,88,31.2,125,39
70,71,,Sergio Garcia,65,31.07,103,32
71,T72,,Geoff Ogilvy,80,31.03,116,36
72,T72,,Chris Stroud,67,31.03,87,27
73,74,,David Lingmerth,79,30.91,110,34
74,75,,Tag Ridings,67,30.85,94,29
75,76,,Shane Lowry,52,30.77,78,24
76,77,,Kyle Stanley,104,30.69,202,62
77,78,,Grayson Murray,94,30.61,147,45
78,79,,Patton Kizzire,84,30.6,134,41
79,80,,Cameron Percy,71,30.53,95,29
80,81,,Zach Johnson,81,30.51,118,36
81,82,,Robert Streb,98,30.43,161,49
82,83,,Kevin Na,86,30.4,125,38
83,84,,Brian Campbell,55,30.38,79,24
84,85,,Jhonattan Vegas,95,30.3,132,40
85,86,,D.A. Points,68,30.25,119,36
86,87,,Harold Varner III,101,30.18,169,51
87,88,,Matt Jones,64,30.1,103,31
88,89,,Gary Woodland,94,30.08,133,40
89,90,,Jim Furyk,54,30.0,80,24
90,91,,Scott Brown,95,29.85,134,40
91,92,,Paul Casey,94,29.71,138,41
92,93,,Bud Cauley,92,29.59,169,50
93,94,,J.T. Poston,95,29.45,146,43
94,95,,C.T. Pan,88,29.32,133,39
95,96,,Vaughn Taylor,90,29.3,157,46
96,97,,Steven Alker,69,29.29,99,29
97,98,,Blayne Barber,77,29.27,164,48
98,99,,Rod Pampling,71,29.13,127,37
99,100,,Ben Martin,86,28.76,153,44
100,101,,Brad Fritsch,56,28.75,80,23
101,102,,Sam Saunders,76,28.69,122,35
102,103,,Miguel Angel Carballo,63,28.57,63,18
103,104,,Brian Gay,82,28.47,137,39
104,T105,,Billy Horschel,88,28.37,141,40
105,T105,,Scott Stallings,81,28.37,141,40
106,T105,,Tyrone Van Aswegen,105,28.37,141,40
107,108,,Spencer Levin,89,28.35,127,36
108,109,,Danny Lee,93,28.29,152,43
109,110,,Jamie Lovemark,98,28.26,138,39
110,111,,Nick Taylor,97,28.19,149,42
111,112,,Emiliano Grillo,90,28.0,150,42
112,113,,Anirban Lahiri,72,27.83,115,32
113,114,,Fabián Gómez,61,27.59,87,24
114,T115,,Keegan Bradley,104,27.55,196,54
115,T115,,Mark Hubbard,81,27.55,98,27
116,117,,Julián Etulain,68,27.52,109,30
117,T118,,Mark Anderson,54,27.4,73,20
118,T118,,Andrew Loupe,55,27.4,73,20
119,T120,,David Hearn,93,27.34,139,38
120,T120,,J.J. Henry,92,27.34,139,38
121,T120,,Peter Malnati,91,27.34,128,35
122,123,,Kelly Kraft,75,27.19,114,31
123,124,,Daniel Berger,91,27.14,140,38
124,125,,Zac Blair,105,27.08,144,39
125,126,,Alex Cejka,85,27.07,133,36
126,127,,Dustin Johnson,77,27.05,122,33
127,T128,,Brett Drewitt,57,27.03,74,20
128,T128,,Tony Finau,106,27.03,185,50
129,130,,Martin Laird,83,27.01,137,37
130,131,,Scott Piercy,70,26.92,104,28
131,132,,Richy Werenski,81,26.89,119,32
132,133,,Troy Merritt,82,26.87,134,36
133,134,,Russell Knox,75,26.8,97,26
134,135,,Smylie Kaufman,76,26.77,127,34
135,T136,,William McGirt,89,26.67,135,36
136,T136,,Louis Oosthuizen,69,26.67,75,20
137,138,,Kevin Tway,96,26.56,128,34
138,139,,Jim Herman,77,26.55,113,30
139,T140,,Ryan Armour,63,26.47,102,27
140,T140,,Chez Reavie,98,26.47,170,45
141,142,,Jason Kokrak,95,26.39,144,38
142,143,,Seamus Power,86,26.28,137,36
143,144,,Phil Mickelson,85,26.23,122,32
144,145,,Jordan Spieth,85,26.15,130,34
145,T146,,Charl Schwartzel,63,26.03,73,19
146,T146,,J.J. Spaun,92,26.03,146,38
147,148,,Harris English,84,26.02,123,32
148,149,,Hideki Matsuyama,83,25.86,116,30
149,150,,James Hahn,96,25.85,147,38
150,151,,Ryan Brehm,83,25.81,124,32
151,T152,,Billy Hurley III,80,25.78,128,33
152,T152,,Boo Weekley,75,25.78,128,33
153,T154,,J.B. Holmes,83,25.64,117,30
154,T154,,Tim Wilkinson,64,25.64,78,20
155,156,,Ian Poulter,72,25.49,102,26
156,157,,Bubba Watson,71,25.45,110,28
157,158,,Charles Howell III,86,25.21,119,30
158,159,,Jason Bohn,75,25.19,135,34
159,T160,,Chad Campbell,97,25.0,160,40
160,T160,,Patrick Cantlay,52,25.0,92,23
161,T160,,Branden Grace,70,25.0,76,19
162,163,,Lucas Glover,93,24.86,177,44
163,164,,Patrick Rodgers,76,24.73,93,23
164,165,,Hudson Swafford,94,24.66,146,36
165,166,,Kyle Reifers,96,24.6,126,31
166,167,,Retief Goosen,52,24.39,82,20
167,168,,Webb Simpson,102,24.34,152,37
168,169,,Trey Mullinax,88,24.22,128,31
169,170,,Robert Garrigus,78,24.09,137,33
170,171,,Roberto Castro,70,23.89,113,27
171,172,,Bill Haas,92,23.77,122,29
172,173,,K.J. Choi,72,23.66,93,22
173,174,,Daniel Summerhays,100,23.58,123,29
174,175,,Cameron Smith,86,23.57,140,33
