,Putting_from_4-8_RANK THIS WEEK,Putting_from_4-8_RANK LAST WEEK,Putting_from_4-8_PLAYER NAME,Putting_from_4-8_ROUNDS,Putting_from_4-8_% MADE,Putting_from_4-8_ATTEMPTS,Putting_from_4-8_PUTTS MADE
0,1,,Shane Lowry,52,80.47,128,103
1,2,,Rafa Cabrera Bello,63,77.35,181,140
2,3,,Harris English,84,75.71,280,212
3,4,,Brandt Snedeker,53,75.3,166,125
4,5,,Greg Chalmers,75,75.08,321,241
5,6,,Jason Bohn,75,74.89,227,170
6,7,,Patrick Reed,107,74.86,350,262
7,8,,Blayne Barber,77,74.83,286,214
8,9,,Derek Fathauer,81,74.81,262,196
9,10,,Brian Harman,104,74.77,321,240
10,11,,J.T. Poston,95,73.68,266,196
11,12,,Louis Oosthuizen,69,73.66,186,137
12,13,,Chez Reavie,98,73.46,324,238
13,14,,David Lingmerth,79,73.4,282,207
14,15,,Ryan Blaum,100,73.33,330,242
15,16,,Geoff Ogilvy,80,73.31,251,184
16,17,,Bryce Molder,74,73.26,258,189
17,18,,Cameron Smith,86,73.25,314,230
18,19,,Brian Gay,82,73.21,280,205
19,20,,Charles Howell III,86,73.14,283,207
20,21,,Kevin Kisner,105,73.11,305,223
21,22,,Jonathan Randolph,68,72.97,222,162
22,23,,Sung Kang,104,72.91,358,261
23,24,,Brandon Hagy,85,72.82,287,209
24,T25,,Rickie Fowler,78,72.76,257,187
25,T25,,Phil Mickelson,85,72.76,312,227
26,27,,Steve Wheatcroft,51,72.73,165,120
27,28,,Seung-Yul Noh,91,72.67,300,218
28,29,,Brooks Koepka,88,72.48,298,216
29,30,,Gonzalo Fernandez-Castaño,63,72.47,178,129
30,31,,Peter Malnati,91,72.45,294,213
31,32,,Marc Leishman,94,72.41,261,189
32,33,,Søren Kjeldsen,58,72.3,148,107
33,34,,Zach Johnson,81,72.29,249,180
34,35,,Adam Hadwin,98,72.28,303,219
35,36,,Ernie Els,52,72.18,133,96
36,37,,Danny Lee,93,72.17,345,249
37,38,,Jonas Blixt,74,71.91,267,192
38,39,,Scott Brown,95,71.88,313,225
39,40,,Ian Poulter,72,71.78,241,173
40,41,,Ricky Barnes,100,71.7,311,223
41,42,,Kevin Tway,96,71.69,325,233
42,43,,K.J. Choi,72,71.68,226,162
43,44,,Charl Schwartzel,63,71.51,186,133
44,45,,Carl Pettersson,63,71.5,193,138
45,T46,,William McGirt,89,71.48,263,188
46,T46,,Sean O'Hair,84,71.48,298,213
47,T48,,David Hearn,93,71.43,287,205
48,T48,,Cameron Tringale,89,71.43,266,190
49,50,,Spencer Levin,89,71.38,304,217
50,51,,Martin Laird,83,71.29,303,216
51,52,,Jamie Lovemark,98,71.25,313,223
52,53,,Morgan Hoffmann,92,71.19,354,252
53,54,,Charley Hoffman,112,71.06,387,275
54,55,,Richy Werenski,81,70.95,241,171
55,56,,Vaughn Taylor,90,70.94,320,227
56,57,,Michael Kim,94,70.89,371,263
57,58,,Mackenzie Hughes,106,70.81,370,262
58,59,,Jim Herman,77,70.65,293,207
59,60,,Matt Jones,64,70.56,214,151
60,61,,Webb Simpson,102,70.5,322,227
61,62,,Ryo Ishikawa,56,70.37,189,133
62,63,,Hunter Mahan,73,70.31,256,180
63,64,,Graeme McDowell,56,70.3,202,142
64,65,,Matt Kuchar,95,70.13,298,209
65,T66,,Tom Hoge,54,70.12,164,115
66,T66,,John Huh,92,70.12,328,230
67,68,,Paul Casey,94,69.96,283,198
68,69,,Grayson Murray,94,69.95,396,277
69,70,,Xander Schauffele,96,69.87,302,211
70,T71,,Graham DeLaet,82,69.86,282,197
71,T71,,Trey Mullinax,88,69.86,282,197
72,73,,Anirban Lahiri,72,69.81,265,185
73,74,,Rory McIlroy,51,69.74,152,106
74,75,,Ryan Moore,82,69.7,264,184
75,76,,Sam Saunders,76,69.63,270,188
76,77,,Tag Ridings,67,69.61,181,126
77,78,,Russell Henley,99,69.59,319,222
78,79,,J.J. Henry,92,69.58,286,199
79,80,,Brian Campbell,55,69.57,161,112
80,81,,Whee Kim,74,69.47,226,157
81,82,,Kelly Kraft,75,69.46,298,207
82,83,,Bill Haas,92,69.44,288,200
83,84,,Chris Stroud,67,69.35,199,138
84,85,,Cody Gribble,79,69.23,273,189
85,86,,Hudson Swafford,94,69.14,269,186
86,T87,,Miguel Angel Carballo,63,69.12,204,141
87,T87,,Chris Kirk,89,69.12,285,197
88,T87,,J.J. Spaun,92,69.12,285,197
89,90,,Mark Hubbard,81,69.1,233,161
90,91,,Daniel Summerhays,100,69.05,294,203
91,92,,Daniel Berger,91,69.01,284,196
92,93,,Billy Horschel,88,68.99,316,218
93,94,,Wesley Bryan,95,68.93,354,244
94,95,,Luke Donald,50,68.86,167,115
95,96,,Billy Hurley III,80,68.8,266,183
96,97,,Scott Stallings,81,68.73,307,211
97,98,,Johnson Wagner,71,68.72,227,156
98,99,,Martin Flores,88,68.7,246,169
99,100,,Julián Etulain,68,68.61,223,153
100,101,,Justin Thomas,86,68.6,258,177
101,102,,Bubba Watson,71,68.54,213,146
102,103,,Zac Blair,105,68.39,386,264
103,104,,Patton Kizzire,84,68.35,316,216
104,105,,Andres Gonzales,73,68.24,233,159
105,106,,Michael Thompson,60,68.13,160,109
106,107,,Seamus Power,86,68.07,285,194
107,108,,Nick Taylor,97,68.05,338,230
108,109,,Adam Scott,58,68.02,172,117
109,110,,Jon Rahm,90,68.01,297,202
110,111,,Jim Furyk,54,67.98,178,121
111,112,,Ben Martin,86,67.97,281,191
112,113,,Tim Wilkinson,64,67.96,181,123
113,114,,Stewart Cink,93,67.92,293,199
114,115,,Jason Day,71,67.9,243,165
