,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
64,T54,,Pat Perez,93,30,36
65,T54,,Sam Saunders,76,30,38
66,T54,,Webb Simpson,102,30,45
67,T54,,Cameron Tringale,89,30,33
68,T54,,Bubba Watson,71,30,31
69,T70,,Si Woo Kim,80,29,38
70,T70,,Kevin Na,86,29,38
71,T70,,Kevin Tway,96,29,31
72,T73,,Ryan Blaum,100,28,39
73,T73,,Ryan Brehm,83,28,40
74,T73,,Martin Flores,88,28,32
75,T73,,Adam Hadwin,98,28,35
76,T73,,Kelly Kraft,75,28,35
77,T73,,Martin Laird,83,28,34
78,T73,,Troy Merritt,82,28,32
79,T73,,Ryan Moore,82,28,33
80,T73,,Trey Mullinax,88,28,31
81,T73,,Sean O'Hair,84,28,38
82,T73,,Brett Stegmaier,78,28,35
83,T84,,Dominic Bozzelli,69,27,32
84,T84,,Julián Etulain,68,27,28
85,T84,,Billy Hurley III,80,27,36
86,T84,,Kevin Kisner,105,27,32
87,T84,,Nicholas Lindheim,58,27,31
88,T84,,Ryan Palmer,61,27,32
89,T84,,Shawn Stefani,72,27,33
90,T84,,Nick Watney,75,27,33
91,T92,,Byeong Hun An,77,26,32
92,T92,,Daniel Berger,91,26,30
93,T92,,Scott Brown,95,26,35
94,T92,,Jason Day,71,26,30
95,T92,,Harris English,84,26,32
96,T92,,Sergio Garcia,65,26,32
97,T92,,Jim Herman,77,26,34
98,T92,,J.B. Holmes,83,26,32
99,T92,,Mark Hubbard,81,26,29
100,T92,,D.A. Points,68,26,33
101,T92,,Chez Reavie,98,26,29
102,T92,,Hudson Swafford,94,26,35
103,T104,,Ben Crane,86,25,32
104,T104,,Matt Every,76,25,38
105,T104,,Danny Lee,93,25,31
106,T104,,Peter Malnati,91,25,34
107,T104,,Graeme McDowell,56,25,30
108,T104,,Francesco Molinari,75,25,34
109,T104,,Scott Piercy,70,25,30
110,T104,,Jimmy Walker,68,25,28
111,T112,,Derek Fathauer,81,24,30
112,T112,,Brad Fritsch,56,24,32
113,T112,,Cody Gribble,79,24,30
114,T112,,Zach Johnson,81,24,28
115,T112,,Geoff Ogilvy,80,24,30
116,T112,,Cameron Smith,86,24,34
117,T112,,Daniel Summerhays,100,24,30
118,T112,,Johnson Wagner,71,24,33
119,T120,,Jason Bohn,75,23,26
120,T120,,Greg Chalmers,75,23,28
121,T120,,Ken Duke,77,23,29
122,T120,,Brian Harman,104,23,28
123,T120,,Charles Howell III,86,23,28
124,T120,,Matt Jones,64,23,24
125,T120,,Smylie Kaufman,76,23,31
126,T120,,David Lingmerth,79,23,30
127,T120,,Hideki Matsuyama,83,23,36
128,T120,,Richy Werenski,81,23,33
129,T130,,Jonas Blixt,74,22,28
130,T130,,Miguel Angel Carballo,63,22,29
131,T130,,Rickie Fowler,78,22,29
132,T130,,Dustin Johnson,77,22,24
133,T130,,Anirban Lahiri,72,22,33
134,T130,,Andrew Loupe,55,22,29
135,T130,,Bryce Molder,74,22,27
136,T130,,Rory Sabbatini,71,22,31
137,T130,,Justin Thomas,86,22,30
138,T139,,Steven Alker,69,21,26
139,T139,,Ricky Barnes,100,21,22
140,T139,,Wesley Bryan,95,21,31
141,T139,,Paul Casey,94,21,26
142,T139,,Chad Collins,66,21,27
143,T139,,Brett Drewitt,57,21,34
144,T139,,Whee Kim,74,21,26
145,T139,,Brooks Koepka,88,21,33
146,T139,,Marc Leishman,94,21,24
147,T139,,Patrick Reed,107,21,24
148,T149,,Ryan Armour,63,20,22
149,T149,,Steven Bowditch,59,20,24
150,T149,,Retief Goosen,52,20,25
151,T149,,Branden Grace,70,20,24
152,T149,,Sebastián Muñoz,51,20,25
153,T149,,Louis Oosthuizen,69,20,23
154,T149,,Ian Poulter,72,20,26
155,T149,,Tag Ridings,67,20,25
156,T149,,Brian Stuard,93,20,22
157,T149,,Camilo Villegas,76,20,34
158,T159,,Rafa Cabrera Bello,63,19,24
159,T159,,J.T. Poston,95,19,31
160,T159,,Justin Rose,66,19,24
161,T159,,Chris Stroud,67,19,29
162,T163,,Mark Anderson,54,18,23
163,T163,,Fabián Gómez,61,18,25
164,T163,,Tom Hoge,54,18,24
165,T163,,Jonathan Randolph,68,18,25
166,T163,,Steve Wheatcroft,51,18,21
167,T168,,Gonzalo Fernandez-Castaño,63,17,20
168,T168,,Chris Kirk,89,17,23
169,T168,,Carl Pettersson,63,17,22
170,T168,,Brandt Snedeker,53,17,20
171,T172,,Aaron Baddeley,61,16,18
172,T172,,Brian Gay,82,16,17
173,T172,,Rory McIlroy,51,16,22
174,T172,,Michael Thompson,60,16,18
175,T172,,Tim Wilkinson,64,16,20
176,T177,,Ryo Ishikawa,56,15,19
177,T177,,Phil Mickelson,85,15,22
178,T177,,Adam Scott,58,15,20
179,T177,,Jordan Spieth,85,15,17
180,T181,,K.J. Choi,72,14,17
181,T181,,Rick Lamb,54,14,22
182,T181,,Charl Schwartzel,63,14,16
183,T184,,Brian Campbell,55,13,18
184,T184,,Patrick Cantlay,52,13,17
185,T184,,Luke Donald,50,13,13
186,T187,,Jim Furyk,54,11,18
187,T187,,Shane Lowry,52,11,16
188,189,,Søren Kjeldsen,58,8,13
189,190,,Ernie Els,52,6,8
