,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
0,1,,Harold Varner III,101,53,67
1,2,,Nick Taylor,97,49,59
2,3,,Kyle Stanley,104,48,65
3,4,,Jason Kokrak,95,47,67
4,5,,Keegan Bradley,104,46,50
5,6,,Charley Hoffman,112,45,50
6,7,,Tony Finau,106,44,47
7,T8,,Mackenzie Hughes,106,43,54
8,T8,,Boo Weekley,75,43,59
9,T10,,Kevin Chappell,95,42,48
10,T10,,Rod Pampling,71,42,48
11,T10,,Tyrone Van Aswegen,105,42,46
12,T13,,Luke List,102,41,59
13,T13,,Robert Streb,98,41,46
14,T15,,J.J. Henry,92,40,45
15,T15,,Patrick Rodgers,76,40,48
16,T17,,Morgan Hoffmann,92,39,48
17,T17,,Jon Rahm,90,39,45
18,T19,,Jason Dufner,89,38,49
19,T19,,Brandon Hagy,85,38,44
20,T19,,C.T. Pan,88,38,43
21,T19,,Kyle Reifers,96,38,40
22,T23,,Bryson DeChambeau,91,37,46
23,T23,,Hunter Mahan,73,37,41
24,T23,,Kevin Streelman,90,37,50
25,T23,,Jhonattan Vegas,95,37,45
26,T27,,Sung Kang,104,36,47
27,T27,,Michael Kim,94,36,40
28,T27,,Patton Kizzire,84,36,45
29,T27,,Ollie Schniederjans,92,36,41
30,T31,,Chad Campbell,97,35,44
31,T31,,Andres Gonzales,73,35,40
32,T31,,James Hahn,96,35,40
33,T31,,Billy Horschel,88,35,46
34,T31,,Vaughn Taylor,90,35,38
35,T31,,Gary Woodland,94,35,43
36,37,,Cameron Percy,71,34,37
37,T38,,Lucas Glover,93,33,40
38,T38,,Bill Haas,92,33,36
39,T38,,Jamie Lovemark,98,33,37
40,T38,,William McGirt,89,33,39
41,T38,,J.J. Spaun,92,33,40
42,T43,,Roberto Castro,70,32,40
43,T43,,Emiliano Grillo,90,32,41
44,T43,,Seamus Power,86,32,37
45,T43,,Scott Stallings,81,32,42
46,T47,,Blayne Barber,77,31,42
47,T47,,Zac Blair,105,31,45
48,T47,,Bud Cauley,92,31,39
49,T47,,Russell Knox,75,31,37
50,T47,,Seung-Yul Noh,91,31,39
51,T47,,Xander Schauffele,96,31,39
52,T47,,Brendan Steele,89,31,40
53,T54,,Alex Cejka,85,30,36
54,T54,,Stewart Cink,93,30,37
55,T54,,Graham DeLaet,82,30,33
56,T54,,Robert Garrigus,78,30,40
57,T54,,David Hearn,93,30,36
58,T54,,Russell Henley,99,30,36
59,T54,,John Huh,92,30,36
60,T54,,Matt Kuchar,95,30,38
61,T54,,Spencer Levin,89,30,33
62,T54,,Ben Martin,86,30,39
63,T54,,Grayson Murray,94,30,42
