,Putting_from_-__25_RANK THIS WEEK,Putting_from_-__25_RANK LAST WEEK,Putting_from_-__25_PLAYER NAME,Putting_from_-__25_ROUNDS,Putting_from_-__25_% MADE,Putting_from_-__25_ATTEMPTS,Putting_from_-__25_PUTTS MADE
0,1,,Steve Wheatcroft,51,8.47,177,15
1,2,,Brooks Koepka,88,8.33,264,22
2,3,,Brian Stuard,93,8.27,266,22
3,4,,Cody Gribble,79,8.23,328,27
4,5,,Xander Schauffele,96,7.99,338,27
5,6,,Jason Day,71,7.98,213,17
6,7,,Jordan Spieth,85,7.81,269,21
7,8,,Zac Blair,105,7.74,349,27
8,9,,Rory McIlroy,51,7.69,143,11
9,10,,Peter Malnati,91,7.59,303,23
10,11,,Jon Rahm,90,7.58,277,21
11,12,,Jonas Blixt,74,7.54,252,19
12,13,,Blayne Barber,77,7.46,295,22
13,14,,Justin Rose,66,7.42,229,17
14,15,,Steven Bowditch,59,7.18,195,14
15,16,,Brandt Snedeker,53,7.04,142,10
16,17,,Michael Thompson,60,6.98,215,15
17,T18,,Rick Lamb,54,6.9,145,10
18,T18,,Sebastián Muñoz,51,6.9,174,12
19,20,,Dustin Johnson,77,6.87,233,16
20,21,,D.A. Points,68,6.83,249,17
21,22,,Ricky Barnes,100,6.75,311,21
22,23,,Tom Hoge,54,6.71,149,10
23,24,,Camilo Villegas,76,6.69,254,17
24,25,,Matt Every,76,6.64,226,15
25,26,,Ryan Brehm,83,6.59,273,18
26,27,,Tony Finau,106,6.54,413,27
27,28,,Alex Cejka,85,6.5,277,18
28,29,,Louis Oosthuizen,69,6.47,232,15
29,30,,Patrick Cantlay,52,6.4,203,13
30,31,,Sam Saunders,76,6.38,235,15
31,32,,Shane Lowry,52,6.33,158,10
32,33,,Brad Fritsch,56,6.32,174,11
33,T34,,Fabián Gómez,61,6.31,222,14
34,T34,,Kevin Kisner,105,6.31,317,20
35,36,,Billy Hurley III,80,6.29,318,20
36,37,,Spencer Levin,89,6.25,304,19
37,38,,Vaughn Taylor,90,6.23,305,19
38,39,,Pat Perez,93,6.21,338,21
39,T40,,J.B. Holmes,83,6.19,210,13
40,T40,,Justin Thomas,86,6.19,226,14
41,42,,Sean O'Hair,84,6.13,310,19
42,43,,Mark Hubbard,81,6.12,278,17
43,T44,,K.J. Choi,72,6.1,213,13
44,T44,,Kevin Na,86,6.1,246,15
45,T46,,Francesco Molinari,75,6.09,230,14
46,T46,,Tim Wilkinson,64,6.09,197,12
47,48,,Patrick Rodgers,76,6.02,332,20
48,49,,David Hearn,93,6.0,300,18
49,50,,Stewart Cink,93,5.98,351,21
50,T51,,Daniel Berger,91,5.96,302,18
51,T51,,Kevin Tway,96,5.96,319,19
52,53,,Kyle Reifers,96,5.95,353,21
53,54,,Russell Knox,75,5.94,219,13
54,T55,,Wesley Bryan,95,5.92,287,17
55,T55,,Paul Casey,94,5.92,287,17
56,57,,Luke List,102,5.9,407,24
57,T58,,Brian Gay,82,5.88,289,17
58,T58,,Morgan Hoffmann,92,5.88,374,22
59,T58,,Rory Sabbatini,71,5.88,204,12
60,T61,,Rickie Fowler,78,5.84,257,15
61,T61,,Danny Lee,93,5.84,308,18
62,63,,Tag Ridings,67,5.83,206,12
63,T64,,Greg Chalmers,75,5.82,292,17
64,T64,,Nicholas Lindheim,58,5.82,189,11
65,T64,,Chris Stroud,67,5.82,189,11
66,67,,Geoff Ogilvy,80,5.81,310,18
67,68,,Seamus Power,86,5.8,293,17
68,T69,,Brett Drewitt,57,5.78,173,10
