,3-Putt_Avoidance_-_Round_1_RANK THIS WEEK,3-Putt_Avoidance_-_Round_1_RANK LAST WEEK,3-Putt_Avoidance_-_Round_1_PLAYER NAME,3-Putt_Avoidance_-_Round_1_%,3-Putt_Avoidance_-_Round_1_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_1_TOTAL HOLES
0,1,,Brian Gay,0.93,4,432
1,2,,Brian Harman,1.34,7,522
2,3,,Ernie Els,1.39,5,360
3,4,,K.J. Choi,1.45,6,414
4,5,,Ian Poulter,1.46,5,342
5,6,,Charles Howell III,1.52,6,396
6,T7,,Wesley Bryan,1.65,8,486
7,T7,,Patrick Reed,1.65,8,486
8,T9,,Troy Merritt,1.71,8,468
9,T9,,Cameron Tringale,1.71,8,468
10,11,,Ricky Barnes,1.72,9,522
11,12,,Tim Wilkinson,1.75,6,342
12,T13,,Harris English,1.78,8,450
13,T13,,Mark Hubbard,1.78,8,450
14,T13,,Kevin Tway,1.78,8,450
15,16,,Scott Brown,1.79,9,504
16,T17,,Patrick Cantlay,1.85,4,216
17,T17,,Branden Grace,1.85,6,324
18,T17,,Phil Mickelson,1.85,7,378
19,T20,,Whee Kim,1.92,9,468
20,T20,,Chris Kirk,1.92,9,468
21,22,,Seamus Power,1.93,8,414
22,T23,,Luke Donald,1.96,6,306
23,T23,,Graeme McDowell,1.96,6,306
24,25,,Brandt Snedeker,1.98,5,252
25,26,,Kyle Reifers,2.04,11,540
26,T27,,Aaron Baddeley,2.05,7,342
27,T27,,Michael Thompson,2.05,7,342
28,T29,,Bud Cauley,2.06,10,486
29,T29,,Cody Gribble,2.06,10,486
30,T29,,Hudson Swafford,2.06,10,486
31,32,,Louis Oosthuizen,2.08,6,288
32,33,,Jason Bohn,2.14,10,468
33,34,,Lucas Glover,2.22,10,450
34,35,,Chez Reavie,2.26,11,486
35,T36,,Jason Dufner,2.27,9,396
36,T36,,D.A. Points,2.27,9,396
37,38,,Chad Campbell,2.3,12,522
38,T39,,Chad Collins,2.31,10,432
39,T39,,Ben Crane,2.31,10,432
40,T39,,Pat Perez,2.31,10,432
41,42,,Russell Henley,2.35,11,468
42,T43,,Graham DeLaet,2.42,10,414
43,T43,,Ryan Moore,2.42,10,414
44,T43,,Geoff Ogilvy,2.42,10,414
45,T46,,Adam Scott,2.43,7,288
46,T46,,Steve Wheatcroft,2.43,7,288
47,48,,Sean O'Hair,2.44,11,450
48,T49,,Brian Campbell,2.47,8,324
49,T49,,Matt Jones,2.47,8,324
50,T49,,Peter Malnati,2.47,12,486
51,52,,Spencer Levin,2.49,13,522
52,T53,,Brooks Koepka,2.53,10,396
53,T53,,David Lingmerth,2.53,10,396
54,T53,,Rod Pampling,2.53,10,396
55,56,,Daniel Berger,2.55,11,432
56,T57,,Greg Chalmers,2.56,12,468
57,T57,,Bryce Molder,2.56,12,468
58,T59,,Tony Finau,2.58,13,504
59,T59,,Adam Hadwin,2.58,13,504
60,T59,,Grayson Murray,2.58,13,504
61,62,,Bryson DeChambeau,2.59,14,540
62,63,,Jim Furyk,2.61,8,306
63,64,,Dominic Bozzelli,2.66,11,414
64,T65,,Derek Fathauer,2.67,12,450
65,T65,,David Hearn,2.67,13,486
66,T65,,J.J. Henry,2.67,13,486
67,T65,,Jamie Lovemark,2.67,13,486
68,T69,,Danny Lee,2.68,14,522
69,T69,,Seung-Yul Noh,2.68,14,522
70,T71,,Jonas Blixt,2.78,12,432
71,T71,,Stewart Cink,2.78,13,468
72,T71,,Julián Etulain,2.78,10,360
73,T71,,Emiliano Grillo,2.78,12,432
74,T71,,Patton Kizzire,2.78,13,468
75,T71,,Trey Mullinax,2.78,13,468
76,T71,,Ryan Palmer,2.78,9,324
77,T71,,Cameron Percy,2.78,10,360
78,T71,,Shawn Stefani,2.78,12,432
79,T71,,Nick Taylor,2.78,14,504
80,T81,,Robert Streb,2.87,15,522
81,T81,,Brian Stuard,2.87,15,522
82,T83,,Michael Kim,2.88,14,486
83,T83,,Daniel Summerhays,2.88,14,486
84,T85,,Billy Hurley III,2.89,13,450
85,T85,,Matt Kuchar,2.89,13,450
86,T87,,Blayne Barber,2.9,12,414
87,T87,,Paul Casey,2.9,12,414
88,89,,Steven Alker,2.91,11,378
89,T90,,Mark Anderson,2.92,10,342
90,T90,,Dustin Johnson,2.92,10,342
91,T92,,Retief Goosen,2.94,9,306
92,T92,,Charl Schwartzel,2.94,9,306
93,T94,,Søren Kjeldsen,2.96,8,270
94,T94,,Tyrone Van Aswegen,2.96,16,540
95,96,,Morgan Hoffmann,2.98,15,504
96,T97,,Alex Cejka,2.99,14,468
97,T97,,William McGirt,2.99,14,468
98,T99,,Bill Haas,3.01,13,432
99,T99,,Carl Pettersson,3.01,13,432
100,T101,,Gonzalo Fernandez-Castaño,3.06,11,360
101,T101,,Fabián Gómez,3.06,11,360
102,T101,,Andrew Loupe,3.06,11,360
103,T101,,Bubba Watson,3.06,11,360
104,105,,Xander Schauffele,3.09,15,486
105,T106,,Martin Flores,3.11,14,450
106,T106,,Kelly Kraft,3.11,14,450
107,T108,,Zac Blair,3.15,17,540
108,T108,,Charley Hoffman,3.15,17,540
109,T108,,Harold Varner III,3.15,17,540
110,111,,Jordan Spieth,3.17,12,378
111,T112,,J.T. Poston,3.21,15,468
112,T112,,Patrick Rodgers,3.21,15,468
113,T114,,Marc Leishman,3.24,14,432
114,T114,,Vaughn Taylor,3.24,14,432
115,T114,,Camilo Villegas,3.24,14,432
116,T114,,Richy Werenski,3.24,14,432
117,T118,,Zach Johnson,3.28,13,396
118,T118,,Russell Knox,3.28,13,396
119,T118,,Jon Rahm,3.28,13,396
120,T118,,Sam Saunders,3.28,13,396
121,T122,,Rickie Fowler,3.33,12,360
122,T122,,Tom Hoge,3.33,9,270
123,T122,,Ryo Ishikawa,3.33,12,360
124,T122,,Ben Martin,3.33,15,450
125,T122,,Jonathan Randolph,3.33,12,360
126,T122,,Boo Weekley,3.33,15,450
127,128,,James Hahn,3.37,17,504
128,129,,Ryan Brehm,3.38,14,414
129,130,,Brett Stegmaier,3.42,16,468
130,131,,Nick Watney,3.44,13,378
131,T132,,Roberto Castro,3.47,15,432
132,T132,,Sergio Garcia,3.47,10,288
133,T132,,Robert Garrigus,3.47,15,432
134,T132,,Jim Herman,3.47,15,432
135,T136,,Billy Horschel,3.5,17,486
136,T136,,Jhonattan Vegas,3.5,17,486
137,138,,Anirban Lahiri,3.54,14,396
138,T139,,Steven Bowditch,3.56,16,450
139,T139,,Martin Laird,3.56,16,450
140,T141,,Ryan Blaum,3.57,18,504
141,T141,,Kyle Stanley,3.57,18,504
142,T143,,Chris Stroud,3.61,13,360
143,T143,,Jimmy Walker,3.61,13,360
144,145,,Jason Day,3.7,12,324
145,146,,Keegan Bradley,3.77,19,504
