,Total_3_Putts_-_20-25_RANK THIS WEEK,Total_3_Putts_-_20-25_RANK LAST WEEK,Total_3_Putts_-_20-25_PLAYER NAME,Total_3_Putts_-_20-25_ROUNDS,Total_3_Putts_-_20-25_TOTAL 3 PUTTS 20'-25',Total_3_Putts_-_20-25_TOTAL 3 PUTTS
0,T1,,Billy Hurley III,80,7,36
1,T1,,Luke List,102,7,59
2,T1,,Brendan Steele,89,7,40
3,T1,,Kevin Streelman,90,7,50
4,T5,,Blayne Barber,77,6,42
5,T5,,J.J. Spaun,92,6,40
6,T5,,Boo Weekley,75,6,59
7,T8,,Bryson DeChambeau,91,5,46
8,T8,,Brett Drewitt,57,5,34
9,T8,,Brad Fritsch,56,5,32
10,T8,,Robert Garrigus,78,5,40
11,T8,,Billy Horschel,88,5,46
12,T8,,Ben Martin,86,5,39
13,T8,,Kevin Na,86,5,38
14,T8,,Patrick Rodgers,76,5,48
15,T16,,Ryan Blaum,100,4,39
16,T16,,Miguel Angel Carballo,63,4,29
17,T16,,Matt Every,76,4,38
18,T16,,John Huh,92,4,36
19,T16,,Sung Kang,104,4,47
20,T16,,Jason Kokrak,95,4,67
21,T16,,Matt Kuchar,95,4,38
22,T16,,Martin Laird,83,4,34
23,T16,,Rick Lamb,54,4,22
24,T16,,Danny Lee,93,4,31
25,T16,,Grayson Murray,94,4,42
26,T16,,Seung-Yul Noh,91,4,39
27,T16,,J.T. Poston,95,4,31
28,T16,,Xander Schauffele,96,4,39
29,T16,,Chris Stroud,67,4,29
30,T16,,Camilo Villegas,76,4,34
31,T32,,Daniel Berger,91,3,30
32,T32,,Ryan Brehm,83,3,40
33,T32,,Harris English,84,3,32
34,T32,,Lucas Glover,93,3,40
35,T32,,Branden Grace,70,3,24
36,T32,,Emiliano Grillo,90,3,41
37,T32,,Morgan Hoffmann,92,3,48
38,T32,,Tom Hoge,54,3,24
39,T32,,Charles Howell III,86,3,28
40,T32,,Smylie Kaufman,76,3,31
41,T32,,Si Woo Kim,80,3,38
42,T32,,Brooks Koepka,88,3,33
43,T32,,Anirban Lahiri,72,3,33
44,T32,,David Lingmerth,79,3,30
45,T32,,Andrew Loupe,55,3,29
46,T32,,Jamie Lovemark,98,3,37
47,T32,,Peter Malnati,91,3,34
48,T32,,Hideki Matsuyama,83,3,36
49,T32,,Graeme McDowell,56,3,30
50,T32,,Troy Merritt,82,3,32
51,T32,,Francesco Molinari,75,3,34
52,T32,,Sean O'Hair,84,3,38
53,T32,,Geoff Ogilvy,80,3,30
54,T32,,Ian Poulter,72,3,26
55,T32,,Adam Scott,58,3,20
56,T32,,Webb Simpson,102,3,45
57,T32,,Daniel Summerhays,100,3,30
58,T32,,Hudson Swafford,94,3,35
59,T32,,Harold Varner III,101,3,67
60,T32,,Steve Wheatcroft,51,3,21
61,T32,,Gary Woodland,94,3,43
62,T63,,Mark Anderson,54,2,23
63,T63,,Zac Blair,105,2,45
64,T63,,Jason Bohn,75,2,26
65,T63,,Dominic Bozzelli,69,2,32
66,T63,,Scott Brown,95,2,35
67,T63,,Chad Campbell,97,2,44
68,T63,,Brian Campbell,55,2,18
69,T63,,Paul Casey,94,2,26
70,T63,,Bud Cauley,92,2,39
71,T63,,Alex Cejka,85,2,36
72,T63,,Kevin Chappell,95,2,48
73,T63,,Stewart Cink,93,2,37
74,T63,,Chad Collins,66,2,27
75,T63,,Ben Crane,86,2,32
76,T63,,Jason Day,71,2,30
77,T63,,Graham DeLaet,82,2,33
78,T63,,Jason Dufner,89,2,49
79,T63,,Derek Fathauer,81,2,30
80,T63,,Jim Furyk,54,2,18
81,T63,,Sergio Garcia,65,2,32
82,T63,,Retief Goosen,52,2,25
83,T63,,James Hahn,96,2,40
84,T63,,Brian Harman,104,2,28
85,T63,,J.J. Henry,92,2,45
86,T63,,Jim Herman,77,2,34
87,T63,,J.B. Holmes,83,2,32
88,T63,,Zach Johnson,81,2,28
89,T63,,Michael Kim,94,2,40
90,T63,,Patton Kizzire,84,2,45
91,T63,,Søren Kjeldsen,58,2,13
92,T63,,Shane Lowry,52,2,16
93,T63,,Phil Mickelson,85,2,22
