,3-Putt_Avoidance_-_Round_4_RANK THIS WEEK,3-Putt_Avoidance_-_Round_4_RANK LAST WEEK,3-Putt_Avoidance_-_Round_4_PLAYER NAME,3-Putt_Avoidance_-_Round_4_%,3-Putt_Avoidance_-_Round_4_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_4_TOTAL HOLES
0,1,,Whee Kim,0.56,1,180
1,2,,Jim Furyk,0.69,1,144
2,T3,,Brian Campbell,0.79,1,126
3,T3,,Seung-Yul Noh,0.79,2,252
4,T3,,Ryan Palmer,0.79,1,126
5,T3,,Scott Stallings,0.79,2,252
6,T7,,Derek Fathauer,0.93,2,216
7,T7,,Jordan Spieth,0.93,3,324
8,T7,,Kevin Tway,0.93,3,324
9,T10,,Ken Duke,1.01,2,198
10,T10,,Smylie Kaufman,1.01,2,198
11,12,,Justin Thomas,1.04,3,288
12,13,,Cameron Smith,1.11,3,270
13,T14,,Aaron Baddeley,1.23,2,162
14,T14,,K.J. Choi,1.23,2,162
15,T14,,Chris Stroud,1.23,2,162
16,17,,Webb Simpson,1.26,5,396
17,T18,,Rafa Cabrera Bello,1.39,3,216
18,T18,,Patrick Cantlay,1.39,3,216
19,T18,,Zach Johnson,1.39,4,288
20,T18,,Martin Laird,1.39,4,288
21,T18,,Michael Thompson,1.39,2,144
22,T18,,Camilo Villegas,1.39,3,216
23,T18,,Richy Werenski,1.39,3,216
24,25,,Ian Poulter,1.48,4,270
25,T26,,Rickie Fowler,1.54,5,324
26,T26,,Bill Haas,1.54,5,324
27,T28,,Billy Hurley III,1.59,4,252
28,T28,,Johnson Wagner,1.59,2,126
29,T30,,J.B. Holmes,1.63,5,306
30,T30,,J.T. Poston,1.63,5,306
31,32,,Matt Jones,1.67,3,180
32,T33,,Harris English,1.71,4,234
33,T33,,Adam Scott,1.71,4,234
34,T35,,Danny Lee,1.74,5,288
35,T35,,Sean O'Hair,1.74,5,288
36,T37,,Graham DeLaet,1.85,5,270
37,T37,,Chris Kirk,1.85,5,270
38,T37,,Marc Leishman,1.85,7,378
39,T37,,Spencer Levin,1.85,4,216
40,T37,,Trey Mullinax,1.85,5,270
41,T37,,Xander Schauffele,1.85,6,324
42,43,,Chez Reavie,1.94,7,360
43,T44,,Martin Flores,1.98,5,252
44,T44,,Brian Gay,1.98,5,252
45,T46,,Cody Gribble,2.02,4,198
46,T46,,Russell Henley,2.02,8,396
47,T48,,Charles Howell III,2.05,7,342
