,Average_Putting_Distance_-_GIR_3_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_3_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_3_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_3_Putts_ROUNDS,Average_Putting_Distance_-_GIR_3_Putts_AVG,Average_Putting_Distance_-_GIR_3_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_3_Putts_TOTAL PUTTS
0,1,,Stewart Cink,93,"98' 9""",98.75,1
1,2,,Jordan Spieth,85,"84' 4""",84.333,1
2,3,,Kevin Kisner,105,"79' 11""",79.917,1
3,4,,Rafa Cabrera Bello,63,"78' 5""",78.417,1
4,5,,Sean O'Hair,84,"77' 0""",77.0,1
5,6,,Robert Streb,98,"73' 0""",73.0,1
6,7,,Jason Dufner,89,"72' 4""",72.333,1
7,8,,Chris Kirk,89,"72' 2""",72.167,1
8,9,,Brian Gay,82,"67' 10""",67.833,1
9,10,,Danny Lee,93,"67' 1""",67.083,1
10,11,,Francesco Molinari,75,"65' 0""",65.0,1
11,12,,Troy Merritt,82,"64' 8""",64.667,1
12,13,,Harris English,84,"60' 6""",121.0,2
13,14,,Justin Rose,66,"60' 2""",60.167,1
14,15,,Tag Ridings,67,"59' 9""",59.75,1
15,16,,Ben Crane,86,"59' 3""",59.25,1
16,17,,Tyrone Van Aswegen,105,"58' 5""",58.417,1
17,18,,Jason Kokrak,95,"57' 3""",57.25,1
18,19,,Rickie Fowler,78,"56' 7""",56.583,1
19,20,,Rory Sabbatini,71,"56' 4""",56.333,1
20,21,,Trey Mullinax,88,"55' 2""",55.167,1
21,22,,William McGirt,89,"54' 9""",109.5,2
22,23,,Brad Fritsch,56,"54' 2""",108.25,2
23,24,,Sergio Garcia,65,"53' 5""",53.417,1
24,T25,,Dominic Bozzelli,69,"52' 6""",52.5,1
25,T25,,Russell Knox,75,"52' 6""",52.5,1
26,27,,Derek Fathauer,81,"52' 2""",52.167,1
27,28,,Bud Cauley,92,"51' 6""",51.5,1
28,29,,Andres Gonzales,73,"51' 4""",51.333,1
29,30,,Shawn Stefani,72,"50' 6""",100.917,2
30,31,,Seung-Yul Noh,91,"50' 4""",100.583,2
31,32,,Ryan Palmer,61,"49' 6""",49.5,1
32,33,,Anirban Lahiri,72,"49' 2""",49.167,1
33,34,,Jamie Lovemark,98,"49' 1""",147.333,3
34,35,,Gonzalo Fernandez-Castaño,63,"48' 4""",48.333,1
35,36,,Scott Brown,95,"47' 6""",47.5,1
36,37,,Ben Martin,86,"47' 2""",94.333,2
37,38,,Jon Rahm,90,"46' 4""",46.333,1
38,T39,,Lucas Glover,93,"44' 0""",44.0,1
39,T39,,Russell Henley,99,"44' 0""",44.0,1
40,41,,Blayne Barber,77,"43' 8""",43.667,1
41,42,,Ryo Ishikawa,56,"43' 6""",86.917,2
42,43,,Luke List,102,"43' 2""",86.333,2
43,44,,David Lingmerth,79,"41' 10""",41.833,1
44,45,,Roberto Castro,70,"40' 9""",81.5,2
45,46,,Webb Simpson,102,"40' 1""",40.083,1
46,47,,Nicholas Lindheim,58,"37' 5""",37.417,1
47,48,,Brendan Steele,89,"37' 0""",73.917,2
48,49,,Patton Kizzire,84,"35' 2""",35.167,1
49,50,,Steve Wheatcroft,51,"34' 6""",34.5,1
50,51,,John Huh,92,"32' 7""",65.083,2
51,52,,Kevin Streelman,90,"31' 10""",31.833000000000002,1
52,53,,Adam Scott,58,"31' 3""",62.5,2
53,54,,Rick Lamb,54,"30' 0""",59.917,2
54,55,,Kelly Kraft,75,"29' 8""",29.666999999999998,1
55,56,,Sam Saunders,76,"29' 2""",29.166999999999998,1
56,57,,Geoff Ogilvy,80,"28' 8""",28.666999999999998,1
57,58,,Cameron Tringale,89,"26' 3""",26.25,1
58,59,,Zac Blair,105,"26' 1""",52.083,2
59,60,,Billy Hurley III,80,"24' 1""",24.083000000000002,1
60,61,,Keegan Bradley,104,"23' 6""",23.5,1
61,62,,Ollie Schniederjans,92,"23' 1""",23.083000000000002,1
62,63,,Byeong Hun An,77,"19' 7""",19.583,1
63,64,,Mackenzie Hughes,106,"18' 8""",18.667,1
64,65,,Smylie Kaufman,76,"16' 9""",16.75,1
65,66,,Jim Furyk,54,"12' 9""",12.75,1
66,67,,Rory McIlroy,51,"11' 6""",11.5,1
67,68,,J.T. Poston,95,"9' 9""",9.75,1
68,69,,Richy Werenski,81,"7' 10""",7.832999999999999,1
69,70,,Steven Bowditch,59,"3' 11""",3.917,1
