,3-Putt_Avoidance_-_20-25_RANK THIS WEEK,3-Putt_Avoidance_-_20-25_RANK LAST WEEK,3-Putt_Avoidance_-_20-25_PLAYER NAME,3-Putt_Avoidance_-_20-25_ROUNDS,3-Putt_Avoidance_-_20-25_%,3-Putt_Avoidance_-_20-25_TOTAL 3 PUTTS,3-Putt_Avoidance_-_20-25_ATTEMPTS,3-Putt_Avoidance_-_20-25_2 PUTT OR BETTER %
0,T1,,Ryan Armour,63,0.0,,73,100.0
1,T1,,Steven Bowditch,59,0.0,,60,100.0
2,T1,,Patrick Cantlay,52,0.0,,79,100.0
3,T1,,Luke Donald,50,0.0,,62,100.0
4,T1,,Ken Duke,77,0.0,,84,100.0
5,T1,,Ernie Els,52,0.0,,45,100.0
6,T1,,Julián Etulain,68,0.0,,80,100.0
7,T1,,Gonzalo Fernandez-Castaño,63,0.0,,58,100.0
8,T1,,Brian Gay,82,0.0,,90,100.0
9,T1,,Bill Haas,92,0.0,,95,100.0
10,T1,,David Hearn,93,0.0,,102,100.0
11,T1,,Charley Hoffman,112,0.0,,115,100.0
12,T1,,Mackenzie Hughes,106,0.0,,138,100.0
13,T1,,Matt Jones,64,0.0,,67,100.0
14,T1,,Chris Kirk,89,0.0,,95,100.0
15,T1,,Russell Knox,75,0.0,,65,100.0
16,T1,,Sebastián Muñoz,51,0.0,,65,100.0
17,T1,,Trey Mullinax,88,0.0,,98,100.0
18,T1,,Ryan Palmer,61,0.0,,62,100.0
19,T1,,Scott Piercy,70,0.0,,62,100.0
20,T1,,Chez Reavie,98,0.0,,114,100.0
21,T1,,Charl Schwartzel,63,0.0,,50,100.0
22,T1,,Jordan Spieth,85,0.0,,83,100.0
23,T1,,Scott Stallings,81,0.0,,104,100.0
24,T1,,Vaughn Taylor,90,0.0,,115,100.0
25,T1,,Michael Thompson,60,0.0,,73,100.0
26,T1,,Cameron Tringale,89,0.0,,81,100.0
27,T1,,Bubba Watson,71,0.0,,68,100.0
28,T1,,Richy Werenski,81,0.0,,94,100.0
29,30,,Russell Henley,99,0.75,1.0,133,99.2
30,T31,,Tony Finau,106,0.81,1.0,123,99.1
31,T31,,C.T. Pan,88,0.81,1.0,123,99.1
32,T33,,Keegan Bradley,104,0.83,1.0,120,99.1
33,T33,,Tyrone Van Aswegen,105,0.83,1.0,120,99.1
34,T35,,Marc Leishman,94,0.87,1.0,115,99.1
35,T35,,Patrick Reed,107,0.87,1.0,115,99.1
36,T37,,Ricky Barnes,100,0.88,1.0,113,99.1
37,T37,,Ollie Schniederjans,92,0.88,1.0,113,99.1
38,39,,Robert Streb,98,0.9,1.0,111,99.1
39,40,,Nick Watney,75,0.92,1.0,109,99.0
40,T41,,Martin Flores,88,0.93,1.0,108,99.0
41,T41,,Adam Hadwin,98,0.93,1.0,108,99.0
42,43,,Wesley Bryan,95,0.94,1.0,106,99.0
43,T44,,Kevin Kisner,105,0.96,1.0,104,99.0
44,T44,,William McGirt,89,0.96,1.0,104,99.0
45,T46,,Mark Hubbard,81,0.97,1.0,103,99.0
46,T46,,Kyle Reifers,96,0.97,1.0,103,99.0
47,T46,,Brian Stuard,93,0.97,1.0,103,99.0
48,T49,,Whee Kim,74,0.98,1.0,102,99.0
49,T49,,Pat Perez,93,0.98,1.0,102,99.0
50,51,,Kelly Kraft,75,1.03,1.0,97,98.9
51,52,,Cameron Smith,86,1.09,1.0,92,98.9
52,T53,,Cody Gribble,79,1.1,1.0,91,98.9
53,T53,,Spencer Levin,89,1.1,1.0,91,98.9
54,T53,,Tag Ridings,67,1.1,1.0,91,98.9
55,T56,,Rickie Fowler,78,1.12,1.0,89,98.8
56,T56,,Andres Gonzales,73,1.12,1.0,89,98.8
57,58,,Brandon Hagy,85,1.15,1.0,87,98.8
58,59,,K.J. Choi,72,1.19,1.0,84,98.8
59,60,,Dustin Johnson,77,1.2,1.0,83,98.8
60,61,,D.A. Points,68,1.22,1.0,82,98.7
61,62,,Byeong Hun An,77,1.28,1.0,78,98.7
62,T63,,Greg Chalmers,75,1.32,1.0,76,98.6
63,T63,,Cameron Percy,71,1.32,1.0,76,98.6
64,T63,,Justin Rose,66,1.32,1.0,76,98.6
65,66,,Fabián Gómez,61,1.33,1.0,75,98.6
66,67,,Louis Oosthuizen,69,1.35,1.0,74,98.6
67,T68,,Steven Alker,69,1.37,1.0,73,98.6
68,T68,,Justin Thomas,86,1.37,1.0,73,98.6
69,70,,Chad Campbell,97,1.44,2.0,139,98.5
70,T71,,Jonas Blixt,74,1.45,1.0,69,98.5
71,T71,,Nicholas Lindheim,58,1.45,1.0,69,98.5
72,73,,Nick Taylor,97,1.46,2.0,137,98.5
73,74,,Kyle Stanley,104,1.49,2.0,134,98.5
74,75,,Jimmy Walker,68,1.52,1.0,66,98.4
75,76,,Michael Kim,94,1.55,2.0,129,98.4
76,77,,Ryo Ishikawa,56,1.59,1.0,63,98.4
77,T78,,Scott Brown,95,1.6,2.0,125,98.4
78,T78,,Stewart Cink,93,1.6,2.0,125,98.4
79,T80,,Aaron Baddeley,61,1.61,1.0,62,98.3
80,T80,,Hunter Mahan,73,1.61,1.0,62,98.3
81,82,,Zac Blair,105,1.63,2.0,123,98.3
82,83,,Brian Harman,104,1.69,2.0,118,98.3
83,T84,,Bud Cauley,92,1.71,2.0,117,98.2
84,T84,,James Hahn,96,1.71,2.0,117,98.2
85,T86,,Ben Crane,86,1.72,2.0,116,98.2
86,T86,,J.J. Henry,92,1.72,2.0,116,98.2
87,T86,,Jim Herman,77,1.72,2.0,116,98.2
88,T86,,Brandt Snedeker,53,1.72,1.0,58,98.2
89,90,,Ryan Moore,82,1.8,2.0,111,98.2
90,91,,Rod Pampling,71,1.83,2.0,109,98.1
91,92,,Rafa Cabrera Bello,63,1.85,1.0,54,98.1
92,T93,,Roberto Castro,70,1.89,1.0,53,98.1
93,T93,,Graham DeLaet,82,1.89,2.0,106,98.1
94,T93,,Jon Rahm,90,1.89,2.0,106,98.1
95,96,,Zach Johnson,81,1.9,2.0,105,98.1
96,97,,Bryce Molder,74,1.92,2.0,104,98.0
97,T98,,Patton Kizzire,84,1.94,2.0,103,98.0
98,T98,,Kevin Tway,96,1.94,2.0,103,98.0
99,T98,,Johnson Wagner,71,1.94,2.0,103,98.0
100,101,,Rory McIlroy,51,1.96,1.0,51,98.0
101,102,,Jason Bohn,75,2.0,2.0,100,98.0
102,103,,Paul Casey,94,2.02,2.0,99,97.9
103,T104,,Sam Saunders,76,2.11,2.0,95,97.8
104,T104,,Jhonattan Vegas,95,2.11,2.0,95,97.8
105,106,,Jason Dufner,89,2.13,2.0,94,97.8
106,107,,Shawn Stefani,72,2.17,2.0,92,97.8
107,T108,,Derek Fathauer,81,2.25,2.0,89,97.7
108,T108,,Brett Stegmaier,78,2.25,2.0,89,97.7
109,110,,Lucas Glover,93,2.29,3.0,131,97.7
110,111,,Harold Varner III,101,2.34,3.0,128,97.6
111,112,,Rory Sabbatini,71,2.41,2.0,83,97.5
112,T113,,Kevin Chappell,95,2.44,2.0,82,97.5
113,T113,,Seamus Power,86,2.44,2.0,82,97.5
114,T115,,Dominic Bozzelli,69,2.47,2.0,81,97.5
115,T115,,Alex Cejka,85,2.47,2.0,81,97.5
116,T117,,Phil Mickelson,85,2.56,2.0,78,97.4
117,T117,,Hudson Swafford,94,2.56,3.0,117,97.4
118,119,,Morgan Hoffmann,92,2.61,3.0,115,97.3
119,T120,,Carl Pettersson,63,2.63,2.0,76,97.3
120,T120,,Webb Simpson,102,2.63,3.0,114,97.3
