,Total_1_Putts_-_10-15_RANK THIS WEEK,Total_1_Putts_-_10-15_RANK LAST WEEK,Total_1_Putts_-_10-15_PLAYER NAME,Total_1_Putts_-_10-15_ROUNDS,Total_1_Putts_-_10-15_TOTAL,Total_1_Putts_-_10-15_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_10-15_PCT OF ALL 1-PUTTS
0,1,,Brian Harman,104,86,632,13.6
1,2,,Mackenzie Hughes,106,84,680,12.4
2,3,,Ollie Schniederjans,92,83,560,14.8
3,4,,Kyle Stanley,104,82,636,12.9
4,5,,Ryan Blaum,100,81,597,13.6
5,6,,Michael Kim,94,80,610,13.1
6,7,,Keegan Bradley,104,79,601,13.1
7,T8,,Jason Dufner,89,75,510,14.7
8,T8,,Adam Hadwin,98,75,587,12.8
9,T8,,Charley Hoffman,112,75,626,12.0
10,T8,,Patrick Reed,107,75,620,12.1
11,12,,Stewart Cink,93,73,555,13.2
12,13,,Danny Lee,93,72,561,12.8
13,T14,,Russell Henley,99,71,574,12.4
14,T14,,Sung Kang,104,71,581,12.2
15,T16,,Seung-Yul Noh,91,70,560,12.5
16,T16,,Robert Streb,98,70,600,11.7
17,T18,,Bud Cauley,92,69,538,12.8
18,T18,,Brandon Hagy,85,69,494,14.0
19,T18,,Grayson Murray,94,69,617,11.2
20,T18,,Harold Varner III,101,69,569,12.1
21,T22,,Wesley Bryan,95,68,588,11.6
22,T22,,Morgan Hoffmann,92,68,606,11.2
23,T24,,Martin Flores,88,67,423,15.8
24,T24,,Vaughn Taylor,90,67,547,12.2
25,T26,,Cody Gribble,79,66,501,13.2
26,T26,,Xander Schauffele,96,66,510,12.9
27,28,,John Huh,92,65,539,12.1
28,T29,,Blayne Barber,77,64,482,13.3
29,T29,,Matt Kuchar,95,64,531,12.1
30,T29,,Luke List,102,64,566,11.3
31,T29,,Nick Watney,75,64,416,15.4
32,T33,,Zac Blair,105,63,583,10.8
33,T33,,Tony Finau,106,63,627,10.0
34,T33,,Rickie Fowler,78,63,467,13.5
35,T33,,Emiliano Grillo,90,63,430,14.7
36,T33,,Whee Kim,74,63,439,14.4
37,T33,,Chris Kirk,89,63,479,13.2
38,T33,,Kevin Kisner,105,63,535,11.8
39,T33,,Marc Leishman,94,63,491,12.8
40,T33,,Ben Martin,86,63,473,13.3
41,T33,,Jon Rahm,90,63,466,13.5
42,T33,,Kevin Streelman,90,63,529,11.9
43,T33,,Nick Taylor,97,63,562,11.2
44,T33,,Justin Thomas,86,63,485,13.0
45,T46,,Lucas Glover,93,62,561,11.1
46,T46,,Sean O'Hair,84,62,480,12.9
47,T46,,Webb Simpson,102,62,588,10.5
48,T49,,Brian Gay,82,61,527,11.6
49,T49,,Chez Reavie,98,61,566,10.8
50,T49,,Brian Stuard,93,61,480,12.7
51,T52,,Daniel Berger,91,60,487,12.3
52,T52,,Bryson DeChambeau,91,60,495,12.1
53,T52,,Graham DeLaet,82,60,457,13.1
54,T52,,Jamie Lovemark,98,60,558,10.8
55,T52,,C.T. Pan,88,60,503,11.9
56,T57,,James Hahn,96,59,554,10.6
57,T57,,Billy Horschel,88,59,483,12.2
58,T57,,Brooks Koepka,88,59,500,11.8
59,T57,,Camilo Villegas,76,59,484,12.2
60,T61,,Patton Kizzire,84,58,512,11.3
61,T61,,Phil Mickelson,85,58,516,11.2
62,T63,,Paul Casey,94,57,473,12.1
63,T63,,Ben Crane,86,57,466,12.2
64,T63,,Daniel Summerhays,100,57,550,10.4
65,T66,,Scott Brown,95,56,567,9.9
66,T66,,Harris English,84,56,480,11.7
67,T66,,Troy Merritt,82,56,487,11.5
68,T66,,Francesco Molinari,75,56,400,14.0
69,T66,,Hudson Swafford,94,56,492,11.4
70,T71,,Alex Cejka,85,55,423,13.0
71,T71,,Matt Every,76,55,443,12.4
72,T71,,Geoff Ogilvy,80,55,454,12.1
73,T71,,Brett Stegmaier,78,55,366,15.0
74,T71,,Gary Woodland,94,55,434,12.7
75,T76,,David Hearn,93,54,503,10.7
76,T76,,David Lingmerth,79,54,508,10.6
77,T76,,Brendan Steele,89,54,460,11.7
78,T79,,Martin Laird,83,53,486,10.9
79,T79,,William McGirt,89,53,450,11.8
80,T79,,Ryan Moore,82,53,457,11.6
81,T79,,J.J. Spaun,92,53,481,11.0
82,T83,,Ricky Barnes,100,52,563,9.2
83,T83,,Chad Campbell,97,52,545,9.5
84,T83,,Derek Fathauer,81,52,451,11.5
85,T83,,Smylie Kaufman,76,52,449,11.6
86,T83,,Rod Pampling,71,52,425,12.2
87,T83,,Pat Perez,93,52,521,10.0
88,T83,,Scott Stallings,81,52,444,11.7
89,T83,,Tyrone Van Aswegen,105,52,540,9.6
90,T83,,Jhonattan Vegas,95,52,456,11.4
91,T92,,Zach Johnson,81,51,487,10.5
92,T92,,Jason Kokrak,95,51,511,10.0
93,T92,,Kevin Na,86,51,456,11.2
94,T92,,Carl Pettersson,63,51,378,13.5
95,T92,,J.T. Poston,95,51,516,9.9
96,T92,,Cameron Tringale,89,51,481,10.6
97,T98,,Greg Chalmers,75,50,518,9.7
98,T98,,Chad Collins,66,50,414,12.1
99,T98,,Ken Duke,77,50,410,12.2
100,T98,,Andres Gonzales,73,50,406,12.3
101,T98,,Billy Hurley III,80,50,500,10.0
102,T98,,Peter Malnati,91,50,559,8.9
103,T98,,Bryce Molder,74,50,469,10.7
104,T98,,Seamus Power,86,50,512,9.8
105,T98,,Kevin Tway,96,50,545,9.2
106,T107,,Jason Bohn,75,49,410,12.0
107,T107,,Charles Howell III,86,49,469,10.4
108,T107,,Kelly Kraft,75,49,448,10.9
109,T107,,Spencer Levin,89,49,471,10.4
110,T107,,Richy Werenski,81,49,421,11.6
111,T112,,Dominic Bozzelli,69,48,411,11.7
112,T112,,Cameron Smith,86,48,544,8.8
113,T112,,Shawn Stefani,72,48,405,11.9
114,T115,,Ryan Brehm,83,47,407,11.5
115,T115,,Kevin Chappell,95,47,486,9.7
116,T115,,J.J. Henry,92,47,441,10.7
117,T115,,Anirban Lahiri,72,47,442,10.6
118,T115,,Nicholas Lindheim,58,47,323,14.6
119,T115,,Patrick Rodgers,76,47,442,10.6
120,T115,,Johnson Wagner,71,47,379,12.4
121,T122,,Julián Etulain,68,46,363,12.7
122,T122,,J.B. Holmes,83,46,426,10.8
123,T122,,Hunter Mahan,73,46,419,11.0
124,T122,,Graeme McDowell,56,46,373,12.3
125,T126,,Jason Day,71,45,419,10.7
126,T126,,Luke Donald,50,45,322,14.0
127,T126,,Robert Garrigus,78,45,405,11.1
