,1-Putts_per_Round_RANK THIS WEEK,1-Putts_per_Round_RANK LAST WEEK,1-Putts_per_Round_PLAYER NAME,1-Putts_per_Round_ROUNDS,1-Putts_per_Round_AVG,1-Putts_per_Round_TOTAL 1 PUTTS,1-Putts_per_Round_TOTAL ROUNDS
0,1,,Jonas Blixt,74,7.89,552,70
1,2,,Camilo Villegas,76,7.79,561,72
2,3,,Gonzalo Fernandez-Castaño,63,7.75,434,56
3,4,,Steve Wheatcroft,51,7.64,359,47
4,T5,,Greg Chalmers,75,7.61,540,71
5,T5,,Chad Collins,66,7.61,472,62
6,T5,,Seamus Power,86,7.61,609,80
7,8,,Sam Saunders,76,7.6,532,70
8,9,,Jason Day,71,7.58,500,66
9,10,,Wesley Bryan,95,7.57,689,91
10,T11,,Brian Gay,82,7.56,590,78
11,T11,,Peter Malnati,91,7.56,643,85
12,13,,Graeme McDowell,56,7.54,422,56
13,14,,Cameron Smith,86,7.52,617,82
14,15,,Anirban Lahiri,72,7.51,541,72
15,T16,,Luke Donald,50,7.48,359,48
16,T16,,Tom Hoge,54,7.48,344,46
17,18,,Adam Hadwin,98,7.46,731,98
18,T19,,Carl Pettersson,63,7.44,439,59
19,T19,,Justin Thomas,86,7.44,588,79
20,T21,,Rickie Fowler,78,7.41,563,76
21,T21,,Phil Mickelson,85,7.41,593,80
22,T23,,Scott Brown,95,7.4,673,91
23,T23,,Ian Poulter,72,7.4,503,68
24,25,,Brian Campbell,55,7.39,377,51
25,26,,Nicholas Lindheim,58,7.38,413,56
26,T27,,Aaron Baddeley,61,7.37,420,57
27,T27,,David Lingmerth,79,7.37,553,75
28,T29,,Ricky Barnes,100,7.36,677,92
29,T29,,Tim Wilkinson,64,7.36,427,58
30,31,,Brooks Koepka,88,7.34,587,80
31,T32,,Seung-Yul Noh,91,7.33,638,87
32,T32,,Charl Schwartzel,63,7.33,440,60
33,34,,Whee Kim,74,7.31,526,72
34,T35,,Ryan Blaum,100,7.3,701,96
35,T35,,Brian Harman,104,7.3,730,100
36,T35,,Morgan Hoffmann,92,7.3,642,88
37,T35,,Michael Kim,94,7.3,657,90
38,T39,,Cody Gribble,79,7.29,561,77
39,T39,,Billy Hurley III,80,7.29,583,80
40,T39,,Vaughn Taylor,90,7.29,612,84
41,42,,Dominic Bozzelli,69,7.28,473,65
42,43,,Bryce Molder,74,7.27,538,74
43,T44,,Matt Every,76,7.26,508,70
44,T44,,Patrick Reed,107,7.26,726,100
45,46,,Ryo Ishikawa,56,7.25,406,56
46,T47,,Danny Lee,93,7.24,644,89
47,T47,,Pat Perez,93,7.24,652,90
48,T47,,Cameron Tringale,89,7.24,601,83
49,T50,,Zac Blair,105,7.22,715,99
50,T50,,Sebastián Muñoz,51,7.22,354,49
51,52,,Matt Jones,64,7.21,404,56
52,T53,,Derek Fathauer,81,7.2,540,75
53,T53,,Michael Thompson,60,7.2,403,56
54,55,,Grayson Murray,94,7.19,647,90
55,T56,,Blayne Barber,77,7.18,510,71
56,T56,,Kevin Tway,96,7.18,632,88
57,T58,,Andres Gonzales,73,7.17,495,69
58,T58,,Jordan Spieth,85,7.17,559,78
59,T58,,Robert Streb,98,7.17,674,94
60,61,,Zach Johnson,81,7.16,551,77
61,62,,Chris Stroud,67,7.15,422,59
62,T63,,Daniel Berger,91,7.12,612,86
63,T63,,K.J. Choi,72,7.12,470,66
64,T63,,Brandon Hagy,85,7.12,548,77
65,T63,,Patton Kizzire,84,7.12,541,76
66,T63,,Jon Rahm,90,7.12,591,83
67,68,,Ryan Moore,82,7.11,562,79
68,T69,,Rory McIlroy,51,7.1,341,48
69,T69,,Tag Ridings,67,7.1,419,59
70,T71,,J.T. Poston,95,7.09,617,87
71,T71,,Webb Simpson,102,7.09,702,99
72,73,,John Huh,92,7.08,623,88
73,T74,,Dustin Johnson,77,7.06,494,70
74,T74,,Smylie Kaufman,76,7.06,501,71
75,T76,,Jason Dufner,89,7.05,578,82
76,T76,,Mackenzie Hughes,106,7.05,733,104
77,T76,,Brian Stuard,93,7.05,613,87
78,T79,,Brett Drewitt,57,7.04,373,53
79,T79,,Søren Kjeldsen,58,7.04,345,49
80,81,,Hunter Mahan,73,7.0,497,71
81,T82,,Julián Etulain,68,6.98,440,63
82,T82,,Sung Kang,104,6.98,712,102
83,84,,Steven Bowditch,59,6.96,383,55
84,T85,,David Hearn,93,6.94,590,85
85,T85,,Spencer Levin,89,6.94,590,85
86,87,,Fabián Gómez,61,6.93,409,59
87,T88,,Mark Anderson,54,6.92,360,52
88,T88,,Ernie Els,52,6.92,360,52
89,T88,,Kelly Kraft,75,6.92,491,71
90,T88,,Troy Merritt,82,6.92,526,76
91,T88,,Richy Werenski,81,6.92,512,74
92,T93,,Tony Finau,106,6.91,719,104
93,T93,,Charles Howell III,86,6.91,567,82
