,2-Putts_per_Round_RANK THIS WEEK,2-Putts_per_Round_RANK LAST WEEK,2-Putts_per_Round_PLAYER NAME,2-Putts_per_Round_ROUNDS,2-Putts_per_Round_AVG,2-Putts_per_Round_TOTAL 2 PUTTS,2-Putts_per_Round_TOTAL ROUNDS
0,1,,J.J. Henry,92,11.44,984,86
1,2,,Martin Flores,88,11.1,899,81
2,3,,Ryan Armour,63,11.02,650,59
3,4,,Kyle Reifers,96,10.92,961,88
4,5,,Jim Herman,77,10.87,815,75
5,6,,Brett Stegmaier,78,10.84,824,76
6,7,,Hudson Swafford,94,10.77,969,90
7,8,,Chad Campbell,97,10.76,1044,97
8,T9,,Graham DeLaet,82,10.74,816,76
9,T9,,Mark Hubbard,81,10.74,795,74
10,T9,,Scott Stallings,81,10.74,827,77
11,T12,,Billy Horschel,88,10.7,920,86
12,T12,,Boo Weekley,75,10.7,781,73
13,14,,Jason Bohn,75,10.68,758,71
14,15,,D.A. Points,68,10.66,725,68
15,16,,Patrick Cantlay,52,10.63,510,48
16,17,,Rod Pampling,71,10.61,753,71
17,18,,Chris Kirk,89,10.59,879,83
18,19,,Alex Cejka,85,10.58,815,77
19,20,,Nick Watney,75,10.57,729,69
20,21,,Geoff Ogilvy,80,10.56,760,72
21,T22,,Cameron Percy,71,10.54,685,65
22,T22,,Johnson Wagner,71,10.54,664,63
23,24,,Charles Howell III,86,10.52,863,82
24,25,,Patrick Rodgers,76,10.51,778,74
25,26,,J.J. Spaun,92,10.5,903,86
26,T27,,James Hahn,96,10.49,1007,96
27,T27,,Harold Varner III,101,10.49,1039,99
28,T29,,K.J. Choi,72,10.47,691,66
29,T29,,Shawn Stefani,72,10.47,712,68
30,T31,,Ben Crane,86,10.46,826,79
31,T31,,Kyle Stanley,104,10.46,1046,100
32,T33,,Miguel Angel Carballo,63,10.44,595,57
33,T33,,Rick Lamb,54,10.44,522,50
34,T35,,Spencer Levin,89,10.42,886,85
35,T35,,Luke List,102,10.42,1021,98
36,37,,Ryan Palmer,61,10.4,551,53
37,T38,,Lucas Glover,93,10.39,935,90
38,T38,,Richy Werenski,81,10.39,769,74
39,T40,,Robert Garrigus,78,10.38,747,72
40,T40,,Andrew Loupe,55,10.38,540,52
41,T42,,Ken Duke,77,10.37,736,71
42,T42,,Tony Finau,106,10.37,1078,104
43,T42,,Fabián Gómez,61,10.37,612,59
44,T42,,Søren Kjeldsen,58,10.37,508,49
45,T42,,Ollie Schniederjans,92,10.37,902,87
46,47,,Kelly Kraft,75,10.35,735,71
47,48,,David Hearn,93,10.34,879,85
48,49,,Tyrone Van Aswegen,105,10.33,1002,97
49,T50,,Steven Alker,69,10.32,650,63
50,T50,,Ben Martin,86,10.32,815,79
51,52,,Kevin Streelman,90,10.31,907,88
52,53,,Smylie Kaufman,76,10.28,730,71
53,T54,,Mark Anderson,54,10.27,534,52
54,T54,,C.T. Pan,88,10.27,883,86
55,T56,,Retief Goosen,52,10.26,472,46
56,T56,,Nick Taylor,97,10.26,975,95
57,T56,,Jhonattan Vegas,95,10.26,923,90
58,T59,,Bud Cauley,92,10.25,902,88
59,T59,,Rory Sabbatini,71,10.25,666,65
60,61,,Julián Etulain,68,10.24,645,63
61,62,,Sung Kang,104,10.23,1043,102
62,T63,,Ryan Moore,82,10.2,806,79
63,T63,,Michael Thompson,60,10.2,571,56
64,T65,,Steven Bowditch,59,10.18,560,55
65,T65,,John Huh,92,10.18,896,88
66,T67,,Hunter Mahan,73,10.17,722,71
67,T67,,Robert Streb,98,10.17,956,94
68,T69,,Danny Lee,93,10.16,904,89
69,T69,,Scott Piercy,70,10.16,681,67
70,T71,,Ricky Barnes,100,10.14,933,92
71,T71,,Tag Ridings,67,10.14,598,59
72,T71,,Kevin Tway,96,10.14,892,88
73,T74,,Brad Fritsch,56,10.13,527,52
74,T74,,Mackenzie Hughes,106,10.13,1053,104
75,76,,Gary Woodland,94,10.12,901,89
76,77,,Ryo Ishikawa,56,10.11,566,56
77,T78,,Luke Donald,50,10.1,485,48
78,T78,,William McGirt,89,10.1,838,83
79,T80,,Michael Kim,94,10.08,907,90
80,T80,,Vaughn Taylor,90,10.08,847,84
81,T82,,Ryan Blaum,100,10.07,967,96
82,T82,,Bryce Molder,74,10.07,745,74
83,T84,,Bryson DeChambeau,91,10.06,895,89
84,T84,,Justin Rose,66,10.06,644,64
85,T86,,Zac Blair,105,10.05,995,99
86,T86,,Derek Fathauer,81,10.05,754,75
87,T86,,Patton Kizzire,84,10.05,764,76
88,T86,,Chris Stroud,67,10.05,593,59
89,T86,,Cameron Tringale,89,10.05,834,83
90,T91,,Emiliano Grillo,90,10.02,872,87
91,T91,,Matt Jones,64,10.02,561,56
92,93,,Blayne Barber,77,10.01,711,71
93,T94,,Keegan Bradley,104,10.0,1020,102
94,T94,,Cody Gribble,79,10.0,770,77
95,T94,,Jason Kokrak,95,10.0,950,95
96,97,,Brian Gay,82,9.99,779,78
97,T98,,Aaron Baddeley,61,9.98,569,57
98,T98,,Scott Brown,95,9.98,908,91
99,T98,,Grayson Murray,94,9.98,898,90
100,T101,,Russell Knox,75,9.97,698,70
101,T101,,Brian Stuard,93,9.97,867,87
102,T103,,Brandon Hagy,85,9.96,767,77
103,T103,,Russell Henley,99,9.96,966,97
104,105,,Adam Scott,58,9.95,577,58
105,T106,,Ryan Brehm,83,9.94,765,77
