,Putting_from_-_15-20_RANK THIS WEEK,Putting_from_-_15-20_RANK LAST WEEK,Putting_from_-_15-20_PLAYER NAME,Putting_from_-_15-20_ROUNDS,Putting_from_-_15-20_% MADE,Putting_from_-_15-20_ATTEMPTS,Putting_from_-_15-20_PUTTS MADE
0,1,,Graeme McDowell,56,28.57,77,22
1,2,,Nicholas Lindheim,58,28.26,92,26
2,3,,Tag Ridings,67,27.37,95,26
3,T4,,Jonas Blixt,74,26.32,95,25
4,T4,,Brian Campbell,55,26.32,76,20
5,6,,Kevin Na,86,26.13,111,29
6,7,,Pat Perez,93,25.83,120,31
7,8,,Chez Reavie,98,25.32,158,40
8,9,,Whee Kim,74,25.0,112,28
9,10,,Russell Henley,99,24.85,165,41
10,11,,Søren Kjeldsen,58,24.68,77,19
11,12,,Trey Mullinax,88,24.6,126,31
12,13,,Rory Sabbatini,71,24.53,106,26
13,14,,Matt Jones,64,24.51,102,25
14,15,,Rory McIlroy,51,24.49,49,12
15,16,,Billy Hurley III,80,24.34,152,37
16,17,,Carl Pettersson,63,24.1,83,20
17,18,,Dominic Bozzelli,69,24.04,104,25
18,19,,Zach Johnson,81,23.85,130,31
19,20,,Graham DeLaet,82,23.7,135,32
20,21,,Cameron Tringale,89,23.53,119,28
21,22,,Jamie Lovemark,98,23.33,120,28
22,23,,Mackenzie Hughes,106,23.32,193,45
23,24,,Adam Hadwin,98,23.29,146,34
24,25,,Justin Thomas,86,23.26,129,30
25,26,,Ryo Ishikawa,56,22.99,87,20
26,27,,Lucas Glover,93,22.94,170,39
27,28,,Luke Donald,50,22.89,83,19
28,29,,Scott Brown,95,22.76,145,33
29,30,,Blayne Barber,77,22.56,133,30
30,31,,Harris English,84,22.52,111,25
31,32,,Camilo Villegas,76,22.33,103,23
32,33,,Martin Laird,83,22.31,121,27
33,34,,Jordan Spieth,85,22.02,109,24
34,35,,Wesley Bryan,95,21.97,132,29
35,36,,Robert Streb,98,21.94,155,34
36,37,,Brooks Koepka,88,21.93,114,25
37,38,,Cameron Percy,71,21.85,119,26
38,39,,Zac Blair,105,21.79,156,34
39,40,,Cody Gribble,79,21.77,147,32
40,T41,,Seung-Yul Noh,91,21.74,138,30
41,T41,,Webb Simpson,102,21.74,161,35
42,T43,,Sergio Garcia,65,21.62,74,16
43,T43,,Sebastián Muñoz,51,21.62,74,16
44,45,,Hunter Mahan,73,21.6,125,27
45,46,,Ernie Els,52,21.57,51,11
46,47,,K.J. Choi,72,21.55,116,25
47,48,,Steven Bowditch,59,21.52,79,17
48,49,,Cameron Smith,86,21.48,135,29
49,50,,Nick Taylor,97,21.47,163,35
50,51,,Morgan Hoffmann,92,21.26,127,27
51,52,,Chris Kirk,89,21.23,146,31
52,53,,Ben Crane,86,21.17,137,29
53,54,,Andres Gonzales,73,21.1,109,23
54,T55,,Bryson DeChambeau,91,21.05,133,28
55,T55,,Harold Varner III,101,21.05,190,40
56,T57,,Aaron Baddeley,61,21.0,100,21
57,T57,,Bubba Watson,71,21.0,100,21
58,59,,Jim Herman,77,20.97,124,26
59,60,,Rickie Fowler,78,20.91,110,23
60,61,,Robert Garrigus,78,20.8,125,26
61,62,,Danny Lee,93,20.78,154,32
62,63,,Ryan Moore,82,20.77,130,27
63,64,,Scott Stallings,81,20.74,135,28
64,65,,Mark Anderson,54,20.73,82,17
65,66,,Billy Horschel,88,20.65,155,32
66,T67,,Johnson Wagner,71,20.51,117,24
67,T67,,Steve Wheatcroft,51,20.51,78,16
68,69,,Charl Schwartzel,63,20.48,83,17
69,70,,Rick Lamb,54,20.45,88,18
70,71,,C.T. Pan,88,20.42,142,29
71,72,,Sung Kang,104,20.39,152,31
72,73,,Stewart Cink,93,20.25,158,32
73,74,,Rafa Cabrera Bello,63,20.24,84,17
74,75,,Gonzalo Fernandez-Castaño,63,20.22,89,18
75,76,,Alex Cejka,85,20.18,114,23
76,77,,Brian Gay,82,20.16,129,26
77,78,,James Hahn,96,20.13,149,30
78,T79,,Patrick Cantlay,52,20.0,85,17
79,T79,,Paul Casey,94,20.0,125,25
80,T79,,Mark Hubbard,81,20.0,135,27
81,T79,,Jason Kokrak,95,20.0,160,32
82,T79,,David Lingmerth,79,20.0,130,26
83,T79,,Peter Malnati,91,20.0,130,26
84,85,,Andrew Loupe,55,19.79,96,19
85,T86,,Emiliano Grillo,90,19.69,127,25
86,T86,,Seamus Power,86,19.69,127,25
87,88,,Kevin Chappell,95,19.63,107,21
88,89,,Ricky Barnes,100,19.58,143,28
89,90,,Ben Martin,86,19.57,138,27
90,91,,Sean O'Hair,84,19.53,128,25
91,92,,J.J. Spaun,92,19.48,154,30
92,93,,Jonathan Randolph,68,19.44,72,14
93,94,,J.B. Holmes,83,19.33,119,23
94,95,,Daniel Berger,91,19.3,114,22
95,96,,Smylie Kaufman,76,19.2,125,24
96,T97,,Ryan Blaum,100,19.18,146,28
97,T97,,Shane Lowry,52,19.18,73,14
98,99,,Chris Stroud,67,19.15,94,18
99,100,,Grayson Murray,94,19.1,178,34
100,101,,Kyle Stanley,104,19.09,220,42
101,102,,Brian Harman,104,19.08,173,33
102,103,,Steven Alker,69,18.95,95,18
103,104,,Hudson Swafford,94,18.87,159,30
104,105,,Charley Hoffman,112,18.86,175,33
105,106,,Rod Pampling,71,18.75,128,24
106,107,,Daniel Summerhays,100,18.59,156,29
107,108,,Sam Saunders,76,18.58,113,21
108,109,,Martin Flores,88,18.52,135,25
109,110,,Jason Dufner,89,18.49,146,27
110,111,,Michael Thompson,60,18.48,92,17
111,112,,Bill Haas,92,18.44,141,26
112,113,,J.J. Henry,92,18.29,164,30
113,114,,Bud Cauley,92,18.18,143,26
114,115,,Chad Collins,66,18.09,94,17
115,T116,,John Huh,92,17.83,157,28
116,T116,,Ollie Schniederjans,92,17.83,157,28
117,118,,Tony Finau,106,17.65,170,30
118,119,,Michael Kim,94,17.61,159,28
119,120,,Byeong Hun An,77,17.58,91,16
120,121,,Matt Kuchar,95,17.45,149,26
121,122,,Derek Fathauer,81,17.36,121,21
122,T123,,Xander Schauffele,96,17.32,127,22
123,T123,,Brendan Steele,89,17.32,127,22
