,Total_3_Putts_-_15-20_RANK THIS WEEK,Total_3_Putts_-_15-20_RANK LAST WEEK,Total_3_Putts_-_15-20_PLAYER NAME,Total_3_Putts_-_15-20_ROUNDS,Total_3_Putts_-_15-20_TOTAL 3 PUTTS 15'-20',Total_3_Putts_-_15-20_TOTAL 3 PUTTS
0,T1,,Jason Kokrak,95,8,67
1,T1,,Kyle Stanley,104,8,65
2,T3,,Ryan Brehm,83,5,40
3,T3,,Mackenzie Hughes,106,5,54
4,T3,,Grayson Murray,94,5,42
5,T3,,Camilo Villegas,76,5,34
6,T7,,Roberto Castro,70,4,40
7,T7,,Jason Dufner,89,4,49
8,T7,,Kelly Kraft,75,4,35
9,T7,,Andrew Loupe,55,4,29
10,T7,,Francesco Molinari,75,4,34
11,T7,,J.T. Poston,95,4,31
12,T7,,Webb Simpson,102,4,45
13,T7,,Cameron Smith,86,4,34
14,T7,,Scott Stallings,81,4,42
15,T16,,Zac Blair,105,3,45
16,T16,,Ryan Blaum,100,3,39
17,T16,,Patrick Cantlay,52,3,17
18,T16,,Paul Casey,94,3,26
19,T16,,Bud Cauley,92,3,39
20,T16,,Greg Chalmers,75,3,28
21,T16,,Ben Crane,86,3,32
22,T16,,Matt Every,76,3,38
23,T16,,Retief Goosen,52,3,25
24,T16,,Cody Gribble,79,3,30
25,T16,,Emiliano Grillo,90,3,41
26,T16,,Adam Hadwin,98,3,35
27,T16,,Brandon Hagy,85,3,44
28,T16,,Jim Herman,77,3,34
29,T16,,Charley Hoffman,112,3,50
30,T16,,Anirban Lahiri,72,3,33
31,T16,,Luke List,102,3,59
32,T16,,Hideki Matsuyama,83,3,36
33,T16,,Phil Mickelson,85,3,22
34,T16,,Sebastián Muñoz,51,3,25
35,T16,,Sean O'Hair,84,3,38
36,T16,,Rod Pampling,71,3,48
37,T16,,D.A. Points,68,3,33
38,T16,,Ollie Schniederjans,92,3,41
39,T16,,Nick Taylor,97,3,59
40,T16,,Harold Varner III,101,3,67
41,T16,,Johnson Wagner,71,3,33
42,T16,,Boo Weekley,75,3,59
43,T44,,Byeong Hun An,77,2,32
44,T44,,Jonas Blixt,74,2,28
45,T44,,Dominic Bozzelli,69,2,32
46,T44,,Scott Brown,95,2,35
47,T44,,Wesley Bryan,95,2,31
48,T44,,Rafa Cabrera Bello,63,2,24
49,T44,,Brian Campbell,55,2,18
50,T44,,Miguel Angel Carballo,63,2,29
51,T44,,Alex Cejka,85,2,36
52,T44,,Kevin Chappell,95,2,48
53,T44,,Stewart Cink,93,2,37
54,T44,,Chad Collins,66,2,27
55,T44,,Brett Drewitt,57,2,34
56,T44,,Harris English,84,2,32
57,T44,,Derek Fathauer,81,2,30
58,T44,,Sergio Garcia,65,2,32
59,T44,,Fabián Gómez,61,2,25
60,T44,,James Hahn,96,2,40
61,T44,,David Hearn,93,2,36
62,T44,,J.J. Henry,92,2,45
63,T44,,Morgan Hoffmann,92,2,48
64,T44,,J.B. Holmes,83,2,32
65,T44,,Billy Horschel,88,2,46
66,T44,,Billy Hurley III,80,2,36
67,T44,,Zach Johnson,81,2,28
68,T44,,Smylie Kaufman,76,2,31
69,T44,,Whee Kim,74,2,26
