,Putting_from_10_RANK THIS WEEK,Putting_from_10_RANK LAST WEEK,Putting_from_10_PLAYER NAME,Putting_from_10_ROUNDS,Putting_from_10_% MADE,Putting_from_10_ATTEMPTS,Putting_from_10_PUTTS MADE
0,1,,Rafa Cabrera Bello,63,66.67,27,18
1,2,,Xander Schauffele,96,60.0,30,18
2,3,,Dustin Johnson,77,59.52,42,25
3,4,,Luke Donald,50,58.33,24,14
4,5,,Cody Gribble,79,58.0,50,29
5,T6,,Jon Rahm,90,57.78,45,26
6,T6,,Shawn Stefani,72,57.78,45,26
7,8,,Richy Werenski,81,57.69,26,15
8,9,,Smylie Kaufman,76,57.45,47,27
9,10,,Julián Etulain,68,56.41,39,22
10,11,,Cameron Smith,86,55.26,38,21
11,12,,Fabián Gómez,61,54.76,42,23
12,13,,Camilo Villegas,76,54.55,55,30
13,14,,Bryce Molder,74,54.17,48,26
14,15,,Ryan Brehm,83,53.85,39,21
15,16,,Retief Goosen,52,53.33,30,16
16,17,,Spencer Levin,89,52.78,36,19
17,18,,Chad Collins,66,52.63,38,20
18,T19,,Si Woo Kim,80,52.17,46,24
19,T19,,Brandt Snedeker,53,52.17,23,12
20,T19,,Michael Thompson,60,52.17,23,12
21,22,,Jonas Blixt,74,51.92,52,27
22,23,,Ryan Armour,63,51.28,39,20
23,24,,Russell Henley,99,50.91,55,28
24,T25,,Scott Brown,95,50.0,58,29
25,T25,,Jason Dufner,89,50.0,54,27
26,T25,,Gonzalo Fernandez-Castaño,63,50.0,32,16
27,T25,,Ryo Ishikawa,56,50.0,32,16
28,T25,,Graeme McDowell,56,50.0,38,19
29,T25,,Pat Perez,93,50.0,52,26
30,T25,,Justin Thomas,86,50.0,34,17
31,32,,Troy Merritt,82,49.18,61,30
32,33,,Sung Kang,104,49.12,57,28
33,34,,David Lingmerth,79,48.65,37,18
34,35,,Matt Jones,64,48.48,33,16
35,36,,Jason Day,71,48.28,29,14
36,37,,Søren Kjeldsen,58,48.15,27,13
37,38,,Cameron Percy,71,48.0,50,24
38,39,,John Huh,92,47.92,48,23
39,T40,,Patrick Cantlay,52,47.83,23,11
40,T40,,Webb Simpson,102,47.83,46,22
41,42,,Louis Oosthuizen,69,47.73,44,21
42,43,,J.J. Spaun,92,47.62,42,20
43,44,,Jordan Spieth,85,47.5,40,19
44,45,,Stewart Cink,93,47.22,36,17
45,46,,Johnson Wagner,71,46.94,49,23
46,47,,Brett Stegmaier,78,46.88,32,15
47,48,,Brian Harman,104,46.67,45,21
48,49,,Charles Howell III,86,46.51,43,20
49,50,,Brian Campbell,55,46.43,28,13
50,51,,Seamus Power,86,46.34,41,19
51,52,,Sam Saunders,76,46.3,54,25
52,53,,Michael Kim,94,46.15,52,24
53,T54,,Brooks Koepka,88,46.0,50,23
54,T54,,Carl Pettersson,63,46.0,50,23
55,T56,,Ernie Els,52,45.83,24,11
56,T56,,Rory McIlroy,51,45.83,24,11
57,58,,Justin Rose,66,45.71,35,16
58,T59,,Branden Grace,70,45.45,22,10
59,T59,,Danny Lee,93,45.45,44,20
60,61,,Nick Watney,75,45.24,42,19
