,3-Putt_Avoidance_-_15-20_RANK THIS WEEK,3-Putt_Avoidance_-_15-20_RANK LAST WEEK,3-Putt_Avoidance_-_15-20_PLAYER NAME,3-Putt_Avoidance_-_15-20_ROUNDS,3-Putt_Avoidance_-_15-20_%,3-Putt_Avoidance_-_15-20_TOTAL 3 PUTTS,3-Putt_Avoidance_-_15-20_ATTEMPTS,3-Putt_Avoidance_-_15-20_2 PUTT OR BETTER %
0,T1,,Mark Anderson,54,0.0,,80,100.0
1,T1,,Aaron Baddeley,61,0.0,,100,100.0
2,T1,,Ricky Barnes,100,0.0,,141,100.0
3,T1,,Daniel Berger,91,0.0,,114,100.0
4,T1,,Jason Bohn,75,0.0,,112,100.0
5,T1,,Steven Bowditch,59,0.0,,77,100.0
6,T1,,Keegan Bradley,104,0.0,,167,100.0
7,T1,,K.J. Choi,72,0.0,,115,100.0
8,T1,,Jason Day,71,0.0,,87,100.0
9,T1,,Graham DeLaet,82,0.0,,133,100.0
10,T1,,Luke Donald,50,0.0,,83,100.0
11,T1,,Brad Fritsch,56,0.0,,81,100.0
12,T1,,Brian Gay,82,0.0,,128,100.0
13,T1,,Branden Grace,70,0.0,,86,100.0
14,T1,,Bill Haas,92,0.0,,140,100.0
15,T1,,Dustin Johnson,77,0.0,,113,100.0
16,T1,,Si Woo Kim,80,0.0,,83,100.0
17,T1,,Marc Leishman,94,0.0,,117,100.0
18,T1,,Shane Lowry,52,0.0,,73,100.0
19,T1,,Rory McIlroy,51,0.0,,49,100.0
20,T1,,Troy Merritt,82,0.0,,142,100.0
21,T1,,Bryce Molder,74,0.0,,105,100.0
22,T1,,Louis Oosthuizen,69,0.0,,72,100.0
23,T1,,C.T. Pan,88,0.0,,142,100.0
24,T1,,Cameron Percy,71,0.0,,119,100.0
25,T1,,Pat Perez,93,0.0,,120,100.0
26,T1,,Carl Pettersson,63,0.0,,82,100.0
27,T1,,Chez Reavie,98,0.0,,157,100.0
28,T1,,Kyle Reifers,96,0.0,,160,100.0
29,T1,,Rory Sabbatini,71,0.0,,106,100.0
30,T1,,Charl Schwartzel,63,0.0,,82,100.0
31,T1,,Brendan Steele,89,0.0,,126,100.0
32,T1,,Shawn Stefani,72,0.0,,116,100.0
33,T1,,Chris Stroud,67,0.0,,94,100.0
34,T1,,Brian Stuard,93,0.0,,126,100.0
35,T1,,Daniel Summerhays,100,0.0,,156,100.0
36,T1,,Cameron Tringale,89,0.0,,117,100.0
37,T1,,Kevin Tway,96,0.0,,142,100.0
38,T1,,Tyrone Van Aswegen,105,0.0,,169,100.0
39,T1,,Bubba Watson,71,0.0,,100,100.0
40,T1,,Steve Wheatcroft,51,0.0,,78,100.0
41,T42,,Chad Campbell,97,0.58,1.0,173,99.4
42,T42,,Brian Harman,104,0.58,1.0,172,99.4
43,T44,,Lucas Glover,93,0.59,1.0,169,99.4
44,T44,,Kevin Streelman,90,0.59,1.0,169,99.4
45,T46,,Tony Finau,106,0.6,1.0,168,99.4
46,T46,,Vaughn Taylor,90,0.6,1.0,166,99.4
47,48,,Russell Henley,99,0.61,1.0,164,99.3
48,49,,Hudson Swafford,94,0.63,1.0,159,99.3
49,50,,John Huh,92,0.64,1.0,157,99.3
50,T51,,Michael Kim,94,0.65,1.0,154,99.3
51,T51,,Danny Lee,93,0.65,1.0,154,99.3
52,53,,J.J. Spaun,92,0.66,1.0,152,99.3
53,T54,,Sung Kang,104,0.67,1.0,150,99.3
54,T54,,Matt Kuchar,95,0.67,1.0,149,99.3
55,T56,,Kevin Kisner,105,0.68,1.0,148,99.3
56,T56,,Geoff Ogilvy,80,0.68,1.0,146,99.3
57,58,,Chris Kirk,89,0.7,1.0,142,99.3
58,59,,Seung-Yul Noh,91,0.73,1.0,137,99.2
59,T60,,Martin Flores,88,0.74,1.0,135,99.2
60,T60,,Mark Hubbard,81,0.74,1.0,135,99.2
61,62,,Bryson DeChambeau,91,0.75,1.0,133,99.2
62,T63,,Blayne Barber,77,0.77,1.0,130,99.2
63,T63,,Peter Malnati,91,0.77,1.0,130,99.2
64,T63,,Patrick Reed,107,0.77,1.0,130,99.2
65,T66,,Charles Howell III,86,0.78,1.0,128,99.2
66,T66,,David Lingmerth,79,0.78,1.0,128,99.2
67,T66,,Justin Thomas,86,0.78,1.0,128,99.2
68,69,,Seamus Power,86,0.79,1.0,127,99.2
69,70,,Trey Mullinax,88,0.81,1.0,123,99.1
70,T71,,Robert Garrigus,78,0.82,1.0,122,99.1
71,T71,,Nick Watney,75,0.82,1.0,122,99.1
72,73,,Martin Laird,83,0.83,1.0,121,99.1
73,74,,Jamie Lovemark,98,0.84,1.0,119,99.1
74,T75,,Rickie Fowler,78,0.91,1.0,110,99.0
75,T75,,Russell Knox,75,0.91,1.0,110,99.0
76,T75,,Kevin Na,86,0.91,1.0,110,99.0
77,78,,Jordan Spieth,85,0.92,1.0,109,99.0
78,79,,Andres Gonzales,73,0.93,1.0,108,99.0
79,T80,,Ryan Armour,63,0.97,1.0,103,99.0
80,T80,,Ken Duke,77,0.97,1.0,103,99.0
81,82,,Julián Etulain,68,1.0,1.0,100,99.0
82,T83,,Matt Jones,64,1.01,1.0,99,98.9
83,T83,,Ryan Palmer,61,1.01,1.0,99,98.9
84,85,,Jimmy Walker,68,1.02,1.0,98,98.9
85,86,,Ian Poulter,72,1.03,1.0,97,98.9
86,87,,Steven Alker,69,1.06,1.0,94,98.9
87,88,,Gonzalo Fernandez-Castaño,63,1.14,1.0,88,98.8
88,T89,,Ryo Ishikawa,56,1.18,1.0,85,98.8
89,T89,,Tim Wilkinson,64,1.18,1.0,85,98.8
90,91,,Justin Rose,66,1.19,1.0,84,98.8
91,92,,Adam Scott,58,1.23,1.0,81,98.7
92,93,,J.J. Henry,92,1.26,2.0,159,98.7
93,T94,,Stewart Cink,93,1.27,2.0,158,98.7
94,T94,,Tom Hoge,54,1.27,1.0,79,98.7
95,96,,Billy Horschel,88,1.29,2.0,155,98.7
96,T97,,Søren Kjeldsen,58,1.3,1.0,77,98.7
97,T97,,Graeme McDowell,56,1.3,1.0,77,98.7
98,T97,,Brandt Snedeker,53,1.3,1.0,77,98.7
99,100,,Robert Streb,98,1.31,2.0,153,98.6
100,101,,Billy Hurley III,80,1.33,2.0,150,98.6
101,102,,James Hahn,96,1.34,2.0,149,98.6
102,103,,Scott Brown,95,1.38,2.0,145,98.6
103,104,,David Hearn,93,1.42,2.0,141,98.5
104,105,,Jonathan Randolph,68,1.45,1.0,69,98.5
105,106,,Spencer Levin,89,1.46,2.0,137,98.5
106,107,,Jim Furyk,54,1.47,1.0,68,98.5
107,108,,Ben Martin,86,1.48,2.0,135,98.5
108,109,,Richy Werenski,81,1.5,2.0,133,98.5
109,110,,Wesley Bryan,95,1.53,2.0,131,98.4
110,T111,,Zach Johnson,81,1.55,2.0,129,98.4
111,T111,,William McGirt,89,1.55,2.0,129,98.4
112,113,,Ryan Moore,82,1.57,2.0,127,98.4
113,T114,,Morgan Hoffmann,92,1.6,2.0,125,98.4
114,T114,,Smylie Kaufman,76,1.6,2.0,125,98.4
115,T114,,Xander Schauffele,96,1.6,2.0,125,98.4
116,T114,,Harold Varner III,101,1.6,3.0,187,98.4
117,118,,Hunter Mahan,73,1.61,2.0,124,98.3
118,T119,,Derek Fathauer,81,1.65,2.0,121,98.3
119,T119,,Jhonattan Vegas,95,1.65,2.0,121,98.3
120,121,,Patrick Rodgers,76,1.67,2.0,120,98.3
121,122,,Brett Stegmaier,78,1.68,2.0,119,98.3
122,T123,,J.B. Holmes,83,1.69,2.0,118,98.3
123,T123,,Luke List,102,1.69,3.0,177,98.3
124,T123,,Jon Rahm,90,1.69,2.0,118,98.3
125,126,,Charley Hoffman,112,1.73,3.0,173,98.2
126,127,,Patton Kizzire,84,1.74,2.0,115,98.2
127,T128,,Alex Cejka,85,1.75,2.0,114,98.2
128,T128,,Brooks Koepka,88,1.75,2.0,114,98.2
129,130,,Sam Saunders,76,1.79,2.0,112,98.2
130,131,,Whee Kim,74,1.8,2.0,111,98.2
131,132,,Harris English,84,1.83,2.0,109,98.1
132,133,,Nick Taylor,97,1.86,3.0,161,98.1
133,134,,Kevin Chappell,95,1.89,2.0,106,98.1
134,135,,Ollie Schniederjans,92,1.94,3.0,155,98.0
135,136,,Zac Blair,105,1.95,3.0,154,98.0
136,T137,,Dominic Bozzelli,69,1.96,2.0,102,98.0
137,T137,,Ernie Els,52,1.96,1.0,51,98.0
138,T137,,Gary Woodland,94,1.96,2.0,102,98.0
139,T140,,Cody Gribble,79,2.04,3.0,147,97.9
140,T140,,Scott Piercy,70,2.04,2.0,98,97.9
141,142,,Adam Hadwin,98,2.05,3.0,146,97.9
142,143,,Ryan Blaum,100,2.07,3.0,145,97.9
143,T144,,Bud Cauley,92,2.11,3.0,142,97.8
144,T144,,Brett Drewitt,57,2.11,2.0,95,97.8
145,T144,,Tag Ridings,67,2.11,2.0,95,97.8
146,147,,Jonas Blixt,74,2.13,2.0,94,97.8
147,T148,,Chad Collins,66,2.15,2.0,93,97.8
148,T148,,Fabián Gómez,61,2.15,2.0,93,97.8
149,150,,Brandon Hagy,85,2.16,3.0,139,97.8
150,T151,,Nicholas Lindheim,58,2.17,2.0,92,97.8
151,T151,,Phil Mickelson,85,2.17,3.0,138,97.8
152,T153,,Byeong Hun An,77,2.22,2.0,90,97.7
153,T153,,Ben Crane,86,2.22,3.0,135,97.7
154,T153,,Michael Thompson,60,2.22,2.0,90,97.7
155,156,,Rick Lamb,54,2.27,2.0,88,97.7
156,T157,,Greg Chalmers,75,2.34,3.0,128,97.6
157,T157,,Sean O'Hair,84,2.34,3.0,128,97.6
158,T159,,Matt Every,76,2.36,3.0,127,97.6
159,T159,,Rod Pampling,71,2.36,3.0,127,97.6
160,T159,,Boo Weekley,75,2.36,3.0,127,97.6
161,T162,,Miguel Angel Carballo,63,2.38,2.0,84,97.6
162,T162,,Emiliano Grillo,90,2.38,3.0,126,97.6
163,164,,D.A. Points,68,2.4,3.0,125,97.6
164,165,,Paul Casey,94,2.42,3.0,124,97.5
165,166,,Rafa Cabrera Bello,63,2.44,2.0,82,97.5
166,167,,Jim Herman,77,2.46,3.0,122,97.5
167,168,,Webb Simpson,102,2.5,4.0,160,97.5
168,169,,Johnson Wagner,71,2.56,3.0,117,97.4
169,170,,Mackenzie Hughes,106,2.6,5.0,192,97.4
170,171,,Brian Campbell,55,2.63,2.0,76,97.3
171,172,,Sergio Garcia,65,2.7,2.0,74,97.3
172,173,,Jason Dufner,89,2.76,4.0,145,97.2
173,174,,Grayson Murray,94,2.84,5.0,176,97.1
174,175,,Anirban Lahiri,72,2.86,3.0,105,97.1
175,176,,Cameron Smith,86,2.96,4.0,135,97.0
176,177,,Scott Stallings,81,2.99,4.0,134,97.0
177,T178,,Kelly Kraft,75,3.05,4.0,131,96.9
178,T178,,J.T. Poston,95,3.05,4.0,131,96.9
179,180,,Hideki Matsuyama,83,3.19,3.0,94,96.8
180,181,,Francesco Molinari,75,3.39,4.0,118,96.6
181,182,,Patrick Cantlay,52,3.53,3.0,85,96.4
182,183,,Kyle Stanley,104,3.65,8.0,219,96.3
183,184,,Roberto Castro,70,3.74,4.0,107,96.2
184,185,,Ryan Brehm,83,3.91,5.0,128,96.0
185,186,,Sebastián Muñoz,51,4.05,3.0,74,95.9
186,187,,Retief Goosen,52,4.23,3.0,71,95.7
187,188,,Andrew Loupe,55,4.26,4.0,94,95.7
188,189,,Camilo Villegas,76,4.85,5.0,103,95.1
189,190,,Jason Kokrak,95,5.03,8.0,159,94.9
