,Average_Putting_Distance_-_All_3_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_3_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_3_putts_PLAYER NAME,Average_Putting_Distance_-_All_3_putts_ROUNDS,Average_Putting_Distance_-_All_3_putts_AVG,Average_Putting_Distance_-_All_3_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_3_putts_TOTAL PUTTS
0,1,,Stewart Cink,93,"98' 9""",98.75,1
1,2,,Jordan Spieth,85,"84' 4""",84.333,1
2,3,,Kevin Kisner,105,"79' 11""",79.917,1
3,4,,Jason Dufner,89,"72' 4""",72.333,1
4,5,,Chris Kirk,89,"72' 2""",72.167,1
5,6,,Brian Gay,82,"67' 10""",67.833,1
6,7,,Danny Lee,93,"67' 1""",67.083,1
7,8,,Rafa Cabrera Bello,63,"65' 1""",130.167,2
8,9,,Francesco Molinari,75,"65' 0""",65.0,1
9,10,,Troy Merritt,82,"64' 8""",64.667,1
10,11,,Charles Howell III,86,"61' 9""",61.75,1
11,12,,Harris English,84,"60' 6""",121.0,2
12,13,,Justin Rose,66,"60' 2""",60.167,1
13,14,,Ben Crane,86,"59' 3""",59.25,1
14,15,,Tyrone Van Aswegen,105,"58' 5""",58.417,1
15,16,,Jason Kokrak,95,"57' 3""",57.25,1
16,17,,Rickie Fowler,78,"56' 7""",56.583,1
17,18,,Trey Mullinax,88,"55' 2""",55.167,1
18,19,,William McGirt,89,"54' 9""",109.5,2
19,20,,Brad Fritsch,56,"54' 2""",108.25,2
20,21,,Sean O'Hair,84,"53' 7""",160.75,3
21,22,,Sergio Garcia,65,"53' 5""",53.417,1
22,T23,,Dominic Bozzelli,69,"52' 6""",52.5,1
23,T23,,Russell Knox,75,"52' 6""",52.5,1
24,25,,Derek Fathauer,81,"52' 2""",52.167,1
25,26,,Bud Cauley,92,"51' 6""",51.5,1
26,27,,Andres Gonzales,73,"51' 4""",51.333,1
27,28,,Shawn Stefani,72,"50' 6""",100.917,2
28,29,,Seung-Yul Noh,91,"50' 4""",100.583,2
29,30,,Ryan Palmer,61,"49' 6""",49.5,1
30,31,,Anirban Lahiri,72,"49' 2""",49.167,1
31,32,,Jamie Lovemark,98,"49' 1""",147.333,3
32,33,,Gonzalo Fernandez-Castaño,63,"48' 4""",48.333,1
33,34,,Russell Henley,99,"47' 10""",95.583,2
34,35,,Ben Martin,86,"47' 2""",94.333,2
35,36,,Jon Rahm,90,"46' 4""",46.333,1
36,37,,Shane Lowry,52,"44' 2""",44.167,1
37,38,,Lucas Glover,93,"44' 0""",44.0,1
38,39,,Blayne Barber,77,"43' 8""",43.667,1
39,40,,Ryo Ishikawa,56,"43' 6""",86.917,2
40,41,,Luke List,102,"43' 2""",86.333,2
41,42,,David Lingmerth,79,"41' 10""",41.833,1
42,43,,Robert Streb,98,"41' 6""",83.0,2
43,44,,Roberto Castro,70,"40' 9""",81.5,2
44,45,,Webb Simpson,102,"40' 1""",40.083,1
45,46,,Tag Ridings,67,"37' 8""",75.25,2
46,47,,Nicholas Lindheim,58,"37' 5""",37.417,1
47,48,,Brendan Steele,89,"37' 0""",73.917,2
48,49,,Scott Brown,95,"35' 7""",71.083,2
49,T50,,Patton Kizzire,84,"35' 2""",35.167,1
50,T50,,Rory Sabbatini,71,"35' 2""",70.333,2
51,52,,Steve Wheatcroft,51,"34' 6""",34.5,1
52,53,,John Huh,92,"32' 7""",65.083,2
53,54,,Kevin Streelman,90,"31' 10""",31.833000000000002,1
54,55,,Adam Scott,58,"31' 3""",62.5,2
55,56,,Rick Lamb,54,"30' 0""",59.917,2
56,57,,Kelly Kraft,75,"29' 8""",29.666999999999998,1
57,58,,Sam Saunders,76,"29' 2""",29.166999999999998,1
58,59,,Geoff Ogilvy,80,"28' 8""",28.666999999999998,1
59,60,,Chad Campbell,97,"26' 5""",26.416999999999998,1
60,T61,,Whee Kim,74,"26' 3""",26.25,1
61,T61,,Cameron Tringale,89,"26' 3""",26.25,1
62,63,,Billy Hurley III,80,"24' 1""",24.083000000000002,1
63,64,,Keegan Bradley,104,"23' 6""",23.5,1
64,65,,Ollie Schniederjans,92,"23' 1""",23.083000000000002,1
65,66,,Morgan Hoffmann,92,"20' 6""",20.5,1
66,67,,Byeong Hun An,77,"19' 7""",19.583,1
67,68,,Zac Blair,105,"18' 10""",56.5,3
68,69,,Mackenzie Hughes,106,"18' 8""",18.667,1
69,70,,Billy Horschel,88,"18' 3""",18.25,1
70,71,,Smylie Kaufman,76,"16' 9""",16.75,1
71,72,,Jim Furyk,54,"14' 2""",28.25,2
72,73,,Rory McIlroy,51,"11' 6""",11.5,1
73,74,,J.T. Poston,95,"9' 9""",9.75,1
74,75,,Richy Werenski,81,"7' 10""",7.832999999999999,1
75,76,,Boo Weekley,75,"6' 2""",12.333,2
76,77,,Brooks Koepka,88,"6' 1""",6.082999999999999,1
77,78,,Mark Hubbard,81,"4' 10""",4.833,1
78,79,,Steven Bowditch,59,"3' 11""",3.917,1
