,Putting_from_15-25_RANK THIS WEEK,Putting_from_15-25_RANK LAST WEEK,Putting_from_15-25_PLAYER NAME,Putting_from_15-25_ROUNDS,Putting_from_15-25_% MADE,Putting_from_15-25_ATTEMPTS,Putting_from_15-25_PUTTS MADE
78,79,,D.A. Points,68,16.67,210,35
79,80,,Robert Garrigus,78,16.5,206,34
80,81,,Brian Harman,104,16.44,292,48
81,82,,Jason Kokrak,95,16.43,286,47
82,83,,Ryan Blaum,100,16.42,274,45
83,84,,Ricky Barnes,100,16.41,256,42
84,85,,Kevin Chappell,95,16.4,189,31
85,86,,John Huh,92,16.3,270,44
86,87,,Phil Mickelson,85,16.2,216,35
87,88,,Chris Kirk,89,16.18,241,39
88,89,,J.J. Spaun,92,16.12,273,44
89,90,,Steven Alker,69,16.07,168,27
90,T91,,Tony Finau,106,16.04,293,47
91,T91,,Hunter Mahan,73,16.04,187,30
92,T93,,Jason Day,71,16.03,156,25
93,T93,,Rod Pampling,71,16.03,237,38
94,95,,Rick Lamb,54,16.0,150,24
95,96,,K.J. Choi,72,15.84,202,32
96,T97,,Si Woo Kim,80,15.79,152,24
97,T97,,Jamie Lovemark,98,15.79,228,36
98,99,,Bryce Molder,74,15.71,210,33
99,100,,Jim Furyk,54,15.67,134,21
100,101,,Jimmy Walker,68,15.66,166,26
101,T102,,Paul Casey,94,15.63,224,35
102,T102,,Roberto Castro,70,15.63,160,25
103,104,,Smylie Kaufman,76,15.57,212,33
104,105,,Patrick Rodgers,76,15.52,232,36
105,106,,Vaughn Taylor,90,15.49,284,44
106,107,,Andrew Loupe,55,15.48,155,24
107,108,,Jonathan Randolph,68,15.44,136,21
108,109,,Justin Rose,66,15.43,162,25
109,T110,,Byeong Hun An,77,15.38,169,26
110,T110,,Brendan Steele,89,15.38,247,38
111,112,,Sean O'Hair,84,15.35,241,37
112,113,,Ryan Armour,63,15.34,176,27
113,114,,Kevin Streelman,90,15.33,300,46
114,115,,Shane Lowry,52,15.32,124,19
115,116,,Bill Haas,92,15.25,236,36
116,117,,Xander Schauffele,96,15.22,230,35
117,118,,Chad Campbell,97,15.19,316,48
118,119,,Charley Hoffman,112,15.12,291,44
119,120,,Mark Hubbard,81,15.06,239,36
120,T121,,Jim Herman,77,15.0,240,36
121,T121,,Rory McIlroy,51,15.0,100,15
122,123,,Bryson DeChambeau,91,14.98,247,37
123,124,,Kyle Stanley,104,14.97,354,53
124,125,,Michael Kim,94,14.93,288,43
125,T126,,Chad Collins,66,14.88,168,25
126,T126,,Matt Every,76,14.88,215,32
127,T128,,Martin Flores,88,14.81,243,36
128,T128,,Daniel Summerhays,100,14.81,270,40
129,130,,Ben Martin,86,14.8,250,37
130,131,,Matt Kuchar,95,14.79,257,38
131,132,,Kelly Kraft,75,14.78,230,34
132,T133,,J.J. Henry,92,14.59,281,41
133,T133,,Boo Weekley,75,14.59,233,34
134,135,,Rafa Cabrera Bello,63,14.49,138,20
135,136,,Kevin Kisner,105,14.45,256,37
136,137,,Marc Leishman,94,14.41,236,34
137,138,,J.T. Poston,95,14.34,251,36
138,T139,,Derek Fathauer,81,14.29,210,30
139,T139,,Charl Schwartzel,63,14.29,133,19
140,T141,,Ben Crane,86,14.23,253,36
141,T141,,Troy Merritt,82,14.23,239,34
142,143,,Ryan Moore,82,14.11,241,34
143,144,,Tim Wilkinson,64,14.09,149,21
144,145,,Richy Werenski,81,13.97,229,32
145,146,,Brett Stegmaier,78,13.94,208,29
146,147,,Branden Grace,70,13.89,144,20
147,148,,Ken Duke,77,13.83,188,26
148,149,,Kevin Tway,96,13.82,246,34
149,150,,Hudson Swafford,94,13.77,276,38
150,151,,Alex Cejka,85,13.71,197,27
151,152,,Greg Chalmers,75,13.66,205,28
152,153,,Anirban Lahiri,72,13.64,198,27
153,154,,Louis Oosthuizen,69,13.61,147,20
154,155,,Keegan Bradley,104,13.49,289,39
155,156,,Brian Stuard,93,13.48,230,31
156,157,,Bud Cauley,92,13.46,260,35
157,158,,Fabián Gómez,61,13.45,171,23
158,159,,Jason Bohn,75,13.43,216,29
159,160,,Brett Drewitt,57,13.38,157,21
160,161,,Nick Watney,75,13.3,233,31
161,162,,Brandon Hagy,85,13.27,226,30
162,163,,Julián Etulain,68,13.19,182,24
163,164,,Kyle Reifers,96,13.16,266,35
164,165,,Patrick Reed,107,13.06,245,32
165,166,,Jon Rahm,90,12.95,224,29
166,T167,,Ollie Schniederjans,92,12.87,272,35
167,T167,,Chris Stroud,67,12.87,171,22
168,169,,Tom Hoge,54,12.84,148,19
169,170,,Geoff Ogilvy,80,12.74,259,33
170,171,,Luke List,102,12.71,299,38
171,172,,Jhonattan Vegas,95,12.44,217,27
172,173,,Tyrone Van Aswegen,105,12.37,291,36
173,174,,David Hearn,93,12.35,243,30
174,175,,William McGirt,89,12.34,235,29
175,176,,Dustin Johnson,77,12.24,196,24
176,177,,Charles Howell III,86,12.03,241,29
177,178,,Russell Knox,75,11.93,176,21
178,179,,Gary Woodland,94,11.92,193,23
179,180,,Scott Piercy,70,11.88,160,19
180,181,,Miguel Angel Carballo,63,11.73,162,19
181,182,,Hideki Matsuyama,83,11.7,188,22
182,183,,Retief Goosen,52,11.61,112,13
183,T184,,Spencer Levin,89,11.59,233,27
184,T184,,Ryan Palmer,61,11.59,164,19
185,186,,Ryan Brehm,83,11.31,221,25
186,187,,Francesco Molinari,75,11.0,200,22
187,188,,Shawn Stefani,72,10.9,211,23
188,189,,Ian Poulter,72,10.56,180,19
189,190,,Brad Fritsch,56,10.34,145,15
