,Putting_from_7_RANK THIS WEEK,Putting_from_7_RANK LAST WEEK,Putting_from_7_PLAYER NAME,Putting_from_7_ROUNDS,Putting_from_7_% MADE,Putting_from_7_ATTEMPTS,Putting_from_7_PUTTS MADE
0,1,,Jason Bohn,75,83.02,53,44
1,2,,Shane Lowry,52,78.26,23,18
2,3,,Tag Ridings,67,76.92,39,30
3,4,,William McGirt,89,75.93,54,41
4,5,,Tom Hoge,54,73.81,42,31
5,6,,Webb Simpson,102,73.24,71,52
6,7,,Harris English,84,73.13,67,49
7,8,,Ernie Els,52,72.73,22,16
8,9,,Jason Kokrak,95,72.13,61,44
9,10,,David Hearn,93,70.42,71,50
10,11,,Scott Brown,95,70.31,64,45
11,12,,Rickie Fowler,78,70.18,57,40
12,13,,Brian Harman,104,69.86,73,51
13,14,,Ricky Barnes,100,69.77,86,60
14,15,,Luke Donald,50,69.44,36,25
15,T16,,Ryan Blaum,100,69.23,78,54
16,T16,,Charley Hoffman,112,69.23,91,63
17,T16,,Brian Stuard,93,69.23,52,36
18,19,,Marc Leishman,94,68.97,58,40
19,20,,John Huh,92,68.92,74,51
20,21,,Martin Flores,88,68.85,61,42
21,22,,Sebastián Muñoz,51,68.57,35,24
22,23,,Smylie Kaufman,76,68.52,54,37
23,24,,Charles Howell III,86,68.33,60,41
24,25,,Jonathan Randolph,68,68.0,50,34
25,26,,Bryce Molder,74,67.74,62,42
26,27,,Graham DeLaet,82,67.69,65,44
27,28,,Lucas Glover,93,67.47,83,56
28,29,,Patrick Reed,107,67.42,89,60
29,30,,Graeme McDowell,56,67.39,46,31
30,31,,Ryo Ishikawa,56,67.35,49,33
31,32,,Seung-Yul Noh,91,67.27,55,37
32,T33,,David Lingmerth,79,67.24,58,39
33,T33,,Hudson Swafford,94,67.24,58,39
34,35,,Anirban Lahiri,72,67.21,61,41
35,36,,Greg Chalmers,75,67.14,70,47
36,37,,Kevin Tway,96,67.12,73,49
37,T38,,Gonzalo Fernandez-Castaño,63,66.67,30,20
38,T38,,Grayson Murray,94,66.67,75,50
39,T38,,Louis Oosthuizen,69,66.67,33,22
40,T38,,C.T. Pan,88,66.67,66,44
41,T38,,J.T. Poston,95,66.67,57,38
42,T38,,Charl Schwartzel,63,66.67,45,30
43,44,,Derek Fathauer,81,66.15,65,43
44,45,,Sergio Garcia,65,65.85,41,27
45,T46,,Martin Laird,83,65.63,64,42
46,T46,,Troy Merritt,82,65.63,64,42
47,48,,Dustin Johnson,77,65.57,61,40
48,49,,Si Woo Kim,80,65.38,52,34
49,T50,,Billy Hurley III,80,65.22,46,30
50,T50,,Jamie Lovemark,98,65.22,69,45
51,52,,Seamus Power,86,64.91,57,37
52,53,,Zach Johnson,81,64.71,51,33
53,54,,Nick Taylor,97,64.56,79,51
54,55,,Sung Kang,104,64.47,76,49
55,T56,,Blayne Barber,77,64.29,56,36
56,T56,,Sean O'Hair,84,64.29,70,45
57,58,,Cameron Tringale,89,64.15,53,34
58,59,,Chris Kirk,89,64.06,64,41
59,60,,Brooks Koepka,88,63.64,55,35
60,T61,,Peter Malnati,91,63.38,71,45
61,T61,,Scott Stallings,81,63.38,71,45
62,T61,,Harold Varner III,101,63.38,71,45
