,GIR_Putting_-_20-25_RANK THIS WEEK,GIR_Putting_-_20-25_RANK LAST WEEK,GIR_Putting_-_20-25_PLAYER NAME,GIR_Putting_-_20-25_ROUNDS,GIR_Putting_-_20-25_%,GIR_Putting_-_20-25_ATTEMPTS,GIR_Putting_-_20-25_PUTTS MADE
0,1,,Rickie Fowler,78,22.5,80,18
1,2,,Graeme McDowell,56,21.67,60,13
2,3,,Jordan Spieth,85,21.05,76,16
3,4,,Zac Blair,105,20.72,111,23
4,T5,,David Lingmerth,79,20.0,80,16
5,T5,,Phil Mickelson,85,20.0,70,14
6,7,,Patton Kizzire,84,19.54,87,17
7,T8,,Michael Thompson,60,18.64,59,11
8,T8,,Jimmy Walker,68,18.64,59,11
9,10,,Adam Scott,58,18.52,54,10
10,T11,,Daniel Berger,91,18.31,71,13
11,T11,,Billy Hurley III,80,18.31,71,13
12,13,,Kevin Na,86,18.18,88,16
13,14,,Sebastián Muñoz,51,17.86,56,10
14,15,,Patrick Cantlay,52,17.81,73,13
15,16,,Russell Henley,99,17.54,114,20
16,17,,Zach Johnson,81,17.39,92,16
17,18,,Brandt Snedeker,53,17.31,52,9
18,19,,D.A. Points,68,16.92,65,11
19,20,,Jim Furyk,54,16.67,60,10
20,21,,Morgan Hoffmann,92,16.49,97,16
21,22,,Graham DeLaet,82,16.48,91,15
22,23,,Kyle Reifers,96,16.33,98,16
23,24,,Bryce Molder,74,16.28,86,14
24,25,,Stewart Cink,93,16.22,111,18
25,26,,Seamus Power,86,16.18,68,11
26,27,,Peter Malnati,91,16.13,93,15
27,28,,Brooks Koepka,88,16.07,56,9
28,29,,Billy Horschel,88,15.94,138,22
29,30,,James Hahn,96,15.89,107,17
30,31,,Jason Dufner,89,15.85,82,13
31,32,,Camilo Villegas,76,15.79,76,12
32,33,,Grayson Murray,94,15.74,108,17
33,34,,Wesley Bryan,95,15.38,91,14
34,35,,Brian Gay,82,15.12,86,13
35,36,,J.B. Holmes,83,15.09,53,8
36,37,,Blayne Barber,77,15.05,93,14
37,38,,Nick Watney,75,15.0,100,15
38,T39,,Mackenzie Hughes,106,14.91,114,17
39,T39,,Kevin Streelman,90,14.91,114,17
40,41,,Sam Saunders,76,14.86,74,11
41,42,,C.T. Pan,88,14.81,108,16
42,43,,Steve Wheatcroft,51,14.63,41,6
43,44,,Boo Weekley,75,14.61,89,13
44,45,,Jason Day,71,14.52,62,9
45,46,,Rory Sabbatini,71,14.47,76,11
46,47,,Whee Kim,74,14.46,83,12
47,48,,Sung Kang,104,14.41,111,16
48,T49,,Ryan Armour,63,14.29,63,9
49,T49,,Justin Rose,66,14.29,70,10
50,51,,Chez Reavie,98,14.15,106,15
51,52,,Johnson Wagner,71,14.13,92,13
52,53,,Dustin Johnson,77,14.08,71,10
53,54,,Si Woo Kim,80,14.04,57,8
54,55,,Patrick Reed,107,14.0,100,14
55,56,,Tony Finau,106,13.91,115,16
56,57,,Louis Oosthuizen,69,13.85,65,9
57,58,,Patrick Rodgers,76,13.83,94,13
58,59,,Anirban Lahiri,72,13.75,80,11
59,60,,Miguel Angel Carballo,63,13.64,66,9
60,61,,Hideki Matsuyama,83,13.58,81,11
61,T62,,Jason Bohn,75,13.48,89,12
62,T62,,Kevin Tway,96,13.48,89,12
63,64,,Steven Alker,69,13.43,67,9
64,65,,Ricky Barnes,100,13.4,97,13
65,T66,,Chad Campbell,97,13.33,120,16
66,T66,,Paul Casey,94,13.33,90,12
67,T66,,Brandon Hagy,85,13.33,75,10
68,T66,,Brett Stegmaier,78,13.33,75,10
69,T70,,Brian Harman,104,13.21,106,14
70,T70,,Matt Jones,64,13.21,53,7
71,72,,Bubba Watson,71,13.11,61,8
72,73,,Matt Every,76,13.04,69,9
73,74,,Keegan Bradley,104,12.96,108,14
74,75,,Robert Streb,98,12.77,94,12
75,76,,Cameron Percy,71,12.68,71,9
76,77,,Danny Lee,93,12.63,95,12
77,T78,,Marc Leishman,94,12.62,103,13
78,T78,,Webb Simpson,102,12.62,103,13
79,T78,,Vaughn Taylor,90,12.62,103,13
80,81,,Carl Pettersson,63,12.5,64,8
81,82,,Scott Brown,95,12.38,105,13
82,83,,Seung-Yul Noh,91,12.37,97,12
83,84,,Troy Merritt,82,12.35,81,10
84,85,,Cody Gribble,79,12.33,73,9
85,86,,Jason Kokrak,95,12.28,114,14
