,GIR_Putting_-_15-20_RANK THIS WEEK,GIR_Putting_-_15-20_RANK LAST WEEK,GIR_Putting_-_15-20_PLAYER NAME,GIR_Putting_-_15-20_ROUNDS,GIR_Putting_-_15-20_%,GIR_Putting_-_15-20_ATTEMPTS,GIR_Putting_-_15-20_PUTTS MADE
0,1,,Graeme McDowell,56,32.76,58,19
1,T2,,Jonas Blixt,74,28.0,75,21
2,T2,,Tag Ridings,67,28.0,75,21
3,4,,Russell Henley,99,26.87,134,36
4,5,,Kevin Na,86,26.67,90,24
5,6,,Nicholas Lindheim,58,25.68,74,19
6,7,,Cody Gribble,79,25.66,113,29
7,T8,,Dominic Bozzelli,69,25.0,88,22
8,T8,,Ernie Els,52,25.0,36,9
9,T8,,Billy Hurley III,80,25.0,124,31
10,T8,,Ryo Ishikawa,56,25.0,64,16
11,T8,,Martin Laird,83,25.0,104,26
12,13,,Brian Gay,82,24.27,103,25
13,14,,Trey Mullinax,88,24.0,100,24
14,15,,Søren Kjeldsen,58,23.73,59,14
15,16,,Brooks Koepka,88,23.6,89,21
16,17,,Zach Johnson,81,23.58,106,25
17,18,,Mackenzie Hughes,106,23.33,150,35
18,19,,Justin Thomas,86,23.3,103,24
19,20,,Whee Kim,74,23.08,91,21
20,21,,Harris English,84,22.83,92,21
21,22,,Rory McIlroy,51,22.73,44,10
22,23,,Pat Perez,93,22.58,93,21
23,24,,Cameron Smith,86,22.55,102,23
24,25,,Adam Hadwin,98,22.5,120,27
25,26,,Mark Anderson,54,22.39,67,15
26,27,,Morgan Hoffmann,92,22.33,103,23
27,28,,Chez Reavie,98,22.22,126,28
28,29,,Cameron Tringale,89,22.11,95,21
29,30,,Luke Donald,50,22.06,68,15
30,T31,,Rafa Cabrera Bello,63,21.88,64,14
31,T31,,Stewart Cink,93,21.88,128,28
32,33,,Brian Campbell,55,21.82,55,12
33,34,,Lucas Glover,93,21.71,152,33
34,35,,Graham DeLaet,82,21.7,106,23
35,36,,Scott Brown,95,21.67,120,26
36,37,,Harold Varner III,101,21.66,157,34
37,38,,Zac Blair,105,21.54,130,28
38,39,,Rory Sabbatini,71,21.43,84,18
39,40,,Bubba Watson,71,21.33,75,16
40,41,,Chris Kirk,89,21.3,108,23
41,42,,Brendan Steele,89,21.15,104,22
42,43,,Charl Schwartzel,63,21.13,71,15
43,44,,Kevin Chappell,95,21.11,90,19
44,45,,Chad Collins,66,21.05,76,16
45,46,,Robert Garrigus,78,20.95,105,22
46,47,,Nick Taylor,97,20.93,129,27
47,48,,Matt Jones,64,20.78,77,16
48,49,,Jason Kokrak,95,20.69,116,24
49,50,,Smylie Kaufman,76,20.65,92,19
50,51,,Blayne Barber,77,20.59,102,21
51,52,,Jonathan Randolph,68,20.37,54,11
52,53,,Shane Lowry,52,20.34,59,12
53,54,,Sebastián Muñoz,51,20.31,64,13
54,55,,Charley Hoffman,112,20.27,148,30
55,56,,K.J. Choi,72,20.22,89,18
56,57,,Jamie Lovemark,98,20.2,99,20
57,58,,Seung-Yul Noh,91,20.18,109,22
58,T59,,Danny Lee,93,20.16,129,26
59,T59,,Robert Streb,98,20.16,129,26
60,61,,Ben Martin,86,20.0,100,20
61,62,,J.J. Spaun,92,19.83,121,24
62,63,,James Hahn,96,19.82,111,22
63,64,,Daniel Berger,91,19.8,101,20
64,65,,Patrick Cantlay,52,19.74,76,15
65,66,,Sung Kang,104,19.67,122,24
66,67,,Seamus Power,86,19.66,117,23
67,68,,Paul Casey,94,19.63,107,21
68,69,,Steven Bowditch,59,19.61,51,10
69,70,,Peter Malnati,91,19.44,108,21
70,71,,Brian Harman,104,19.42,139,27
71,72,,Cameron Percy,71,19.23,104,20
72,T73,,Billy Horschel,88,19.08,131,25
73,T73,,Webb Simpson,102,19.08,131,25
74,T75,,Rickie Fowler,78,18.95,95,18
75,T75,,Jordan Spieth,85,18.95,95,18
76,77,,Wesley Bryan,95,18.92,111,21
77,T78,,Emiliano Grillo,90,18.75,112,21
78,T78,,Rick Lamb,54,18.75,80,15
79,T78,,Hunter Mahan,73,18.75,96,18
80,81,,David Lingmerth,79,18.63,102,19
81,82,,Tony Finau,106,18.57,140,26
82,T83,,Alex Cejka,85,18.56,97,18
83,T83,,Rod Pampling,71,18.56,97,18
84,85,,Sergio Garcia,65,18.46,65,12
85,86,,Jim Herman,77,18.45,103,19
86,87,,Bill Haas,92,18.4,125,23
87,88,,Ryan Blaum,100,18.33,120,22
88,89,,Hudson Swafford,94,18.32,131,24
89,90,,Byeong Hun An,77,18.31,71,13
90,91,,Greg Chalmers,75,18.18,99,18
91,92,,J.J. Henry,92,18.11,127,23
92,93,,Aaron Baddeley,61,18.07,83,15
93,94,,Ryan Moore,82,18.0,100,18
94,95,,Kyle Stanley,104,17.99,189,34
95,96,,Matt Kuchar,95,17.91,134,24
96,97,,Xander Schauffele,96,17.82,101,18
97,98,,Jason Day,71,17.81,73,13
98,99,,Bud Cauley,92,17.8,118,21
99,100,,Sam Saunders,76,17.78,90,16
100,101,,Ollie Schniederjans,92,17.74,124,22
101,102,,Steven Alker,69,17.72,79,14
102,103,,Mark Hubbard,81,17.7,113,20
103,104,,Grayson Murray,94,17.65,136,24
104,105,,Kelly Kraft,75,17.59,108,19
105,106,,Bryson DeChambeau,91,17.54,114,20
106,107,,Martin Flores,88,17.5,120,21
107,108,,Michael Kim,94,17.46,126,22
108,T109,,Ben Crane,86,17.43,109,19
109,T109,,Richy Werenski,81,17.43,109,19
110,111,,Andrew Loupe,55,17.39,69,12
111,112,,Brett Drewitt,57,17.33,75,13
112,113,,Patrick Rodgers,76,17.31,104,18
113,114,,John Huh,92,17.21,122,21
114,115,,Sean O'Hair,84,17.17,99,17
115,116,,Johnson Wagner,71,17.0,100,17
116,117,,Ricky Barnes,100,16.96,112,19
117,T118,,Jim Furyk,54,16.95,59,10
118,T118,,Steve Wheatcroft,51,16.95,59,10
119,120,,Retief Goosen,52,16.92,65,11
120,121,,Michael Thompson,60,16.9,71,12
121,122,,Julián Etulain,68,16.88,77,13
122,T123,,Andres Gonzales,73,16.87,83,14
123,T123,,Camilo Villegas,76,16.87,83,14
124,125,,Derek Fathauer,81,16.85,89,15
125,T126,,J.B. Holmes,83,16.67,90,15
126,T126,,Scott Stallings,81,16.67,102,17
127,T126,,Chris Stroud,67,16.67,78,13
128,129,,C.T. Pan,88,16.52,115,19
129,130,,Jason Dufner,89,16.38,116,19
130,T131,,Matt Every,76,16.35,104,17
131,T131,,Brian Stuard,93,16.35,104,17
132,133,,Patton Kizzire,84,16.28,86,14
133,134,,Branden Grace,70,16.22,74,12
134,135,,Kevin Streelman,90,16.2,142,23
135,136,,Vaughn Taylor,90,16.18,136,22
136,137,,Jon Rahm,90,16.16,99,16
137,138,,J.T. Poston,95,16.07,112,18
138,139,,Carl Pettersson,63,15.87,63,10
139,140,,Russell Knox,75,15.79,95,15
140,141,,Keegan Bradley,104,15.75,146,23
141,142,,Roberto Castro,70,15.73,89,14
142,T143,,Brad Fritsch,56,15.63,64,10
143,T143,,Marc Leishman,94,15.63,96,15
144,145,,Tyrone Van Aswegen,105,15.6,141,22
145,146,,D.A. Points,68,15.53,103,16
146,147,,Geoff Ogilvy,80,15.5,129,20
147,T148,,Ryan Palmer,61,15.48,84,13
148,T148,,Gary Woodland,94,15.48,84,13
149,150,,Ken Duke,77,15.22,92,14
150,151,,Tom Hoge,54,15.15,66,10
151,152,,Bryce Molder,74,15.12,86,13
152,153,,Scott Piercy,70,15.0,80,12
153,154,,Charles Howell III,86,14.95,107,16
154,155,,Ian Poulter,72,14.81,81,12
155,156,,Justin Rose,66,14.71,68,10
156,157,,Boo Weekley,75,14.68,109,16
157,158,,Louis Oosthuizen,69,14.52,62,9
158,159,,Kevin Kisner,105,14.5,131,19
159,T160,,Ryan Armour,63,14.29,84,12
160,T160,,Daniel Summerhays,100,14.29,126,18
161,162,,Phil Mickelson,85,14.16,113,16
162,163,,Jimmy Walker,68,14.1,78,11
