,Putts_per_Round_-_Round_3_RANK THIS WEEK,Putts_per_Round_-_Round_3_RANK LAST WEEK,Putts_per_Round_-_Round_3_PLAYER NAME,Putts_per_Round_-_Round_3_AVG,Putts_per_Round_-_Round_3_TOTAL PUTTS,Putts_per_Round_-_Round_3_TOTAL ROUNDS
0,1,,Ryo Ishikawa,26.25,210,8
1,2,,Whee Kim,26.73,294,11
2,3,,Chad Collins,26.88,215,8
3,4,,Carl Pettersson,27.14,190,7
4,5,,Dustin Johnson,27.5,440,16
5,6,,David Lingmerth,27.53,413,15
6,7,,Camilo Villegas,27.62,359,13
7,8,,Jordan Spieth,27.71,471,17
8,T9,,Cody Gribble,27.75,333,12
9,T9,,Steve Wheatcroft,27.75,222,8
10,11,,Scott Brown,27.78,500,18
11,12,,Peter Malnati,27.82,473,17
12,13,,Matt Kuchar,27.9,586,21
13,14,,Graeme McDowell,27.91,307,11
14,15,,Jonas Blixt,27.92,335,12
15,16,,Adam Hadwin,27.95,559,20
16,T17,,Brian Campbell,28.0,224,8
17,T17,,Brian Harman,28.0,560,20
18,T17,,Zach Johnson,28.0,448,16
19,T17,,Adam Scott,28.0,364,13
20,T21,,Brian Gay,28.06,449,16
21,T21,,Cameron Smith,28.06,477,17
22,23,,Tom Hoge,28.13,225,8
23,24,,Patrick Reed,28.18,620,22
24,25,,Justin Thomas,28.19,451,16
25,26,,Sean O'Hair,28.22,508,18
26,27,,Ryan Moore,28.24,480,17
27,28,,J.T. Poston,28.28,509,18
28,29,,Luke Donald,28.29,198,7
29,30,,Chris Stroud,28.3,283,10
30,31,,Kevin Kisner,28.36,624,22
31,32,,Wesley Bryan,28.37,539,19
32,T33,,Julián Etulain,28.38,369,13
33,T33,,Russell Knox,28.38,369,13
34,T35,,Nicholas Lindheim,28.4,284,10
35,T35,,Chez Reavie,28.4,568,20
36,37,,Phil Mickelson,28.42,540,19
37,T38,,J.B. Holmes,28.44,455,16
38,T38,,Seamus Power,28.44,512,18
39,40,,Charl Schwartzel,28.46,370,13
40,T41,,Martin Laird,28.47,484,17
41,T41,,Ian Poulter,28.47,427,15
42,T41,,Justin Rose,28.47,427,15
43,T44,,Byeong Hun An,28.5,456,16
44,T44,,Kelly Kraft,28.5,342,12
45,T44,,Michael Thompson,28.5,285,10
46,47,,Tag Ridings,28.54,371,13
47,48,,David Hearn,28.56,457,16
48,T49,,Morgan Hoffmann,28.59,486,17
49,T49,,Hideki Matsuyama,28.59,486,17
50,51,,Aaron Baddeley,28.6,286,10
51,52,,Kevin Chappell,28.63,544,19
52,53,,Sam Saunders,28.64,401,14
53,54,,Brooks Koepka,28.65,487,17
54,T55,,Shawn Stefani,28.7,287,10
55,T55,,Tim Wilkinson,28.7,287,10
56,T57,,Bud Cauley,28.71,488,17
57,T57,,Rickie Fowler,28.71,488,17
58,T59,,Ryan Blaum,28.73,632,22
59,T59,,Sung Kang,28.73,632,22
60,T61,,Danny Lee,28.75,460,16
