,GIR_Putting_Avg_-_30-35_RANK THIS WEEK,GIR_Putting_Avg_-_30-35_RANK LAST WEEK,GIR_Putting_Avg_-_30-35_PLAYER NAME,GIR_Putting_Avg_-_30-35_ROUNDS,GIR_Putting_Avg_-_30-35_% MADE,GIR_Putting_Avg_-_30-35_ATTEMPTS,GIR_Putting_Avg_-_30-35_PUTTS MADE
73,T73,,Hudson Swafford,94,0.71,70,5.0
74,T75,,Si Woo Kim,80,0.7,43,3.0
75,T75,,Scott Stallings,81,0.7,57,4.0
76,77,,Gary Woodland,94,0.69,58,4.0
77,T78,,Brian Gay,82,0.67,60,4.0
78,T78,,Emiliano Grillo,90,0.67,60,4.0
79,T78,,J.T. Poston,95,0.67,45,3.0
80,T78,,Bubba Watson,71,0.67,45,3.0
81,82,,Paul Casey,94,0.66,61,4.0
82,83,,Richy Werenski,81,0.65,46,3.0
83,T84,,Anirban Lahiri,72,0.63,32,2.0
84,T84,,Charl Schwartzel,63,0.63,32,2.0
85,86,,J.J. Henry,92,0.62,81,5.0
86,T87,,Aaron Baddeley,61,0.61,33,2.0
87,T87,,Miguel Angel Carballo,63,0.61,33,2.0
88,T87,,Bryce Molder,74,0.61,49,3.0
89,T87,,Ryan Moore,82,0.61,49,3.0
90,T91,,Charles Howell III,86,0.6,67,4.0
91,T91,,Justin Rose,66,0.6,50,3.0
92,T93,,Bill Haas,92,0.59,51,3.0
93,T93,,Andrew Loupe,55,0.59,34,2.0
94,T93,,Jimmy Walker,68,0.59,34,2.0
95,T96,,Rickie Fowler,78,0.58,52,3.0
96,T96,,Xander Schauffele,96,0.58,86,5.0
97,T98,,Brian Campbell,55,0.57,35,2.0
98,T98,,Sergio Garcia,65,0.57,35,2.0
99,T98,,Jason Kokrak,95,0.57,70,4.0
100,T98,,Grayson Murray,94,0.57,53,3.0
101,T98,,Kyle Stanley,104,0.57,70,4.0
102,T103,,Chad Campbell,97,0.56,90,5.0
103,T103,,Bryson DeChambeau,91,0.56,54,3.0
104,T103,,Billy Hurley III,80,0.56,71,4.0
105,T103,,Tag Ridings,67,0.56,36,2.0
106,T103,,Rory Sabbatini,71,0.56,36,2.0
107,108,,Andres Gonzales,73,0.55,55,3.0
108,T109,,Morgan Hoffmann,92,0.53,76,4.0
109,T109,,Seung-Yul Noh,91,0.53,57,3.0
110,T109,,Vaughn Taylor,90,0.53,57,3.0
111,T109,,Nick Taylor,97,0.53,57,3.0
112,113,,John Huh,92,0.52,77,4.0
113,T114,,Billy Horschel,88,0.51,78,4.0
114,T114,,Robert Streb,98,0.51,79,4.0
115,T116,,Matt Jones,64,0.5,40,2.0
116,T116,,Patton Kizzire,84,0.5,60,3.0
117,T118,,Julián Etulain,68,0.49,41,2.0
118,T118,,William McGirt,89,0.49,61,3.0
119,T118,,Rory McIlroy,51,0.49,41,2.0
120,T121,,Ryan Blaum,100,0.48,62,3.0
121,T121,,Graham DeLaet,82,0.48,84,4.0
122,T123,,Adam Hadwin,98,0.47,64,3.0
123,T123,,Luke List,102,0.47,64,3.0
124,125,,Kevin Chappell,95,0.46,65,3.0
125,126,,Shane Lowry,52,0.45,44,2.0
126,127,,Brendan Steele,89,0.44,45,2.0
127,T128,,Patrick Reed,107,0.43,69,3.0
128,T128,,Johnson Wagner,71,0.43,46,2.0
129,T130,,Patrick Rodgers,76,0.42,72,3.0
130,T130,,Justin Thomas,86,0.42,48,2.0
131,T132,,Whee Kim,74,0.41,49,2.0
132,T132,,Francesco Molinari,75,0.41,49,2.0
133,134,,Brett Stegmaier,78,0.4,50,2.0
134,135,,Jason Bohn,75,0.39,51,2.0
135,136,,Charley Hoffman,112,0.38,80,3.0
136,T137,,Ken Duke,77,0.37,54,2.0
137,T137,,David Hearn,93,0.37,54,2.0
138,T139,,Ben Martin,86,0.36,55,2.0
139,T139,,Kevin Streelman,90,0.36,56,2.0
140,141,,Rod Pampling,71,0.35,57,2.0
141,T142,,Scott Brown,95,0.34,87,3.0
142,T142,,Gonzalo Fernandez-Castaño,63,0.34,29,1.0
143,T142,,Retief Goosen,52,0.34,29,1.0
144,T142,,Seamus Power,86,0.34,58,2.0
145,T142,,Jordan Spieth,85,0.34,58,2.0
146,147,,Martin Flores,88,0.33,61,2.0
147,148,,Michael Thompson,60,0.32,31,1.0
148,T149,,Ernie Els,52,0.31,32,1.0
149,T149,,Derek Fathauer,81,0.31,64,2.0
150,T149,,Kyle Reifers,96,0.31,64,2.0
151,T152,,Jim Herman,77,0.29,69,2.0
152,T152,,Michael Kim,94,0.29,70,2.0
153,T152,,Jonathan Randolph,68,0.29,34,1.0
154,155,,Tyrone Van Aswegen,105,0.28,71,2.0
155,T156,,Ricky Barnes,100,0.27,75,2.0
156,T156,,Webb Simpson,102,0.27,75,2.0
157,T158,,Luke Donald,50,0.26,39,1.0
158,T158,,Dustin Johnson,77,0.26,38,1.0
159,T158,,Tim Wilkinson,64,0.26,38,1.0
160,161,,Hideki Matsuyama,83,0.25,40,1.0
161,162,,Graeme McDowell,56,0.24,42,1.0
162,T163,,Roberto Castro,70,0.23,44,1.0
163,T163,,Matt Every,76,0.23,43,1.0
164,T163,,J.B. Holmes,83,0.23,43,1.0
165,166,,Trey Mullinax,88,0.22,46,1.0
166,167,,Ian Poulter,72,0.21,47,1.0
167,T168,,Wesley Bryan,95,0.2,51,1.0
168,T168,,Zach Johnson,81,0.2,49,1.0
169,170,,Marc Leishman,94,0.18,55,1.0
170,T171,,Brandon Hagy,85,0.17,58,1.0
171,T171,,Hunter Mahan,73,0.17,59,1.0
172,T171,,Jhonattan Vegas,95,0.17,60,1.0
173,T174,,Bud Cauley,92,0.16,61,1.0
174,T174,,Ollie Schniederjans,92,0.16,62,1.0
175,T176,,Ben Crane,86,0.15,66,1.0
176,T176,,Cameron Tringale,89,0.15,66,1.0
177,T178,,Keegan Bradley,104,0.14,72,1.0
178,T178,,James Hahn,96,0.14,70,1.0
179,180,,Harold Varner III,101,0.13,80,1.0
180,T181,,Dominic Bozzelli,69,0.0,40,
181,T181,,Chad Collins,66,0.0,37,
182,T181,,Branden Grace,70,0.0,41,
183,T181,,Søren Kjeldsen,58,0.0,24,
184,T181,,Nicholas Lindheim,58,0.0,37,
185,T181,,David Lingmerth,79,0.0,54,
186,T181,,Sebastián Muñoz,51,0.0,20,
187,T181,,Ryan Palmer,61,0.0,22,
188,T181,,Cameron Percy,71,0.0,38,
189,T181,,Kevin Tway,96,0.0,55,
