,Total_3_Putts_-_10-15_RANK THIS WEEK,Total_3_Putts_-_10-15_RANK LAST WEEK,Total_3_Putts_-_10-15_PLAYER NAME,Total_3_Putts_-_10-15_ROUNDS,Total_3_Putts_-_10-15_TOTAL 3 PUTTS 10'-15',Total_3_Putts_-_10-15_TOTAL 3 PUTTS
0,T1,T1,Tommy Gainey,104,6,60
1,T1,T1,Scott Gutschewski,67,6,44
2,T1,T1,Derek Lamely,65,6,45
3,T1,T1,Gary Woodland,93,6,42
4,T5,T5,Arjun Atwal,91,5,45
5,T5,T5,Kris Blanks,92,5,55
6,T5,T5,Kevin Chappell,78,5,38
7,T5,T5,Paul Goydos,81,5,44
8,T5,T5,D.J. Trahan,91,5,67
9,T10,T10,Steven Bowditch,86,4,48
10,T10,T10,Brian Davis,105,4,45
11,T10,T10,Jason Dufner,78,4,38
12,T10,T10,David Duval,67,4,38
13,T10,T10,Hunter Haas,96,4,41
14,T10,T10,Justin Hicks,60,4,50
15,T10,T10,Dustin Johnson,72,4,40
16,T10,T10,Bill Lunde,92,4,49
17,T10,T10,Billy Mayfair,94,4,60
18,T10,T10,Zack Miller,86,4,61
19,T10,T10,Chez Reavie,92,4,54
20,T10,T10,Brandt Snedeker,85,4,30
21,T10,T10,Daniel Summerhays,75,4,38
22,T10,T10,Cameron Tringale,110,4,52
23,T10,T10,Jhonattan Vegas,84,4,61
24,T25,T25,Blake Adams,116,3,49
25,T25,T25,Michael Connell,76,3,40
26,T25,T25,Ben Crane,76,3,30
27,T25,T25,Ben Curtis,66,3,32
28,T25,T25,Joe Durant,71,3,57
29,T25,T25,Steve Flesch,88,3,36
30,T25,T25,Robert Garrigus,83,3,48
31,T25,T25,Bill Haas,93,3,36
32,T25,T25,J.P. Hayes,56,3,35
33,T25,T25,Brandt Jobe,100,3,56
34,T25,T25,Kent Jones,76,3,43
35,T25,T25,Robert Karlsson,61,3,19
36,T25,T25,William McGirt,103,3,47
37,T25,T25,George McNeill,69,3,21
38,T25,T25,Troy Merritt,63,3,41
39,T25,T25,Jeff Overton,92,3,35
40,T25,T25,Pat Perez,76,3,41
41,T25,T25,Tim Petrovic,88,3,30
42,T25,T25,Will Strickler,51,3,36
43,T25,T25,Josh Teater,104,3,48
44,T25,T25,Marc Turnesa,54,3,30
45,T25,T25,Johnson Wagner,81,3,38
46,T47,T47,Woody Austin,59,2,30
47,T47,T47,Briny Baird,60,2,28
48,T47,T47,Matt Bettencourt,84,2,43
49,T47,T47,Keegan Bradley,91,2,43
50,T47,T47,Joseph Bramlett,73,2,48
51,T47,T47,Stewart Cink,72,2,22
52,T47,T47,Chris Couch,73,2,31
53,T47,T47,Jason Day,76,2,31
54,T47,T47,Brendon de Jonge,105,2,34
55,T47,T47,Chris DiMarco,93,2,42
56,T47,T47,Ernie Els,71,2,37
57,T47,T47,Jim Furyk,87,2,29
58,T47,T47,Lucas Glover,74,2,31
59,T47,T47,Fabián Gómez,84,2,43
60,T47,T47,Retief Goosen,50,2,19
61,T47,T47,Padraig Harrington,60,2,23
62,T47,T47,Tim Herron,85,2,38
63,T47,T47,Charley Hoffman,93,2,41
64,T47,T47,J.B. Holmes,57,2,23
65,T47,T47,Billy Horschel,75,2,37
66,T47,T47,Ryuji Imada,83,2,40
67,T47,T47,Lee Janzen,62,2,25
68,T47,T47,Sung Kang,63,2,27
69,T47,T47,Anthony Kim,72,2,32
70,T47,T47,Kevin Kisner,70,2,22
71,T47,T47,Martin Laird,77,2,31
72,T47,T47,Jarrod Lyle,83,2,58
73,T47,T47,Matt McQuillan,59,2,22
74,T47,T47,Rocco Mediate,53,2,30
75,T47,T47,Phil Mickelson,79,2,34
76,T47,T47,Joe Ogilvie,75,2,29
77,T47,T47,Rod Pampling,72,2,33
78,T47,T47,Scott Piercy,78,2,37
79,T47,T47,Martin Piller,63,2,30
80,T47,T47,Ian Poulter,52,2,16
81,T47,T47,Alex Prugh,82,2,42
82,T47,T47,Andres Romero,77,2,36
83,T47,T47,Adam Scott,60,2,34
84,T47,T47,John Senden,94,2,40
85,T47,T47,Webb Simpson,98,2,33
86,T47,T47,Vijay Singh,79,2,44
87,T47,T47,Nate Smith,66,2,24
88,T47,T47,Kevin Stadler,88,2,43
89,T47,T47,Scott Stallings,84,2,43
90,T47,T47,Paul Stankowski,78,2,35
91,T47,T47,Kyle Stanley,98,2,56
92,T47,T47,Kevin Streelman,90,2,31
93,T47,T47,Chris Stroud,88,2,51
94,T47,T47,Michael Thompson,79,2,39
95,T47,T47,Boo Weekley,66,2,61
96,T47,T47,Charlie Wi,83,2,30
97,T47,T47,Dean Wilson,62,2,23
98,T99,T99,Robert Allenby,84,1,51
99,T99,T99,Stephen Ames,69,1,36
100,T99,T99,Stuart Appleby,65,1,31
101,T99,T99,Aaron Baddeley,77,1,27
102,T99,T99,Ricky Barnes,78,1,43
103,T99,T99,Cameron Beckman,71,1,45
104,T99,T99,Rich Beem,53,1,30
105,T99,T99,Shane Bertsch,62,1,27
106,T99,T99,Jason Bohn,74,1,42
107,T99,T99,Michael Bradley,74,1,29
108,T99,T99,D.J. Brigman,67,1,37
109,T99,T99,Ángel Cabrera,50,1,21
110,T99,T99,Chad Campbell,99,1,67
111,T99,T99,Alex Cejka,59,1,30
112,T99,T99,Rickie Fowler,84,1,35
113,T99,T99,Harrison Frazar,58,1,27
114,T99,T99,Bobby Gates,82,1,44
115,T99,T99,Brian Gay,90,1,30
116,T99,T99,Andres Gonzales,60,1,27
117,T99,T99,Nathan Green,81,1,49
118,T99,T99,J.J. Henry,96,1,38
119,T99,T99,Trevor Immelman,84,1,27
120,T99,T99,Matt Jones,71,1,28
121,T99,T99,Bio Kim,71,1,37
122,T99,T99,Chris Kirk,87,1,37
123,T99,T99,Matt Kuchar,94,1,19
124,T99,T99,Davis Love III,70,1,18
125,T99,T99,Hunter Mahan,92,1,49
126,T99,T99,Steve Marino,76,1,42
127,T99,T99,Scott McCarron,65,1,32
128,T99,T99,Graeme McDowell,50,1,18
129,T99,T99,Shaun Micheel,77,1,42
130,T99,T99,Ryan Moore,79,1,23
131,T99,T99,Kevin Na,84,1,25
132,T99,T99,Geoff Ogilvy,69,1,28
133,T99,T99,Carl Pettersson,95,1,34
134,T99,T99,Jim Renner,65,1,31
135,T99,T99,John Rollins,85,1,45
136,T99,T99,Justin Rose,79,1,33
137,T99,T99,Charl Schwartzel,58,1,23
138,T99,T99,Vaughn Taylor,89,1,34
139,T99,T99,Roland Thatcher,67,1,38
140,T99,T99,Bo Van Pelt,92,1,49
141,T99,T99,Nick Watney,80,1,25
142,T99,T99,Y.E. Yang,63,1,16
