,Total_1_Putts_-_20-25_RANK THIS WEEK,Total_1_Putts_-_20-25_RANK LAST WEEK,Total_1_Putts_-_20-25_PLAYER NAME,Total_1_Putts_-_20-25_ROUNDS,Total_1_Putts_-_20-25_TOTAL,Total_1_Putts_-_20-25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_20-25_PCT OF ALL 1-PUTTS
0,1,1,Chez Reavie,92,33,557,5.9
1,T2,T2,Blake Adams,116,25,762,3.3
2,T2,T2,Cameron Tringale,110,25,651,3.8
3,T4,T4,John Senden,94,24,523,4.6
4,T4,T4,Webb Simpson,98,24,607,4.0
5,6,6,Carl Pettersson,95,22,644,3.4
6,T7,T7,Kris Blanks,92,21,529,4.0
7,T7,T7,Brendon de Jonge,105,21,672,3.1
8,T7,T7,Brian Gay,90,21,555,3.8
9,T7,T7,Johnson Wagner,81,21,479,4.4
10,T11,T11,Aaron Baddeley,77,20,470,4.3
11,T11,T11,David Hearn,88,20,518,3.9
12,T11,T11,John Rollins,85,20,476,4.2
13,T14,T14,Steven Bowditch,86,19,581,3.3
14,T14,T14,Billy Mayfair,94,19,567,3.4
15,T16,T16,Stephen Ames,69,18,420,4.3
16,T16,T16,Rickie Fowler,84,18,502,3.6
17,T16,T16,Marc Leishman,87,18,547,3.3
18,T16,T16,Shaun Micheel,77,18,447,4.0
19,T16,T16,Roland Thatcher,67,18,446,4.0
20,T21,T21,Kevin Chappell,78,17,437,3.9
21,T21,T21,Hunter Haas,96,17,609,2.8
22,T21,T21,Bill Lunde,92,17,516,3.3
23,T21,T21,Hunter Mahan,92,17,549,3.1
24,T21,T21,William McGirt,103,17,605,2.8
25,T21,T21,Tim Petrovic,88,17,566,3.0
26,T21,T21,Josh Teater,104,17,606,2.8
27,T21,T21,David Toms,78,17,419,4.1
28,T21,T21,Mark Wilson,89,17,504,3.4
29,T30,T30,David Mathis,83,16,511,3.1
30,T30,T30,John Merrick,71,16,400,4.0
31,T30,T30,Bryce Molder,82,16,549,2.9
32,T30,T30,Ryan Moore,79,16,447,3.6
33,T30,T30,Nick O'Hern,89,16,521,3.1
34,T30,T30,Jeff Overton,92,16,517,3.1
35,T30,T30,Tag Ridings,87,16,521,3.1
36,T30,T30,Chris Riley,76,16,458,3.5
37,T30,T30,Paul Stankowski,78,16,475,3.4
38,T39,T39,Robert Allenby,84,15,469,3.2
39,T39,T39,Luke Donald,73,15,418,3.6
40,T39,T39,Fabián Gómez,84,15,452,3.3
41,T39,T39,Brandt Jobe,100,15,548,2.7
42,T39,T39,Pat Perez,76,15,526,2.9
43,T44,T44,Woody Austin,59,14,371,3.8
44,T44,T44,Chad Campbell,99,14,559,2.5
45,T44,T44,Nathan Green,81,14,522,2.7
46,T44,T44,Tim Herron,85,14,539,2.6
47,T44,T44,Kent Jones,76,14,444,3.2
48,T44,T44,Matt Jones,71,14,459,3.1
49,T44,T44,Martin Laird,77,14,453,3.1
50,T44,T44,Rod Pampling,72,14,424,3.3
51,T44,T44,D.A. Points,89,14,552,2.5
52,T44,T44,Andres Romero,77,14,530,2.6
53,T44,T44,Brandt Snedeker,85,14,531,2.6
54,T44,T44,Vaughn Taylor,89,14,593,2.4
55,T44,T44,Michael Thompson,79,14,497,2.8
56,T44,T44,Jimmy Walker,79,14,554,2.5
57,T58,T58,Arjun Atwal,91,13,605,2.1
58,T58,T58,Cameron Beckman,71,13,455,2.9
59,T58,T58,D.J. Brigman,67,13,386,3.4
60,T58,T58,Chris DiMarco,93,13,578,2.2
61,T58,T58,Jim Furyk,87,13,464,2.8
62,T58,T58,Tommy Gainey,104,13,625,2.1
63,T58,T58,Paul Goydos,81,13,502,2.6
64,T58,T58,Charles Howell III,108,13,627,2.1
65,T58,T58,Scott McCarron,65,13,397,3.3
66,T58,T58,Rocco Mediate,53,13,323,4.0
67,T58,T58,Alex Prugh,82,13,427,3.0
68,T58,T58,Daniel Summerhays,75,13,442,2.9
69,T58,T58,D.J. Trahan,91,13,526,2.5
70,T58,T58,Camilo Villegas,69,13,402,3.2
71,T58,T58,Nick Watney,80,13,470,2.8
72,T58,T58,Dean Wilson,62,13,410,3.2
73,T74,T74,Shane Bertsch,62,12,376,3.2
74,T74,T74,Matt Bettencourt,84,12,546,2.2
75,T74,T74,Jason Bohn,74,12,472,2.5
76,T74,T74,Keegan Bradley,91,12,526,2.3
77,T74,T74,Jonathan Byrd,83,12,519,2.3
78,T74,T74,Stewart Cink,72,12,354,3.4
79,T74,T74,Joe Durant,71,12,397,3.0
80,T74,T74,Lucas Glover,74,12,430,2.8
81,T74,T74,Charley Hoffman,93,12,516,2.3
82,T74,T74,Trevor Immelman,84,12,436,2.8
83,T74,T74,Colt Knost,80,12,462,2.6
84,T74,T74,Justin Leonard,82,12,513,2.3
85,T74,T74,Davis Love III,70,12,340,3.5
86,T74,T74,Ben Martin,74,12,441,2.7
87,T74,T74,Kevin Na,84,12,555,2.2
88,T74,T74,Michael Putnam,67,12,364,3.3
89,T74,T74,Nate Smith,66,12,395,3.0
90,T74,T74,Kevin Stadler,88,12,470,2.6
91,T74,T74,Scott Stallings,84,12,459,2.6
92,T74,T74,Kyle Stanley,98,12,539,2.2
93,T74,T74,Brendan Steele,89,12,505,2.4
94,T74,T74,Bo Van Pelt,92,12,501,2.4
95,T74,T74,Jhonattan Vegas,84,12,458,2.6
96,T74,T74,Charlie Wi,83,12,584,2.1
97,T98,T98,Michael Bradley,74,11,384,2.9
98,T98,T98,Greg Chalmers,88,11,623,1.8
99,T98,T98,Chris Couch,73,11,499,2.2
100,T98,T98,Padraig Harrington,60,11,347,3.2
101,T98,T98,Ryuji Imada,83,11,546,2.0
102,T98,T98,Freddie Jacobson,92,11,539,2.0
103,T98,T98,Lee Janzen,62,11,354,3.1
104,T98,T98,Bio Kim,71,11,429,2.6
105,T98,T98,Chris Kirk,87,11,542,2.0
106,T98,T98,Kevin Kisner,70,11,404,2.7
107,T98,T98,Jarrod Lyle,83,11,510,2.2
108,T98,T98,Graeme McDowell,50,11,272,4.0
109,T98,T98,Phil Mickelson,79,11,428,2.6
110,T98,T98,Kevin Streelman,90,11,508,2.2
