,Putting_from_3-5_RANK THIS WEEK,Putting_from_3-5_RANK LAST WEEK,Putting_from_3-5_PLAYER NAME,Putting_from_3-5_ROUNDS,Putting_from_3-5_% MADE,Putting_from_3-5_ATTEMPTS,Putting_from_3-5_PUTTS MADE
0,1,1,Brian Gay,90,94.49,254,240
1,2,2,Will Strickler,51,92.52,147,136
2,3,3,Y.E. Yang,63,92.5,120,111
3,4,4,Charlie Wi,83,92.23,283,261
4,5,5,Bill Haas,93,92.11,228,210
5,6,6,Steve Elkington,50,91.94,124,114
6,7,7,Ángel Cabrera,50,91.8,122,112
7,8,8,J.P. Hayes,56,91.72,157,144
8,9,9,Matt Kuchar,94,91.63,227,208
9,T10,T10,Greg Chalmers,88,91.39,267,244
10,T10,T10,Ryan Moore,79,91.39,209,191
11,12,12,Colt Knost,80,91.34,254,232
12,13,13,Brandt Snedeker,85,91.24,251,229
13,14,14,Andres Gonzales,60,91.23,171,156
14,15,15,Geoff Ogilvy,69,91.05,190,173
15,16,16,Luke Donald,73,91.01,178,162
16,T17,T17,Blake Adams,116,90.91,374,340
17,T17,T17,Freddie Jacobson,92,90.91,242,220
18,19,19,Ben Martin,74,90.87,263,239
19,20,20,Martin Laird,77,90.84,251,228
20,21,21,Chris Couch,73,90.83,229,208
21,22,22,Scott McCarron,65,90.82,196,178
22,23,23,Michael Thompson,79,90.76,249,226
23,24,24,Kevin Na,84,90.73,259,235
24,25,25,Vaughn Taylor,89,90.54,317,287
25,26,26,Michael Putnam,67,90.31,196,177
26,27,27,William McGirt,103,90.21,327,295
27,28,28,Padraig Harrington,60,90.17,173,156
28,29,29,Justin Leonard,82,90.11,263,237
29,T30,T30,Jonathan Byrd,83,90.0,250,225
30,T30,T30,Josh Teater,104,90.0,310,279
31,32,32,Tommy Gainey,104,89.91,347,312
32,33,33,Steve Stricker,70,89.88,168,151
33,34,34,David Hearn,88,89.81,265,238
34,35,35,Charles Howell III,108,89.76,293,263
35,36,36,David Toms,78,89.67,184,165
36,37,37,Carl Pettersson,95,89.66,319,286
37,T38,T38,Jerry Kelly,85,89.61,231,207
38,T38,T38,Bryce Molder,82,89.61,231,207
39,40,40,Brendon de Jonge,105,89.6,298,267
40,41,41,Shaun Micheel,77,89.54,239,214
41,42,42,Woody Austin,59,89.53,191,171
42,43,43,Jimmy Walker,79,89.52,248,222
43,44,44,Michael Connell,76,89.45,256,229
44,45,45,Brendan Steele,89,89.44,284,254
45,46,46,Nick Watney,80,89.42,208,186
46,47,47,Aron Price,58,89.39,179,160
47,48,48,George McNeill,69,89.36,188,168
48,T49,T49,Justin Rose,79,89.3,243,217
49,T49,T49,Dean Wilson,62,89.3,187,167
50,51,51,Garrett Willis,71,89.18,231,206
51,52,52,Jeff Overton,92,89.14,267,238
52,53,53,Ian Poulter,52,89.12,147,131
53,54,54,Jason Day,76,89.06,192,171
54,55,55,Andres Romero,77,89.04,301,268
55,56,56,D.A. Points,89,88.97,263,234
56,T57,T57,Keegan Bradley,91,88.89,252,224
57,T57,T57,Lee Janzen,62,88.89,189,168
58,T57,T57,Ryan Palmer,82,88.89,225,200
59,T57,T57,Tim Petrovic,88,88.89,279,248
60,61,61,Matt Bettencourt,84,88.85,287,255
61,62,62,Roland Thatcher,67,88.79,232,206
62,63,63,J.J. Henry,96,88.76,267,237
63,64,64,Stewart Cink,72,88.72,195,173
64,65,65,Billy Horschel,75,88.64,220,195
65,66,66,Scott Stallings,84,88.58,254,225
66,67,67,Johnson Wagner,81,88.56,236,209
67,68,68,Hunter Mahan,92,88.54,253,224
68,69,69,Chris Kirk,87,88.51,296,262
69,T70,T70,Steve Flesch,88,88.33,257,227
70,T70,T70,Richard Johnson,64,88.33,180,159
71,72,72,Phil Mickelson,79,88.17,279,246
72,73,73,Sean O'Hair,71,88.16,245,216
73,74,74,Trevor Immelman,84,88.14,194,171
