,Putting_from_-_20-25_RANK THIS WEEK,Putting_from_-_20-25_RANK LAST WEEK,Putting_from_-_20-25_PLAYER NAME,Putting_from_-_20-25_ROUNDS,Putting_from_-_20-25_% MADE,Putting_from_-_20-25_ATTEMPTS,Putting_from_-_20-25_PUTTS MADE
0,1,1,Chez Reavie,92,26.36,129,34
1,2,2,Graeme McDowell,50,22.45,49,11
2,3,3,Aaron Baddeley,77,20.2,99,20
3,4,4,David Toms,78,19.77,86,17
4,5,5,Steven Bowditch,86,19.61,102,20
5,6,6,Rickie Fowler,84,19.57,92,18
6,7,7,Rocco Mediate,53,19.12,68,13
7,8,8,Kevin Chappell,78,18.68,91,17
8,9,9,Shaun Micheel,77,18.63,102,19
9,10,10,Brian Gay,90,18.42,114,21
10,11,11,Will Strickler,51,18.33,60,11
11,12,12,Luke Donald,73,18.29,82,15
12,13,13,Webb Simpson,98,18.18,132,24
13,14,14,Scott McCarron,65,17.95,78,14
14,T15,T15,John Merrick,71,17.78,90,16
15,T15,T15,Tag Ridings,87,17.78,90,16
16,17,17,Paul Stankowski,78,17.53,97,17
17,18,18,Shane Bertsch,62,17.39,69,12
18,19,19,Chris Riley,76,17.35,98,17
19,20,20,John Senden,94,17.14,140,24
20,21,21,Carl Pettersson,95,16.92,130,22
21,22,22,Rod Pampling,72,16.87,83,14
22,23,23,Fabián Gómez,84,16.67,90,15
23,T24,T24,Stephen Ames,69,16.51,109,18
24,T24,T24,Roland Thatcher,67,16.51,109,18
25,26,26,Woody Austin,59,16.48,91,15
26,T27,T27,D.J. Brigman,67,16.47,85,14
27,T27,T27,Matt Jones,71,16.47,85,14
28,29,29,Johnson Wagner,81,16.41,128,21
29,30,30,Brendon de Jonge,105,16.18,136,22
30,31,31,John Rollins,85,16.15,130,21
31,32,32,Cameron Tringale,110,16.05,162,26
32,33,33,Mark Wilson,89,16.04,106,17
33,T34,T34,David Hearn,88,16.0,125,20
34,T34,T34,Ryan Moore,79,16.0,100,16
35,36,36,Hunter Haas,96,15.97,119,19
36,37,37,Brandt Snedeker,85,15.91,88,14
37,38,38,Padraig Harrington,60,15.71,70,11
38,39,39,Harrison Frazar,58,15.52,58,9
39,40,40,Camilo Villegas,69,15.48,84,13
40,41,41,Nate Smith,66,15.38,78,12
41,42,42,Hunter Mahan,92,15.18,112,17
42,43,43,David Mathis,83,15.09,106,16
43,44,44,Lee Janzen,62,15.07,73,11
44,45,45,Tim Petrovic,88,15.04,113,17
45,46,46,Blake Adams,116,14.88,168,25
46,47,47,Stewart Cink,72,14.81,81,12
47,T48,T48,Cameron Beckman,71,14.77,88,13
48,T48,T48,Michael Putnam,67,14.77,88,13
49,T48,T48,Nick Watney,80,14.77,88,13
50,51,51,Bryce Molder,82,14.68,109,16
51,T52,T52,Martin Laird,77,14.58,96,14
52,T52,T52,D.A. Points,89,14.58,96,14
53,54,54,Bill Lunde,92,14.53,117,17
54,55,55,Kris Blanks,92,14.48,145,21
55,56,56,Ben Martin,74,14.46,83,12
56,57,57,Marc Leishman,87,14.4,125,18
57,58,58,Kevin Kisner,70,14.29,84,12
58,59,59,Davis Love III,70,14.12,85,12
59,60,60,Nick O'Hern,89,14.05,121,17
60,61,61,Daniel Summerhays,75,13.98,93,13
61,62,62,Marc Turnesa,54,13.85,65,9
62,63,63,Nathan Green,81,13.59,103,14
63,64,64,Phil Mickelson,79,13.58,81,11
64,65,65,Ian Poulter,52,13.56,59,8
65,66,66,Jason Day,76,13.51,74,10
66,67,67,J.B. Holmes,57,13.43,67,9
67,68,68,Pat Perez,76,13.39,112,15
68,T69,T69,Ángel Cabrera,50,13.33,45,6
69,T69,T69,Charley Hoffman,93,13.33,90,12
70,T69,T69,Kent Jones,76,13.33,105,14
71,72,72,Dean Wilson,62,13.27,98,13
72,73,73,Kevin Na,84,13.19,91,12
73,T74,T74,Tim Herron,85,13.08,107,14
74,T74,T74,Andres Romero,77,13.08,107,14
75,T76,T76,Rich Beem,53,12.86,70,9
76,T76,T76,J.P. Hayes,56,12.86,70,9
77,T76,T76,Justin Hicks,60,12.86,70,9
78,T79,T79,Aron Price,58,12.82,78,10
79,T79,T79,Bubba Watson,85,12.82,78,10
80,T81,T81,Sung Kang,63,12.5,72,9
81,T81,T81,Bio Kim,71,12.5,88,11
82,T81,T81,Martin Piller,63,12.5,72,9
83,T81,T81,Michael Thompson,79,12.5,112,14
84,T81,T81,Jimmy Walker,79,12.5,120,15
85,T81,T81,Garrett Willis,71,12.5,88,11
86,87,87,Jim Furyk,87,12.38,105,13
87,88,88,Robert Garrigus,83,12.36,89,11
88,89,89,Charlie Wi,83,12.24,98,12
89,T90,T90,Ryuji Imada,83,12.22,90,11
90,T90,T90,Freddie Jacobson,92,12.22,90,11
91,92,92,Jeff Overton,92,12.21,131,16
92,93,93,Justin Leonard,82,12.12,99,12
93,94,94,Billy Mayfair,94,12.1,157,19
94,95,95,Keegan Bradley,91,12.07,116,14
95,96,96,Geoff Ogilvy,69,12.0,75,9
96,97,97,Scott Stallings,84,11.97,117,14
97,98,98,Colt Knost,80,11.88,101,12
98,99,99,Briny Baird,60,11.84,76,9
99,100,100,Paul Goydos,81,11.82,110,13
100,T101,T101,K.J. Choi,77,11.76,68,8
101,T101,T101,Sergio Garcia,61,11.76,68,8
102,T101,T101,Lucas Glover,74,11.76,102,12
103,T101,T101,Matt McQuillan,59,11.76,85,10
104,105,105,Brandt Jobe,100,11.63,129,15
105,106,106,Arjun Atwal,91,11.61,112,13
106,T107,T107,Jonathan Byrd,83,11.54,104,12
107,T107,T107,Joe Durant,71,11.54,104,12
108,T107,T107,Jhonattan Vegas,84,11.54,104,12
109,110,110,Greg Chalmers,88,11.46,96,11
110,111,111,Robert Allenby,84,11.45,131,15
111,112,112,Alex Prugh,82,11.4,114,13
112,113,113,David Duval,67,11.24,89,10
113,114,114,Josh Teater,104,11.18,152,17
114,115,115,Bo Van Pelt,92,11.11,108,12
115,T116,T116,Derek Lamely,65,10.98,82,9
116,T116,T116,George McNeill,69,10.98,82,9
117,118,118,Scott Gutschewski,67,10.96,73,8
118,119,119,Kevin Stadler,88,10.91,110,12
