,Putting_from_5-15_RANK THIS WEEK,Putting_from_5-15_RANK LAST WEEK,Putting_from_5-15_PLAYER NAME,Putting_from_5-15_ROUNDS,Putting_from_5-15_% MADE,Putting_from_5-15_ATTEMPTS,Putting_from_5-15_PUTTS MADE
0,1,1,Steve Stricker,70,54.91,377,207
1,2,2,Geoff Ogilvy,69,53.6,403,216
2,3,3,Ian Poulter,52,53.21,265,141
3,4,4,Luke Donald,73,52.28,373,195
4,5,5,Nick Watney,80,51.73,433,224
5,6,6,Zach Johnson,79,51.51,431,222
6,7,7,Bryce Molder,82,51.46,480,247
7,8,8,Steve Flesch,88,51.38,580,298
8,9,9,Andres Romero,77,51.13,485,248
9,10,10,Ángel Cabrera,50,50.6,251,127
10,11,11,Charlie Wi,83,50.57,526,266
11,12,12,Freddie Jacobson,92,50.55,457,231
12,13,13,Blake Adams,116,50.48,725,366
13,14,14,Brandt Snedeker,85,50.34,447,225
14,15,15,Kevin Na,84,50.11,465,233
15,T16,T16,Jason Day,76,50.0,418,209
16,T16,T16,Nate Smith,66,50.0,364,182
17,18,18,Mark Wilson,89,49.89,467,233
18,19,19,Greg Chalmers,88,49.81,534,266
19,20,20,Michael Thompson,79,49.78,456,227
20,21,21,Kevin Streelman,90,49.6,506,251
21,22,22,Anthony Kim,72,49.44,443,219
22,23,23,Ben Curtis,66,49.42,431,213
23,24,24,Ryan Moore,79,49.17,423,208
24,25,25,Alexandre Rocha,65,49.08,326,160
25,26,26,Andres Gonzales,60,48.97,341,167
26,27,27,Ben Martin,74,48.91,460,225
27,28,28,Hunter Mahan,92,48.83,512,250
28,29,29,Brian Gay,90,48.79,496,242
29,30,30,Jerry Kelly,85,48.7,462,225
30,T31,T31,Chris Couch,73,48.6,428,208
31,T31,T31,Tom Gillis,55,48.6,356,173
32,33,33,Dean Wilson,62,48.59,389,189
33,34,34,Aaron Baddeley,77,48.58,422,205
34,35,35,Rickie Fowler,84,48.54,478,232
35,36,36,Nathan Green,81,48.53,476,231
36,37,37,Michael Putnam,67,48.43,351,170
37,38,38,Scott Piercy,78,48.41,440,213
38,39,39,Will Strickler,51,48.18,303,146
39,40,40,Martin Laird,77,48.16,434,209
40,41,41,David Toms,78,48.15,432,208
41,T42,T42,Webb Simpson,98,47.8,567,271
42,T42,T42,Roland Thatcher,67,47.8,431,206
43,44,44,Jason Dufner,78,47.77,448,214
44,45,45,D.A. Points,89,47.67,514,245
45,46,46,Robert Karlsson,61,47.62,294,140
46,47,47,John Senden,94,47.56,513,244
47,48,48,Y.E. Yang,63,47.46,276,131
48,49,49,Ben Crane,76,47.43,409,194
49,50,50,David Mathis,83,47.4,519,246
50,51,51,Jim Renner,65,47.29,387,183
51,52,52,Tommy Gainey,104,47.26,675,319
52,T53,T53,Charles Howell III,108,47.22,612,289
53,T53,T53,Adam Scott,60,47.22,324,153
54,55,55,Jonathan Byrd,83,47.17,494,233
55,56,56,Steve Elkington,50,47.08,291,137
56,57,57,Carl Pettersson,95,47.0,617,290
57,T58,T58,Retief Goosen,50,46.95,279,131
58,T58,T58,Jeff Overton,92,46.95,524,246
59,T58,T58,Ryan Palmer,82,46.95,394,185
60,61,61,Cameron Tringale,110,46.93,652,306
61,62,62,Johnson Wagner,81,46.92,471,221
62,63,63,Paul Stankowski,78,46.8,453,212
63,64,64,Stephen Ames,69,46.75,385,180
64,65,65,Pat Perez,76,46.68,512,239
65,66,66,Matt Bettencourt,84,46.62,577,269
66,T67,T67,Woody Austin,59,46.61,339,158
67,T67,T67,Zack Miller,86,46.61,560,261
68,69,69,Kent Jones,76,46.6,500,233
69,70,70,Troy Matteson,91,46.58,556,259
70,71,71,Justin Rose,79,46.55,449,209
71,T72,T72,Charl Schwartzel,58,46.53,288,134
72,T72,T72,Brendan Steele,89,46.53,518,241
73,74,74,Joe Ogilvie,75,46.5,443,206
74,75,75,Brian Davis,105,46.46,663,308
75,76,76,Lucas Glover,74,46.35,438,203
76,77,77,Trevor Immelman,84,46.34,410,190
77,T78,T78,Hunter Haas,96,46.32,570,264
78,T78,T78,Brandt Jobe,100,46.32,585,271
79,T80,T80,Kevin Kisner,70,46.28,417,193
80,T80,T80,Chris Stroud,88,46.28,564,261
81,82,82,David Hearn,88,46.13,542,250
82,83,83,Graeme McDowell,50,46.07,280,129
83,84,84,Matt McQuillan,59,46.06,317,146
84,85,85,Brendon de Jonge,105,46.01,652,300
85,86,86,Chad Campbell,99,45.94,616,283
86,87,87,Matt Kuchar,94,45.91,501,230
87,88,88,Tim Herron,85,45.9,525,241
88,T89,T89,Richard Johnson,64,45.83,360,165
89,T89,T89,Martin Piller,63,45.83,408,187
90,T91,T91,Stuart Appleby,65,45.79,404,185
