,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
0,T1,T1,Jason Day,21,55
1,T1,T1,Rickie Fowler,24,55
2,T1,T1,Lucas Glover,23,55
3,T1,T1,Hunter Mahan,25,55
4,T1,T1,Graeme McDowell,16,55
5,T1,T1,Brandt Snedeker,26,55
6,T7,T7,Steve Marino,23,54
7,T7,T7,Matt McQuillan,21,54
8,T7,T7,Kevin Na,26,54
9,T7,T7,David Toms,23,54
10,T7,T7,Johnson Wagner,25,54
11,T12,T12,Cameron Beckman,25,53
12,T12,T12,Ángel Cabrera,17,53
13,T12,T12,Luke Donald,19,53
14,T12,T12,Fabián Gómez,26,53
15,T12,T12,Ben Martin,25,53
16,T12,T12,Geoff Ogilvy,21,53
17,T12,T12,Pat Perez,24,53
18,T12,T12,Martin Piller,23,53
19,T12,T12,Andres Romero,22,53
20,T12,T12,Steve Stricker,19,53
21,T12,T12,Will Strickler,19,53
22,T23,T23,Blake Adams,34,52
23,T23,T23,Shane Bertsch,20,52
24,T23,T23,Matt Bettencourt,30,52
25,T23,T23,Greg Chalmers,28,52
26,T23,T23,Tommy Gainey,34,52
27,T23,T23,Brian Gay,26,52
28,T23,T23,Hunter Haas,30,52
29,T23,T23,Martin Laird,23,52
30,T23,T23,Jeff Overton,26,52
31,T23,T23,Aron Price,18,52
32,T23,T23,Chez Reavie,27,52
33,T23,T23,Jim Renner,22,52
34,T23,T23,John Senden,26,52
35,T23,T23,Roland Thatcher,22,52
36,T23,T23,Michael Thompson,25,52
37,T23,T23,Nick Watney,22,52
38,T23,T23,Charlie Wi,25,52
39,T23,T23,Dean Wilson,22,52
40,T41,T41,Stephen Ames,22,51
41,T41,T41,Aaron Baddeley,22,51
42,T41,T41,Chris Couch,21,51
43,T41,T41,Steve Flesch,27,51
44,T41,T41,Robert Garrigus,26,51
45,T41,T41,Retief Goosen,16,51
46,T41,T41,Padraig Harrington,18,51
47,T41,T41,J.P. Hayes,19,51
48,T41,T41,David Hearn,26,51
49,T41,T41,Freddie Jacobson,25,51
50,T41,T41,Lee Janzen,19,51
51,T41,T41,Brandt Jobe,28,51
52,T41,T41,Sung Kang,21,51
53,T41,T41,Kevin Kisner,24,51
54,T41,T41,David Mathis,25,51
55,T41,T41,Scott McCarron,22,51
56,T41,T41,Shaun Micheel,27,51
57,T41,T41,Zack Miller,30,51
58,T41,T41,Bryce Molder,27,51
59,T41,T41,Ryan Moore,22,51
60,T41,T41,Rod Pampling,21,51
61,T41,T41,Carl Pettersson,27,51
62,T41,T41,D.A. Points,26,51
63,T41,T41,Michael Putnam,21,51
64,T41,T41,Tag Ridings,28,51
65,T41,T41,John Rollins,27,51
66,T41,T41,Charl Schwartzel,15,51
67,T41,T41,Webb Simpson,26,51
68,T41,T41,Vijay Singh,25,51
69,T41,T41,Nate Smith,24,51
70,T41,T41,Kevin Streelman,26,51
71,T41,T41,Cameron Tringale,32,51
72,T41,T41,Y.E. Yang,18,51
73,T74,T74,Woody Austin,18,50
74,T74,T74,Steven Bowditch,28,50
75,T74,T74,Stewart Cink,22,50
76,T74,T74,Brendon de Jonge,30,50
77,T74,T74,David Duval,24,50
78,T74,T74,Charles Howell III,30,50
79,T74,T74,Kent Jones,25,50
80,T74,T74,Robert Karlsson,18,50
81,T74,T74,Anthony Kim,26,50
82,T74,T74,Bio Kim,25,50
83,T74,T74,Bill Lunde,28,50
84,T74,T74,Billy Mayfair,29,50
85,T74,T74,William McGirt,32,50
86,T74,T74,John Merrick,21,50
87,T74,T74,Sean O'Hair,24,50
88,T74,T74,Joe Ogilvie,24,50
89,T74,T74,Tim Petrovic,29,50
90,T74,T74,Scott Piercy,23,50
91,T74,T74,Alexandre Rocha,22,50
92,T74,T74,Paul Stankowski,24,50
93,T74,T74,Marc Turnesa,20,50
94,T74,T74,Jhonattan Vegas,25,50
95,T74,T74,Camilo Villegas,25,50
96,T74,T74,Garrett Willis,24,50
97,T98,T98,Robert Allenby,25,49
98,T98,T98,Arjun Atwal,29,49
99,T98,T98,Kris Blanks,29,49
100,T98,T98,Jason Bohn,22,49
101,T98,T98,D.J. Brigman,23,49
102,T98,T98,Kevin Chappell,26,49
103,T98,T98,K.J. Choi,22,49
104,T98,T98,Ben Crane,23,49
105,T98,T98,Ben Curtis,23,49
106,T98,T98,Brian Davis,30,49
107,T98,T98,Harrison Frazar,19,49
108,T98,T98,Sergio Garcia,16,49
109,T98,T98,Andres Gonzales,21,49
110,T98,T98,Nathan Green,26,49
111,T98,T98,Bill Haas,26,49
112,T98,T98,Tim Herron,28,49
113,T98,T98,Billy Horschel,25,49
114,T98,T98,Ryuji Imada,29,49
115,T98,T98,Richard Johnson,23,49
116,T98,T98,Chris Kirk,28,49
117,T98,T98,Colt Knost,27,49
118,T98,T98,Matt Kuchar,24,49
119,T98,T98,Marc Leishman,27,49
120,T98,T98,Phil Mickelson,21,49
121,T98,T98,Nick O'Hern,29,49
122,T98,T98,Ian Poulter,16,49
123,T98,T98,Adam Scott,18,49
124,T98,T98,Scott Stallings,28,49
125,T98,T98,Kyle Stanley,28,49
126,T98,T98,Chris Stroud,28,49
127,T98,T98,Josh Teater,31,49
128,T98,T98,Bo Van Pelt,27,49
129,T98,T98,Mark Wilson,26,49
130,T98,T98,Gary Woodland,25,49
131,T132,T132,Briny Baird,19,48
132,T132,T132,Keegan Bradley,28,48
133,T132,T132,Joseph Bramlett,25,48
134,T132,T132,Jonathan Byrd,26,48
135,T132,T132,James Driscoll,24,48
136,T132,T132,Jason Dufner,23,48
137,T132,T132,Steve Elkington,17,48
138,T132,T132,Tom Gillis,19,48
139,T132,T132,Charley Hoffman,27,48
140,T132,T132,J.B. Holmes,16,48
141,T132,T132,Zach Johnson,23,48
142,T132,T132,Matt Jones,25,48
143,T132,T132,Jerry Kelly,26,48
144,T132,T132,Derek Lamely,26,48
145,T132,T132,Troy Merritt,23,48
146,T132,T132,Ryan Palmer,24,48
147,T132,T132,Kevin Stadler,27,48
148,T132,T132,Vaughn Taylor,27,48
149,T132,T132,Jimmy Walker,24,48
150,T132,T132,Bubba Watson,22,48
151,T152,T152,Chad Campbell,29,47
152,T152,T152,Michael Connell,26,47
153,T152,T152,Chris DiMarco,31,47
154,T152,T152,Bobby Gates,29,47
155,T152,T152,Paul Goydos,25,47
156,T152,T152,Jim Herman,22,47
157,T152,T152,Trevor Immelman,25,47
158,T152,T152,Dustin Johnson,21,47
159,T152,T152,Spencer Levin,31,47
160,T152,T152,Jarrod Lyle,29,47
161,T152,T152,Troy Matteson,28,47
162,T152,T152,George McNeill,21,47
163,T152,T152,Justin Rose,23,47
164,T152,T152,Rory Sabbatini,24,47
165,T166,T166,Stuart Appleby,24,46
166,T166,T166,Michael Bradley,24,46
167,T166,T166,Joe Durant,25,46
168,T166,T166,J.J. Henry,28,46
169,T166,T166,Justin Leonard,26,46
170,T166,T166,Rocco Mediate,23,46
171,T166,T166,Chris Riley,25,46
172,T166,T166,Heath Slocum,29,46
173,T166,T166,Brendan Steele,27,46
174,T175,T175,Rich Beem,21,45
175,T175,T175,Alex Cejka,21,45
176,T175,T175,Ernie Els,21,45
177,T175,T175,Jim Furyk,26,45
178,T175,T175,Scott Gutschewski,23,45
179,T175,T175,Justin Hicks,23,45
180,T175,T175,Davis Love III,22,45
181,T175,T175,Boo Weekley,23,45
182,T183,T183,Alex Prugh,29,44
183,T183,T183,Daniel Summerhays,29,44
184,T183,T183,D.J. Trahan,30,44
185,186,186,Ricky Barnes,23,43
