,GIR_Putting_-_5-10_RANK THIS WEEK,GIR_Putting_-_5-10_RANK LAST WEEK,GIR_Putting_-_5-10_PLAYER NAME,GIR_Putting_-_5-10_ROUNDS,GIR_Putting_-_5-10_%,GIR_Putting_-_5-10_ATTEMPTS,GIR_Putting_-_5-10_PUTTS MADE
0,1,1,Luke Donald,73,63.64,121,77
1,2,2,Steve Flesch,88,62.68,142,89
2,3,3,Geoff Ogilvy,69,61.82,110,68
3,4,4,Zach Johnson,79,60.8,125,76
4,5,5,Brandt Snedeker,85,60.66,122,74
5,6,6,Hunter Mahan,92,60.29,136,82
6,7,7,Mark Wilson,89,60.16,128,77
7,8,8,Jerry Kelly,85,59.83,117,70
8,9,9,Marc Turnesa,54,59.72,72,43
9,10,10,Brendan Steele,89,59.69,129,77
10,11,11,Justin Rose,79,59.5,121,72
11,12,12,Ian Poulter,52,59.46,74,44
12,13,13,D.A. Points,89,59.44,143,85
13,14,14,Andres Romero,77,58.73,126,74
14,15,15,Bryce Molder,82,58.54,123,72
15,T16,T16,Freddie Jacobson,92,58.18,110,64
16,T16,T16,Ryan Moore,79,58.18,110,64
17,18,18,Nate Smith,66,58.02,81,47
18,19,19,Steve Stricker,70,57.89,114,66
19,20,20,Nick Watney,80,57.72,123,71
20,21,21,Ben Martin,74,57.14,112,64
21,22,22,Ben Curtis,66,56.76,111,63
22,23,23,Paul Stankowski,78,56.52,115,65
23,24,24,Will Strickler,51,56.45,62,35
24,25,25,Scott McCarron,65,56.41,78,44
25,T26,T26,Aaron Baddeley,77,56.03,116,65
26,T26,T26,Steven Bowditch,86,56.03,141,79
27,28,28,Lee Janzen,62,56.0,75,42
28,29,29,Carl Pettersson,95,55.85,188,105
29,30,30,Blake Adams,116,55.72,201,112
30,31,31,Cameron Tringale,110,55.69,167,93
31,32,32,Y.E. Yang,63,55.56,72,40
32,33,33,Johnson Wagner,81,55.46,119,66
33,T34,T34,Ángel Cabrera,50,55.22,67,37
34,T34,T34,Brian Gay,90,55.22,134,74
35,T36,T36,Colt Knost,80,55.0,100,55
36,T36,T36,Phil Mickelson,79,55.0,100,55
37,T36,T36,Adam Scott,60,55.0,100,55
38,39,39,Jason Bohn,74,54.93,142,78
39,40,40,Jeff Overton,92,54.79,146,80
40,T41,T41,Tommy Gainey,104,54.76,168,92
41,T41,T41,Scott Piercy,78,54.76,126,69
42,43,43,Charlie Wi,83,54.74,137,75
43,44,44,Aron Price,58,54.64,97,53
44,45,45,David Toms,78,54.48,134,73
45,46,46,Billy Horschel,75,54.24,118,64
46,47,47,John Merrick,71,54.13,109,59
47,48,48,Tim Herron,85,54.07,135,73
48,49,49,Matt Kuchar,94,54.05,148,80
49,50,50,Marc Leishman,87,54.01,137,74
50,51,51,Gary Woodland,93,53.97,126,68
51,52,52,Graeme McDowell,50,53.93,89,48
52,53,53,Charley Hoffman,93,53.85,156,84
53,54,54,Camilo Villegas,69,53.7,108,58
54,55,55,Briny Baird,60,53.66,82,44
55,56,56,Jonathan Byrd,83,53.62,138,74
56,57,57,Chris DiMarco,93,53.37,163,87
57,58,58,Jim Furyk,87,53.08,130,69
58,59,59,Tim Petrovic,88,53.03,132,70
59,60,60,Lucas Glover,74,52.78,108,57
60,61,61,Jason Dufner,78,52.76,127,67
61,62,62,Matt McQuillan,59,52.7,74,39
62,T63,T63,Troy Matteson,91,52.63,152,80
63,T63,T63,Roland Thatcher,67,52.63,95,50
64,65,65,Stuart Appleby,65,52.53,99,52
65,66,66,Webb Simpson,98,52.41,187,98
66,67,67,Josh Teater,104,52.35,170,89
67,68,68,Scott Stallings,84,52.34,128,67
68,69,69,Martin Laird,77,52.31,130,68
69,70,70,Andres Gonzales,60,52.27,88,46
70,71,71,Charles Howell III,108,52.23,157,82
71,72,72,Brendon de Jonge,105,52.2,182,95
72,73,73,Bo Van Pelt,92,52.11,142,74
73,74,74,Vaughn Taylor,89,51.88,160,83
74,75,75,Rickie Fowler,84,51.77,141,73
75,76,76,Jimmy Walker,79,51.75,143,74
76,77,77,Stewart Cink,72,51.65,91,47
77,78,78,Retief Goosen,50,51.56,64,33
78,T79,T79,Hunter Haas,96,51.54,130,67
79,T79,T79,Steve Marino,76,51.54,130,67
80,81,81,J.P. Hayes,56,51.25,80,41
81,82,82,Kent Jones,76,51.18,127,65
82,83,83,David Hearn,88,51.03,145,74
83,84,84,Shane Bertsch,62,50.96,104,53
84,85,85,K.J. Choi,77,50.94,106,54
85,86,86,Nathan Green,81,50.86,116,59
86,87,87,Kevin Streelman,90,50.77,130,66
87,88,88,Rory Sabbatini,85,50.76,132,67
88,89,89,Spencer Levin,113,50.54,184,93
89,90,90,Anthony Kim,72,50.39,127,64
90,91,91,Nick O'Hern,89,50.37,135,68
91,T92,T92,Stephen Ames,69,50.0,114,57
92,T92,T92,Chris Couch,73,50.0,98,49
93,T92,T92,Scott Gutschewski,67,50.0,98,49
94,T92,T92,Jim Herman,69,50.0,106,53
95,T92,T92,Kevin Kisner,70,50.0,92,46
96,T92,T92,David Mathis,83,50.0,134,67
97,T92,T92,Billy Mayfair,94,50.0,164,82
98,T92,T92,Kevin Na,84,50.0,124,62
99,T92,T92,Garrett Willis,71,50.0,122,61
100,101,101,Arjun Atwal,91,49.68,155,77
101,T102,T102,Pat Perez,76,49.65,143,71
102,T102,T102,John Senden,94,49.65,143,71
103,104,104,Jarrod Lyle,83,49.54,109,54
104,105,105,Daniel Summerhays,75,49.51,103,51
105,T106,T106,Michael Bradley,74,49.45,91,45
106,T106,T106,Rocco Mediate,53,49.45,91,45
107,108,108,Tom Gillis,55,49.43,87,43
108,109,109,Charl Schwartzel,58,49.35,77,38
109,110,110,Ryuji Imada,83,49.3,142,70
110,111,111,Greg Chalmers,88,49.25,134,66
