,Total_1_Putts_-_5-10_RANK THIS WEEK,Total_1_Putts_-_5-10_RANK LAST WEEK,Total_1_Putts_-_5-10_PLAYER NAME,Total_1_Putts_-_5-10_ROUNDS,Total_1_Putts_-_5-10_TOTAL,Total_1_Putts_-_5-10_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_5-10_PCT OF ALL 1-PUTTS
0,1,1,Blake Adams,116,217,762,28.5
1,2,2,Carl Pettersson,95,187,644,29.0
2,3,3,Tommy Gainey,104,186,625,29.8
3,4,4,Cameron Tringale,110,179,651,27.5
4,5,5,Brendon de Jonge,105,178,672,26.5
5,6,6,Steve Flesch,88,174,590,29.5
6,T7,T7,Brian Davis,105,170,659,25.8
7,T7,T7,Spencer Levin,113,170,631,26.9
8,T7,T7,Webb Simpson,98,170,607,28.0
9,10,10,Greg Chalmers,88,168,623,27.0
10,T11,T11,Steven Bowditch,86,167,581,28.7
11,T11,T11,Chad Campbell,99,167,559,29.9
12,13,13,Charles Howell III,108,166,627,26.5
13,14,14,D.A. Points,89,163,552,29.5
14,15,15,Charlie Wi,83,162,584,27.7
15,16,16,Arjun Atwal,91,156,605,25.8
16,17,17,Troy Matteson,91,155,544,28.5
17,T18,T18,Brandt Jobe,100,154,548,28.1
18,T18,T18,Josh Teater,104,154,606,25.4
19,20,20,Chris DiMarco,93,151,578,26.1
20,T21,T21,Charley Hoffman,93,150,516,29.1
21,T21,T21,Matt Kuchar,94,150,537,27.9
22,T21,T21,Jeff Overton,92,150,517,29.0
23,T21,T21,Tim Petrovic,88,150,566,26.5
24,25,25,Andres Romero,77,149,530,28.1
25,T26,T26,Hunter Haas,96,148,609,24.3
26,T26,T26,David Hearn,88,148,518,28.6
27,T26,T26,Tim Herron,85,148,539,27.5
28,T29,T29,Matt Bettencourt,84,147,546,26.9
29,T29,T29,William McGirt,103,147,605,24.3
30,T29,T29,D.J. Trahan,91,147,526,27.9
31,T32,T32,Brian Gay,90,146,555,26.3
32,T32,T32,Ryuji Imada,83,146,546,26.7
33,T32,T32,Hunter Mahan,92,146,549,26.6
34,35,35,Bryce Molder,82,145,549,26.4
35,36,36,Nathan Green,81,144,522,27.6
36,T37,T37,Chris Stroud,88,143,532,26.9
37,T37,T37,Vaughn Taylor,89,143,593,24.1
38,T39,T39,Jonathan Byrd,83,142,519,27.4
39,T39,T39,David Mathis,83,142,511,27.8
40,T39,T39,Kevin Streelman,90,142,508,28.0
41,T39,T39,Jimmy Walker,79,142,554,25.6
42,T43,T43,Jason Bohn,74,141,472,29.9
43,T43,T43,Zach Johnson,79,141,488,28.9
44,T43,T43,Marc Leishman,87,141,547,25.8
45,T43,T43,Billy Mayfair,94,141,567,24.9
46,T43,T43,Chez Reavie,92,141,557,25.3
47,T43,T43,Nick Watney,80,141,470,30.0
48,T49,T49,Bill Lunde,92,140,516,27.1
49,T49,T49,Zack Miller,86,140,503,27.8
50,T49,T49,Brendan Steele,89,140,505,27.7
51,T52,T52,Pat Perez,76,139,526,26.4
52,T52,T52,Mark Wilson,89,139,504,27.6
53,54,54,Scott Piercy,78,138,457,30.2
54,T55,T55,Anthony Kim,72,137,426,32.2
55,T55,T55,Kevin Na,84,137,555,24.7
56,T55,T55,John Senden,94,137,523,26.2
57,T58,T58,Freddie Jacobson,92,136,539,25.2
58,T58,T58,Justin Rose,79,136,430,31.6
59,T58,T58,Vijay Singh,79,136,508,26.8
60,T61,T61,Keegan Bradley,91,135,526,25.7
61,T61,T61,Luke Donald,73,135,418,32.3
62,T61,T61,Jerry Kelly,85,135,477,28.3
63,T64,T64,Rickie Fowler,84,134,502,26.7
64,T64,T64,Kent Jones,76,134,444,30.2
65,T64,T64,Alex Prugh,82,134,427,31.4
66,T67,T67,Kris Blanks,92,133,529,25.1
67,T67,T67,Paul Stankowski,78,133,475,28.0
68,T67,T67,Kyle Stanley,98,133,539,24.7
69,T70,T70,Robert Allenby,84,132,469,28.1
70,T70,T70,Jason Dufner,78,132,450,29.3
71,T70,T70,Chris Kirk,87,132,542,24.4
72,T73,T73,Robert Garrigus,83,131,475,27.6
73,T73,T73,Ben Martin,74,131,441,29.7
74,T73,T73,Steve Stricker,70,131,426,30.8
75,T73,T73,Bo Van Pelt,92,131,501,26.1
76,T73,T73,Jhonattan Vegas,84,131,458,28.6
77,T78,T78,Paul Goydos,81,130,502,25.9
