,Putts_Made_Per_Event_Over_20_RANK THIS WEEK,Putts_Made_Per_Event_Over_20_RANK LAST WEEK,Putts_Made_Per_Event_Over_20_PLAYER NAME,Putts_Made_Per_Event_Over_20_ROUNDS,Putts_Made_Per_Event_Over_20_PUTTS MADE
0,1,1,Hunter Mahan,92,2.3
1,2,2,Johnson Wagner,81,2.2
2,3,3,Graeme McDowell,50,2.1
3,T4,T4,Jason Day,76,2.0
4,T4,T4,Chez Reavie,92,2.0
5,T4,T4,Charl Schwartzel,58,2.0
6,T4,T4,John Senden,94,2.0
7,T4,T4,Webb Simpson,98,2.0
8,T9,T9,Aaron Baddeley,77,1.9
9,T9,T9,Rickie Fowler,84,1.9
10,T9,T9,Lucas Glover,74,1.9
11,T9,T9,Padraig Harrington,60,1.9
12,T13,T13,Sergio Garcia,61,1.8
13,T13,T13,Aron Price,58,1.8
14,T13,T13,Brandt Snedeker,85,1.8
15,T13,T13,David Toms,78,1.8
16,T13,T13,Cameron Tringale,110,1.8
17,T18,T18,Brian Gay,90,1.7
18,T18,T18,Brandt Jobe,100,1.7
19,T18,T18,Steve Marino,76,1.7
20,T18,T18,Rod Pampling,72,1.7
21,T18,T18,Carl Pettersson,95,1.7
22,T18,T18,John Rollins,85,1.7
23,T18,T18,Mark Wilson,89,1.7
24,T25,T25,Stephen Ames,69,1.6
25,T25,T25,Shane Bertsch,62,1.6
26,T25,T25,Stewart Cink,72,1.6
27,T25,T25,Luke Donald,73,1.6
28,T25,T25,Ernie Els,71,1.6
29,T25,T25,Fabián Gómez,84,1.6
30,T25,T25,Hunter Haas,96,1.6
31,T25,T25,Billy Mayfair,94,1.6
32,T25,T25,Matt McQuillan,59,1.6
33,T25,T25,John Merrick,71,1.6
34,T25,T25,Ryan Moore,79,1.6
35,T25,T25,Kevin Na,84,1.6
36,T25,T25,Tim Petrovic,88,1.6
37,T25,T25,Bubba Watson,85,1.6
38,T39,T39,Blake Adams,116,1.5
39,T39,T39,Robert Allenby,84,1.5
40,T39,T39,Woody Austin,59,1.5
41,T39,T39,Kris Blanks,92,1.5
42,T39,T39,Brendon de Jonge,105,1.5
43,T39,T39,Retief Goosen,50,1.5
44,T39,T39,Trevor Immelman,84,1.5
45,T39,T39,Freddie Jacobson,92,1.5
46,T39,T39,Jeff Overton,92,1.5
47,T39,T39,Pat Perez,76,1.5
48,T39,T39,D.A. Points,89,1.5
49,T39,T39,Adam Scott,60,1.5
50,T39,T39,Vijay Singh,79,1.5
51,T39,T39,Paul Stankowski,78,1.5
52,T39,T39,Kevin Streelman,90,1.5
53,T39,T39,Jhonattan Vegas,84,1.5
54,T39,T39,Nick Watney,80,1.5
55,T39,T39,Y.E. Yang,63,1.5
56,T57,T57,D.J. Brigman,67,1.4
57,T57,T57,Chad Campbell,99,1.4
58,T57,T57,Greg Chalmers,88,1.4
59,T57,T57,Chris Couch,73,1.4
60,T57,T57,Robert Garrigus,83,1.4
61,T57,T57,Charles Howell III,108,1.4
62,T57,T57,Lee Janzen,62,1.4
63,T57,T57,Martin Laird,77,1.4
64,T57,T57,Bill Lunde,92,1.4
65,T57,T57,Ben Martin,74,1.4
66,T57,T57,Scott McCarron,65,1.4
67,T57,T57,William McGirt,103,1.4
68,T57,T57,Nick O'Hern,89,1.4
69,T57,T57,Scott Piercy,78,1.4
70,T57,T57,Michael Putnam,67,1.4
71,T57,T57,Tag Ridings,87,1.4
72,T57,T57,Andres Romero,77,1.4
73,T57,T57,Kevin Stadler,88,1.4
74,T57,T57,Steve Stricker,70,1.4
75,T57,T57,Will Strickler,51,1.4
76,T57,T57,Roland Thatcher,67,1.4
77,T57,T57,Camilo Villegas,69,1.4
78,T57,T57,Dean Wilson,62,1.4
79,T80,T80,Briny Baird,60,1.3
80,T80,T80,Cameron Beckman,71,1.3
81,T80,T80,Jason Bohn,74,1.3
82,T80,T80,Steven Bowditch,86,1.3
83,T80,T80,Ben Crane,76,1.3
84,T80,T80,David Duval,67,1.3
85,T80,T80,Jim Furyk,87,1.3
86,T80,T80,Bill Haas,93,1.3
87,T80,T80,David Hearn,88,1.3
88,T80,T80,Tim Herron,85,1.3
89,T80,T80,Charley Hoffman,93,1.3
90,T80,T80,Kent Jones,76,1.3
91,T80,T80,Matt Kuchar,94,1.3
92,T80,T80,Marc Leishman,87,1.3
93,T80,T80,David Mathis,83,1.3
94,T80,T80,Shaun Micheel,77,1.3
95,T80,T80,Phil Mickelson,79,1.3
96,T80,T80,Geoff Ogilvy,69,1.3
97,T80,T80,Ian Poulter,52,1.3
98,T80,T80,Chris Riley,76,1.3
99,T80,T80,Alexandre Rocha,65,1.3
100,T80,T80,Kyle Stanley,98,1.3
101,T80,T80,Michael Thompson,79,1.3
102,T80,T80,Bo Van Pelt,92,1.3
103,T104,T104,Michael Bradley,74,1.2
104,T104,T104,Ángel Cabrera,50,1.2
105,T104,T104,Kevin Chappell,78,1.2
106,T104,T104,Steve Flesch,88,1.2
107,T104,T104,Harrison Frazar,58,1.2
108,T104,T104,Tommy Gainey,104,1.2
109,T104,T104,J.P. Hayes,56,1.2
110,T104,T104,J.J. Henry,96,1.2
111,T104,T104,J.B. Holmes,57,1.2
112,T104,T104,Matt Jones,71,1.2
113,T104,T104,Sung Kang,63,1.2
114,T104,T104,Robert Karlsson,61,1.2
115,T104,T104,Chris Kirk,87,1.2
116,T104,T104,Colt Knost,80,1.2
117,T104,T104,Bryce Molder,82,1.2
118,T104,T104,Justin Rose,79,1.2
119,T104,T104,Nate Smith,66,1.2
120,T104,T104,Josh Teater,104,1.2
121,T104,T104,Charlie Wi,83,1.2
122,T104,T104,Garrett Willis,71,1.2
123,T104,T104,Gary Woodland,93,1.2
124,T125,T125,Arjun Atwal,91,1.1
125,T125,T125,Ricky Barnes,78,1.1
126,T125,T125,Matt Bettencourt,84,1.1
127,T125,T125,Jonathan Byrd,83,1.1
128,T125,T125,K.J. Choi,77,1.1
129,T125,T125,Paul Goydos,81,1.1
130,T125,T125,Nathan Green,81,1.1
131,T125,T125,Billy Horschel,75,1.1
132,T125,T125,Ryuji Imada,83,1.1
133,T125,T125,Richard Johnson,64,1.1
134,T125,T125,Jerry Kelly,85,1.1
135,T125,T125,Bio Kim,71,1.1
136,T125,T125,Kevin Kisner,70,1.1
137,T125,T125,Spencer Levin,113,1.1
138,T125,T125,Troy Matteson,91,1.1
139,T125,T125,George McNeill,69,1.1
140,T125,T125,Sean O'Hair,71,1.1
141,T125,T125,Martin Piller,63,1.1
142,T125,T125,Jim Renner,65,1.1
143,T125,T125,Heath Slocum,89,1.1
144,T125,T125,Chris Stroud,88,1.1
145,T125,T125,Marc Turnesa,54,1.1
146,T125,T125,Jimmy Walker,79,1.1
147,T148,T148,Stuart Appleby,65,1.0
148,T148,T148,Keegan Bradley,91,1.0
149,T148,T148,Joseph Bramlett,73,1.0
150,T148,T148,Brian Davis,105,1.0
151,T148,T148,Jason Dufner,78,1.0
152,T148,T148,Joe Durant,71,1.0
153,T148,T148,Jim Herman,69,1.0
154,T148,T148,Anthony Kim,72,1.0
155,T148,T148,Justin Leonard,82,1.0
156,T148,T148,Davis Love III,70,1.0
157,T148,T148,Rocco Mediate,53,1.0
158,T148,T148,Joe Ogilvie,75,1.0
159,T148,T148,Ryan Palmer,82,1.0
160,T148,T148,Vaughn Taylor,89,1.0
161,T148,T148,D.J. Trahan,91,1.0
162,T148,T148,Boo Weekley,66,1.0
163,T164,T164,Michael Connell,76,0.9
164,T164,T164,Ben Curtis,66,0.9
165,T164,T164,Chris DiMarco,93,0.9
166,T164,T164,Steve Elkington,50,0.9
167,T164,T164,Bobby Gates,82,0.9
168,T164,T164,Dustin Johnson,72,0.9
169,T164,T164,Jarrod Lyle,83,0.9
170,T164,T164,Troy Merritt,63,0.9
171,T164,T164,Zack Miller,86,0.9
172,T164,T164,Scott Stallings,84,0.9
173,T164,T164,Brendan Steele,89,0.9
