,Putting_from_5-10_RANK THIS WEEK,Putting_from_5-10_RANK LAST WEEK,Putting_from_5-10_PLAYER NAME,Putting_from_5-10_ROUNDS,Putting_from_5-10_%,Putting_from_5-10_ATTEMPTS,Putting_from_5-10_PUTTS MADE
0,1,1,Luke Donald,73,66.38,235,156
1,2,2,Bryce Molder,82,65.69,274,180
2,3,3,Steve Stricker,70,64.83,236,153
3,4,4,Nate Smith,66,64.76,227,147
4,5,5,Zach Johnson,79,63.81,257,164
5,6,6,Steve Flesch,88,63.76,367,234
6,7,7,Nick Watney,80,63.53,266,169
7,8,8,Jerry Kelly,85,63.12,263,166
8,9,9,Freddie Jacobson,92,62.98,262,165
9,10,10,Geoff Ogilvy,69,62.6,254,159
10,11,11,Aaron Baddeley,77,61.73,243,150
11,12,12,Ian Poulter,52,61.31,168,103
12,13,13,John Senden,94,61.2,299,183
13,14,14,Kevin Streelman,90,61.09,293,179
14,15,15,Blake Adams,116,60.98,451,275
15,16,16,Ryan Moore,79,60.56,251,152
16,17,17,Ben Martin,74,60.55,289,175
17,18,18,Andres Romero,77,60.33,300,181
18,19,19,Charlie Wi,83,60.25,317,191
19,20,20,Jason Day,76,60.24,254,153
20,21,21,Tommy Gainey,104,60.2,392,236
21,22,22,Greg Chalmers,88,60.18,334,201
22,T23,T23,Ángel Cabrera,50,60.0,160,96
23,T23,T23,Ben Curtis,66,60.0,260,156
24,T23,T23,D.A. Points,89,60.0,320,192
25,26,26,Adam Scott,60,59.81,209,125
26,27,27,Justin Rose,79,59.78,271,162
27,28,28,Y.E. Yang,63,59.64,166,99
28,29,29,Andres Gonzales,60,59.63,218,130
29,30,30,Troy Matteson,91,59.59,339,202
30,31,31,Dean Wilson,62,59.58,240,143
31,32,32,Johnson Wagner,81,59.57,282,168
32,33,33,Tim Herron,85,59.55,309,184
33,34,34,Mark Wilson,89,59.5,279,166
34,35,35,Billy Horschel,75,59.41,239,142
35,36,36,Steven Bowditch,86,59.18,343,203
36,37,37,Brian Gay,90,59.12,296,175
37,38,38,Anthony Kim,72,59.03,288,170
38,39,39,Charles Howell III,108,58.99,356,210
39,40,40,Tim Petrovic,88,58.9,309,182
40,41,41,Brendan Steele,89,58.88,304,179
41,42,42,Hunter Mahan,92,58.86,316,186
42,43,43,Jason Bohn,74,58.76,291,171
43,44,44,Scott Piercy,78,58.63,278,163
44,45,45,Retief Goosen,50,58.55,152,89
45,46,46,Kevin Na,84,58.48,289,169
46,T47,T47,Jonathan Byrd,83,58.47,301,176
47,T47,T47,Nathan Green,81,58.47,301,176
48,49,49,Roland Thatcher,67,58.43,255,149
49,T50,T50,Matt Kuchar,94,58.42,303,177
50,T50,T50,Alexandre Rocha,65,58.42,202,118
51,52,52,Brandt Snedeker,85,58.36,269,157
52,53,53,Michael Thompson,79,58.33,276,161
53,54,54,Cameron Tringale,110,58.31,403,235
54,55,55,Chris Couch,73,58.23,237,138
55,56,56,Rickie Fowler,84,58.19,287,167
56,57,57,Kevin Kisner,70,58.17,251,146
57,58,58,Carl Pettersson,95,58.16,380,221
58,59,59,Martin Laird,77,58.12,277,161
59,60,60,Marc Turnesa,54,58.05,174,101
60,61,61,Ryan Palmer,82,57.98,257,149
61,62,62,Briny Baird,60,57.92,183,106
62,63,63,Ben Crane,76,57.79,244,141
63,64,64,Jim Renner,65,57.58,231,133
64,65,65,David Mathis,83,57.57,304,175
65,66,66,Michael Putnam,67,57.53,219,126
66,67,67,Richard Johnson,64,57.49,207,119
67,68,68,Tag Ridings,87,57.48,294,169
