,Putting_from_5-10_RANK THIS WEEK,Putting_from_5-10_RANK LAST WEEK,Putting_from_5-10_PLAYER NAME,Putting_from_5-10_ROUNDS,Putting_from_5-10_%,Putting_from_5-10_ATTEMPTS,Putting_from_5-10_PUTTS MADE
68,69,69,Charl Schwartzel,58,57.45,188,108
69,70,70,J.B. Holmes,57,57.43,202,116
70,71,71,Webb Simpson,98,57.38,359,206
71,72,72,Jeff Overton,92,57.32,328,188
72,73,73,Will Strickler,51,57.29,192,110
73,74,74,Stephen Ames,69,57.2,250,143
74,T75,T75,Jason Dufner,78,57.14,287,164
75,T75,T75,Jim Herman,69,57.14,245,140
76,T75,T75,Derek Lamely,65,57.14,252,144
77,T75,T75,Martin Piller,63,57.14,231,132
78,79,79,Matt McQuillan,59,56.98,179,102
79,80,80,Gary Woodland,93,56.94,288,164
80,81,81,Paul Stankowski,78,56.89,283,161
81,82,82,Phil Mickelson,79,56.68,217,123
82,83,83,David Toms,78,56.64,256,145
83,84,84,Pat Perez,76,56.63,309,175
84,85,85,Colt Knost,80,56.59,258,146
85,86,86,Trevor Immelman,84,56.45,248,140
86,87,87,Michael Bradley,74,56.25,208,117
87,88,88,Alex Prugh,82,56.23,313,176
88,89,89,James Driscoll,71,56.18,251,141
89,90,90,David Hearn,88,56.17,324,182
90,91,91,Woody Austin,59,56.16,219,123
91,92,92,Chad Campbell,99,56.15,390,219
92,93,93,Stuart Appleby,65,56.13,253,142
93,94,94,Joe Ogilvie,75,56.08,255,143
94,95,95,Scott Stallings,84,55.95,311,174
95,96,96,Spencer Levin,113,55.92,363,203
96,97,97,Scott Gutschewski,67,55.85,265,148
97,98,98,Hunter Haas,96,55.76,330,184
98,99,99,Cameron Beckman,71,55.68,273,152
99,100,100,Rory Sabbatini,85,55.67,282,157
100,T101,T101,Tom Gillis,55,55.65,230,128
101,T101,T101,Troy Merritt,63,55.65,239,133
102,103,103,Padraig Harrington,60,55.49,173,96
103,104,104,Robert Allenby,84,55.44,294,163
104,T105,T105,Kent Jones,76,55.41,296,164
105,T105,T105,Bo Van Pelt,92,55.41,314,174
106,107,107,Marc Leishman,87,55.37,307,170
107,108,108,Bill Haas,93,55.34,309,171
108,109,109,Brandt Jobe,100,55.28,360,199
109,110,110,John Merrick,71,55.24,248,137
110,111,111,Kevin Chappell,78,55.23,277,153
111,112,112,J.J. Henry,96,55.19,270,149
112,113,113,Brendon de Jonge,105,55.17,377,208
113,T114,T114,Stewart Cink,72,55.1,196,108
114,T114,T114,Robert Karlsson,61,55.1,196,108
115,T114,T114,Chris Stroud,88,55.1,343,189
116,117,117,Lucas Glover,74,55.06,247,136
117,118,118,Chris DiMarco,93,55.05,327,180
118,119,119,Sean O'Hair,71,54.89,266,146
119,120,120,Ricky Barnes,78,54.85,237,130
120,121,121,Ryuji Imada,83,54.79,334,183
121,122,122,David Duval,67,54.75,263,144
122,123,123,Matt Bettencourt,84,54.74,327,179
123,124,124,Daniel Summerhays,75,54.72,254,139
124,125,125,Joseph Bramlett,73,54.69,245,134
125,126,126,Shaun Micheel,77,54.68,278,152
126,127,127,Vaughn Taylor,89,54.65,333,182
127,128,128,Scott McCarron,65,54.63,205,112
128,129,129,Arjun Atwal,91,54.62,346,189
129,130,130,Vijay Singh,79,54.6,326,178
130,131,131,George McNeill,69,54.55,253,138
131,132,132,Bubba Watson,85,54.47,246,134
132,133,133,William McGirt,103,54.44,349,190
133,134,134,Jhonattan Vegas,84,54.31,313,170
134,135,135,Graeme McDowell,50,54.26,188,102
135,136,136,Charley Hoffman,93,54.13,327,177
136,137,137,Zack Miller,86,54.01,374,202
137,138,138,Rod Pampling,72,53.94,254,137
138,139,139,Michael Connell,76,53.9,295,159
139,140,140,Jimmy Walker,79,53.89,334,180
140,T141,T141,D.J. Brigman,67,53.88,232,125
141,T141,T141,K.J. Choi,77,53.88,219,118
142,143,143,Josh Teater,104,53.87,388,209
143,144,144,Robert Garrigus,83,53.7,324,174
144,145,145,Shane Bertsch,62,53.67,218,117
145,146,146,Brian Davis,105,53.62,401,215
146,147,147,Chris Kirk,87,53.56,323,173
147,148,148,Sung Kang,63,53.55,211,113
148,149,149,Matt Jones,71,53.53,269,144
149,150,150,Steve Elkington,50,53.44,189,101
150,151,151,Bill Lunde,92,53.43,335,179
151,152,152,Garrett Willis,71,53.36,283,151
152,153,153,Jim Furyk,87,53.17,252,134
153,154,154,Steve Marino,76,53.15,286,152
154,T155,T155,Justin Leonard,82,53.0,300,159
155,T155,T155,Davis Love III,70,53.0,200,106
156,157,157,Lee Janzen,62,52.94,187,99
157,158,158,Chris Riley,76,52.85,263,139
158,T159,T159,Aron Price,58,52.78,216,114
159,T159,T159,D.J. Trahan,91,52.78,360,190
160,161,161,Jarrod Lyle,83,52.72,294,155
161,162,162,Nick O'Hern,89,52.31,281,147
162,163,163,Keegan Bradley,91,52.29,327,171
163,164,164,Camilo Villegas,69,52.16,232,121
164,165,165,Fabián Gómez,84,52.05,292,152
165,166,166,Justin Hicks,60,51.81,193,100
166,167,167,Rocco Mediate,53,51.79,224,116
167,168,168,Heath Slocum,89,51.74,317,164
168,169,169,Kyle Stanley,98,51.58,349,180
169,170,170,John Rollins,85,51.48,305,157
170,171,171,Chez Reavie,92,51.28,351,180
171,172,172,Bio Kim,71,50.62,241,122
172,173,173,Rich Beem,53,50.24,209,105
173,174,174,Billy Mayfair,94,50.0,342,171
174,175,175,Joe Durant,71,49.82,279,139
175,176,176,Harrison Frazar,58,49.76,205,102
176,177,177,Kevin Stadler,88,49.67,300,149
177,178,178,J.P. Hayes,56,49.51,206,102
178,179,179,Alex Cejka,59,49.24,197,97
179,180,180,Sergio Garcia,61,49.21,191,94
180,181,181,Paul Goydos,81,48.65,333,162
181,182,182,Kris Blanks,92,48.14,349,168
182,183,183,Bobby Gates,82,47.67,279,133
183,184,184,Dustin Johnson,72,47.56,246,117
184,185,185,Ernie Els,71,47.35,245,116
185,186,186,Boo Weekley,66,47.19,231,109
