,GIR_Putting_-_10-15_RANK THIS WEEK,GIR_Putting_-_10-15_RANK LAST WEEK,GIR_Putting_-_10-15_PLAYER NAME,GIR_Putting_-_10-15_ROUNDS,GIR_Putting_-_10-15_%,GIR_Putting_-_10-15_ATTEMPTS,GIR_Putting_-_10-15_PUTTS MADE
0,1,1,Robert Karlsson,61,39.13,69,27
1,2,2,Geoff Ogilvy,69,38.46,104,40
2,3,3,Ian Poulter,52,38.03,71,27
3,4,4,Brandt Snedeker,85,38.02,121,46
4,5,5,Brian Davis,105,37.89,190,72
5,6,6,Steve Stricker,70,37.61,117,44
6,7,7,Charlie Wi,83,37.16,148,55
7,8,8,Michael Thompson,79,36.75,117,43
8,9,9,Lee Janzen,62,36.47,85,31
9,10,10,Ryan Moore,79,36.29,124,45
10,11,11,Chris Couch,73,35.71,140,50
11,12,12,Will Strickler,51,35.21,71,25
12,13,13,Hunter Mahan,92,35.07,134,47
13,14,14,Matt Bettencourt,84,34.62,156,54
14,15,15,Freddie Jacobson,92,34.25,146,50
15,16,16,Joe Ogilvie,75,34.23,111,38
16,17,17,Kevin Na,84,34.19,117,40
17,18,18,Andres Romero,77,34.17,120,41
18,19,19,Rickie Fowler,84,33.86,127,43
19,20,20,Zach Johnson,79,33.58,137,46
20,T21,T21,K.J. Choi,77,33.33,129,43
21,T21,T21,Boo Weekley,66,33.33,111,37
22,T23,T23,Ángel Cabrera,50,32.84,67,22
23,T23,T23,Brendon de Jonge,105,32.84,201,66
24,25,25,Hunter Haas,96,32.81,192,63
25,26,26,Nathan Green,81,32.74,113,37
26,27,27,Lucas Glover,74,32.56,129,42
27,28,28,Tom Gillis,55,32.22,90,29
28,T29,T29,Brian Gay,90,32.09,134,43
29,T29,T29,Nick Watney,80,32.09,134,43
30,31,31,Aaron Baddeley,77,32.06,131,42
31,32,32,Andres Gonzales,60,32.05,78,25
32,33,33,Mark Wilson,89,32.03,128,41
33,34,34,David Mathis,83,32.0,150,48
34,35,35,Zack Miller,86,31.97,122,39
35,36,36,Bio Kim,71,31.96,97,31
36,37,37,Bill Haas,93,31.94,144,46
37,T38,T38,Davis Love III,70,31.91,94,30
38,T38,T38,Dean Wilson,62,31.91,94,30
39,40,40,Jason Day,76,31.86,113,36
40,41,41,Blake Adams,116,31.84,179,57
41,42,42,Alexandre Rocha,65,31.71,82,26
42,43,43,Steve Flesch,88,31.69,142,45
43,T44,T44,Ben Crane,76,31.62,117,37
44,T44,T44,Steve Marino,76,31.62,117,37
45,46,46,Marc Turnesa,54,31.58,95,30
46,47,47,Retief Goosen,50,31.52,92,29
47,48,48,Steve Elkington,50,31.51,73,23
48,T49,T49,Kent Jones,76,31.47,143,45
49,T49,T49,Bryce Molder,82,31.47,143,45
50,51,51,Keegan Bradley,91,31.45,159,50
51,52,52,Matt Jones,71,31.43,105,33
52,53,53,Kevin Streelman,90,31.25,144,45
53,T54,T54,Robert Allenby,84,31.11,135,42
54,T54,T54,Cameron Beckman,71,31.11,135,42
55,T54,T54,Josh Teater,104,31.11,180,56
56,57,57,Ben Curtis,66,31.09,119,37
57,58,58,Jason Dufner,78,31.03,116,36
58,59,59,David Toms,78,31.01,129,40
59,60,60,Michael Putnam,67,30.95,84,26
60,61,61,Alex Cejka,59,30.93,97,30
61,T62,T62,J.P. Hayes,56,30.91,110,34
62,T62,T62,Sung Kang,63,30.91,110,34
63,T64,T64,J.J. Henry,96,30.82,146,45
64,T64,T64,Webb Simpson,98,30.82,159,49
65,T66,T66,Carl Pettersson,95,30.77,156,48
66,T66,T66,Y.E. Yang,63,30.77,78,24
67,68,68,Bobby Gates,82,30.58,121,37
68,69,69,Pat Perez,76,30.57,157,48
69,70,70,Stewart Cink,72,30.3,99,30
70,71,71,Shaun Micheel,77,30.21,96,29
71,72,72,David Hearn,88,30.19,159,48
72,73,73,Bubba Watson,85,30.0,130,39
73,74,74,John Rollins,85,29.94,157,47
74,75,75,Jim Furyk,87,29.87,154,46
75,T76,T76,Ben Martin,74,29.81,104,31
76,T76,T76,Nick O'Hern,89,29.81,161,48
77,T76,T76,Chris Stroud,88,29.81,161,48
78,79,79,Woody Austin,59,29.76,84,25
79,80,80,John Merrick,71,29.73,111,33
80,81,81,John Senden,94,29.49,156,46
81,82,82,Chris Kirk,87,29.41,153,45
82,83,83,Michael Bradley,74,29.27,123,36
83,84,84,Martin Piller,63,29.17,120,35
84,85,85,Scott McCarron,65,29.11,79,23
85,86,86,Martin Laird,77,29.09,110,32
86,87,87,Tommy Gainey,104,29.08,196,57
87,88,88,William McGirt,103,29.06,203,59
88,89,89,Trevor Immelman,84,28.95,114,33
89,90,90,Camilo Villegas,69,28.91,128,37
90,91,91,D.J. Brigman,67,28.87,97,28
91,92,92,Chris DiMarco,93,28.75,160,46
92,T93,T93,Bill Lunde,92,28.67,143,41
93,T93,T93,Kyle Stanley,98,28.67,150,43
94,95,95,Fabián Gómez,84,28.66,157,45
95,T96,T96,Troy Merritt,63,28.57,98,28
96,T96,T96,Scott Piercy,78,28.57,112,32
97,T96,T96,Scott Stallings,84,28.57,133,38
98,99,99,Sean O'Hair,71,28.44,109,31
99,100,100,Jerry Kelly,85,28.28,145,41
100,101,101,Jeff Overton,92,28.23,124,35
101,102,102,Vaughn Taylor,89,28.05,164,46
102,103,103,Garrett Willis,71,27.97,118,33
103,104,104,Charles Howell III,108,27.87,183,51
104,105,105,Justin Hicks,60,27.78,72,20
