,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
0,1,1,Steve Stricker,46.91,152,324
1,2,2,Jason Day,45.28,163,360
2,3,3,Brandt Snedeker,44.89,202,450
3,4,4,Steven Bowditch,44.64,225,504
4,5,5,Steve Marino,44.2,183,414
5,6,6,Robert Karlsson,44.12,135,306
6,7,7,Rickie Fowler,43.72,181,414
7,T8,T8,Scott McCarron,42.68,169,396
8,T8,T8,Roland Thatcher,42.68,169,396
9,10,10,Stuart Appleby,42.59,161,378
10,11,11,Kevin Na,42.31,198,468
11,12,12,Pat Perez,42.17,167,396
12,13,13,J.B. Holmes,42.06,106,252
13,14,14,Matt Kuchar,41.79,173,414
14,15,15,Charlie Wi,41.78,188,450
15,16,16,Charl Schwartzel,41.67,105,252
16,17,17,Dean Wilson,41.39,149,360
17,18,18,Tim Herron,41.27,208,504
18,19,19,Geoff Ogilvy,41.23,141,342
19,20,20,Jimmy Walker,41.2,178,432
20,21,21,Zach Johnson,41.16,163,396
21,22,22,Kevin Streelman,41.03,192,468
22,23,23,Arjun Atwal,41.0,214,522
23,24,24,Greg Chalmers,40.95,199,486
24,T25,T25,Aaron Baddeley,40.91,162,396
25,T25,T25,Lucas Glover,40.91,162,396
26,27,27,Freddie Jacobson,40.89,184,450
27,28,28,Adam Scott,40.85,125,306
28,29,29,Mark Wilson,40.67,183,450
29,30,30,Y.E. Yang,40.52,124,306
30,31,31,Michael Connell,40.38,189,468
31,32,32,Bio Kim,40.22,181,450
32,33,33,Blake Adams,40.2,246,612
33,34,34,Ian Poulter,40.0,108,270
34,35,35,Bryce Molder,39.96,187,468
35,36,36,Sergio Garcia,39.93,115,288
36,37,37,Steve Elkington,39.87,122,306
37,38,38,David Mathis,39.78,179,450
38,39,39,Nate Smith,39.58,171,432
39,40,40,Padraig Harrington,39.54,121,306
40,T41,T41,Bill Lunde,39.53,185,468
41,T41,T41,Webb Simpson,39.53,185,468
42,43,43,Nathan Green,39.32,184,468
43,44,44,Chez Reavie,39.3,191,486
44,45,45,Cameron Tringale,39.24,226,576
45,46,46,Ryan Moore,39.17,141,360
46,T47,T47,Ryuji Imada,39.09,197,504
47,T47,T47,Tim Petrovic,39.09,190,486
48,49,49,Hunter Haas,39.07,211,540
49,T50,T50,Alex Cejka,38.89,119,306
50,T50,T50,K.J. Choi,38.89,147,378
51,T50,T50,Camilo Villegas,38.89,154,396
52,53,53,Tommy Gainey,38.73,237,612
53,54,54,Keegan Bradley,38.69,195,504
54,55,55,Marc Leishman,38.68,188,486
55,56,56,Bill Haas,38.67,174,450
56,57,57,Scott Piercy,38.65,160,414
57,58,58,Luke Donald,38.58,125,324
58,T59,T59,Chris Kirk,38.48,187,486
59,T59,T59,Vaughn Taylor,38.48,187,486
60,61,61,Steve Flesch,38.46,180,468
61,62,62,Ben Curtis,38.41,159,414
62,T63,T63,Ben Crane,38.38,152,396
63,T63,T63,Davis Love III,38.38,152,396
64,65,65,Brendon de Jonge,38.33,207,540
65,66,66,D.A. Points,38.25,179,468
66,67,67,Michael Thompson,38.22,172,450
67,68,68,Anthony Kim,38.19,165,432
68,69,69,Ryan Palmer,38.16,158,414
69,70,70,Martin Laird,38.13,151,396
70,71,71,Sung Kang,38.1,144,378
71,72,72,Michael Putnam,38.06,137,360
72,73,73,Justin Leonard,38.03,178,468
73,74,74,Johnson Wagner,38.0,171,450
74,75,75,Paul Goydos,37.96,164,432
75,T76,T76,Ricky Barnes,37.92,157,414
76,T76,T76,Troy Merritt,37.92,157,414
77,T76,T76,Sean O'Hair,37.92,157,414
78,T76,T76,Garrett Willis,37.92,157,414
79,80,80,Nick Watney,37.83,143,378
80,81,81,Brian Gay,37.82,177,468
