,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
81,T82,T82,Billy Horschel,37.78,170,450
82,T82,T82,Jeff Overton,37.78,170,450
83,T82,T82,Bubba Watson,37.78,136,360
84,85,85,J.P. Hayes,37.72,129,342
85,86,86,William McGirt,37.67,217,576
86,T87,T87,Kevin Stadler,37.65,183,486
87,T87,T87,Chris Stroud,37.65,183,486
88,89,89,Bo Van Pelt,37.61,176,468
89,90,90,Zack Miller,37.59,203,540
90,91,91,Matt Jones,37.56,169,450
91,92,92,David Duval,37.5,162,432
92,T93,T93,Cameron Beckman,37.44,155,414
93,T93,T93,D.J. Brigman,37.44,155,414
94,95,95,Graeme McDowell,37.41,101,270
95,96,96,Andres Romero,37.37,148,396
96,97,97,Jarrod Lyle,37.36,195,522
97,T98,T98,Jonathan Byrd,37.33,168,450
98,T98,T98,Ben Martin,37.33,168,450
99,T98,T98,Vijay Singh,37.33,168,450
100,101,101,Andres Gonzales,37.3,141,378
101,102,102,Hunter Mahan,37.27,161,432
102,T103,T103,Matt Bettencourt,37.24,181,486
103,T103,T103,Carl Pettersson,37.24,181,486
104,105,105,Retief Goosen,37.18,87,234
105,106,106,Chris Couch,37.13,127,342
106,107,107,Robert Garrigus,37.11,167,450
107,108,108,Daniel Summerhays,36.97,193,522
108,109,109,Shane Bertsch,36.94,133,360
109,110,110,Brandt Jobe,36.9,186,504
110,111,111,Jim Furyk,36.89,166,450
111,112,112,Brian Davis,36.85,199,540
112,113,113,Stewart Cink,36.77,139,378
113,114,114,Charles Howell III,36.67,198,540
114,115,115,David Toms,36.62,145,396
115,T116,T116,Chad Campbell,36.59,191,522
116,T116,T116,Billy Mayfair,36.59,191,522
117,T118,T118,James Driscoll,36.57,158,432
118,T118,T118,Trevor Immelman,36.57,158,432
119,120,120,Jerry Kelly,36.44,164,450
120,121,121,Woody Austin,36.42,118,324
121,122,122,Rich Beem,36.39,131,360
122,T123,T123,Robert Allenby,36.34,157,432
123,T123,T123,Kevin Kisner,36.34,157,432
124,125,125,Harrison Frazar,36.26,124,342
125,126,126,Rod Pampling,36.24,137,378
126,127,127,Gary Woodland,36.0,162,450
127,128,128,John Senden,35.9,168,468
128,129,129,Joe Ogilvie,35.88,155,432
129,130,130,Jason Dufner,35.75,148,414
130,131,131,John Merrick,35.71,135,378
131,132,132,Will Strickler,35.67,122,342
132,133,133,Rory Sabbatini,35.65,154,432
133,T134,T134,Stephen Ames,35.61,141,396
134,T134,T134,Jim Renner,35.61,141,396
135,T136,T136,Dustin Johnson,35.56,128,360
136,T136,T136,George McNeill,35.56,128,360
137,T138,T138,Troy Matteson,35.52,179,504
138,T138,T138,Heath Slocum,35.52,179,504
139,T140,T140,Shaun Micheel,35.33,159,450
140,T140,T140,Chris Riley,35.33,159,450
141,142,142,Nick O'Hern,35.32,178,504
142,143,143,Chris DiMarco,35.25,184,522
143,T144,T144,Tag Ridings,35.19,171,486
144,T144,T144,Paul Stankowski,35.19,152,432
145,146,146,Justin Rose,35.1,139,396
146,147,147,Brendan Steele,34.98,170,486
147,148,148,Scott Stallings,34.92,176,504
148,149,149,Joseph Bramlett,34.89,157,450
149,150,150,Jason Bohn,34.85,138,396
150,151,151,John Rollins,34.83,163,468
151,152,152,Josh Teater,34.77,194,558
152,T153,T153,Kent Jones,34.72,150,432
153,T153,T153,Phil Mickelson,34.72,125,360
154,155,155,Charley Hoffman,34.62,162,468
155,156,156,Spencer Levin,34.59,193,558
156,157,157,Jhonattan Vegas,34.44,155,450
157,158,158,Rocco Mediate,34.26,111,324
158,159,159,Ángel Cabrera,33.99,104,306
159,160,160,Fabián Gómez,33.97,159,468
160,161,161,D.J. Trahan,33.91,177,522
161,162,162,Matt McQuillan,33.86,128,378
162,163,163,Kyle Stanley,33.73,170,504
163,164,164,Briny Baird,33.64,109,324
164,165,165,Ernie Els,33.33,120,360
165,166,166,Lee Janzen,33.04,113,342
166,167,167,Alex Prugh,32.95,172,522
167,168,168,Scott Gutschewski,32.85,136,414
168,169,169,Richard Johnson,32.8,124,378
169,T170,T170,Kevin Chappell,32.69,153,468
170,T170,T170,David Hearn,32.69,153,468
171,172,172,Justin Hicks,32.61,135,414
172,173,173,Bobby Gates,32.57,170,522
173,174,174,Kris Blanks,32.18,168,522
174,175,175,J.J. Henry,31.94,161,504
175,176,176,Colt Knost,31.89,155,486
176,T177,T177,Tom Gillis,31.79,103,324
177,T177,T177,Aron Price,31.79,103,324
178,179,179,Derek Lamely,31.78,143,450
179,180,180,Michael Bradley,31.48,136,432
180,181,181,Alexandre Rocha,31.31,124,396
181,182,182,Marc Turnesa,31.29,107,342
182,183,183,Martin Piller,30.92,128,414
183,184,184,Jim Herman,30.3,120,396
184,185,185,Boo Weekley,29.89,113,378
185,186,186,Joe Durant,29.4,127,432
